"plh0195","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Leute nutzen aus","2003","(noch) kein Abschluss","Schleswig-Holstein","10","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Hamburg","7","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Niedersachsen","25","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Bremen","1","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Nordrhein-Westfalen","108","0.527324308086975","0.462520399971927","0.592128216202024"
"Leute nutzen aus","2003","(noch) kein Abschluss","Hessen","21","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","10","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Baden-Wuerttemberg","48","0.453225888565332","0.365606831574924","0.54084494555574"
"Leute nutzen aus","2003","(noch) kein Abschluss","Bayern","35","0.445298007297026","0.346393185966717","0.544202828627335"
"Leute nutzen aus","2003","(noch) kein Abschluss","Saarland","","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Berlin","21","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Brandenburg","17","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","10","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Sachsen","23","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Sachsen-Anhalt","12","","",""
"Leute nutzen aus","2003","(noch) kein Abschluss","Thueringen","14","","",""
"Leute nutzen aus","2003","Hauptschule","Schleswig-Holstein","138","0.516480422164925","0.457201440956369","0.575759403373482"
"Leute nutzen aus","2003","Hauptschule","Hamburg","31","0.416218671620126","0.31080563416662","0.521631709073632"
"Leute nutzen aus","2003","Hauptschule","Niedersachsen","382","0.515461510911977","0.479574918989051","0.551348102834902"
"Leute nutzen aus","2003","Hauptschule","Bremen","29","","",""
"Leute nutzen aus","2003","Hauptschule","Nordrhein-Westfalen","927","0.490568359629315","0.46780674291726","0.513329976341369"
"Leute nutzen aus","2003","Hauptschule","Hessen","269","0.482354546454109","0.440248075019207","0.524461017889011"
"Leute nutzen aus","2003","Hauptschule","Rheinland-Pfalz,Saarland","330","0.462993288778379","0.425707191606066","0.500279385950692"
"Leute nutzen aus","2003","Hauptschule","Baden-Wuerttemberg","580","0.52392206440445","0.494981469773803","0.552862659035096"
"Leute nutzen aus","2003","Hauptschule","Bayern","725","0.517913945731533","0.491673958481346","0.54415393298172"
"Leute nutzen aus","2003","Hauptschule","Saarland","","","",""
"Leute nutzen aus","2003","Hauptschule","Berlin","91","0.581310867416037","0.503893953113123","0.65872778171895"
"Leute nutzen aus","2003","Hauptschule","Brandenburg","146","0.623896263645488","0.562483427133355","0.685309100157621"
"Leute nutzen aus","2003","Hauptschule","Mecklenburg-Vorpommern","74","0.588517238306056","0.501550946490201","0.67548353012191"
"Leute nutzen aus","2003","Hauptschule","Sachsen","200","0.477838914384769","0.429606112427924","0.526071716341615"
"Leute nutzen aus","2003","Hauptschule","Sachsen-Anhalt","169","0.554933839537484","0.49743752145442","0.612430157620547"
"Leute nutzen aus","2003","Hauptschule","Thueringen","165","0.529454958239423","0.472593584719437","0.586316331759408"
"Leute nutzen aus","2003","Realschule","Schleswig-Holstein","67","0.452091455289163","0.375451054039286","0.52873185653904"
"Leute nutzen aus","2003","Realschule","Hamburg","30","0.362075974988164","0.256097203938643","0.468054746037685"
"Leute nutzen aus","2003","Realschule","Niedersachsen","247","0.464782902777891","0.422947704583181","0.5066181009726"
"Leute nutzen aus","2003","Realschule","Bremen","17","","",""
"Leute nutzen aus","2003","Realschule","Nordrhein-Westfalen","432","0.443795664839817","0.411795566701665","0.475795762977969"
"Leute nutzen aus","2003","Realschule","Hessen","155","0.43325705361404","0.380968765168515","0.485545342059565"
"Leute nutzen aus","2003","Realschule","Rheinland-Pfalz,Saarland","126","0.485245387306683","0.424612441487535","0.545878333125831"
"Leute nutzen aus","2003","Realschule","Baden-Wuerttemberg","247","0.460079735117747","0.419127904127411","0.501031566108083"
"Leute nutzen aus","2003","Realschule","Bayern","331","0.482069402879559","0.444759076524765","0.519379729234354"
"Leute nutzen aus","2003","Realschule","Saarland","","","",""
"Leute nutzen aus","2003","Realschule","Berlin","134","0.557252564564821","0.49454157775862","0.619963551371023"
"Leute nutzen aus","2003","Realschule","Brandenburg","199","0.648314757359616","0.595833460635387","0.700796054083845"
"Leute nutzen aus","2003","Realschule","Mecklenburg-Vorpommern","122","0.599484648503313","0.533211582903659","0.665757714102968"
"Leute nutzen aus","2003","Realschule","Sachsen","359","0.578413127688893","0.540274262425995","0.61655199295179"
"Leute nutzen aus","2003","Realschule","Sachsen-Anhalt","190","0.651392468723158","0.59800035344947","0.704784583996847"
"Leute nutzen aus","2003","Realschule","Thueringen","236","0.630268239606945","0.581344642549622","0.679191836664268"
"Leute nutzen aus","2003","(Fach-)Abitur","Schleswig-Holstein","28","","",""
