year,migback,sampreg,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,West,Most people would exploit you if they had the opportunity,0.45061,5845,13347,0.44217,0.45905
2003,No migration background,West,Most people would try to be fair,0.54939,7502,13347,0.54095,0.55783
2003,No migration background,East,Most people would exploit you if they had the opportunity,0.55526,2816,5142,0.54168,0.56885
2003,No migration background,East,Most people would try to be fair,0.44474,2326,5142,0.43115,0.45832
2003,Direct migration background,West,Most people would exploit you if they had the opportunity,0.51043,1231,2429,0.49055,0.53031
2003,Direct migration background,West,Most people would try to be fair,0.48957,1198,2429,0.46969,0.50945
2003,Direct migration background,East,Most people would exploit you if they had the opportunity,0.57799,62,102,0.48167,0.67431
2003,Direct migration background,East,Most people would try to be fair,0.42201,40,102,0.32569,0.51833
2003,Indirect migration background,West,Most people would exploit you if they had the opportunity,0.53798,367,729,0.50176,0.57419
2003,Indirect migration background,West,Most people would try to be fair,0.46202,362,729,0.42581,0.49824
2008,No migration background,West,Most people would exploit you if they had the opportunity,0.44408,5027,11785,0.43511,0.45305
2008,No migration background,West,Most people would try to be fair,0.55592,6758,11785,0.54695,0.56489
2008,No migration background,East,Most people would exploit you if they had the opportunity,0.53249,2357,4585,0.51805,0.54694
2008,No migration background,East,Most people would try to be fair,0.46751,2228,4585,0.45306,0.48195
2008,Direct migration background,West,Most people would exploit you if they had the opportunity,0.55809,974,1794,0.53511,0.58108
2008,Direct migration background,West,Most people would try to be fair,0.44191,820,1794,0.41892,0.46489
2008,Direct migration background,East,Most people would exploit you if they had the opportunity,0.53139,35,75,0.41770,0.64509
2008,Direct migration background,East,Most people would try to be fair,0.46861,40,75,0.35491,0.58230
2008,Indirect migration background,West,Most people would exploit you if they had the opportunity,0.53956,357,711,0.50289,0.57622
2008,Indirect migration background,West,Most people would try to be fair,0.46044,354,711,0.42378,0.49711
2013,No migration background,West,Most people would exploit you if they had the opportunity,0.39012,5837,15736,0.38250,0.39774
2013,No migration background,West,Most people would try to be fair,0.60988,9899,15736,0.60226,0.61750
2013,No migration background,East,Most people would exploit you if they had the opportunity,0.48131,2548,5386,0.46796,0.49465
2013,No migration background,East,Most people would try to be fair,0.51869,2838,5386,0.50535,0.53204
2013,Direct migration background,West,Most people would exploit you if they had the opportunity,0.47457,1186,2542,0.45516,0.49399
2013,Direct migration background,West,Most people would try to be fair,0.52543,1356,2542,0.50601,0.54484
2013,Direct migration background,East,Most people would exploit you if they had the opportunity,0.46559,73,154,0.38655,0.54463
2013,Direct migration background,East,Most people would try to be fair,0.53441,81,154,0.45537,0.61345
2013,Indirect migration background,West,Most people would exploit you if they had the opportunity,0.49124,480,1026,0.46063,0.52184
2013,Indirect migration background,West,Most people would try to be fair,0.50876,546,1026,0.47816,0.53937
2013,Indirect migration background,East,Most people would exploit you if they had the opportunity,0.67001,34,66,0.55570,0.78432
2013,Indirect migration background,East,Most people would try to be fair,0.32999,32,66,0.21568,0.44430
2018,No migration background,West,Most people would exploit you if they had the opportunity,0.36230,4917,14090,0.35436,0.37024
2018,No migration background,West,Most people would try to be fair,0.63770,9173,14090,0.62976,0.64564
2018,No migration background,East,Most people would exploit you if they had the opportunity,0.42267,2108,4895,0.40883,0.43651
2018,No migration background,East,Most people would try to be fair,0.57733,2787,4895,0.56349,0.59117
2018,Direct migration background,West,Most people would exploit you if they had the opportunity,0.46198,2886,6552,0.44990,0.47405
2018,Direct migration background,West,Most people would try to be fair,0.53802,3666,6552,0.52595,0.55010
2018,Direct migration background,East,Most people would exploit you if they had the opportunity,0.37901,316,764,0.34459,0.41343
2018,Direct migration background,East,Most people would try to be fair,0.62099,448,764,0.58657,0.65541
2018,Indirect migration background,West,Most people would exploit you if they had the opportunity,0.44314,671,1465,0.41769,0.46858
2018,Indirect migration background,West,Most people would try to be fair,0.55686,794,1465,0.53142,0.58231
2018,Indirect migration background,East,Most people would exploit you if they had the opportunity,0.56442,53,113,0.47259,0.65625
2018,Indirect migration background,East,Most people would try to be fair,0.43558,60,113,0.34375,0.52741
