year,sampreg,sex,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,West,male,Most people would exploit you if they had the opportunity,0.48875,3767,7959,0.47776,0.49973
2003,West,male,Most people would try to be fair,0.51125,4192,7959,0.50027,0.52224
2003,West,female,Most people would exploit you if they had the opportunity,0.43835,3676,8546,0.42783,0.44887
2003,West,female,Most people would try to be fair,0.56165,4870,8546,0.55113,0.57217
2003,East,male,Most people would exploit you if they had the opportunity,0.58955,1471,2553,0.57047,0.60864
2003,East,male,Most people would try to be fair,0.41045,1082,2553,0.39136,0.42953
2003,East,female,Most people would exploit you if they had the opportunity,0.52163,1420,2722,0.50286,0.54040
2003,East,female,Most people would try to be fair,0.47837,1302,2722,0.45960,0.49714
2008,West,male,Most people would exploit you if they had the opportunity,0.49457,3202,6794,0.48268,0.50646
2008,West,male,Most people would try to be fair,0.50543,3592,6794,0.49354,0.51732
2008,West,female,Most people would exploit you if they had the opportunity,0.44041,3156,7496,0.42917,0.45165
2008,West,female,Most people would try to be fair,0.55959,4340,7496,0.54835,0.57083
2008,East,male,Most people would exploit you if they had the opportunity,0.55857,1222,2272,0.53815,0.57900
2008,East,male,Most people would try to be fair,0.44143,1050,2272,0.42100,0.46185
2008,East,female,Most people would exploit you if they had the opportunity,0.50844,1190,2430,0.48856,0.52832
2008,East,female,Most people would try to be fair,0.49156,1240,2430,0.47168,0.51144
2013,West,male,Most people would exploit you if they had the opportunity,0.42833,3630,8708,0.41794,0.43873
2013,West,male,Most people would try to be fair,0.57167,5078,8708,0.56127,0.58206
2013,West,female,Most people would exploit you if they had the opportunity,0.37829,3873,10596,0.36905,0.38752
2013,West,female,Most people would try to be fair,0.62171,6723,10596,0.61248,0.63095
2013,East,male,Most people would exploit you if they had the opportunity,0.50401,1263,2557,0.48463,0.52339
2013,East,male,Most people would try to be fair,0.49599,1294,2557,0.47661,0.51537
2013,East,female,Most people would exploit you if they had the opportunity,0.46140,1392,3049,0.44370,0.47910
2013,East,female,Most people would try to be fair,0.53860,1657,3049,0.52090,0.55630
2018,West,male,Most people would exploit you if they had the opportunity,0.40664,4175,10499,0.39724,0.41604
2018,West,male,Most people would try to be fair,0.59336,6324,10499,0.58396,0.60276
2018,West,female,Most people would exploit you if they had the opportunity,0.36495,4299,11608,0.35619,0.37371
2018,West,female,Most people would try to be fair,0.63505,7309,11608,0.62629,0.64381
2018,East,male,Most people would exploit you if they had the opportunity,0.44613,1207,2724,0.42746,0.46481
2018,East,male,Most people would try to be fair,0.55387,1517,2724,0.53519,0.57254
2018,East,female,Most people would exploit you if they had the opportunity,0.40059,1270,3048,0.38319,0.41799
2018,East,female,Most people would try to be fair,0.59941,1778,3048,0.58201,0.61681
