year,pgisced97,plh0195,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No answer / don't know,Most people would exploit you if they had the opportunity,0.43395,105,233,0.37017,0.49773
2003,No answer / don't know,Most people would try to be fair,0.56605,128,233,0.50227,0.62983
2003,Pre-primary Level,Most people would exploit you if they had the opportunity,0.32658,201,602,0.28908,0.36407
2003,Pre-primary Level,Most people would try to be fair,0.67342,401,602,0.63593,0.71092
2003,Primary Level,Most people would exploit you if they had the opportunity,0.65100,153,256,0.59250,0.70951
2003,Primary Level,Most people would try to be fair,0.34900,103,256,0.29049,0.40750
2003,Lower Secondary Level,Most people would exploit you if they had the opportunity,0.49324,1352,2678,0.47430,0.51218
2003,Lower Secondary Level,Most people would try to be fair,0.50676,1326,2678,0.48782,0.52570
2003,Upper Secondary Level,Most people would exploit you if they had the opportunity,0.49950,5477,10930,0.49013,0.50887
2003,Upper Secondary Level,Most people would try to be fair,0.50050,5453,10930,0.49113,0.50987
2003,Post-secondary Non-tertiary Level,Most people would exploit you if they had the opportunity,0.44426,509,1127,0.41524,0.47328
2003,Post-secondary Non-tertiary Level,Most people would try to be fair,0.55574,618,1127,0.52672,0.58476
2003,First Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.50287,822,1665,0.47885,0.52690
2003,First Stage of Tertiary Education,Most people would try to be fair,0.49713,843,1665,0.47310,0.52115
2003,Second Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.41420,1715,4289,0.39946,0.42894
2003,Second Stage of Tertiary Education,Most people would try to be fair,0.58580,2574,4289,0.57106,0.60054
2008,No answer / don't know,Most people would exploit you if they had the opportunity,0.46572,153,325,0.41140,0.52004
2008,No answer / don't know,Most people would try to be fair,0.53428,172,325,0.47996,0.58860
2008,Pre-primary Level,Most people would exploit you if they had the opportunity,0.36055,125,353,0.31039,0.41071
2008,Pre-primary Level,Most people would try to be fair,0.63945,228,353,0.58929,0.68961
2008,Primary Level,Most people would exploit you if they had the opportunity,0.64448,105,176,0.57356,0.71540
2008,Primary Level,Most people would try to be fair,0.35552,71,176,0.28460,0.42644
2008,Lower Secondary Level,Most people would exploit you if they had the opportunity,0.53536,1046,1975,0.51336,0.55736
2008,Lower Secondary Level,Most people would try to be fair,0.46464,929,1975,0.44264,0.48664
2008,Upper Secondary Level,Most people would exploit you if they had the opportunity,0.50902,4767,9571,0.49900,0.51904
2008,Upper Secondary Level,Most people would try to be fair,0.49098,4804,9571,0.48096,0.50100
2008,Post-secondary Non-tertiary Level,Most people would exploit you if they had the opportunity,0.46620,487,1073,0.43633,0.49606
2008,Post-secondary Non-tertiary Level,Most people would try to be fair,0.53380,586,1073,0.50394,0.56367
2008,First Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.46302,636,1393,0.43683,0.48921
2008,First Stage of Tertiary Education,Most people would try to be fair,0.53698,757,1393,0.51079,0.56317
2008,Second Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.36235,1451,4126,0.34768,0.37702
2008,Second Stage of Tertiary Education,Most people would try to be fair,0.63765,2675,4126,0.62298,0.65232
2013,No answer / don't know,Most people would exploit you if they had the opportunity,0.43924,194,452,0.39344,0.48505
2013,No answer / don't know,Most people would try to be fair,0.56076,258,452,0.51495,0.60656
2013,Pre-primary Level,Most people would exploit you if they had the opportunity,0.39983,151,436,0.35379,0.44586
2013,Pre-primary Level,Most people would try to be fair,0.60017,285,436,0.55414,0.64621
2013,Primary Level,Most people would exploit you if they had the opportunity,0.57935,197,312,0.52448,0.63421
2013,Primary Level,Most people would try to be fair,0.42065,115,312,0.36579,0.47552
2013,Lower Secondary Level,Most people would exploit you if they had the opportunity,0.46450,1234,2500,0.44495,0.48406
2013,Lower Secondary Level,Most people would try to be fair,0.53550,1266,2500,0.51594,0.55505
2013,Upper Secondary Level,Most people would exploit you if they had the opportunity,0.46107,5540,12140,0.45220,0.46993
2013,Upper Secondary Level,Most people would try to be fair,0.53893,6600,12140,0.53007,0.54780
2013,Post-secondary Non-tertiary Level,Most people would exploit you if they had the opportunity,0.38700,618,1722,0.36398,0.41001
2013,Post-secondary Non-tertiary Level,Most people would try to be fair,0.61300,1104,1722,0.58999,0.63602
2013,First Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.42532,700,1642,0.40140,0.44924
2013,First Stage of Tertiary Education,Most people would try to be fair,0.57468,942,1642,0.55076,0.59860
2013,Second Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.28219,1524,5706,0.27051,0.29387
2013,Second Stage of Tertiary Education,Most people would try to be fair,0.71781,4182,5706,0.70613,0.72949
2018,No answer / don't know,Most people would exploit you if they had the opportunity,0.46023,377,812,0.42593,0.49453
2018,No answer / don't know,Most people would try to be fair,0.53977,435,812,0.50547,0.57407
2018,Pre-primary Level,Most people would exploit you if they had the opportunity,0.35044,121,340,0.29965,0.40123
2018,Pre-primary Level,Most people would try to be fair,0.64956,219,340,0.59877,0.70035
2018,Primary Level,Most people would exploit you if they had the opportunity,0.57717,688,1496,0.55213,0.60221
2018,Primary Level,Most people would try to be fair,0.42283,808,1496,0.39779,0.44787
2018,Lower Secondary Level,Most people would exploit you if they had the opportunity,0.49946,1574,3200,0.48214,0.51679
2018,Lower Secondary Level,Most people would try to be fair,0.50054,1626,3200,0.48321,0.51786
2018,Upper Secondary Level,Most people would exploit you if they had the opportunity,0.42739,5113,11751,0.41844,0.43633
2018,Upper Secondary Level,Most people would try to be fair,0.57261,6638,11751,0.56367,0.58156
2018,Post-secondary Non-tertiary Level,Most people would exploit you if they had the opportunity,0.36853,790,2137,0.34808,0.38899
2018,Post-secondary Non-tertiary Level,Most people would try to be fair,0.63147,1347,2137,0.61101,0.65192
2018,First Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.41190,555,1411,0.38621,0.43759
2018,First Stage of Tertiary Education,Most people would try to be fair,0.58810,856,1411,0.56241,0.61379
2018,Second Stage of Tertiary Education,Most people would exploit you if they had the opportunity,0.25320,1733,6732,0.24281,0.26359
2018,Second Stage of Tertiary Education,Most people would try to be fair,0.74680,4999,6732,0.73641,0.75719
