"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"2006","16-34 Jahre alt","(Fach-)Abitur","7.78","8","1194","7.69","7.87"
"2006","16-34 Jahre alt","(noch) kein Abschluss","8.09","8","431","7.94","8.24"
"2006","16-34 Jahre alt","AkademikerInnen","7.69","8","573","7.55","7.83"
"2006","16-34 Jahre alt","Hauptschulabschluss","7.6","8","992","7.47","7.73"
"2006","16-34 Jahre alt","Realschulabschluss","7.73","8","1571","7.64","7.82"
"2006","35-65 Jahre alt","(Fach-)Abitur","7.24","8","1079","7.13","7.35"
"2006","35-65 Jahre alt","(noch) kein Abschluss","6.61","7","137","6.24","6.98"
"2006","35-65 Jahre alt","AkademikerInnen","7.3","8","3201","7.24","7.36"
"2006","35-65 Jahre alt","Hauptschulabschluss","7.35","8","4279","7.29","7.41"
"2006","35-65 Jahre alt","Realschulabschluss","7.36","8","3646","7.3","7.42"
"2006","66 und älter","(Fach-)Abitur","7.57","8","189","7.29","7.85"
"2006","66 und älter","(noch) kein Abschluss","6.8","7","82","6.29","7.31"
"2006","66 und älter","AkademikerInnen","7.58","8","799","7.46","7.7"
"2006","66 und älter","Hauptschulabschluss","7.32","8","2825","7.24","7.4"
"2006","66 und älter","Realschulabschluss","7.46","8","530","7.3","7.62"
"2007","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2007","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"2007","16-34 Jahre alt","AkademikerInnen","","","","",""
"2007","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2007","16-34 Jahre alt","Realschulabschluss","","","","",""
"2007","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2007","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"2007","35-65 Jahre alt","AkademikerInnen","","","","",""
"2007","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"2007","35-65 Jahre alt","Realschulabschluss","","","","",""
"2007","66 und älter","(Fach-)Abitur","","","","",""
"2007","66 und älter","(noch) kein Abschluss","","","","",""
"2007","66 und älter","AkademikerInnen","","","","",""
"2007","66 und älter","Hauptschulabschluss","","","","",""
"2007","66 und älter","Realschulabschluss","","","","",""
"2008","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2008","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"2008","16-34 Jahre alt","AkademikerInnen","","","","",""
"2008","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2008","16-34 Jahre alt","Realschulabschluss","","","","",""
"2008","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2008","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"2008","35-65 Jahre alt","AkademikerInnen","","","","",""
"2008","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"2008","35-65 Jahre alt","Realschulabschluss","","","","",""
"2008","66 und älter","(Fach-)Abitur","","","","",""
"2008","66 und älter","(noch) kein Abschluss","","","","",""
"2008","66 und älter","AkademikerInnen","","","","",""
"2008","66 und älter","Hauptschulabschluss","","","","",""
"2008","66 und älter","Realschulabschluss","","","","",""
"2009","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2009","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"2009","16-34 Jahre alt","AkademikerInnen","","","","",""
"2009","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2009","16-34 Jahre alt","Realschulabschluss","","","","",""
"2009","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2009","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"2009","35-65 Jahre alt","AkademikerInnen","","","","",""
"2009","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"2009","35-65 Jahre alt","Realschulabschluss","","","","",""
"2009","66 und älter","(Fach-)Abitur","","","","",""
"2009","66 und älter","(noch) kein Abschluss","","","","",""
"2009","66 und älter","AkademikerInnen","","","","",""
"2009","66 und älter","Hauptschulabschluss","","","","",""
"2009","66 und älter","Realschulabschluss","","","","",""
"2010","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"2010","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"2010","16-34 Jahre alt","AkademikerInnen","","","","",""
"2010","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"2010","16-34 Jahre alt","Realschulabschluss","","","","",""
"2010","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"2010","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"2010","35-65 Jahre alt","AkademikerInnen","","","","",""
"2010","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"2010","35-65 Jahre alt","Realschulabschluss","","","","",""
"2010","66 und älter","(Fach-)Abitur","","","","",""
"2010","66 und älter","(noch) kein Abschluss","","","","",""
"2010","66 und älter","AkademikerInnen","","","","",""
"2010","66 und älter","Hauptschulabschluss","","","","",""
"2010","66 und älter","Realschulabschluss","","","","",""
"2011","16-34 Jahre alt","(Fach-)Abitur","8","8","1316","7.91","8.09"
"2011","16-34 Jahre alt","(noch) kein Abschluss","8.55","9","550","8.41","8.69"
"2011","16-34 Jahre alt","AkademikerInnen","7.8","8","871","7.69","7.91"
"2011","16-34 Jahre alt","Hauptschulabschluss","7.95","8","1208","7.85","8.05"
"2011","16-34 Jahre alt","Realschulabschluss","8","8","1819","7.92","8.08"
"2011","35-65 Jahre alt","(Fach-)Abitur","7.58","8","1793","7.5","7.66"
"2011","35-65 Jahre alt","(noch) kein Abschluss","7.37","8","192","7.03","7.71"
"2011","35-65 Jahre alt","AkademikerInnen","7.49","8","3909","7.44","7.54"
"2011","35-65 Jahre alt","Hauptschulabschluss","7.38","8","4176","7.32","7.44"
"2011","35-65 Jahre alt","Realschulabschluss","7.51","8","4768","7.46","7.56"
"2011","66 und älter","(Fach-)Abitur","7.53","8","197","7.26","7.8"
"2011","66 und älter","(noch) kein Abschluss","6.63","7","60","5.95","7.31"
"2011","66 und älter","AkademikerInnen","7.58","8","980","7.46","7.7"
"2011","66 und älter","Hauptschulabschluss","7.35","8","2535","7.27","7.43"
"2011","66 und älter","Realschulabschluss","7.4","8","679","7.26","7.54"
"2012","16-34 Jahre alt","(Fach-)Abitur","8.42","9","325","8.24","8.6"
"2012","16-34 Jahre alt","(noch) kein Abschluss","8.23","9","274","8","8.46"
"2012","16-34 Jahre alt","AkademikerInnen","8.04","8","203","7.82","8.26"
"2012","16-34 Jahre alt","Hauptschulabschluss","8.18","8.78","595","8.03","8.33"
"2012","16-34 Jahre alt","Realschulabschluss","8.29","9","672","8.16","8.42"
"2012","35-65 Jahre alt","(Fach-)Abitur","8.08","8","799","7.96","8.2"
"2012","35-65 Jahre alt","(noch) kein Abschluss","7.27","7","77","6.73","7.81"
"2012","35-65 Jahre alt","AkademikerInnen","7.93","8","1290","7.84","8.02"
"2012","35-65 Jahre alt","Hauptschulabschluss","7.79","8","1107","7.68","7.9"
"2012","35-65 Jahre alt","Realschulabschluss","8.08","8","1621","8","8.16"
"2012","66 und älter","(Fach-)Abitur","","","","",""
"2012","66 und älter","(noch) kein Abschluss","","","","",""
"2012","66 und älter","AkademikerInnen","","","","",""
"2012","66 und älter","Hauptschulabschluss","","","","",""
"2012","66 und älter","Realschulabschluss","","","","",""
"2013","16-34 Jahre alt","(Fach-)Abitur","8.58","9","313","8.43","8.73"
"2013","16-34 Jahre alt","(noch) kein Abschluss","8.24","9","269","8.05","8.43"
"2013","16-34 Jahre alt","AkademikerInnen","8.17","8","142","7.93","8.41"
"2013","16-34 Jahre alt","Hauptschulabschluss","7.85","8","503","7.68","8.02"
"2013","16-34 Jahre alt","Realschulabschluss","8.39","9","629","8.26","8.52"
