"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2006","(Fach-)Abitur","7.53","7.5","2445","5","7","9","10","10","7.46","7.6","0","10","8","8"
"2006","(noch) kein Abschluss","7.51","7.5","649","5","7","9","10","10","7.36","7.66","0","10","8","8"
"2006","AkademikerIn","7.43","7.5","4560","5","7","9","10","10","7.38","7.48","0","10","8","8"
"2006","Hauptschule","7.38","7.5","8040","5","6","9","10","10","7.34","7.42","0","10","8","8"
"2006","Realschule","7.49","7.5","5728","5","7","9","10","10","7.44","7.54","0","10","8","8"
"2007","(Fach-)Abitur","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2007","AkademikerIn","","","","","","","","","","","","","",""
"2007","Hauptschule","","","","","","","","","","","","","",""
"2007","Realschule","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2008","AkademikerIn","","","","","","","","","","","","","",""
"2008","Hauptschule","","","","","","","","","","","","","",""
"2008","Realschule","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2009","AkademikerIn","","","","","","","","","","","","","",""
"2009","Hauptschule","","","","","","","","","","","","","",""
"2009","Realschule","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2010","AkademikerIn","","","","","","","","","","","","","",""
"2010","Hauptschule","","","","","","","","","","","","","",""
"2010","Realschule","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","7.77","7.5","3284","5","7","9","10","10","7.71","7.83","0","10","8","8"
"2011","(noch) kein Abschluss","7.96","7.5","799","5","7","10","10","10","7.82","8.1","0","10","8","9"
"2011","AkademikerIn","7.56","7.5","5747","5","7","9","10","10","7.51","7.61","0","10","8","8"
"2011","Hauptschule","7.43","7.5","7868","5","6","9","10","10","7.39","7.47","0","10","8","8"
"2011","Realschule","7.61","7.5","7246","5","7","9","10","10","7.57","7.65","0","10","8","8"
"2012","(Fach-)Abitur","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2012","AkademikerIn","","","","","","","","","","","","","",""
"2012","Hauptschule","","","","","","","","","","","","","",""
"2012","Realschule","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2013","AkademikerIn","","","","","","","","","","","","","",""
"2013","Hauptschule","","","","","","","","","","","","","",""
"2013","Realschule","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2014","AkademikerIn","","","","","","","","","","","","","",""
"2014","Hauptschule","","","","","","","","","","","","","",""
"2014","Realschule","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2015","AkademikerIn","","","","","","","","","","","","","",""
"2015","Hauptschule","","","","","","","","","","","","","",""
"2015","Realschule","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","7.74","7.5","3654","5","7","9","10","10","7.68","7.8","0","10","8","8"
"2016","(noch) kein Abschluss","7.53","7.5","807","5","6","9","10","10","7.38","7.68","0","10","8","8"
"2016","AkademikerIn","7.64","7.5","5862","5","7","9","10","10","7.6","7.68","0","10","8","8"
"2016","Hauptschule","7.48","7.5","6896","5","7","9","10","10","7.43","7.53","0","10","8","8"
"2016","Realschule","7.68","7.5","5989","5","7","9","10","10","7.64","7.72","0","10","8","8"
