"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"2006","16-34 Jahre alt","maennlich","7.73","7.5","2412","7.66","7.8"
"2006","16-34 Jahre alt","weiblich","7.74","7.5","2684","7.67","7.81"
"2006","35-65 Jahre alt","maennlich","7.23","7.5","5938","7.18","7.28"
"2006","35-65 Jahre alt","weiblich","7.42","7.5","6427","7.37","7.47"
"2006","66 und älter","maennlich","7.48","7.5","2066","7.4","7.56"
"2006","66 und älter","weiblich","7.35","7.5","2316","7.27","7.43"
"2007","16-34 Jahre alt","maennlich","","","","",""
"2007","16-34 Jahre alt","weiblich","","","","",""
"2007","35-65 Jahre alt","maennlich","","","","",""
"2007","35-65 Jahre alt","weiblich","","","","",""
"2007","66 und älter","maennlich","","","","",""
"2007","66 und älter","weiblich","","","","",""
"2008","16-34 Jahre alt","maennlich","","","","",""
"2008","16-34 Jahre alt","weiblich","","","","",""
"2008","35-65 Jahre alt","maennlich","","","","",""
"2008","35-65 Jahre alt","weiblich","","","","",""
"2008","66 und älter","maennlich","","","","",""
"2008","66 und älter","weiblich","","","","",""
"2009","16-34 Jahre alt","maennlich","","","","",""
"2009","16-34 Jahre alt","weiblich","","","","",""
"2009","35-65 Jahre alt","maennlich","","","","",""
"2009","35-65 Jahre alt","weiblich","","","","",""
"2009","66 und älter","maennlich","","","","",""
"2009","66 und älter","weiblich","","","","",""
"2010","16-34 Jahre alt","maennlich","","","","",""
"2010","16-34 Jahre alt","weiblich","","","","",""
"2010","35-65 Jahre alt","maennlich","","","","",""
"2010","35-65 Jahre alt","weiblich","","","","",""
"2010","66 und älter","maennlich","","","","",""
"2010","66 und älter","weiblich","","","","",""
"2011","16-34 Jahre alt","maennlich","7.99","7.5","2649","7.93","8.05"
"2011","16-34 Jahre alt","weiblich","7.99","7.5","3631","7.93","8.05"
"2011","35-65 Jahre alt","maennlich","7.38","7.5","6809","7.34","7.42"
"2011","35-65 Jahre alt","weiblich","7.55","7.5","8179","7.51","7.59"
"2011","66 und älter","maennlich","7.41","7.5","2120","7.33","7.49"
"2011","66 und älter","weiblich","7.41","7.5","2288","7.33","7.49"
"2012","16-34 Jahre alt","maennlich","8.33","8.5","795","8.21","8.45"
"2012","16-34 Jahre alt","weiblich","8.21","8.5","1409","8.12","8.3"
"2012","35-65 Jahre alt","maennlich","7.85","7.5","2082","7.78","7.92"
"2012","35-65 Jahre alt","weiblich","8.04","7.5","2819","7.98","8.1"
"2012","66 und älter","maennlich","","","","",""
"2012","66 und älter","weiblich","","","","",""
"2013","16-34 Jahre alt","maennlich","8.32","8.5","763","8.2","8.44"
"2013","16-34 Jahre alt","weiblich","8.21","8.5","1263","8.12","8.3"
"2013","35-65 Jahre alt","maennlich","7.86","7.5","2002","7.78","7.94"
"2013","35-65 Jahre alt","weiblich","8.03","7.5","2745","7.96","8.1"
"2013","66 und älter","maennlich","","","","",""
"2013","66 und älter","weiblich","","","","",""
"2014","16-34 Jahre alt","maennlich","","","","",""
"2014","16-34 Jahre alt","weiblich","","","","",""
"2014","35-65 Jahre alt","maennlich","","","","",""
"2014","35-65 Jahre alt","weiblich","","","","",""
"2014","66 und älter","maennlich","","","","",""
"2014","66 und älter","weiblich","","","","",""
"2015","16-34 Jahre alt","maennlich","","","","",""
"2015","16-34 Jahre alt","weiblich","","","","",""
"2015","35-65 Jahre alt","maennlich","","","","",""
"2015","35-65 Jahre alt","weiblich","","","","",""
"2015","66 und älter","maennlich","","","","",""
"2015","66 und älter","weiblich","","","","",""
"2016","16-34 Jahre alt","maennlich","8.01","7.5","2534","7.95","8.07"
"2016","16-34 Jahre alt","weiblich","7.99","7.5","3007","7.93","8.05"
"2016","35-65 Jahre alt","maennlich","7.39","7.5","6175","7.34","7.44"
"2016","35-65 Jahre alt","weiblich","7.65","7.5","7645","7.61","7.69"
"2016","66 und älter","maennlich","7.45","7.5","2278","7.38","7.52"
"2016","66 und älter","weiblich","7.51","7.5","2378","7.44","7.58"
