"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2006","(Fach-)Abitur","Laendlicher Raum","7.51","7.5","595","7.36","7.66"
"2006","(Fach-)Abitur","Staedtischer Raum","7.54","7.5","1850","7.46","7.62"
"2006","(noch) kein Abschluss","Laendlicher Raum","7.73","7.5","184","7.45","8.01"
"2006","(noch) kein Abschluss","Staedtischer Raum","7.43","7.5","465","7.25","7.61"
"2006","AkademikerIn","Laendlicher Raum","7.33","7.5","1337","7.23","7.43"
"2006","AkademikerIn","Staedtischer Raum","7.47","7.5","3223","7.41","7.53"
"2006","Hauptschule","Laendlicher Raum","7.43","7.5","2874","7.36","7.5"
"2006","Hauptschule","Staedtischer Raum","7.36","7.5","5166","7.31","7.41"
"2006","Realschule","Laendlicher Raum","7.49","7.5","2381","7.42","7.56"
"2006","Realschule","Staedtischer Raum","7.49","7.5","3347","7.43","7.55"
"2007","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2007","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2007","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2007","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2007","AkademikerIn","Laendlicher Raum","","","","",""
"2007","AkademikerIn","Staedtischer Raum","","","","",""
"2007","Hauptschule","Laendlicher Raum","","","","",""
"2007","Hauptschule","Staedtischer Raum","","","","",""
"2007","Realschule","Laendlicher Raum","","","","",""
"2007","Realschule","Staedtischer Raum","","","","",""
"2008","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2008","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2008","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2008","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2008","AkademikerIn","Laendlicher Raum","","","","",""
"2008","AkademikerIn","Staedtischer Raum","","","","",""
"2008","Hauptschule","Laendlicher Raum","","","","",""
"2008","Hauptschule","Staedtischer Raum","","","","",""
"2008","Realschule","Laendlicher Raum","","","","",""
"2008","Realschule","Staedtischer Raum","","","","",""
"2009","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2009","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2009","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2009","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2009","AkademikerIn","Laendlicher Raum","","","","",""
"2009","AkademikerIn","Staedtischer Raum","","","","",""
"2009","Hauptschule","Laendlicher Raum","","","","",""
"2009","Hauptschule","Staedtischer Raum","","","","",""
"2009","Realschule","Laendlicher Raum","","","","",""
"2009","Realschule","Staedtischer Raum","","","","",""
"2010","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2010","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2010","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2010","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2010","AkademikerIn","Laendlicher Raum","","","","",""
"2010","AkademikerIn","Staedtischer Raum","","","","",""
"2010","Hauptschule","Laendlicher Raum","","","","",""
"2010","Hauptschule","Staedtischer Raum","","","","",""
"2010","Realschule","Laendlicher Raum","","","","",""
"2010","Realschule","Staedtischer Raum","","","","",""
"2011","(Fach-)Abitur","Laendlicher Raum","7.92","7.5","903","7.81","8.03"
"2011","(Fach-)Abitur","Staedtischer Raum","7.71","7.5","2381","7.64","7.78"
"2011","(noch) kein Abschluss","Laendlicher Raum","7.87","7.5","250","7.62","8.12"
"2011","(noch) kein Abschluss","Staedtischer Raum","8","7.5","549","7.83","8.17"
"2011","AkademikerIn","Laendlicher Raum","7.48","7.5","1627","7.4","7.56"
"2011","AkademikerIn","Staedtischer Raum","7.59","7.5","4120","7.54","7.64"
"2011","Hauptschule","Laendlicher Raum","7.41","7.5","2986","7.34","7.48"
"2011","Hauptschule","Staedtischer Raum","7.44","7.5","4882","7.38","7.5"
"2011","Realschule","Laendlicher Raum","7.63","7.5","3192","7.57","7.69"
"2011","Realschule","Staedtischer Raum","7.59","7.5","4054","7.53","7.65"
"2012","(Fach-)Abitur","Laendlicher Raum","8.18","7.5","344","8","8.36"
"2012","(Fach-)Abitur","Staedtischer Raum","8.2","7.5","779","8.08","8.32"
"2012","(noch) kein Abschluss","Laendlicher Raum","8.17","8.5","124","7.82","8.52"
"2012","(noch) kein Abschluss","Staedtischer Raum","7.97","7.5","224","7.69","8.25"
"2012","AkademikerIn","Laendlicher Raum","7.9","7.5","389","7.74","8.06"
"2012","AkademikerIn","Staedtischer Raum","7.96","7.5","1106","7.86","8.06"
"2012","Hauptschule","Laendlicher Raum","8.04","7.5","683","7.91","8.17"
"2012","Hauptschule","Staedtischer Raum","7.89","7.5","1030","7.77","8.01"
"2012","Realschule","Laendlicher Raum","8.14","7.5","1096","8.04","8.24"
"2012","Realschule","Staedtischer Raum","8.16","7.5","1201","8.07","8.25"
"2013","(Fach-)Abitur","Laendlicher Raum","8.24","8.5","324","8.06","8.42"
"2013","(Fach-)Abitur","Staedtischer Raum","8.24","8.5","761","8.12","8.36"
"2013","(noch) kein Abschluss","Laendlicher Raum","7.99","8.5","120","7.63","8.35"
"2013","(noch) kein Abschluss","Staedtischer Raum","8.14","7.5","221","7.9","8.38"
"2013","AkademikerIn","Laendlicher Raum","8.14","7.5","359","7.98","8.3"
"2013","AkademikerIn","Staedtischer Raum","7.99","7.5","1031","7.9","8.08"
"2013","Hauptschule","Laendlicher Raum","7.87","7.5","629","7.71","8.03"
"2013","Hauptschule","Staedtischer Raum","7.75","7.5","938","7.63","7.87"
"2013","Realschule","Laendlicher Raum","8.15","7.5","1050","8.05","8.25"
"2013","Realschule","Staedtischer Raum","8.09","7.5","1146","7.99","8.19"
"2014","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2014","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2014","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2014","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2014","AkademikerIn","Laendlicher Raum","","","","",""
"2014","AkademikerIn","Staedtischer Raum","","","","",""
"2014","Hauptschule","Laendlicher Raum","","","","",""
"2014","Hauptschule","Staedtischer Raum","","","","",""
"2014","Realschule","Laendlicher Raum","","","","",""
"2014","Realschule","Staedtischer Raum","","","","",""
"2015","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2015","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2015","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2015","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2015","AkademikerIn","Laendlicher Raum","","","","",""
"2015","AkademikerIn","Staedtischer Raum","","","","",""
"2015","Hauptschule","Laendlicher Raum","","","","",""
"2015","Hauptschule","Staedtischer Raum","","","","",""
"2015","Realschule","Laendlicher Raum","","","","",""
"2015","Realschule","Staedtischer Raum","","","","",""
"2016","(Fach-)Abitur","Laendlicher Raum","7.85","7.5","982","7.75","7.95"
"2016","(Fach-)Abitur","Staedtischer Raum","7.7","7.5","2672","7.63","7.77"
"2016","(noch) kein Abschluss","Laendlicher Raum","7.65","7.5","228","7.38","7.92"
"2016","(noch) kein Abschluss","Staedtischer Raum","7.49","7.5","579","7.31","7.67"
"2016","AkademikerIn","Laendlicher Raum","7.47","7.5","1650","7.39","7.55"
"2016","AkademikerIn","Staedtischer Raum","7.7","7.5","4212","7.65","7.75"
"2016","Hauptschule","Laendlicher Raum","7.52","7.5","2682","7.45","7.59"
"2016","Hauptschule","Staedtischer Raum","7.46","7.5","4214","7.4","7.52"
"2016","Realschule","Laendlicher Raum","7.69","7.5","2634","7.62","7.76"
"2016","Realschule","Staedtischer Raum","7.68","7.5","3355","7.62","7.74"
