year,pgisced97,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Pre-primary Level,A Little,0.12090,65,601,0.09482,0.14699
2002,Pre-primary Level,Not at all,0.86326,536,601,0.83576,0.89075
2002,Primary Level,Strong,0.25053,69,282,0.19986,0.30120
2002,Primary Level,A Little,0.32818,100,282,0.27328,0.38308
2002,Primary Level,Not at all,0.41265,113,282,0.35509,0.47021
2002,Lower Secondary Level,Strong,0.24116,589,2876,0.22553,0.25680
2002,Lower Secondary Level,A Little,0.34787,971,2876,0.33046,0.36528
2002,Lower Secondary Level,Not at all,0.40726,1316,2876,0.38930,0.42522
2002,Upper Secondary Level,Strong,0.15872,1622,11538,0.15205,0.16538
2002,Upper Secondary Level,A Little,0.36928,4135,11538,0.36048,0.37809
2002,Upper Secondary Level,Not at all,0.46758,5781,11538,0.45848,0.47668
2002,Post-secondary Non-tertiary Level,Strong,0.10894,104,1160,0.09100,0.12688
2002,Post-secondary Non-tertiary Level,A Little,0.31100,347,1160,0.28435,0.33765
2002,Post-secondary Non-tertiary Level,Not at all,0.57451,709,1160,0.54604,0.60297
2002,First Stage of Tertiary Education,Strong,0.14822,217,1739,0.13151,0.16492
2002,First Stage of Tertiary Education,A Little,0.38430,656,1739,0.36143,0.40716
2002,First Stage of Tertiary Education,Not at all,0.46643,866,1739,0.44298,0.48989
2002,Second Stage of Tertiary Education,Strong,0.09814,357,4537,0.08948,0.10680
2002,Second Stage of Tertiary Education,A Little,0.35094,1541,4537,0.33705,0.36483
2002,Second Stage of Tertiary Education,Not at all,0.54657,2639,4537,0.53208,0.56106
2004,Pre-primary Level,A Little,0.12877,78,633,0.10265,0.15488
2004,Pre-primary Level,Not at all,0.85736,555,633,0.83010,0.88463
2004,Primary Level,Strong,0.22549,56,252,0.17379,0.27719
2004,Primary Level,A Little,0.41306,102,252,0.35215,0.47397
2004,Primary Level,Not at all,0.34004,94,252,0.28143,0.39864
2004,Lower Secondary Level,Strong,0.24479,529,2558,0.22812,0.26146
2004,Lower Secondary Level,A Little,0.33649,869,2558,0.31818,0.35481
2004,Lower Secondary Level,Not at all,0.41196,1160,2558,0.39288,0.43104
2004,Upper Secondary Level,Strong,0.16493,1540,10740,0.15791,0.17195
2004,Upper Secondary Level,A Little,0.37030,3891,10740,0.36116,0.37943
2004,Upper Secondary Level,Not at all,0.45979,5309,10740,0.45036,0.46921
2004,Post-secondary Non-tertiary Level,Strong,0.10453,94,1158,0.08690,0.12216
2004,Post-secondary Non-tertiary Level,A Little,0.31051,341,1158,0.28385,0.33717
2004,Post-secondary Non-tertiary Level,Not at all,0.58478,723,1158,0.55638,0.61317
2004,First Stage of Tertiary Education,Strong,0.16810,214,1637,0.14998,0.18622
2004,First Stage of Tertiary Education,A Little,0.37255,616,1637,0.34912,0.39597
2004,First Stage of Tertiary Education,Not at all,0.45368,807,1637,0.42955,0.47780
2004,Second Stage of Tertiary Education,Strong,0.10605,370,4278,0.09682,0.11527
2004,Second Stage of Tertiary Education,A Little,0.33737,1437,4278,0.32320,0.35154
2004,Second Stage of Tertiary Education,Not at all,0.55125,2471,4278,0.53635,0.56616
2006,Pre-primary Level,A Little,0.05935,40,390,0.03587,0.08283
2006,Pre-primary Level,Not at all,0.56254,350,390,0.51324,0.61184
2006,Primary Level,Strong,0.26215,65,237,0.20604,0.31827
2006,Primary Level,A Little,0.35304,89,237,0.29207,0.41402
2006,Primary Level,Not at all,0.37036,83,237,0.30875,0.43197
2006,Lower Secondary Level,Strong,0.24797,566,2469,0.23093,0.26501
2006,Lower Secondary Level,A Little,0.32850,839,2469,0.30997,0.34703
2006,Lower Secondary Level,Not at all,0.40129,1064,2469,0.38196,0.42063
2006,Upper Secondary Level,Strong,0.16544,1700,11049,0.15851,0.17237
2006,Upper Secondary Level,A Little,0.36799,4040,11049,0.35900,0.37698
2006,Upper Secondary Level,Not at all,0.46250,5309,11049,0.45320,0.47179
2006,Post-secondary Non-tertiary Level,Strong,0.08668,91,1213,0.07084,0.10252
2006,Post-secondary Non-tertiary Level,A Little,0.32290,380,1213,0.29657,0.34922
2006,Post-secondary Non-tertiary Level,Not at all,0.58963,742,1213,0.56193,0.61732
2006,First Stage of Tertiary Education,Strong,0.14746,225,1645,0.13032,0.16460
2006,First Stage of Tertiary Education,A Little,0.38723,640,1645,0.36368,0.41078
2006,First Stage of Tertiary Education,Not at all,0.46078,780,1645,0.43669,0.48488
2006,Second Stage of Tertiary Education,Strong,0.10832,433,4571,0.09931,0.11733
2006,Second Stage of Tertiary Education,A Little,0.34192,1569,4571,0.32817,0.35567
2006,Second Stage of Tertiary Education,Not at all,0.54655,2569,4571,0.53211,0.56098
