year,age_gr,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,Strong,0.02184,88,4123,0.01738,0.02630
2002,17-29 y.,A Little,0.17855,708,4123,0.16686,0.19024
2002,17-29 y.,Not at all,0.79554,3327,4123,0.78323,0.80785
2002,30-45 y.,Strong,0.05542,382,7412,0.05021,0.06063
2002,30-45 y.,A Little,0.29338,2126,7412,0.28301,0.30374
2002,30-45 y.,Not at all,0.64810,4904,7412,0.63723,0.65897
2002,46-65 y.,Strong,0.18098,1274,7820,0.17244,0.18951
2002,46-65 y.,A Little,0.42935,3315,7820,0.41838,0.44032
2002,46-65 y.,Not at all,0.38524,3231,7820,0.37446,0.39603
2002,66 and older,Strong,0.36630,1231,3569,0.35050,0.38211
2002,66 and older,A Little,0.46694,1708,3569,0.45057,0.48331
2002,66 and older,Not at all,0.16043,630,3569,0.14839,0.17248
2004,17-29 y.,Strong,0.02152,62,3946,0.01699,0.02605
2004,17-29 y.,A Little,0.18052,689,3946,0.16852,0.19253
2004,17-29 y.,Not at all,0.79393,3195,3946,0.78131,0.80655
2004,30-45 y.,Strong,0.05566,318,6514,0.05009,0.06122
2004,30-45 y.,A Little,0.29322,1838,6514,0.28216,0.30427
2004,30-45 y.,Not at all,0.64820,4358,6514,0.63660,0.65980
2004,46-65 y.,Strong,0.17673,1116,7336,0.16801,0.18546
2004,46-65 y.,A Little,0.41666,3102,7336,0.40537,0.42794
2004,46-65 y.,Not at all,0.40112,3118,7336,0.38991,0.41234
2004,66 and older,Strong,0.37618,1323,3729,0.36063,0.39173
2004,66 and older,A Little,0.45537,1747,3729,0.43939,0.47136
2004,66 and older,Not at all,0.15845,659,3729,0.14673,0.17017
2006,17-29 y.,Strong,0.01356,52,3669,0.00981,0.01730
2006,17-29 y.,A Little,0.16559,634,3669,0.15356,0.17762
2006,17-29 y.,Not at all,0.75723,2983,3669,0.74335,0.77110
2006,30-45 y.,Strong,0.05744,321,6263,0.05168,0.06321
2006,30-45 y.,A Little,0.30803,1860,6263,0.29659,0.31946
2006,30-45 y.,Not at all,0.62988,4082,6263,0.61792,0.64184
2006,46-65 y.,Strong,0.17003,1164,7564,0.16157,0.17850
2006,46-65 y.,A Little,0.41935,3150,7564,0.40823,0.43048
2006,46-65 y.,Not at all,0.40859,3250,7564,0.39751,0.41967
2006,66 and older,Strong,0.38360,1567,4411,0.36925,0.39796
2006,66 and older,A Little,0.44312,2009,4411,0.42845,0.45778
2006,66 and older,Not at all,0.16781,835,4411,0.15678,0.17884
2008,17-29 y.,Strong,0.01969,58,3144,0.01483,0.02454
2008,17-29 y.,A Little,0.17692,555,3144,0.16358,0.19026
2008,17-29 y.,Not at all,0.72561,2531,3144,0.71001,0.74121
2008,30-45 y.,Strong,0.04935,233,5164,0.04345,0.05526
2008,30-45 y.,A Little,0.29266,1419,5164,0.28025,0.30507
2008,30-45 y.,Not at all,0.65644,3512,5164,0.64349,0.66940
2008,46-65 y.,Strong,0.16983,980,6673,0.16082,0.17884
2008,46-65 y.,A Little,0.42315,2801,6673,0.41130,0.43501
2008,46-65 y.,Not at all,0.40281,2892,6673,0.39104,0.41458
2008,66 and older,Strong,0.35722,1445,4279,0.34286,0.37158
2008,66 and older,A Little,0.46590,2005,4279,0.45095,0.48085
2008,66 and older,Not at all,0.17170,829,4279,0.16040,0.18300
2014,17-29 y.,Strong,0.02527,122,4281,0.02057,0.02997
2014,17-29 y.,A Little,0.15272,726,4281,0.14195,0.16350
2014,17-29 y.,Not at all,0.74878,3433,4281,0.73578,0.76177
2014,30-45 y.,Strong,0.06183,531,8506,0.05671,0.06695
2014,30-45 y.,A Little,0.25298,2240,8506,0.24374,0.26221
2014,30-45 y.,Not at all,0.68344,5735,8506,0.67355,0.69332
2014,46-65 y.,Strong,0.16615,1414,9295,0.15858,0.17371
2014,46-65 y.,A Little,0.41362,3697,9295,0.40361,0.42363
2014,46-65 y.,Not at all,0.41698,4184,9295,0.40696,0.42701
2014,66 and older,Strong,0.32360,1524,4937,0.31054,0.33665
2014,66 and older,A Little,0.48165,2366,4937,0.46771,0.49558
2014,66 and older,Not at all,0.18985,1047,4937,0.17891,0.20079
2016,17-29 y.,Strong,0.02552,158,4788,0.02106,0.02999
2016,17-29 y.,A Little,0.15156,818,4788,0.14140,0.16172
2016,17-29 y.,Not at all,0.73480,3812,4788,0.72229,0.74730
2016,30-45 y.,Strong,0.05574,538,8547,0.05088,0.06061
2016,30-45 y.,A Little,0.25188,2250,8547,0.24268,0.26109
2016,30-45 y.,Not at all,0.68353,5759,8547,0.67367,0.69339
2016,46-65 y.,Strong,0.16182,1358,9000,0.15421,0.16942
2016,46-65 y.,A Little,0.41947,3616,9000,0.40927,0.42966
2016,46-65 y.,Not at all,0.41562,4026,9000,0.40544,0.42580
2016,66 and older,Strong,0.31507,1401,4723,0.30182,0.32832
2016,66 and older,A Little,0.47981,2274,4723,0.46556,0.49406
2016,66 and older,Not at all,0.20120,1048,4723,0.18976,0.21263
2018,17-29 y.,Strong,0.02978,175,5437,0.02526,0.03430
2018,17-29 y.,A Little,0.16090,965,5437,0.15114,0.17067
2018,17-29 y.,Not at all,0.73440,4297,5437,0.72266,0.74614
2018,30-45 y.,Strong,0.05797,596,8395,0.05297,0.06297
2018,30-45 y.,A Little,0.25891,2272,8395,0.24953,0.26828
2018,30-45 y.,Not at all,0.67616,5527,8395,0.66615,0.68617
2018,46-65 y.,Strong,0.15383,1574,10248,0.14684,0.16081
2018,46-65 y.,A Little,0.41420,4046,10248,0.40467,0.42374
2018,46-65 y.,Not at all,0.43156,4628,10248,0.42197,0.44115
2018,66 and older,Strong,0.30362,1438,5011,0.29089,0.31635
2018,66 and older,A Little,0.47553,2395,5011,0.46170,0.48936
2018,66 and older,Not at all,0.21882,1178,5011,0.20737,0.23027
2020,17-29 y.,Strong,0.03442,178,5447,0.02958,0.03926
2020,17-29 y.,A Little,0.18068,1084,5447,0.17047,0.19090
2020,17-29 y.,Not at all,0.71035,4185,5447,0.69830,0.72240
