year,age_gr,pgisced97,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,Pre-primary Level,A Little,0.12108,65,600,0.09495,0.14720
2002,17-29 y.,Pre-primary Level,Not at all,0.86306,535,600,0.83553,0.89059
2002,17-29 y.,Primary Level,Not at all,0.83322,35,35,0.70792,0.95853
2002,17-29 y.,Lower Secondary Level,A Little,0.17333,154,855,0.14794,0.19872
2002,17-29 y.,Lower Secondary Level,Not at all,0.80038,701,855,0.77357,0.82719
2002,17-29 y.,Upper Secondary Level,Strong,0.02050,43,1833,0.01401,0.02699
2002,17-29 y.,Upper Secondary Level,A Little,0.18917,333,1833,0.17124,0.20711
2002,17-29 y.,Upper Secondary Level,Not at all,0.78699,1457,1833,0.76824,0.80574
2002,17-29 y.,Post-secondary Non-tertiary Level,A Little,0.22079,62,270,0.17123,0.27036
2002,17-29 y.,Post-secondary Non-tertiary Level,Not at all,0.75151,208,270,0.69987,0.80315
2002,17-29 y.,First Stage of Tertiary Education,Not at all,0.84154,95,95,0.76771,0.91536
2002,17-29 y.,Second Stage of Tertiary Education,A Little,0.24108,49,222,0.18469,0.29748
2002,17-29 y.,Second Stage of Tertiary Education,Not at all,0.73606,173,222,0.67795,0.79418
2002,30-45 y.,Primary Level,Not at all,0.60244,48,48,0.46252,0.74235
2002,30-45 y.,Lower Secondary Level,Strong,0.06008,33,468,0.03853,0.08164
2002,30-45 y.,Lower Secondary Level,A Little,0.37362,160,468,0.32974,0.41750
2002,30-45 y.,Lower Secondary Level,Not at all,0.56211,275,468,0.51711,0.60710
2002,30-45 y.,Upper Secondary Level,Strong,0.05792,219,3825,0.05052,0.06533
2002,30-45 y.,Upper Secondary Level,A Little,0.30875,1158,3825,0.29411,0.32340
2002,30-45 y.,Upper Secondary Level,Not at all,0.63067,2448,3825,0.61538,0.64597
2002,30-45 y.,Post-secondary Non-tertiary Level,Strong,0.06022,31,558,0.04047,0.07998
2002,30-45 y.,Post-secondary Non-tertiary Level,A Little,0.27412,146,558,0.23708,0.31117
2002,30-45 y.,Post-secondary Non-tertiary Level,Not at all,0.66247,381,558,0.62320,0.70174
2002,30-45 y.,First Stage of Tertiary Education,Strong,0.05932,41,737,0.04226,0.07639
2002,30-45 y.,First Stage of Tertiary Education,A Little,0.30819,237,737,0.27483,0.34155
2002,30-45 y.,First Stage of Tertiary Education,Not at all,0.63200,459,737,0.59716,0.66684
2002,30-45 y.,Second Stage of Tertiary Education,Strong,0.03541,44,1728,0.02669,0.04412
2002,30-45 y.,Second Stage of Tertiary Education,A Little,0.22628,397,1728,0.20655,0.24602
2002,30-45 y.,Second Stage of Tertiary Education,Not at all,0.73311,1287,1728,0.71224,0.75397
