year,regtyp,sampreg,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Urban regions,West,Yes,0.75444,5498,6801,0.74420,0.76467
2001,Urban regions,West,No,0.23993,1303,6801,0.22978,0.25008
2001,Urban regions,East,Yes,0.66554,699,948,0.63549,0.69559
2001,Urban regions,East,No,0.32664,249,948,0.29677,0.35651
2001,Rural regions,West,Yes,0.81751,1737,2004,0.80059,0.83442
2001,Rural regions,West,No,0.17921,267,2004,0.16242,0.19601
2001,Rural regions,East,Yes,0.69126,1459,1875,0.67034,0.71217
2001,Rural regions,East,No,0.30056,416,1875,0.27980,0.32132
2003,Urban regions,West,Yes,0.75349,5754,7002,0.74339,0.76359
2003,Urban regions,West,No,0.24285,1248,7002,0.23281,0.25290
2003,Urban regions,East,Yes,0.64258,694,957,0.61220,0.67296
2003,Urban regions,East,No,0.35682,263,957,0.32646,0.38719
2003,Rural regions,West,Yes,0.81262,1719,1971,0.79538,0.82985
2003,Rural regions,West,No,0.18425,252,1971,0.16713,0.20137
2003,Rural regions,East,Yes,0.71302,1456,1832,0.69230,0.73374
2003,Rural regions,East,No,0.27514,376,1832,0.25468,0.29559
2005,Urban regions,West,Yes,0.74816,5389,6587,0.73768,0.75864
2005,Urban regions,West,No,0.24621,1198,6587,0.23581,0.25661
2005,Urban regions,East,Yes,0.64829,682,935,0.61766,0.67891
2005,Urban regions,East,No,0.34741,253,935,0.31687,0.37795
2005,Rural regions,West,Yes,0.81445,1643,1888,0.79691,0.83199
2005,Rural regions,West,No,0.18216,245,1888,0.16474,0.19957
2005,Rural regions,East,Yes,0.73456,1395,1745,0.71384,0.75529
2005,Rural regions,East,No,0.26044,350,1745,0.23984,0.28104
2007,Urban regions,West,Yes,0.74719,5455,6634,0.73673,0.75765
2007,Urban regions,West,No,0.24446,1179,6634,0.23412,0.25480
2007,Urban regions,East,Yes,0.64686,699,939,0.61627,0.67745
2007,Urban regions,East,No,0.34988,240,939,0.31936,0.38040
2007,Rural regions,West,Yes,0.81901,1767,2020,0.80221,0.83580
2007,Rural regions,West,No,0.17371,253,2020,0.15718,0.19023
2007,Rural regions,East,Yes,0.73694,1448,1810,0.71665,0.75723
2007,Rural regions,East,No,0.25639,362,1810,0.23627,0.27652
2011,Urban regions,West,Yes,0.70490,5560,6836,0.69408,0.71571
2011,Urban regions,West,No,0.21761,1276,6836,0.20782,0.22739
2011,Urban regions,East,Yes,0.58565,716,1021,0.55542,0.61588
2011,Urban regions,East,No,0.33561,305,1021,0.30663,0.36459
2011,Rural regions,West,Yes,0.76054,2044,2332,0.74322,0.77787
2011,Rural regions,West,No,0.14474,288,2332,0.13046,0.15902
2011,Rural regions,East,Yes,0.68860,1469,1863,0.66757,0.70964
2011,Rural regions,East,No,0.23826,394,1863,0.21891,0.25761
2013,Urban regions,West,Yes,0.71393,6562,8326,0.70422,0.72364
2013,Urban regions,West,No,0.22448,1764,8326,0.21551,0.23344
2013,Urban regions,East,Yes,0.57140,700,1038,0.54128,0.60152
2013,Urban regions,East,No,0.35685,338,1038,0.32769,0.38601
2013,Rural regions,West,Yes,0.76780,2366,2718,0.75193,0.78368
2013,Rural regions,West,No,0.15620,352,2718,0.14255,0.16985
2013,Rural regions,East,Yes,0.70685,1471,1849,0.68610,0.72761
2013,Rural regions,East,No,0.22998,378,1849,0.21079,0.24916
2016,Urban regions,West,Yes,0.76392,6635,8244,0.75476,0.77309
2016,Urban regions,West,No,0.22788,1609,8244,0.21883,0.23694
2016,Urban regions,East,Yes,0.58698,755,1118,0.55810,0.61585
2016,Urban regions,East,No,0.40193,363,1118,0.37318,0.43068
2016,Rural regions,West,Yes,0.83507,2598,2967,0.82172,0.84843
2016,Rural regions,West,No,0.15328,369,2967,0.14031,0.16624
2016,Rural regions,East,Yes,0.74559,1572,1952,0.72626,0.76491
2016,Rural regions,East,No,0.24937,380,1952,0.23017,0.26857
