year,age_gr,migback,plg0267_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,17-29 y.,No migration background,General education,0.07835,342,1479,0.06465,0.09205
2014,17-29 y.,No migration background,University/ Technical university,0.21657,554,1479,0.19557,0.23757
2014,17-29 y.,No migration background,Vocational training,0.16485,530,1479,0.14594,0.18377
2014,17-29 y.,No migration background,Further training/ Retraining,0.01698,53,1479,0.01039,0.02357
2014,17-29 y.,Direct migration background,General education,0.04975,64,301,0.02514,0.07435
2014,17-29 y.,Direct migration background,University/ Technical university,0.23127,111,301,0.18356,0.27899
2014,17-29 y.,Direct migration background,Vocational training,0.10332,126,301,0.06888,0.13777
2014,17-29 y.,Indirect migration background,General education,0.11743,134,416,0.08646,0.14841
2014,17-29 y.,Indirect migration background,University/ Technical university,0.14520,120,416,0.11130,0.17909
2014,17-29 y.,Indirect migration background,Vocational training,0.16069,162,416,0.12536,0.19602
2014,30-45 y.,No migration background,University/ Technical university,0.02545,109,268,0.00656,0.04435
2014,30-45 y.,No migration background,Vocational training,0.01217,62,268,-0.00098,0.02531
2014,30-45 y.,No migration background,Further training/ Retraining,0.02325,97,268,0.00518,0.04133
2014,30-45 y.,Direct migration background,University/ Technical university,0.03649,55,143,0.00565,0.06734
2014,30-45 y.,Direct migration background,Vocational training,0.01203,34,143,-0.00590,0.02997
2014,30-45 y.,Direct migration background,Further training/ Retraining,0.01319,54,143,-0.00558,0.03195
2014,46-65 y.,No migration background,Further training/ Retraining,0.00765,74,74,-0.01234,0.02764
2015,17-29 y.,No migration background,General education,0.07099,286,1409,0.05758,0.08441
2015,17-29 y.,No migration background,University/ Technical university,0.21246,558,1409,0.19109,0.23383
2015,17-29 y.,No migration background,Vocational training,0.16271,514,1409,0.14343,0.18199
2015,17-29 y.,No migration background,Further training/ Retraining,0.02259,51,1409,0.01483,0.03035
2015,17-29 y.,Direct migration background,General education,0.02666,50,218,0.00523,0.04810
2015,17-29 y.,Direct migration background,University/ Technical university,0.13211,90,218,0.08706,0.17717
2015,17-29 y.,Direct migration background,Vocational training,0.09277,78,218,0.05417,0.13137
2015,17-29 y.,Indirect migration background,General education,0.12123,133,422,0.09005,0.15240
2015,17-29 y.,Indirect migration background,University/ Technical university,0.15180,120,422,0.11752,0.18607
2015,17-29 y.,Indirect migration background,Vocational training,0.17637,169,422,0.13996,0.21277
2015,30-45 y.,No migration background,University/ Technical university,0.02591,94,243,0.00589,0.04592
2015,30-45 y.,No migration background,Vocational training,0.00933,51,243,-0.00278,0.02145
2015,30-45 y.,No migration background,Further training/ Retraining,0.03032,98,243,0.00871,0.05192
2015,30-45 y.,Direct migration background,University/ Technical university,0.01207,32,67,-0.01428,0.03841
2015,30-45 y.,Direct migration background,Further training/ Retraining,0.01194,35,67,-0.01426,0.03814
2015,46-65 y.,No migration background,Further training/ Retraining,0.00618,44,44,-0.01724,0.02960
2016,17-29 y.,No migration background,General education,0.07431,266,1283,0.05995,0.08866
2016,17-29 y.,No migration background,University/ Technical university,0.21650,488,1283,0.19395,0.23904
2016,17-29 y.,No migration background,Vocational training,0.16301,485,1283,0.14279,0.18323
2016,17-29 y.,No migration background,Further training/ Retraining,0.02335,44,1283,0.01508,0.03162
2016,17-29 y.,Direct migration background,General education,0.04055,86,349,0.01983,0.06128
2016,17-29 y.,Direct migration background,University/ Technical university,0.13311,108,349,0.09742,0.16880
2016,17-29 y.,Direct migration background,Vocational training,0.06978,124,349,0.04301,0.09654
2016,17-29 y.,Direct migration background,Further training/ Retraining,0.01600,31,349,0.00282,0.02919
2016,17-29 y.,Indirect migration background,General education,0.08952,108,398,0.06144,0.11761
2016,17-29 y.,Indirect migration background,University/ Technical university,0.22162,134,398,0.18076,0.26248
2016,17-29 y.,Indirect migration background,Vocational training,0.15645,156,398,0.12072,0.19219
2016,30-45 y.,No migration background,University/ Technical university,0.03149,90,199,0.00716,0.05581
2016,30-45 y.,No migration background,Vocational training,0.01001,34,199,-0.00386,0.02388
2016,30-45 y.,No migration background,Further training/ Retraining,0.02054,75,199,0.00078,0.04030
2016,30-45 y.,Direct migration background,University/ Technical university,0.02761,55,174,0.00319,0.05202
2016,30-45 y.,Direct migration background,Vocational training,0.01083,42,174,-0.00459,0.02626
2016,30-45 y.,Direct migration background,Further training/ Retraining,0.02161,77,174,-0.00006,0.04328
