"year","bildungsniveau","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2008","(Fach-)Abitur","Laendlicher Raum","6.96","6.5","538","6.78","7.14"
"2008","(Fach-)Abitur","Staedtischer Raum","6.89","6.5","1630","6.78","7"
"2008","(noch) kein Abschluss","Laendlicher Raum","6.69","6.5","165","6.33","7.05"
"2008","(noch) kein Abschluss","Staedtischer Raum","7.08","7.5","378","6.85","7.31"
"2008","AkademikerIn","Laendlicher Raum","6.92","6.5","1225","6.8","7.04"
"2008","AkademikerIn","Staedtischer Raum","6.97","6.5","2962","6.89","7.05"
"2008","Hauptschule","Laendlicher Raum","6.57","6.5","2470","6.48","6.66"
"2008","Hauptschule","Staedtischer Raum","6.51","6.5","4331","6.44","6.58"
"2008","Realschule","Laendlicher Raum","6.76","6.5","2123","6.67","6.85"
"2008","Realschule","Staedtischer Raum","6.74","6.5","2991","6.66","6.82"
"2009","(Fach-)Abitur","Laendlicher Raum","7.05","7.5","520","6.87","7.23"
"2009","(Fach-)Abitur","Staedtischer Raum","6.87","6.5","1480","6.76","6.98"
"2009","(noch) kein Abschluss","Laendlicher Raum","6.71","6.5","137","6.33","7.09"
"2009","(noch) kein Abschluss","Staedtischer Raum","7.04","7.5","343","6.8","7.28"
"2009","AkademikerIn","Laendlicher Raum","6.96","6.5","1219","6.84","7.08"
"2009","AkademikerIn","Staedtischer Raum","6.95","6.5","2811","6.87","7.03"
"2009","Hauptschule","Laendlicher Raum","6.5","6.5","2278","6.41","6.59"
"2009","Hauptschule","Staedtischer Raum","6.46","6.5","3922","6.39","6.53"
"2009","Realschule","Laendlicher Raum","6.7","6.5","2036","6.6","6.8"
"2009","Realschule","Staedtischer Raum","6.7","6.5","2772","6.62","6.78"
"2010","(Fach-)Abitur","Laendlicher Raum","7.26","7.5","802","7.11","7.41"
"2010","(Fach-)Abitur","Staedtischer Raum","6.93","6.5","2255","6.84","7.02"
"2010","(noch) kein Abschluss","Laendlicher Raum","6.8","6.5","236","6.49","7.11"
"2010","(noch) kein Abschluss","Staedtischer Raum","6.53","6.5","535","6.33","6.73"
"2010","AkademikerIn","Laendlicher Raum","6.85","6.5","1483","6.74","6.96"
"2010","AkademikerIn","Staedtischer Raum","6.97","6.5","3886","6.9","7.04"
"2010","Hauptschule","Laendlicher Raum","6.39","6.5","2756","6.3","6.48"
"2010","Hauptschule","Staedtischer Raum","6.45","6.5","4728","6.38","6.52"
"2010","Realschule","Laendlicher Raum","6.63","6.5","2930","6.55","6.71"
"2010","Realschule","Staedtischer Raum","6.75","6.5","3848","6.68","6.82"
"2011","(Fach-)Abitur","Laendlicher Raum","7.13","7.5","907","6.99","7.27"
"2011","(Fach-)Abitur","Staedtischer Raum","7.02","7.5","2388","6.93","7.11"
"2011","(noch) kein Abschluss","Laendlicher Raum","6.84","6.5","251","6.56","7.12"
"2011","(noch) kein Abschluss","Staedtischer Raum","6.79","6.5","552","6.59","6.99"
"2011","AkademikerIn","Laendlicher Raum","6.86","6.5","1628","6.75","6.97"
"2011","AkademikerIn","Staedtischer Raum","7.03","6.5","4127","6.96","7.1"
"2011","Hauptschule","Laendlicher Raum","6.43","6.5","3006","6.34","6.52"
"2011","Hauptschule","Staedtischer Raum","6.4","6.5","4919","6.33","6.47"
"2011","Realschule","Laendlicher Raum","6.68","6.5","3200","6.6","6.76"
"2011","Realschule","Staedtischer Raum","6.68","6.5","4065","6.61","6.75"
"2012","(Fach-)Abitur","Laendlicher Raum","6.94","6.5","948","6.8","7.08"
"2012","(Fach-)Abitur","Staedtischer Raum","6.87","6.5","2431","6.78","6.96"
"2012","(noch) kein Abschluss","Laendlicher Raum","6.62","6.5","269","6.33","6.91"
"2012","(noch) kein Abschluss","Staedtischer Raum","6.66","6.5","571","6.47","6.85"
"2012","AkademikerIn","Laendlicher Raum","6.97","6.5","1704","6.87","7.07"
"2012","AkademikerIn","Staedtischer Raum","7.05","6.5","4212","6.99","7.11"
"2012","Hauptschule","Laendlicher Raum","6.53","6.5","3205","6.45","6.61"
"2012","Hauptschule","Staedtischer Raum","6.42","6.5","5012","6.35","6.49"
"2012","Realschule","Laendlicher Raum","6.66","6.5","3307","6.58","6.74"
"2012","Realschule","Staedtischer Raum","6.71","6.5","4144","6.64","6.78"
"2013","(Fach-)Abitur","Laendlicher Raum","7.13","7.5","920","6.99","7.27"
"2013","(Fach-)Abitur","Staedtischer Raum","6.96","6.5","2380","6.87","7.05"
"2013","(noch) kein Abschluss","Laendlicher Raum","6.84","6.5","278","6.57","7.11"
"2013","(noch) kein Abschluss","Staedtischer Raum","6.71","6.5","548","6.51","6.91"
"2013","AkademikerIn","Laendlicher Raum","6.85","6.5","1667","6.75","6.95"
