"year","bildungsniveau","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2008","(Fach-)Abitur","6.9","6.5","2168","6.81","6.99"
"2008","(noch) kein Abschluss","6.97","7.5","543","6.78","7.16"
"2008","AkademikerIn","6.96","6.5","4187","6.9","7.02"
"2008","Hauptschule","6.53","6.5","6801","6.47","6.59"
"2008","Realschule","6.75","6.5","5114","6.69","6.81"
"2009","(Fach-)Abitur","6.91","6.5","2000","6.81","7.01"
"2009","(noch) kein Abschluss","6.95","7.5","480","6.75","7.15"
"2009","AkademikerIn","6.96","6.5","4030","6.89","7.03"
"2009","Hauptschule","6.48","6.5","6200","6.42","6.54"
"2009","Realschule","6.7","6.5","4808","6.64","6.76"
"2010","(Fach-)Abitur","7.01","6.5","3057","6.93","7.09"
"2010","(noch) kein Abschluss","6.6","6.5","771","6.43","6.77"
"2010","AkademikerIn","6.94","6.5","5369","6.88","7"
"2010","Hauptschule","6.43","6.5","7484","6.38","6.48"
"2010","Realschule","6.71","6.5","6778","6.66","6.76"
"2011","(Fach-)Abitur","7.05","7.5","3295","6.97","7.13"
"2011","(noch) kein Abschluss","6.8","6.5","803","6.63","6.97"
"2011","AkademikerIn","6.99","6.5","5755","6.93","7.05"
"2011","Hauptschule","6.41","6.5","7925","6.36","6.46"
"2011","Realschule","6.68","6.5","7265","6.63","6.73"
"2012","(Fach-)Abitur","6.89","6.5","3379","6.82","6.96"
"2012","(noch) kein Abschluss","6.65","6.5","840","6.49","6.81"
"2012","AkademikerIn","7.03","6.5","5916","6.98","7.08"
"2012","Hauptschule","6.46","6.5","8217","6.41","6.51"
"2012","Realschule","6.69","6.5","7451","6.64","6.74"
"2013","(Fach-)Abitur","7","6.5","3300","6.93","7.07"
"2013","(noch) kein Abschluss","6.75","6.5","826","6.59","6.91"
"2013","AkademikerIn","6.96","6.5","5852","6.91","7.01"
"2013","Hauptschule","6.44","6.5","7784","6.39","6.49"
"2013","Realschule","6.68","6.5","7234","6.63","6.73"
"2014","(Fach-)Abitur","7.08","7.5","3943","7.01","7.15"
"2014","(noch) kein Abschluss","6.5","6.5","1001","6.35","6.65"
"2014","AkademikerIn","6.95","6.5","6219","6.9","7"
"2014","Hauptschule","6.4","6.5","8198","6.35","6.45"
"2014","Realschule","6.66","6.5","6878","6.61","6.71"
"2015","(Fach-)Abitur","6.99","6.5","3647","6.92","7.06"
"2015","(noch) kein Abschluss","6.44","6.5","816","6.27","6.61"
"2015","AkademikerIn","6.96","6.5","5864","6.91","7.01"
"2015","Hauptschule","6.47","6.5","7360","6.42","6.52"
"2015","Realschule","6.69","6.5","6489","6.64","6.74"
"2016","(Fach-)Abitur","7.02","6.5","3670","6.95","7.09"
"2016","(noch) kein Abschluss","6.58","6.5","809","6.41","6.75"
"2016","AkademikerIn","6.9","6.5","5873","6.85","6.95"
"2016","Hauptschule","6.44","6.5","6946","6.38","6.5"
"2016","Realschule","6.59","6.5","6011","6.53","6.65"
"2017","(Fach-)Abitur","6.76","6.5","4117","6.69","6.83"
"2017","(noch) kein Abschluss","6.62","6.5","910","6.46","6.78"
"2017","AkademikerIn","6.92","6.5","6491","6.87","6.97"
"2017","Hauptschule","6.39","6.5","7136","6.34","6.44"
"2017","Realschule","6.52","6.5","6908","6.47","6.57"
"2018","(Fach-)Abitur","6.79","6.5","4021","6.72","6.86"
"2018","(noch) kein Abschluss","6.24","6.5","879","6.07","6.41"
"2018","AkademikerIn","6.8","6.5","6332","6.75","6.85"
"2018","Hauptschule","6.25","6.5","6773","6.19","6.31"
"2018","Realschule","6.49","6.5","6651","6.44","6.54"
"2019","(Fach-)Abitur","6.81","6.5","4163","6.74","6.88"
"2019","(noch) kein Abschluss","6.44","6.5","778","6.27","6.61"
"2019","AkademikerIn","6.97","6.5","7043","6.92","7.02"
"2019","Hauptschule","6.37","6.5","6212","6.31","6.43"
"2019","Realschule","6.55","6.5","6754","6.5","6.6"
"2020","(Fach-)Abitur","6.72","6.5","4456","6.66","6.78"
"2020","(noch) kein Abschluss","6.6","6.5","908","6.44","6.76"
"2020","AkademikerIn","6.82","6.5","7201","6.77","6.87"
"2020","Hauptschule","6.26","6.5","5941","6.2","6.32"
"2020","Realschule","6.47","6.5","6212","6.41","6.53"
