"plb0218","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2005","Schleswig-Holstein","kein Migrationshintergrund","101","","",""
"Nein, nie","2005","Schleswig-Holstein","direkter Migrationshintergrund","12","","",""
"Nein, nie","2005","Schleswig-Holstein","indirekter Migrationshintergrund","4","0.536319875062731","0.19075922394122","0.881880526184242"
"Nein, nie","2005","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2005","Hamburg","kein Migrationshintergrund","64","0.444439795765662","0.362710839456361","0.526168752074962"
"Nein, nie","2005","Hamburg","direkter Migrationshintergrund","4","0.331970542698033","0.0536794350334955","0.610261650362571"
"Nein, nie","2005","Hamburg","indirekter Migrationshintergrund","1","","",""
"Nein, nie","2005","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2005","Niedersachsen","kein Migrationshintergrund","284","","",""
"Nein, nie","2005","Niedersachsen","direkter Migrationshintergrund","35","0.322781820242632","0.237330651303142","0.408232989182122"
"Nein, nie","2005","Niedersachsen","indirekter Migrationshintergrund","12","","",""
"Nein, nie","2005","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2005","Bremen","kein Migrationshintergrund","17","","",""
"Nein, nie","2005","Bremen","direkter Migrationshintergrund","3","","",""
"Nein, nie","2005","Bremen","indirekter Migrationshintergrund","","","",""
"Nein, nie","2005","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2005","Nordrhein-Westfalen","kein Migrationshintergrund","770","0.382097222802923","0.360447386323378","0.403747059282467"
"Nein, nie","2005","Nordrhein-Westfalen","direkter Migrationshintergrund","147","","",""
"Nein, nie","2005","Nordrhein-Westfalen","indirekter Migrationshintergrund","55","0.366171559820837","0.283987178229306","0.448355941412369"
"Nein, nie","2005","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2005","Hessen","kein Migrationshintergrund","220","","",""
"Nein, nie","2005","Hessen","direkter Migrationshintergrund","50","0.391354378178578","0.304393732559698","0.478315023797458"
"Nein, nie","2005","Hessen","indirekter Migrationshintergrund","19","","",""
"Nein, nie","2005","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2005","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","215","","",""
"Nein, nie","2005","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","42","0.467089415212683","0.366763420480477","0.567415409944888"
"Nein, nie","2005","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","11","","",""
"Nein, nie","2005","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2005","Baden-Wuerttemberg","kein Migrationshintergrund","429","0.375492496957502","0.346409259508682","0.404575734406322"
"Nein, nie","2005","Baden-Wuerttemberg","direkter Migrationshintergrund","116","","",""
"Nein, nie","2005","Baden-Wuerttemberg","indirekter Migrationshintergrund","55","0.559146013846044","0.465509288788325","0.652782738903763"
"Nein, nie","2005","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
