"plb0218","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2005","17-29","(noch) kein Abschluss","18","","",""
"Nein, nie","2005","17-29","Hauptschule","150","0.404637366147123","0.355862389525694","0.453412342768553"
"Nein, nie","2005","17-29","Realschule","296","0.351016917017557","0.317083936580265","0.384949897454848"
"Nein, nie","2005","17-29","(Fach-)Abitur","218","0.457147287532983","0.412300844815011","0.501993730250955"
"Nein, nie","2005","17-29","AkademikerIn","78","0.46580083365074","0.389688006701557","0.541913660599922"
"Nein, nie","2005","30-45","(noch) kein Abschluss","16","","",""
"Nein, nie","2005","30-45","Hauptschule","414","0.326608474281218","0.30044243078629","0.352774517776145"
"Nein, nie","2005","30-45","Realschule","585","0.324905643627483","0.302759537461739","0.347051749793227"
"Nein, nie","2005","30-45","(Fach-)Abitur","257","0.400982408532945","0.362712249702377","0.439252567363514"
"Nein, nie","2005","30-45","AkademikerIn","416","0.324842754444979","0.29844457363736","0.351240935252599"
"Nein, nie","2005","46-65","(noch) kein Abschluss","13","","",""
"Nein, nie","2005","46-65","Hauptschule","586","0.412861409866142","0.387422988748748","0.438299830983536"
"Nein, nie","2005","46-65","Realschule","458","0.389666226573705","0.361406681701638","0.417925771445773"
"Nein, nie","2005","46-65","(Fach-)Abitur","132","0.435026463007416","0.379660274889158","0.490392651125675"
"Nein, nie","2005","46-65","AkademikerIn","495","0.323010845215781","0.299314481781117","0.346707208650445"
"Nein, nie","2005","66","(noch) kein Abschluss","","","",""
"Nein, nie","2005","66","Hauptschule","","","",""
"Nein, nie","2005","66","Realschule","","","",""
"Nein, nie","2005","66","(Fach-)Abitur","","","",""
"Nein, nie","2005","66","AkademikerIn","","","",""
"Ja, jede Woche","2005","17-29","(noch) kein Abschluss","19","","",""
"Ja, jede Woche","2005","17-29","Hauptschule","68","0.167759731659872","0.130628315384759","0.204891147934984"
"Ja, jede Woche","2005","17-29","Realschule","105","0.155285269455707","0.129536204742857","0.181034334168558"
"Ja, jede Woche","2005","17-29","(Fach-)Abitur","63","0.147220962417377","0.115323068853204","0.179118855981549"
"Ja, jede Woche","2005","17-29","AkademikerIn","15","","",""
"Ja, jede Woche","2005","30-45","(noch) kein Abschluss","6","","",""
"Ja, jede Woche","2005","30-45","Hauptschule","208","0.177978221819001","0.156637180595972","0.19931926304203"
"Ja, jede Woche","2005","30-45","Realschule","224","0.140694523985727","0.124252741510366","0.157136306461087"
"Ja, jede Woche","2005","30-45","(Fach-)Abitur","56","0.0980019037517319","0.0747853431017843","0.121218464401679"
"Ja, jede Woche","2005","30-45","AkademikerIn","141","0.132960342871291","0.113821508469073","0.152099177273509"
"Ja, jede Woche","2005","46-65","(noch) kein Abschluss","5","","",""
"Ja, jede Woche","2005","46-65","Hauptschule","216","0.149966316230316","0.131519024169659","0.168413608290972"
"Ja, jede Woche","2005","46-65","Realschule","131","0.117499881929516","0.0988399016696712","0.136159862189361"
"Ja, jede Woche","2005","46-65","(Fach-)Abitur","30","0.0927722989201619","0.060372669468244","0.12517192837208"
"Ja, jede Woche","2005","46-65","AkademikerIn","251","0.166715731187717","0.147828548697784","0.18560291367765"
"Ja, jede Woche","2005","66","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2005","66","Hauptschule","","","",""
"Ja, jede Woche","2005","66","Realschule","","","",""
"Ja, jede Woche","2005","66","(Fach-)Abitur","","","",""
"Ja, jede Woche","2005","66","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2005","17-29","(noch) kein Abschluss","8","","",""
"Ja, alle 2 Wochen","2005","17-29","Hauptschule","79","0.188204687955209","0.149361776183938","0.22704759972648"
"Ja, alle 2 Wochen","2005","17-29","Realschule","125","0.182576657838579","0.155111162311858","0.210042153365301"
"Ja, alle 2 Wochen","2005","17-29","(Fach-)Abitur","69","0.177154977257639","0.142783782970722","0.211526171544555"
"Ja, alle 2 Wochen","2005","17-29","AkademikerIn","22","","",""
"Ja, alle 2 Wochen","2005","30-45","(noch) kein Abschluss","4","","",""
"Ja, alle 2 Wochen","2005","30-45","Hauptschule","192","0.144773182404613","0.125140699538061","0.164405665271166"
"Ja, alle 2 Wochen","2005","30-45","Realschule","301","0.187445884513196","0.168991455468337","0.205900313558054"
"Ja, alle 2 Wochen","2005","30-45","(Fach-)Abitur","78","0.115080603779297","0.0901615963621076","0.139999611196487"
"Ja, alle 2 Wochen","2005","30-45","AkademikerIn","139","0.119825437528234","0.101519420633473","0.138131454422995"
"Ja, alle 2 Wochen","2005","46-65","(noch) kein Abschluss","3","","",""
"Ja, alle 2 Wochen","2005","46-65","Hauptschule","194","0.133065518458032","0.115516873084584","0.150614163831479"
"Ja, alle 2 Wochen","2005","46-65","Realschule","158","0.14692109346752","0.126406082354343","0.167436104580697"
"Ja, alle 2 Wochen","2005","46-65","(Fach-)Abitur","38","0.134464953095079","0.0963654234598139","0.172564482730343"
"Ja, alle 2 Wochen","2005","46-65","AkademikerIn","139","0.101401388634695","0.0861050631207689","0.116697714148622"
"Ja, alle 2 Wochen","2005","66","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2005","66","Hauptschule","","","",""
"Ja, alle 2 Wochen","2005","66","Realschule","","","",""
"Ja, alle 2 Wochen","2005","66","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2005","66","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2005","17-29","(noch) kein Abschluss","3","","",""
"Ja, alle 3-4 Wochen","2005","17-29","Hauptschule","38","0.0945621055705492","0.0654843293044319","0.123639881836666"
"Ja, alle 3-4 Wochen","2005","17-29","Realschule","67","0.0823310372514221","0.0627891676953211","0.101872906807523"
"Ja, alle 3-4 Wochen","2005","17-29","(Fach-)Abitur","38","0.0546413946380024","0.0341808071812463","0.0751019820947585"
"Ja, alle 3-4 Wochen","2005","17-29","AkademikerIn","14","","",""
"Ja, alle 3-4 Wochen","2005","30-45","(noch) kein Abschluss","2","","",""
"Ja, alle 3-4 Wochen","2005","30-45","Hauptschule","121","0.0895800045027505","0.0736462931693151","0.105513715836186"
"Ja, alle 3-4 Wochen","2005","30-45","Realschule","191","0.124291241610579","0.10869080974184","0.139891673479318"
"Ja, alle 3-4 Wochen","2005","30-45","(Fach-)Abitur","69","0.107916765652277","0.083688352804645","0.132145178499909"
"Ja, alle 3-4 Wochen","2005","30-45","AkademikerIn","113","0.0929089755025648","0.0765449852915202","0.109272965713609"
"Ja, alle 3-4 Wochen","2005","46-65","(noch) kein Abschluss","2","","",""
"Ja, alle 3-4 Wochen","2005","46-65","Hauptschule","113","0.080031863218625","0.0660122655399005","0.0940514608973495"
"Ja, alle 3-4 Wochen","2005","46-65","Realschule","100","0.0977157412090117","0.0805093800477597","0.114922102370264"
"Ja, alle 3-4 Wochen","2005","46-65","(Fach-)Abitur","28","","",""
"Ja, alle 3-4 Wochen","2005","46-65","AkademikerIn","126","0.0747811785497339","0.0614520831482975","0.0881102739511703"
"Ja, alle 3-4 Wochen","2005","66","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2005","66","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2005","66","Realschule","","","",""
"Ja, alle 3-4 Wochen","2005","66","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2005","66","AkademikerIn","","","",""
"Seltener","2005","17-29","(noch) kein Abschluss","12","","",""
"Seltener","2005","17-29","Hauptschule","54","0.144836108667247","0.109862826502517","0.179809390831976"
"Seltener","2005","17-29","Realschule","167","0.228790118436735","0.198926239302968","0.258653997570501"
"Seltener","2005","17-29","(Fach-)Abitur","86","0.163835378153999","0.130515096913478","0.19715565939452"
"Seltener","2005","17-29","AkademikerIn","36","0.270248140611311","0.20248787786996","0.338008403352661"
"Seltener","2005","30-45","(noch) kein Abschluss","4","","",""
"Seltener","2005","30-45","Hauptschule","299","0.261060116992418","0.23655451762804","0.285565716356795"
"Seltener","2005","30-45","Realschule","417","0.222662706263016","0.202989959348041","0.242335453177991"
"Seltener","2005","30-45","(Fach-)Abitur","170","0.278018318283749","0.243033661983268","0.313002974584229"
"Seltener","2005","30-45","AkademikerIn","400","0.329462489652931","0.302968371584831","0.35595660772103"
"Seltener","2005","46-65","(noch) kein Abschluss","8","","",""
"Seltener","2005","46-65","Hauptschule","330","0.224074892226886","0.202530998665074","0.245618785788698"
"Seltener","2005","46-65","Realschule","297","0.248197056820247","0.22316564166639","0.273228471974103"
"Seltener","2005","46-65","(Fach-)Abitur","80","0.266603714217266","0.217220974154706","0.315986454279826"
"Seltener","2005","46-65","AkademikerIn","485","0.334090856412073","0.310189525854462","0.357992186969685"
"Seltener","2005","66","(noch) kein Abschluss","","","",""
"Seltener","2005","66","Hauptschule","","","",""
"Seltener","2005","66","Realschule","","","",""
"Seltener","2005","66","(Fach-)Abitur","","","",""
"Seltener","2005","66","AkademikerIn","","","",""
"Nein, nie","2006","17-29","(noch) kein Abschluss","","","",""
"Nein, nie","2006","17-29","Hauptschule","","","",""
"Nein, nie","2006","17-29","Realschule","","","",""
"Nein, nie","2006","17-29","(Fach-)Abitur","","","",""
"Nein, nie","2006","17-29","AkademikerIn","","","",""
"Nein, nie","2006","30-45","(noch) kein Abschluss","","","",""
"Nein, nie","2006","30-45","Hauptschule","","","",""
"Nein, nie","2006","30-45","Realschule","","","",""
"Nein, nie","2006","30-45","(Fach-)Abitur","","","",""
"Nein, nie","2006","30-45","AkademikerIn","","","",""
"Nein, nie","2006","46-65","(noch) kein Abschluss","","","",""
"Nein, nie","2006","46-65","Hauptschule","","","",""
"Nein, nie","2006","46-65","Realschule","","","",""
"Nein, nie","2006","46-65","(Fach-)Abitur","","","",""
"Nein, nie","2006","46-65","AkademikerIn","","","",""
"Nein, nie","2006","66","(noch) kein Abschluss","","","",""
"Nein, nie","2006","66","Hauptschule","","","",""
"Nein, nie","2006","66","Realschule","","","",""
"Nein, nie","2006","66","(Fach-)Abitur","","","",""
"Nein, nie","2006","66","AkademikerIn","","","",""
"Ja, jede Woche","2006","17-29","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2006","17-29","Hauptschule","","","",""
"Ja, jede Woche","2006","17-29","Realschule","","","",""
"Ja, jede Woche","2006","17-29","(Fach-)Abitur","","","",""
"Ja, jede Woche","2006","17-29","AkademikerIn","","","",""
"Ja, jede Woche","2006","30-45","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2006","30-45","Hauptschule","","","",""
"Ja, jede Woche","2006","30-45","Realschule","","","",""
"Ja, jede Woche","2006","30-45","(Fach-)Abitur","","","",""
"Ja, jede Woche","2006","30-45","AkademikerIn","","","",""
"Ja, jede Woche","2006","46-65","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2006","46-65","Hauptschule","","","",""
"Ja, jede Woche","2006","46-65","Realschule","","","",""
"Ja, jede Woche","2006","46-65","(Fach-)Abitur","","","",""
"Ja, jede Woche","2006","46-65","AkademikerIn","","","",""
"Ja, jede Woche","2006","66","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2006","66","Hauptschule","","","",""
"Ja, jede Woche","2006","66","Realschule","","","",""
"Ja, jede Woche","2006","66","(Fach-)Abitur","","","",""
"Ja, jede Woche","2006","66","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2006","17-29","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2006","17-29","Hauptschule","","","",""
"Ja, alle 2 Wochen","2006","17-29","Realschule","","","",""
"Ja, alle 2 Wochen","2006","17-29","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2006","17-29","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2006","30-45","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2006","30-45","Hauptschule","","","",""
"Ja, alle 2 Wochen","2006","30-45","Realschule","","","",""
"Ja, alle 2 Wochen","2006","30-45","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2006","30-45","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2006","46-65","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2006","46-65","Hauptschule","","","",""
"Ja, alle 2 Wochen","2006","46-65","Realschule","","","",""
"Ja, alle 2 Wochen","2006","46-65","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2006","46-65","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2006","66","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2006","66","Hauptschule","","","",""
"Ja, alle 2 Wochen","2006","66","Realschule","","","",""
"Ja, alle 2 Wochen","2006","66","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2006","66","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","Realschule","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2006","17-29","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","Realschule","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2006","30-45","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","Realschule","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2006","46-65","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2006","66","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2006","66","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2006","66","Realschule","","","",""
"Ja, alle 3-4 Wochen","2006","66","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2006","66","AkademikerIn","","","",""
"Seltener","2006","17-29","(noch) kein Abschluss","","","",""
"Seltener","2006","17-29","Hauptschule","","","",""
"Seltener","2006","17-29","Realschule","","","",""
"Seltener","2006","17-29","(Fach-)Abitur","","","",""
"Seltener","2006","17-29","AkademikerIn","","","",""
"Seltener","2006","30-45","(noch) kein Abschluss","","","",""
"Seltener","2006","30-45","Hauptschule","","","",""
"Seltener","2006","30-45","Realschule","","","",""
"Seltener","2006","30-45","(Fach-)Abitur","","","",""
"Seltener","2006","30-45","AkademikerIn","","","",""
"Seltener","2006","46-65","(noch) kein Abschluss","","","",""
"Seltener","2006","46-65","Hauptschule","","","",""
"Seltener","2006","46-65","Realschule","","","",""
"Seltener","2006","46-65","(Fach-)Abitur","","","",""
"Seltener","2006","46-65","AkademikerIn","","","",""
"Seltener","2006","66","(noch) kein Abschluss","","","",""
"Seltener","2006","66","Hauptschule","","","",""
"Seltener","2006","66","Realschule","","","",""
"Seltener","2006","66","(Fach-)Abitur","","","",""
"Seltener","2006","66","AkademikerIn","","","",""
"Nein, nie","2007","17-29","(noch) kein Abschluss","10","","",""
"Nein, nie","2007","17-29","Hauptschule","140","0.392095710966304","0.343200947035509","0.440990474897099"
"Nein, nie","2007","17-29","Realschule","234","0.34245743983206","0.306172146091089","0.378742733573031"
"Nein, nie","2007","17-29","(Fach-)Abitur","211","0.45944404545916","0.413902704240358","0.504985386677963"
"Nein, nie","2007","17-29","AkademikerIn","77","0.390804348467853","0.320303024866209","0.461305672069497"
"Nein, nie","2007","30-45","(noch) kein Abschluss","5","","",""
"Nein, nie","2007","30-45","Hauptschule","366","0.30797611336944","0.281130212330179","0.3348220144087"
"Nein, nie","2007","30-45","Realschule","553","0.319085082517232","0.296539514080458","0.341630650954006"
"Nein, nie","2007","30-45","(Fach-)Abitur","250","0.376700599479381","0.33964857720121","0.413752621757552"
"Nein, nie","2007","30-45","AkademikerIn","415","0.31512173337135","0.289138405206931","0.34110506153577"
"Nein, nie","2007","46-65","(noch) kein Abschluss","16","","",""
"Nein, nie","2007","46-65","Hauptschule","577","0.418873417778908","0.393292934352252","0.444453901205564"
"Nein, nie","2007","46-65","Realschule","510","0.371385314524883","0.345280249998077","0.39749037905169"
"Nein, nie","2007","46-65","(Fach-)Abitur","134","0.381222656808541","0.329057258493762","0.43338805512332"
"Nein, nie","2007","46-65","AkademikerIn","472","0.29743868138293","0.274577781370829","0.320299581395031"
"Nein, nie","2007","66","(noch) kein Abschluss","","","",""
"Nein, nie","2007","66","Hauptschule","","","",""
"Nein, nie","2007","66","Realschule","","","",""
"Nein, nie","2007","66","(Fach-)Abitur","","","",""
"Nein, nie","2007","66","AkademikerIn","","","",""
