"plb0218","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","19","","",""
"Nein, nie","2005","(noch) kein Abschluss","2","8","","",""
"Nein, nie","2005","(noch) kein Abschluss","3","8","","",""
"Nein, nie","2005","(noch) kein Abschluss","4","9","","",""
"Nein, nie","2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Nein, nie","2005","Hauptschule","1 Einkommensschwächstes Quintil","232","0.417817134982744","0.377885038121969","0.457749231843518"
"Nein, nie","2005","Hauptschule","2","313","0.37060934757355","0.337752387985607","0.403466307161494"
"Nein, nie","2005","Hauptschule","3","246","0.33916303372321","0.303735782811802","0.374590284634618"
"Nein, nie","2005","Hauptschule","4","246","0.374601712766135","0.337590899406988","0.411612526125283"
"Nein, nie","2005","Hauptschule","5 Einkommensstärkstes Quintil","136","0.403830370164746","0.353145159798604","0.454515580530889"
"Nein, nie","2005","Realschule","1 Einkommensschwächstes Quintil","168","0.304859865008691","0.265593794852558","0.344125935164825"
"Nein, nie","2005","Realschule","2","268","0.353872392663738","0.3203583201817","0.387386465145777"
"Nein, nie","2005","Realschule","3","284","0.345354339102256","0.312829727598501","0.377878950606011"
"Nein, nie","2005","Realschule","4","353","0.357620915798418","0.325624479541787","0.38961735205505"
"Nein, nie","2005","Realschule","5 Einkommensstärkstes Quintil","273","0.390324983764263","0.352648745756394","0.428001221772133"
"Nein, nie","2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","77","0.447098542853789","0.376027177155986","0.518169908551592"
"Nein, nie","2005","(Fach-)Abitur","2","105","0.371844577770816","0.311935536491594","0.431753619050037"
"Nein, nie","2005","(Fach-)Abitur","3","105","0.37081739597466","0.312770944435256","0.428863847514064"
"Nein, nie","2005","(Fach-)Abitur","4","163","0.506897304425419","0.455180754373488","0.55861385447735"
"Nein, nie","2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","159","0.424790834900351","0.373078398421877","0.476503271378825"
"Nein, nie","2005","AkademikerIn","1 Einkommensschwächstes Quintil","54","0.306308034170591","0.234203796235538","0.378412272105643"
"Nein, nie","2005","AkademikerIn","2","103","0.406949338545807","0.348886559988601","0.465012117103014"
"Nein, nie","2005","AkademikerIn","3","149","0.362824923068329","0.313699972357707","0.411949873778952"
"Nein, nie","2005","AkademikerIn","4","274","0.388080921762391","0.352311537063513","0.423850306461269"
"Nein, nie","2005","AkademikerIn","5 Einkommensstärkstes Quintil","432","0.272050463019236","0.248871615628188","0.295229310410285"
"Ja, jede Woche","2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","2","9","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","3","4","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","4","9","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Ja, jede Woche","2005","Hauptschule","1 Einkommensschwächstes Quintil","115","0.191733387955114","0.159860202048985","0.223606573861243"
"Ja, jede Woche","2005","Hauptschule","2","117","0.153235371651923","0.128729513696002","0.177741229607845"
"Ja, jede Woche","2005","Hauptschule","3","117","0.183590446318604","0.154619337919773","0.212561554717435"
"Ja, jede Woche","2005","Hauptschule","4","102","0.141109698573125","0.114489414375574","0.167729982770676"
"Ja, jede Woche","2005","Hauptschule","5 Einkommensstärkstes Quintil","61","0.189705337068543","0.149205049725778","0.230205624411307"
"Ja, jede Woche","2005","Realschule","1 Einkommensschwächstes Quintil","83","0.161770497669691","0.130360908090074","0.193180087249308"
"Ja, jede Woche","2005","Realschule","2","111","0.164140709708135","0.138179827010021","0.190101592406248"
"Ja, jede Woche","2005","Realschule","3","108","0.145498544214785","0.121379380803736","0.169617707625833"
"Ja, jede Woche","2005","Realschule","4","96","0.120733176273995","0.0989827328827174","0.142483619665273"
"Ja, jede Woche","2005","Realschule","5 Einkommensstärkstes Quintil","66","0.0838422261791399","0.0624369077205253","0.105247544637755"
"Ja, jede Woche","2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","35","0.186360080245414","0.130697704979276","0.242022455511552"
"Ja, jede Woche","2005","(Fach-)Abitur","2","32","0.127806209133502","0.086419532031918","0.169192886235085"
"Ja, jede Woche","2005","(Fach-)Abitur","3","26","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","4","27","","",""
"Ja, jede Woche","2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","29","","",""
"Ja, jede Woche","2005","AkademikerIn","1 Einkommensschwächstes Quintil","35","0.196698996429454","0.134520746868108","0.2588772459908"
"Ja, jede Woche","2005","AkademikerIn","2","38","0.124966741556192","0.0858834396784871","0.164050043433896"
"Ja, jede Woche","2005","AkademikerIn","3","45","0.126020118965689","0.0921126914545184","0.159927546476859"
"Ja, jede Woche","2005","AkademikerIn","4","84","0.11523136714082","0.0917942850014571","0.138668449280184"
"Ja, jede Woche","2005","AkademikerIn","5 Einkommensstärkstes Quintil","216","0.166050308476895","0.14666796730243","0.18543264965136"
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","2","3","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","3","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","4","3","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","1 Einkommensschwächstes Quintil","92","0.144894519469505","0.116395159462806","0.173393879476205"
"Ja, alle 2 Wochen","2005","Hauptschule","2","118","0.129108733459438","0.106296446662646","0.151921020256229"
"Ja, alle 2 Wochen","2005","Hauptschule","3","116","0.167065908542328","0.139151060342951","0.194980756741706"
"Ja, alle 2 Wochen","2005","Hauptschule","4","91","0.12582967468023","0.100469340443853","0.151190008916607"
"Ja, alle 2 Wochen","2005","Hauptschule","5 Einkommensstärkstes Quintil","50","0.152257912240686","0.115145545738452","0.18937027874292"
"Ja, alle 2 Wochen","2005","Realschule","1 Einkommensschwächstes Quintil","97","0.178166472402982","0.14552753226202","0.210805412543944"
"Ja, alle 2 Wochen","2005","Realschule","2","142","0.1936336782273","0.165938679301425","0.221328677153176"
"Ja, alle 2 Wochen","2005","Realschule","3","138","0.157620540665635","0.132695446764886","0.182545634566384"
"Ja, alle 2 Wochen","2005","Realschule","4","121","0.184347146152763","0.158461122270585","0.210233170034942"
"Ja, alle 2 Wochen","2005","Realschule","5 Einkommensstärkstes Quintil","87","0.152310542404991","0.124558910226083","0.1800621745839"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","30","0.178876705661673","0.124093146147349","0.233660265175997"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","2","24","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","3","46","0.175249630039772","0.12956216235391","0.220937097725635"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","4","50","0.124081458876188","0.0899789624605068","0.158183955291869"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","35","0.119038622516455","0.0851606888348018","0.152916556198109"
"Ja, alle 2 Wochen","2005","AkademikerIn","1 Einkommensschwächstes Quintil","24","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","2","31","0.120089050259045","0.0816694527972817","0.158508647720808"
"Ja, alle 2 Wochen","2005","AkademikerIn","3","42","0.136329222433325","0.101270767426042","0.171387677440609"
"Ja, alle 2 Wochen","2005","AkademikerIn","4","64","0.102998014976069","0.0806872502948908","0.125308779657246"
"Ja, alle 2 Wochen","2005","AkademikerIn","5 Einkommensstärkstes Quintil","145","0.0903486411072246","0.0754167517534483","0.105280530461001"
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","2","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","2","2","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","3","2","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","4","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","1 Einkommensschwächstes Quintil","50","0.0816275822745923","0.0594595489554524","0.103795615593732"
"Ja, alle 3-4 Wochen","2005","Hauptschule","2","86","0.0994453863600752","0.0790863887080894","0.119804384012061"
"Ja, alle 3-4 Wochen","2005","Hauptschule","3","51","0.0714155698111176","0.052145060867066","0.0906860787551693"
"Ja, alle 3-4 Wochen","2005","Hauptschule","4","56","0.0864835661892137","0.0649908955564246","0.107976236822003"
"Ja, alle 3-4 Wochen","2005","Hauptschule","5 Einkommensstärkstes Quintil","31","0.0744777093549599","0.0473568505579684","0.101598568151951"
"Ja, alle 3-4 Wochen","2005","Realschule","1 Einkommensschwächstes Quintil","51","0.122621769461065","0.0946443054076486","0.15059923351448"
"Ja, alle 3-4 Wochen","2005","Realschule","2","80","0.0949183281409325","0.0743753388504919","0.115461317431373"
"Ja, alle 3-4 Wochen","2005","Realschule","3","96","0.117667625775778","0.0956271423946979","0.139708109156857"
"Ja, alle 3-4 Wochen","2005","Realschule","4","76","0.104058705450046","0.0836754548239254","0.124441956076166"
"Ja, alle 3-4 Wochen","2005","Realschule","5 Einkommensstärkstes Quintil","56","0.0952591523881861","0.072585545480511","0.117932759295861"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","11","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","2","34","0.151870660031264","0.107382333409953","0.196358986652574"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","3","23","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","4","36","0.0714750242922039","0.0448263985511602","0.0981236500332477"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","31","0.0857358281609388","0.0564463552059643","0.115025301115913"
"Ja, alle 3-4 Wochen","2005","AkademikerIn","1 Einkommensschwächstes Quintil","9","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","2","13","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","3","25","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","4","54","0.0702218032974843","0.0514662882891687","0.0889773183057998"
"Ja, alle 3-4 Wochen","2005","AkademikerIn","5 Einkommensstärkstes Quintil","159","0.114248701776641","0.0976796368394898","0.130817766713792"
"Seltener","2005","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","5","","",""
"Seltener","2005","(noch) kein Abschluss","2","9","","",""
"Seltener","2005","(noch) kein Abschluss","3","1","","",""
"Seltener","2005","(noch) kein Abschluss","4","6","","",""
"Seltener","2005","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Seltener","2005","Hauptschule","1 Einkommensschwächstes Quintil","97","0.163927375318044","0.13395321488307","0.193901535753019"
"Seltener","2005","Hauptschule","2","196","0.247601160955013","0.218237551340254","0.276964770569773"
"Seltener","2005","Hauptschule","3","156","0.238765041604741","0.206862097306626","0.270667985902856"
"Seltener","2005","Hauptschule","4","162","0.271975347791296","0.237949949360739","0.306000746221852"
"Seltener","2005","Hauptschule","5 Einkommensstärkstes Quintil","82","0.179728671171065","0.140065787315236","0.219391555026894"
"Seltener","2005","Realschule","1 Einkommensschwächstes Quintil","129","0.232581395457571","0.196545544875714","0.268617246039428"
"Seltener","2005","Realschule","2","181","0.193434891259894","0.165750700266697","0.221119082253092"
"Seltener","2005","Realschule","3","195","0.233858950241547","0.204904996474011","0.262812904009083"
"Seltener","2005","Realschule","4","216","0.233240056324778","0.205009090562251","0.261471022087305"
"Seltener","2005","Realschule","5 Einkommensstärkstes Quintil","162","0.278263095263419","0.243651436005009","0.31287475452183"
"Seltener","2005","(Fach-)Abitur","1 Einkommensschwächstes Quintil","35","0.151875342332736","0.100572355980893","0.203178328684578"
"Seltener","2005","(Fach-)Abitur","2","55","0.247926465771552","0.194399862509913","0.301453069033191"
"Seltener","2005","(Fach-)Abitur","3","66","0.28408124916484","0.229886098766746","0.338276399562935"
"Seltener","2005","(Fach-)Abitur","4","83","0.237739675909874","0.193704132756343","0.281775219063406"
"Seltener","2005","(Fach-)Abitur","5 Einkommensstärkstes Quintil","97","0.256593643219482","0.21090264834073","0.302284638098235"
"Seltener","2005","AkademikerIn","1 Einkommensschwächstes Quintil","35","0.230857330347567","0.164943954981086","0.296770705714048"
"Seltener","2005","AkademikerIn","2","90","0.292001386577646","0.238262284627451","0.345740488527841"
"Seltener","2005","AkademikerIn","3","107","0.310889394207405","0.263599145070783","0.358179643344027"
"Seltener","2005","AkademikerIn","4","237","0.323467892823236","0.289130831666504","0.357804953979967"
"Seltener","2005","AkademikerIn","5 Einkommensstärkstes Quintil","464","0.357301885620003","0.332342285035211","0.382261486204795"
"Nein, nie","2006","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","(noch) kein Abschluss","2","","","",""
"Nein, nie","2006","(noch) kein Abschluss","3","","","",""
"Nein, nie","2006","(noch) kein Abschluss","4","","","",""
"Nein, nie","2006","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","Hauptschule","2","","","",""
"Nein, nie","2006","Hauptschule","3","","","",""
"Nein, nie","2006","Hauptschule","4","","","",""
"Nein, nie","2006","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","Realschule","2","","","",""
"Nein, nie","2006","Realschule","3","","","",""
"Nein, nie","2006","Realschule","4","","","",""
"Nein, nie","2006","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","(Fach-)Abitur","2","","","",""
"Nein, nie","2006","(Fach-)Abitur","3","","","",""
"Nein, nie","2006","(Fach-)Abitur","4","","","",""
"Nein, nie","2006","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","AkademikerIn","2","","","",""
"Nein, nie","2006","AkademikerIn","3","","","",""
"Nein, nie","2006","AkademikerIn","4","","","",""
"Nein, nie","2006","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","2","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","3","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","4","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","Hauptschule","2","","","",""
"Ja, jede Woche","2006","Hauptschule","3","","","",""
"Ja, jede Woche","2006","Hauptschule","4","","","",""
"Ja, jede Woche","2006","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","Realschule","2","","","",""
"Ja, jede Woche","2006","Realschule","3","","","",""
"Ja, jede Woche","2006","Realschule","4","","","",""
"Ja, jede Woche","2006","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","2","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","3","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","4","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
