"plb0218","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2005","17-29","1 Einkommensschwächstes Quintil","188","0.429350275058712","0.383412353638561","0.475288196478862"
"Nein, nie","2005","17-29","2","182","0.363220330808316","0.318636847309061","0.407803814307571"
"Nein, nie","2005","17-29","3","165","0.378523536957682","0.331518410599389","0.425528663315975"
"Nein, nie","2005","17-29","4","204","0.424472382350634","0.380163382568263","0.468781382133005"
"Nein, nie","2005","17-29","5 Einkommensstärkstes Quintil","98","0.380818156417531","0.318601296012543","0.443035016822518"
"Nein, nie","2005","30-45","1 Einkommensschwächstes Quintil","236","0.365200474579242","0.328128599637379","0.402272349521105"
"Nein, nie","2005","30-45","2","349","0.329419808432124","0.300950627953833","0.357888988910415"
"Nein, nie","2005","30-45","3","343","0.3273626541306","0.298351158746524","0.356374149514677"
"Nein, nie","2005","30-45","4","406","0.357870712810347","0.329771024179274","0.38597040144142"
"Nein, nie","2005","30-45","5 Einkommensstärkstes Quintil","360","0.303938491425186","0.275807856781867","0.332069126068506"
"Nein, nie","2005","46-65","1 Einkommensschwächstes Quintil","148","0.346321027263967","0.302506242962436","0.390135811565498"
"Nein, nie","2005","46-65","2","271","0.409503199993551","0.372891584058833","0.44611481592827"
"Nein, nie","2005","46-65","3","298","0.382680088512747","0.348124812174131","0.417235364851363"
"Nein, nie","2005","46-65","4","439","0.409929481577529","0.380024271870284","0.439834691284773"
"Nein, nie","2005","46-65","5 Einkommensstärkstes Quintil","532","0.37425481699366","0.349625068761706","0.398884565225615"
"Nein, nie","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2005","66","2","","","",""
"Nein, nie","2005","66","3","","","",""
"Nein, nie","2005","66","4","","","",""
"Nein, nie","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2005","17-29","1 Einkommensschwächstes Quintil","71","0.163075290403969","0.128789202276519","0.197361378531418"
"Ja, jede Woche","2005","17-29","2","71","0.167747496119986","0.133109727415336","0.202385264824636"
"Ja, jede Woche","2005","17-29","3","53","0.151568373301237","0.116814824663427","0.186321921939047"
"Ja, jede Woche","2005","17-29","4","73","0.150611112905413","0.118547242919386","0.182674982891441"
"Ja, jede Woche","2005","17-29","5 Einkommensstärkstes Quintil","27","","",""
"Ja, jede Woche","2005","30-45","1 Einkommensschwächstes Quintil","113","0.170259339707292","0.141320091360335","0.199198588054248"
"Ja, jede Woche","2005","30-45","2","156","0.171583873715967","0.148746968121095","0.194420779310838"
"Ja, jede Woche","2005","30-45","3","121","0.135164056795828","0.114026122935673","0.156301990655983"
"Ja, jede Woche","2005","30-45","4","128","0.11986627725855","0.100827018832385","0.138905535684716"
"Ja, jede Woche","2005","30-45","5 Einkommensstärkstes Quintil","120","0.127988418486728","0.107556491308339","0.148420345665118"
"Ja, jede Woche","2005","46-65","1 Einkommensschwächstes Quintil","95","0.197421898036287","0.160766300415997","0.234077495656576"
"Ja, jede Woche","2005","46-65","2","83","0.122720861208306","0.098291642819155","0.147150079597458"
"Ja, jede Woche","2005","46-65","3","120","0.156709198527617","0.130864157782918","0.182554239272317"
"Ja, jede Woche","2005","46-65","4","119","0.105418535133675","0.0867457648868405","0.12409130538051"
"Ja, jede Woche","2005","46-65","5 Einkommensstärkstes Quintil","217","0.150828392449803","0.132613911531329","0.169042873368276"
"Ja, jede Woche","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2005","66","2","","","",""
"Ja, jede Woche","2005","66","3","","","",""
"Ja, jede Woche","2005","66","4","","","",""
"Ja, jede Woche","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2005","17-29","1 Einkommensschwächstes Quintil","81","0.174283438211365","0.13907682744089","0.20949004898184"
"Ja, alle 2 Wochen","2005","17-29","2","77","0.190399077631062","0.154002357713455","0.226795797548669"
"Ja, alle 2 Wochen","2005","17-29","3","68","0.164454284589002","0.128529502566457","0.200379066611547"
"Ja, alle 2 Wochen","2005","17-29","4","66","0.159400873918678","0.126585756782683","0.192215991054673"
"Ja, alle 2 Wochen","2005","17-29","5 Einkommensstärkstes Quintil","39","0.194318604021456","0.143621982204853","0.245015225838059"
"Ja, alle 2 Wochen","2005","30-45","1 Einkommensschwächstes Quintil","107","0.174482085721213","0.145260804006317","0.203703367436109"
"Ja, alle 2 Wochen","2005","30-45","2","162","0.147318154384074","0.125849916787936","0.168786391980213"
"Ja, alle 2 Wochen","2005","30-45","3","168","0.150137796313707","0.128053460812492","0.172222131814922"
"Ja, alle 2 Wochen","2005","30-45","4","150","0.151403566987502","0.130392609515003","0.172414524460002"
"Ja, alle 2 Wochen","2005","30-45","5 Einkommensstärkstes Quintil","130","0.1353046443532","0.114385169196219","0.156224119510181"
"Ja, alle 2 Wochen","2005","46-65","1 Einkommensschwächstes Quintil","68","0.147255475590319","0.114623438490018","0.179887512690619"
"Ja, alle 2 Wochen","2005","46-65","2","86","0.115567047631983","0.0917640890663063","0.139370006197659"
"Ja, alle 2 Wochen","2005","46-65","3","110","0.169077617910703","0.142429620107136","0.195725615714269"
"Ja, alle 2 Wochen","2005","46-65","4","117","0.118526830408471","0.0988727285931189","0.138180932223823"
"Ja, alle 2 Wochen","2005","46-65","5 Einkommensstärkstes Quintil","152","0.0987437518831071","0.0835607910343356","0.113926712731879"
"Ja, alle 2 Wochen","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2005","66","2","","","",""
"Ja, alle 2 Wochen","2005","66","3","","","",""
"Ja, alle 2 Wochen","2005","66","4","","","",""
"Ja, alle 2 Wochen","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2005","17-29","1 Einkommensschwächstes Quintil","32","0.0787520439118268","0.0537543556724547","0.103749732151199"
"Ja, alle 3-4 Wochen","2005","17-29","2","31","0.0701573391776897","0.0464798515724515","0.0938348267829278"
"Ja, alle 3-4 Wochen","2005","17-29","3","39","0.0808223517122384","0.0544072731865183","0.107237430237958"
"Ja, alle 3-4 Wochen","2005","17-29","4","38","0.0653588166854402","0.043201932387079","0.0875157009838015"
"Ja, alle 3-4 Wochen","2005","17-29","5 Einkommensstärkstes Quintil","27","","",""
"Ja, alle 3-4 Wochen","2005","30-45","1 Einkommensschwächstes Quintil","59","0.0944717358912031","0.0719520389847418","0.116991432797664"
"Ja, alle 3-4 Wochen","2005","30-45","2","118","0.111111525959714","0.0920754274463797","0.130147624473048"
"Ja, alle 3-4 Wochen","2005","30-45","3","103","0.10629827416684","0.0872425935505828","0.125353954783098"
"Ja, alle 3-4 Wochen","2005","30-45","4","109","0.0967303067001751","0.0794035534324707","0.11405705996788"
"Ja, alle 3-4 Wochen","2005","30-45","5 Einkommensstärkstes Quintil","108","0.108612305076798","0.0895824403145991","0.127642169838996"
"Ja, alle 3-4 Wochen","2005","46-65","1 Einkommensschwächstes Quintil","35","0.0825609543930089","0.0572169665200321","0.107904942265986"
"Ja, alle 3-4 Wochen","2005","46-65","2","68","0.102266249438047","0.0797071678708454","0.124825331005248"
"Ja, alle 3-4 Wochen","2005","46-65","3","53","0.061722733078268","0.0446135424129913","0.0788319237435447"
"Ja, alle 3-4 Wochen","2005","46-65","4","75","0.0785147581519808","0.0621593962668102","0.0948701200371514"
"Ja, alle 3-4 Wochen","2005","46-65","5 Einkommensstärkstes Quintil","139","0.0893677723854893","0.0748486792910533","0.103886865479925"
"Ja, alle 3-4 Wochen","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2005","66","2","","","",""
"Ja, alle 3-4 Wochen","2005","66","3","","","",""
"Ja, alle 3-4 Wochen","2005","66","4","","","",""
"Ja, alle 3-4 Wochen","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2005","17-29","1 Einkommensschwächstes Quintil","74","0.154538952414128","0.120992511920967","0.188085392907289"
"Seltener","2005","17-29","2","86","0.208475756262946","0.170818019162959","0.246133493362933"
"Seltener","2005","17-29","3","84","0.224631453439841","0.184185431756087","0.265077475123595"
"Seltener","2005","17-29","4","97","0.200156814139834","0.164287608635366","0.236026019644302"
"Seltener","2005","17-29","5 Einkommensstärkstes Quintil","43","0.18480700248754","0.135075727454281","0.2345382775208"
"Seltener","2005","30-45","1 Einkommensschwächstes Quintil","133","0.195586364101051","0.165046325145348","0.226126403056753"
"Seltener","2005","30-45","2","262","0.24056663750812","0.214676325440933","0.266456949575308"
"Seltener","2005","30-45","3","270","0.281037218593025","0.253246473939664","0.308827963246386"
"Seltener","2005","30-45","4","325","0.274129136243425","0.247981377439685","0.300276895047165"
"Seltener","2005","30-45","5 Einkommensstärkstes Quintil","309","0.324156140658088","0.295529974890115","0.352782306426062"
"Seltener","2005","46-65","1 Einkommensschwächstes Quintil","107","0.226440644716419","0.187899642593553","0.264981646839284"
"Seltener","2005","46-65","2","185","0.249942641728113","0.217706067030602","0.282179216425623"
"Seltener","2005","46-65","3","179","0.229810361970665","0.199899775124008","0.259720948817322"
"Seltener","2005","46-65","4","289","0.287610394728344","0.260087038365897","0.315133751090791"
"Seltener","2005","46-65","5 Einkommensstärkstes Quintil","443","0.28680526628794","0.263786865895896","0.309823666679985"
"Seltener","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2005","66","2","","","",""
"Seltener","2005","66","3","","","",""
"Seltener","2005","66","4","","","",""
"Seltener","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","17-29","2","","","",""
"Nein, nie","2006","17-29","3","","","",""
"Nein, nie","2006","17-29","4","","","",""
"Nein, nie","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","30-45","2","","","",""
"Nein, nie","2006","30-45","3","","","",""
"Nein, nie","2006","30-45","4","","","",""
"Nein, nie","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","46-65","2","","","",""
"Nein, nie","2006","46-65","3","","","",""
"Nein, nie","2006","46-65","4","","","",""
"Nein, nie","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","66","2","","","",""
"Nein, nie","2006","66","3","","","",""
"Nein, nie","2006","66","4","","","",""
"Nein, nie","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","17-29","2","","","",""
"Ja, jede Woche","2006","17-29","3","","","",""
"Ja, jede Woche","2006","17-29","4","","","",""
"Ja, jede Woche","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","30-45","2","","","",""
"Ja, jede Woche","2006","30-45","3","","","",""
"Ja, jede Woche","2006","30-45","4","","","",""
"Ja, jede Woche","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","46-65","2","","","",""
"Ja, jede Woche","2006","46-65","3","","","",""
"Ja, jede Woche","2006","46-65","4","","","",""
"Ja, jede Woche","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","66","2","","","",""
"Ja, jede Woche","2006","66","3","","","",""
"Ja, jede Woche","2006","66","4","","","",""
"Ja, jede Woche","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","17-29","2","","","",""
"Ja, alle 2 Wochen","2006","17-29","3","","","",""
"Ja, alle 2 Wochen","2006","17-29","4","","","",""
"Ja, alle 2 Wochen","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","30-45","2","","","",""
