"plb0218","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2005","1 Einkommensschwächstes Quintil","Städtischer Raum","376","0.405577589240438","0.374020918473951","0.437134260006924"
"Nein, nie","2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","204","0.334160413132346","0.297385482893631","0.370935343371062"
"Nein, nie","2005","2","Städtischer Raum","529","0.373233677035663","0.347584940314395","0.39888241375693"
"Nein, nie","2005","2","Ländlicher Raum","282","0.346557064934684","0.314337676439121","0.378776453430247"
"Nein, nie","2005","3","Städtischer Raum","557","0.382644628225345","0.357139564478071","0.408149691972618"
"Nein, nie","2005","3","Ländlicher Raum","257","0.291637469640484","0.260220121995423","0.323054817285544"
"Nein, nie","2005","4","Städtischer Raum","763","0.411109285498342","0.388694175319465","0.433524395677219"
"Nein, nie","2005","4","Ländlicher Raum","296","0.336271059063394","0.303574576825267","0.368967541301521"
"Nein, nie","2005","5 Einkommensstärkstes Quintil","Städtischer Raum","778","0.337747230874233","0.317648337972405","0.357846123776062"
"Nein, nie","2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","234","0.373707062772017","0.337264562421945","0.410149563122089"
"Ja, jede Woche","2005","1 Einkommensschwächstes Quintil","Städtischer Raum","168","0.174429061631786","0.150040104111861","0.19881801915171"
"Ja, jede Woche","2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","115","0.18422925139439","0.15400518393828","0.2144533188505"
"Ja, jede Woche","2005","2","Städtischer Raum","192","0.153637682190678","0.134514957422786","0.172760406958569"
"Ja, jede Woche","2005","2","Ländlicher Raum","122","0.158955109584294","0.134199540383025","0.183710678785562"
"Ja, jede Woche","2005","3","Städtischer Raum","177","0.142442501895247","0.124101949664473","0.160783054126021"
"Ja, jede Woche","2005","3","Ländlicher Raum","129","0.171099070455427","0.145067809549525","0.197130331361328"
"Ja, jede Woche","2005","4","Städtischer Raum","220","0.111087549472358","0.0967720314014686","0.125403067543247"
"Ja, jede Woche","2005","4","Ländlicher Raum","103","0.142477877800935","0.118286684479858","0.166669071122011"
"Ja, jede Woche","2005","5 Einkommensstärkstes Quintil","Städtischer Raum","267","0.132604516238009","0.118191592718177","0.14701743975784"
"Ja, jede Woche","2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","109","0.17503701248138","0.14641264262254","0.20366138234022"
"Ja, alle 2 Wochen","2005","1 Einkommensschwächstes Quintil","Städtischer Raum","137","0.152932161523559","0.129800058038077","0.176064265009041"
"Ja, alle 2 Wochen","2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","121","0.188278889842403","0.157800375997767","0.21875740368704"
"Ja, alle 2 Wochen","2005","2","Städtischer Raum","187","0.135994001630082","0.117816215196751","0.154171788063413"
"Ja, alle 2 Wochen","2005","2","Ländlicher Raum","138","0.163418912318461","0.138384853937077","0.188452970699845"
"Ja, alle 2 Wochen","2005","3","Städtischer Raum","210","0.156078060154884","0.137032969012424","0.175123151297343"
"Ja, alle 2 Wochen","2005","3","Ländlicher Raum","137","0.161400796506753","0.135970575984829","0.186831017028678"
"Ja, alle 2 Wochen","2005","4","Städtischer Raum","228","0.132791599893364","0.11733222527543","0.148250974511297"
"Ja, alle 2 Wochen","2005","4","Ländlicher Raum","107","0.157906207575557","0.132669032445409","0.183143382705706"
"Ja, alle 2 Wochen","2005","5 Einkommensstärkstes Quintil","Städtischer Raum","246","0.12930150629965","0.115042146261892","0.143560866337407"
"Ja, alle 2 Wochen","2005","5 Einkommensstärkstes Quintil","Ländlicher Raum","79","0.0966308324545875","0.0743749792042395","0.118886685704935"
"Ja, alle 3-4 Wochen","2005","1 Einkommensschwächstes Quintil","Städtischer Raum","62","0.0693059612312002","0.0529831342018381","0.0856287882605624"
"Ja, alle 3-4 Wochen","2005","1 Einkommensschwächstes Quintil","Ländlicher Raum","64","0.112578239035149","0.0879359064651372","0.13722057160516"
