"plb0218","year","bildungsniveau","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nein, nie","2005","(noch) kein Abschluss","Staedtischer Raum","43","0.46947974371487","0.373099306193345","0.565860181236394"
"Nein, nie","2005","(noch) kein Abschluss","Laendlicher Raum","6","","",""
"Nein, nie","2005","Hauptschule","Staedtischer Raum","820","0.376609516988768","0.356017917844785","0.397201116132751"
"Nein, nie","2005","Hauptschule","Laendlicher Raum","353","0.379052506400851","0.348862070714539","0.409242942087163"
"Nein, nie","2005","Realschule","Staedtischer Raum","869","0.388815531156956","0.368084123488209","0.409546938825704"
"Nein, nie","2005","Realschule","Laendlicher Raum","477","0.289763316292258","0.266904597833574","0.312622034750941"
"Nein, nie","2005","(Fach-)Abitur","Staedtischer Raum","488","0.441894793205116","0.412480493665443","0.471309092744789"
"Nein, nie","2005","(Fach-)Abitur","Laendlicher Raum","121","0.364655657122161","0.311835606772242","0.41747570747208"
"Nein, nie","2005","AkademikerIn","Staedtischer Raum","725","0.336131533099839","0.315845407759724","0.356417658439954"
"Nein, nie","2005","AkademikerIn","Laendlicher Raum","287","0.336228414367525","0.304394543924057","0.368062284810993"
"Ja, jede Woche","2005","(noch) kein Abschluss","Staedtischer Raum","23","","",""
"Ja, jede Woche","2005","(noch) kein Abschluss","Laendlicher Raum","7","","",""
"Ja, jede Woche","2005","Hauptschule","Staedtischer Raum","320","0.158590724580573","0.143066608361691","0.174114840799454"
"Ja, jede Woche","2005","Hauptschule","Laendlicher Raum","192","0.194283127239784","0.169662391495874","0.218903862983694"
"Ja, jede Woche","2005","Realschule","Staedtischer Raum","246","0.121507264314831","0.107612824444931","0.13540170418473"
"Ja, jede Woche","2005","Realschule","Laendlicher Raum","218","0.162485779786042","0.143897791019782","0.181073768552302"
"Ja, jede Woche","2005","(Fach-)Abitur","Staedtischer Raum","118","0.114829083546585","0.09594566806197","0.133712499031201"
"Ja, jede Woche","2005","(Fach-)Abitur","Laendlicher Raum","31","0.100938408089258","0.0678804749071064","0.13399634127141"
"Ja, jede Woche","2005","AkademikerIn","Staedtischer Raum","290","0.138785520368643","0.123938777172527","0.153632263564759"
"Ja, jede Woche","2005","AkademikerIn","Laendlicher Raum","128","0.155840730563552","0.131399920609608","0.180281540517496"
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Staedtischer Raum","11","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Staedtischer Raum","318","0.14134294225826","0.126537844417058","0.156148040099462"
"Ja, alle 2 Wochen","2005","Hauptschule","Laendlicher Raum","149","0.146019631114082","0.12404498842603","0.167994273802133"
"Ja, alle 2 Wochen","2005","Realschule","Staedtischer Raum","310","0.164191062854126","0.148436763361787","0.179945362346465"
"Ja, alle 2 Wochen","2005","Realschule","Laendlicher Raum","275","0.189945749575875","0.170180583425748","0.209710915726001"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Staedtischer Raum","146","0.151485595400171","0.130250397621388","0.172720793178953"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Laendlicher Raum","39","0.0829362804849644","0.0526723881797623","0.113200172790166"
"Ja, alle 2 Wochen","2005","AkademikerIn","Staedtischer Raum","201","0.104319213577827","0.0911923117496209","0.117446115406033"
"Ja, alle 2 Wochen","2005","AkademikerIn","Laendlicher Raum","105","0.134315607594728","0.111337939927975","0.157293275261481"
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Staedtischer Raum","7","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Staedtischer Raum","177","0.0792142766429539","0.067736827820476","0.0906917254654319"
"Ja, alle 3-4 Wochen","2005","Hauptschule","Laendlicher Raum","97","0.0957164625589016","0.0774085897271016","0.114024335390702"
"Ja, alle 3-4 Wochen","2005","Realschule","Staedtischer Raum","186","0.0989886696419517","0.0862879390232475","0.111689400260656"
"Ja, alle 3-4 Wochen","2005","Realschule","Laendlicher Raum","173","0.119778180146567","0.103417040660001","0.136139319633134"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Staedtischer Raum","102","0.0890061017874168","0.0721402353887937","0.10587196818604"
