"pli0096_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1985","(noch) kein Abschluss","Westdeutschland","","","",""
"Täglich","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Täglich","1985","Hauptschule","Westdeutschland","","","",""
"Täglich","1985","Hauptschule","Ostdeutschland","","","",""
"Täglich","1985","Realschule","Westdeutschland","","","",""
"Täglich","1985","Realschule","Ostdeutschland","","","",""
"Täglich","1985","(Fach-)Abitur","Westdeutschland","","","",""
"Täglich","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Täglich","1985","AkademikerIn","Westdeutschland","","","",""
"Täglich","1985","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Westdeutschland","38","0.0735680506139455","0.0579619197243187","0.0891741815035722"
"Min 1x pro Woche","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1985","Hauptschule","Westdeutschland","399","0.0676986961908182","0.0615136881050687","0.0738837042765677"
"Min 1x pro Woche","1985","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1985","Realschule","Westdeutschland","203","0.108242669403587","0.0938659610503026","0.122619377756872"
"Min 1x pro Woche","1985","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Westdeutschland","81","0.116595620729394","0.0940294185431913","0.139161822915598"
"Min 1x pro Woche","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Westdeutschland","89","0.121945163779452","0.0984165254274","0.145473802131504"
"Min 1x pro Woche","1985","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Westdeutschland","17","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1985","Hauptschule","Westdeutschland","335","0.0552500457502672","0.0496253798048604","0.0608747116956739"
"Min 1x pro Monat","1985","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1985","Realschule","Westdeutschland","132","0.0742246210333488","0.0620945406351534","0.0863547014315443"
"Min 1x pro Monat","1985","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Westdeutschland","48","0.0665001829989443","0.0489813117695053","0.0840190542283833"
"Min 1x pro Monat","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1985","AkademikerIn","Westdeutschland","84","0.110486424322126","0.0879448401612536","0.133028008482998"
"Min 1x pro Monat","1985","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1985","(noch) kein Abschluss","Westdeutschland","42","0.0724398303546885","0.0569444009118931","0.087935259797484"
"Seltener","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1985","Hauptschule","Westdeutschland","465","0.073923840666749","0.0674823321293463","0.0803653492041516"
"Seltener","1985","Hauptschule","Ostdeutschland","","","",""
"Seltener","1985","Realschule","Westdeutschland","172","0.094024882603899","0.0805192041241109","0.107530561083687"
"Seltener","1985","Realschule","Ostdeutschland","","","",""
"Seltener","1985","(Fach-)Abitur","Westdeutschland","66","0.0963420598119194","0.0755954289480598","0.117088690675779"
"Seltener","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1985","AkademikerIn","Westdeutschland","93","0.122302834852897","0.0987445160928704","0.145861153612924"
"Seltener","1985","AkademikerIn","Ostdeutschland","","","",""
"Nie","1985","(noch) kein Abschluss","Westdeutschland","978","0.832545624842634","0.810225525160182","0.854865724525085"
"Nie","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1985","Hauptschule","Westdeutschland","5139","0.803127417392166","0.793338000608703","0.812916834175628"
"Nie","1985","Hauptschule","Ostdeutschland","","","",""
"Nie","1985","Realschule","Westdeutschland","1287","0.723507826959165","0.702811183916299","0.744204470002031"
"Nie","1985","Realschule","Ostdeutschland","","","",""
"Nie","1985","(Fach-)Abitur","Westdeutschland","582","0.720562136459742","0.689010933202286","0.752113339717198"
"Nie","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1985","AkademikerIn","Westdeutschland","477","0.645265577045525","0.610864297225412","0.679666856865638"
"Nie","1985","AkademikerIn","Ostdeutschland","","","",""
"Täglich","1986","(noch) kein Abschluss","Westdeutschland","","","",""
"Täglich","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Täglich","1986","Hauptschule","Westdeutschland","","","",""
"Täglich","1986","Hauptschule","Ostdeutschland","","","",""
"Täglich","1986","Realschule","Westdeutschland","","","",""
"Täglich","1986","Realschule","Ostdeutschland","","","",""
"Täglich","1986","(Fach-)Abitur","Westdeutschland","","","",""
"Täglich","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Täglich","1986","AkademikerIn","Westdeutschland","","","",""
"Täglich","1986","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Westdeutschland","38","0.0445738267128955","0.031878215996719","0.057269437429072"
"Min 1x pro Woche","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1986","Hauptschule","Westdeutschland","380","0.0694512887585662","0.0630187534857486","0.0758838240313838"
"Min 1x pro Woche","1986","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1986","Realschule","Westdeutschland","170","0.097207569743224","0.0833597101037359","0.111055429382712"
"Min 1x pro Woche","1986","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Westdeutschland","83","0.107059540285261","0.0856476124573499","0.128471468113172"
"Min 1x pro Woche","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Westdeutschland","94","0.123969783280715","0.100226012260664","0.147713554300766"
"Min 1x pro Woche","1986","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Westdeutschland","20","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1986","Hauptschule","Westdeutschland","350","0.062704666792981","0.0565704287455247","0.0688389048404374"
"Min 1x pro Monat","1986","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1986","Realschule","Westdeutschland","118","0.0663484054781712","0.0547139430264026","0.0779828679299397"
"Min 1x pro Monat","1986","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1986","(Fach-)Abitur","Westdeutschland","50","0.0719373879985525","0.0540437847376695","0.0898309912594355"
"Min 1x pro Monat","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1986","AkademikerIn","Westdeutschland","74","0.0953159675107733","0.0741585077279346","0.116473427293612"
"Min 1x pro Monat","1986","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1986","(noch) kein Abschluss","Westdeutschland","34","0.0309583170549574","0.0203027891448298","0.041613844965085"
"Seltener","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1986","Hauptschule","Westdeutschland","402","0.069412101655875","0.0629812459784335","0.0758429573333166"
"Seltener","1986","Hauptschule","Ostdeutschland","","","",""
"Seltener","1986","Realschule","Westdeutschland","170","0.0866586328146269","0.0735075613957269","0.099809704233527"
"Seltener","1986","Realschule","Ostdeutschland","","","",""
"Seltener","1986","(Fach-)Abitur","Westdeutschland","76","0.102751660804368","0.0817244054082355","0.1237789162005"
"Seltener","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1986","AkademikerIn","Westdeutschland","77","0.10977046681355","0.0872474798418119","0.132293453785289"
"Seltener","1986","AkademikerIn","Ostdeutschland","","","",""
"Nie","1986","(noch) kein Abschluss","Westdeutschland","923","0.89672760276435","0.878006239590859","0.915448965937841"
"Nie","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1986","Hauptschule","Westdeutschland","4868","0.798431942792578","0.788281096011533","0.808582789573623"
"Nie","1986","Hauptschule","Ostdeutschland","","","",""
"Nie","1986","Realschule","Westdeutschland","1300","0.749785391963978","0.729538261857619","0.770032522070337"
"Nie","1986","Realschule","Ostdeutschland","","","",""
"Nie","1986","(Fach-)Abitur","Westdeutschland","592","0.718251410911819","0.687098333675475","0.749404488148163"
"Nie","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1986","AkademikerIn","Westdeutschland","495","0.670943782394962","0.637089754466595","0.704797810323328"
"Nie","1986","AkademikerIn","Ostdeutschland","","","",""
"Täglich","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Täglich","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Täglich","1987","Hauptschule","Westdeutschland","","","",""
"Täglich","1987","Hauptschule","Ostdeutschland","","","",""
"Täglich","1987","Realschule","Westdeutschland","","","",""
"Täglich","1987","Realschule","Ostdeutschland","","","",""
"Täglich","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Täglich","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Täglich","1987","AkademikerIn","Westdeutschland","","","",""
"Täglich","1987","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1987","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1987","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1987","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1987","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1987","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1987","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1987","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1987","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1987","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1987","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1987","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1987","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1987","Hauptschule","Westdeutschland","","","",""
"Seltener","1987","Hauptschule","Ostdeutschland","","","",""
"Seltener","1987","Realschule","Westdeutschland","","","",""
"Seltener","1987","Realschule","Ostdeutschland","","","",""
"Seltener","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1987","AkademikerIn","Westdeutschland","","","",""
"Seltener","1987","AkademikerIn","Ostdeutschland","","","",""
"Nie","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1987","Hauptschule","Westdeutschland","","","",""
"Nie","1987","Hauptschule","Ostdeutschland","","","",""
"Nie","1987","Realschule","Westdeutschland","","","",""
"Nie","1987","Realschule","Ostdeutschland","","","",""
"Nie","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1987","AkademikerIn","Westdeutschland","","","",""
"Nie","1987","AkademikerIn","Ostdeutschland","","","",""
"Täglich","1988","(noch) kein Abschluss","Westdeutschland","","","",""
"Täglich","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Täglich","1988","Hauptschule","Westdeutschland","","","",""
"Täglich","1988","Hauptschule","Ostdeutschland","","","",""
"Täglich","1988","Realschule","Westdeutschland","","","",""
"Täglich","1988","Realschule","Ostdeutschland","","","",""
"Täglich","1988","(Fach-)Abitur","Westdeutschland","","","",""
"Täglich","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Täglich","1988","AkademikerIn","Westdeutschland","","","",""
"Täglich","1988","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1988","(noch) kein Abschluss","Westdeutschland","39","0.0824946229059952","0.0645405926734965","0.100448653138494"
"Min 1x pro Woche","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1988","Hauptschule","Westdeutschland","408","0.0773807875686172","0.0704204655385405","0.0843411095986939"
"Min 1x pro Woche","1988","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1988","Realschule","Westdeutschland","182","0.102895154154299","0.0884013986055693","0.117388909703029"
"Min 1x pro Woche","1988","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1988","(Fach-)Abitur","Westdeutschland","70","0.113581010428041","0.0905160201876377","0.136646000668444"
"Min 1x pro Woche","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1988","AkademikerIn","Westdeutschland","99","0.144801236474567","0.118657772016224","0.170944700932909"
"Min 1x pro Woche","1988","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1988","(noch) kein Abschluss","Westdeutschland","12","","",""
"Min 1x pro Monat","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1988","Hauptschule","Westdeutschland","331","0.0616292705473487","0.0553648305546481","0.0678937105400493"
"Min 1x pro Monat","1988","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1988","Realschule","Westdeutschland","136","0.0801817956401098","0.0672263976490771","0.0931371936311426"
"Min 1x pro Monat","1988","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1988","(Fach-)Abitur","Westdeutschland","37","0.0494219603884743","0.0336663672195027","0.0651775535574459"
"Min 1x pro Monat","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1988","AkademikerIn","Westdeutschland","77","0.107242020287036","0.0842544624459275","0.130229578128145"
"Min 1x pro Monat","1988","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1988","(noch) kein Abschluss","Westdeutschland","37","0.0533246096373157","0.038662069688114","0.0679871495865175"
"Seltener","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1988","Hauptschule","Westdeutschland","462","0.0869293067083848","0.0795903077961746","0.0942683056205951"
"Seltener","1988","Hauptschule","Ostdeutschland","","","",""
"Seltener","1988","Realschule","Westdeutschland","160","0.0943914594182081","0.080443891813817","0.108339027022599"
"Seltener","1988","Realschule","Ostdeutschland","","","",""
"Seltener","1988","(Fach-)Abitur","Westdeutschland","88","0.120956103834986","0.0972532814874392","0.144658926182532"
"Seltener","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1988","AkademikerIn","Westdeutschland","84","0.123214875748227","0.0987962269110274","0.147633524585426"
"Seltener","1988","AkademikerIn","Ostdeutschland","","","",""
"Nie","1988","(noch) kein Abschluss","Westdeutschland","814","0.856928419728924","0.834078021013917","0.87977881844393"
"Nie","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1988","Hauptschule","Westdeutschland","4460","0.774060635175649","0.763166695744506","0.784954574606793"
"Nie","1988","Hauptschule","Ostdeutschland","","","",""
"Nie","1988","Realschule","Westdeutschland","1210","0.722531590787383","0.701171796678925","0.74389138489584"
"Nie","1988","Realschule","Ostdeutschland","","","",""
"Nie","1988","(Fach-)Abitur","Westdeutschland","532","0.716040925348499","0.68326328510255","0.748818565594448"
"Nie","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1988","AkademikerIn","Westdeutschland","436","0.62474186749017","0.588770343861153","0.660713391119187"
"Nie","1988","AkademikerIn","Ostdeutschland","","","",""
"Täglich","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Täglich","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Täglich","1989","Hauptschule","Westdeutschland","","","",""
"Täglich","1989","Hauptschule","Ostdeutschland","","","",""
"Täglich","1989","Realschule","Westdeutschland","","","",""
"Täglich","1989","Realschule","Ostdeutschland","","","",""
"Täglich","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Täglich","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Täglich","1989","AkademikerIn","Westdeutschland","","","",""
"Täglich","1989","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1989","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1989","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1989","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1989","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1989","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1989","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1989","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1989","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1989","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1989","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1989","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1989","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1989","Hauptschule","Westdeutschland","","","",""
"Seltener","1989","Hauptschule","Ostdeutschland","","","",""
"Seltener","1989","Realschule","Westdeutschland","","","",""
"Seltener","1989","Realschule","Ostdeutschland","","","",""
"Seltener","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1989","AkademikerIn","Westdeutschland","","","",""
"Seltener","1989","AkademikerIn","Ostdeutschland","","","",""
"Nie","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1989","Hauptschule","Westdeutschland","","","",""
"Nie","1989","Hauptschule","Ostdeutschland","","","",""
"Nie","1989","Realschule","Westdeutschland","","","",""
"Nie","1989","Realschule","Ostdeutschland","","","",""
"Nie","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1989","AkademikerIn","Westdeutschland","","","",""
"Nie","1989","AkademikerIn","Ostdeutschland","","","",""
"Täglich","1990","(noch) kein Abschluss","Westdeutschland","1","","",""
"Täglich","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
