year,age_gr,sex,pli0096_h,proportion,n,lower_confidence,upper_confidence
1985,30-45 J.,weiblich,Nie,0.13367269984917043,14443,0.12812274147561886,0.139222658222722
1985,46-65 J.,weiblich,Nie,0.12858220211161386,14443,0.12312297693224046,0.13404142729098728
1985,30-45 J.,maennlich,Nie,0.11406485671191553,14443,0.1088803879724955,0.11924932545133557
1985,46-65 J.,maennlich,Nie,0.11293363499245852,14443,0.10777164598451636,0.11809562400040069
1985,18-29 J.,weiblich,Nie,0.11142533936651584,14443,0.10629357968105706,0.11655709905197463
1985,18-29 J.,maennlich,Nie,0.09973604826546004,14443,0.09484909287913472,0.10462300365178535
1985,66 und älter,weiblich,Nie,0.0572209653092006,14443,0.053432965801858336,0.06100896481654287
1985,66 und älter,maennlich,Nie,0.03261689291101056,14443,0.029719896819811423,0.0355138890022097
1985,30-45 J.,maennlich,Min 1x pro Woche,0.017439668174962293,14443,0.015304775300219677,0.019574561049704908
1985,46-65 J.,maennlich,Min 1x pro Woche,0.015648567119155354,14443,0.013624430867012479,0.01767270337129823
1985,30-45 J.,maennlich,Min 1x pro Monat,0.014894419306184013,14443,0.012918903342915969,0.016869935269452057
1985,18-29 J.,maennlich,Seltener,0.014517345399698341,14443,0.012566623035627916,0.016468067763768766
1985,18-29 J.,maennlich,Min 1x pro Woche,0.013951734539969835,14443,0.012038842082972295,0.015864626996967376
1985,30-45 J.,weiblich,Seltener,0.013857466063348416,14443,0.011950955907407109,0.015763976219289724
1985,30-45 J.,maennlich,Seltener,0.01282051282051282,14443,0.01098575762730395,0.01465526801372169
1985,46-65 J.,maennlich,Min 1x pro Monat,0.012726244343891403,14443,0.010898159741504787,0.014554328946278018
1985,46-65 J.,maennlich,Seltener,0.012537707390648568,14443,0.01072304143781125,0.014352373343485885
1985,46-65 J.,weiblich,Seltener,0.01027526395173454,14443,0.008630585238364538,0.011919942665104542
1985,18-29 J.,weiblich,Seltener,0.009238310708898944,14443,0.007678010198596316,0.010798611219201573
1985,30-45 J.,weiblich,Min 1x pro Monat,0.008766968325791855,14443,0.007246630966866078,0.010287305684717632
1985,18-29 J.,maennlich,Min 1x pro Monat,0.008295625942684766,14443,0.006816370892429927,0.009774880992939605
1985,30-45 J.,weiblich,Min 1x pro Woche,0.008201357466063349,14443,0.00673046138359934,0.009672253548527358
1985,46-65 J.,weiblich,Min 1x pro Woche,0.007541478129713424,14443,0.00613052760203763,0.008952428657389218
1985,18-29 J.,weiblich,Min 1x pro Woche,0.007070135746606335,14443,0.0057036644031107035,0.008436607090101966
1985,46-65 J.,weiblich,Min 1x pro Monat,0.005750377073906486,14443,0.004517206238194773,0.006983547909618199
1985,18-29 J.,weiblich,Min 1x pro Monat,0.00386500754147813,14443,0.0028530515251230914,0.004876963557833168
