year,age_gr,migback,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,No migration background,At least once per week,0.09907518915555676,219,10703,0.09890180081353411,0.0992485774975794
1985,17-29 y.,No migration background,At least once per month,0.050686615529667474,109,10703,0.05055931077808427,0.05081392028125068
1985,17-29 y.,No migration background,Seldom,0.10117593146734723,225,10703,0.10100091894766423,0.10135094398703022
1985,17-29 y.,No migration background,Never,0.7490622638474286,1632,10703,0.7488106496675995,0.7493138780272577
1985,17-29 y.,Direct migration background,Seldom,0.06234872823004418,40,10703,0.06188005710119067,0.06281739935889769
1985,17-29 y.,Direct migration background,Never,0.9376512717699559,719,10703,0.9371826006411024,0.9381199428988094
1985,17-29 y.,Indirect migration background,Never,1.0,90,10703,1.0,1.0
1985,30-45 y.,No migration background,At least once per week,0.10030928587050117,224,10703,0.10013241793357319,0.10048615380742915
1985,30-45 y.,No migration background,At least once per month,0.09329644216924818,212,10703,0.09312520536155572,0.09346767897694064
1985,30-45 y.,No migration background,Seldom,0.10244634647484582,231,10703,0.10226781681863603,0.10262487613105561
1985,30-45 y.,No migration background,Never,0.7039479254854047,1580,10703,0.703679152111677,0.7042166988591325
1985,30-45 y.,Direct migration background,At least once per week,0.04796797271099775,46,10703,0.04765051685283016,0.048285428569165345
1985,30-45 y.,Direct migration background,At least once per month,0.04739706212205049,38,10703,0.047081406481615205,0.04771271776248578
1985,30-45 y.,Direct migration background,Seldom,0.04739991139006262,51,10703,0.0470842467340547,0.04771557604607053
1985,30-45 y.,Direct migration background,Never,0.8572350537768891,1036,10703,0.8567153658373188,0.8577547417164595
1985,46-65 y.,No migration background,At least once per week,0.09355743611204408,222,10703,0.09340441865378739,0.09371045357030076
1985,46-65 y.,No migration background,At least once per month,0.07622005294463594,185,10703,0.07608062476062165,0.07635948112865022
1985,46-65 y.,No migration background,Seldom,0.08674892578386016,215,10703,0.08660102896551933,0.086896822602201
1985,46-65 y.,No migration background,Never,0.7434735851594599,1760,10703,0.7432441127372268,0.7437030575816931
1985,46-65 y.,Direct migration background,Never,1.0,792,10703,1.0,1.0
1985,66 and older,No migration background,At least once per week,0.04054656345348613,44,10703,0.04041290639900417,0.040680220507968094
1985,66 and older,No migration background,At least once per month,0.03101669163507629,36,10703,0.030899213026749653,0.031134170243402925
1985,66 and older,No migration background,Seldom,0.04257950533013141,47,10703,0.04244268375850338,0.042716326901759444
1985,66 and older,No migration background,Never,0.8858572395813062,917,10703,0.8856417585904116,0.8860727205722009
1985,66 and older,Direct migration background,Never,1.0,33,10703,1.0,1.0
1986,17-29 y.,No migration background,At least once per week,0.09563322920412218,197,10271,0.09546182699253483,0.09580463141570952
1986,17-29 y.,No migration background,At least once per month,0.04563529075182538,96,10271,0.045513658902673323,0.04575692260097744
1986,17-29 y.,No migration background,Seldom,0.10797794167212935,225,10271,0.10779705980519341,0.10815882353906528
1986,17-29 y.,No migration background,Never,0.750753538371923,1598,10271,0.7505014209210752,0.7510056558227709
1986,17-29 y.,Direct migration background,At least once per week,0.06714375779057595,39,10271,0.06666559523941937,0.06762192034173253
1986,17-29 y.,Direct migration background,Seldom,0.06652337659056361,49,10271,0.06604726994547439,0.06699948323565283
1986,17-29 y.,Direct migration background,Never,0.8663328656188604,676,10271,0.8656827058517893,0.8669830253859314
1986,17-29 y.,Indirect migration background,Never,1.0,100,10271,1.0,1.0
1986,30-45 y.,No migration background,At least once per week,0.09535346650364729,198,10271,0.09517936224618616,0.09552757076110842
1986,30-45 y.,No migration background,At least once per month,0.09402320729022626,205,10271,0.0938501946817855,0.09419621989866701
1986,30-45 y.,No migration background,Seldom,0.09393097359427732,201,10271,0.09375803706421831,0.09410391012433633
1986,30-45 y.,No migration background,Never,0.716692352611849,1524,10271,0.7164252382614629,0.7169594669622352
1986,30-45 y.,Direct migration background,At least once per week,0.05140793295188588,46,10271,0.0510804735290209,0.05173539237475086
1986,30-45 y.,Direct migration background,Seldom,0.052613011770631136,43,10271,0.05228194700192349,0.05294407653933878
1986,30-45 y.,Direct migration background,Never,0.8959790552774829,973,10271,0.8955263537054358,0.89643175684953
1986,46-65 y.,No migration background,At least once per week,0.08972065182462988,207,10271,0.08957075050327151,0.08987055314598824
1986,46-65 y.,No migration background,At least once per month,0.08407316491597167,195,10271,0.08392760861976196,0.08421872121218137
1986,46-65 y.,No migration background,Seldom,0.07416540045009272,178,10271,0.07402795217862954,0.0743028487215559
1986,46-65 y.,No migration background,Never,0.7520407828093058,1715,10271,0.7518142752341377,0.7522672903844738
1986,46-65 y.,Direct migration background,Never,1.0,802,10271,1.0,1.0
1986,66 and older,No migration background,At least once per week,0.04696497181396107,48,10271,0.04682071708854425,0.047109226539377894
1986,66 and older,No migration background,At least once per month,0.03735268232957293,37,10271,0.03722338692675041,0.03748197773239545
1986,66 and older,No migration background,Seldom,0.035344366204738464,36,10271,0.035218463565095864,0.035470268844381064
1986,66 and older,No migration background,Never,0.8803379796517276,838,10271,0.8801166745281228,0.8805592847753323
1986,66 and older,Direct migration background,Never,1.0,45,10271,1.0,1.0
1988,17-29 y.,No migration background,At least once per week,0.10736159216325976,199,9692,0.10717655969220224,0.10754662463431727
1988,17-29 y.,No migration background,At least once per month,0.04520383266227855,90,9692,0.04507965923872277,0.04532800608583433
1988,17-29 y.,No migration background,Seldom,0.10982819788613722,207,9692,0.10964131069462468,0.11001508507764976
1988,17-29 y.,No migration background,Never,0.7376063772883245,1405,9692,0.7373434263883315,0.7378693281883174
1988,17-29 y.,Direct migration background,At least once per week,0.05690025584020928,40,9692,0.05646405859773808,0.05733645308268048
1988,17-29 y.,Direct migration background,Seldom,0.06889403702441507,41,9692,0.06841712599793666,0.06937094805089349
1988,17-29 y.,Direct migration background,Never,0.8742057071353757,665,9692,0.8735812763871624,0.874830137883589
1988,17-29 y.,Indirect migration background,Never,1.0,158,9692,1.0,1.0
1988,30-45 y.,No migration background,At least once per week,0.10232571901856131,205,9692,0.10214798087547053,0.1025034571616521
1988,30-45 y.,No migration background,At least once per month,0.0950045355819775,198,9692,0.09483257685719411,0.09517649430676088
1988,30-45 y.,No migration background,Seldom,0.11271891220173771,227,9692,0.11253344895784057,0.11290437544563486
1988,30-45 y.,No migration background,Never,0.6899508331977234,1355,9692,0.6896795935317681,0.6902220728636788
1988,30-45 y.,Direct migration background,At least once per week,0.06400648928013944,36,9692,0.06363008653283934,0.06438289202743953
1988,30-45 y.,Direct migration background,Seldom,0.07673161437932445,50,9692,0.0763223014037515,0.0771409273548974
1988,30-45 y.,Direct migration background,Never,0.8592618963405362,812,9692,0.8587271190131585,0.8597966736679139
1988,46-65 y.,No migration background,At least once per week,0.10336669645477571,225,9692,0.10320717641266904,0.10352621649688239
1988,46-65 y.,No migration background,At least once per month,0.09141503727715106,202,9692,0.09126402609853876,0.09156604845576335
1988,46-65 y.,No migration background,Seldom,0.10338029073480125,222,9692,0.10322076141275674,0.10353982005684575
1988,46-65 y.,No migration background,Never,0.7018379755332719,1513,9692,0.7015982788081663,0.7020776722583775
1988,46-65 y.,Direct migration background,At least once per week,0.06109215158518432,36,9692,0.06073094801264735,0.061453355157721296
1988,46-65 y.,Direct migration background,Never,0.9389078484148157,806,9692,0.9385466448422787,0.9392690519873527
1988,66 and older,No migration background,At least once per week,0.05225720880504226,51,9692,0.05210823848682472,0.0524061791232598
1988,66 and older,No migration background,At least once per month,0.03605034043817008,40,9692,0.03592555518677528,0.03617512568956487
1988,66 and older,No migration background,Seldom,0.04563451204251092,44,9692,0.045494815562074915,0.045774208522946926
1988,66 and older,No migration background,Never,0.8660579387142767,813,9692,0.865829949995185,0.8662859274333684
1988,66 and older,Direct migration background,Never,1.0,52,9692,1.0,1.0
1990,17-29 y.,No migration background,At least once per week,0.08056470401202807,206,13599,0.08042031199034373,0.08070909603371242
1990,17-29 y.,No migration background,At least once per month,0.06285504663454713,172,13599,0.0627262858348786,0.06298380743421567
1990,17-29 y.,No migration background,Seldom,0.12255352703527364,343,13599,0.1223795534045933,0.12272750066595398
1990,17-29 y.,No migration background,Never,0.7340267223181511,2133,13599,0.7337923074568663,0.734261137179436
1990,17-29 y.,Direct migration background,Seldom,0.10910765826122924,40,13599,0.10854230259549019,0.1096730139269683
1990,17-29 y.,Direct migration background,Never,0.8908923417387707,616,13599,0.8903269860730317,0.8914576974045098
1990,17-29 y.,Indirect migration background,Never,1.0,231,13599,1.0,1.0
1990,30-45 y.,No migration background,At least once per week,0.09354493671820455,310,13599,0.0933991057248277,0.0936907677115814
1990,30-45 y.,No migration background,At least once per month,0.09891916341690728,386,13599,0.09876964708085764,0.09906867975295691
1990,30-45 y.,No migration background,Seldom,0.1511362509651062,486,13599,0.1509568726799122,0.15131562925030018
1990,30-45 y.,No migration background,Never,0.6563996488997821,2194,13599,0.6561618129385912,0.656637484860973
1990,30-45 y.,Direct migration background,At least once per week,0.054403533878867774,31,13599,0.05408155550198933,0.05472551225574622
1990,30-45 y.,Direct migration background,At least once per month,0.046251897456536135,36,13599,0.045953742624909824,0.04655005228816245
1990,30-45 y.,Direct migration background,Seldom,0.10561241112963274,77,13599,0.10517611577209877,0.1060487064871667
1990,30-45 y.,Direct migration background,Never,0.7937321575349635,722,13599,0.7931577594518948,0.7943065556180322
1990,46-65 y.,No migration background,At least once per week,0.09906349996408863,302,13599,0.09892587381712595,0.09920112611105131
1990,46-65 y.,No migration background,At least once per month,0.10097674079426983,367,13599,0.1008379396121607,0.10111554197637895
1990,46-65 y.,No migration background,Seldom,0.12824073240279468,411,13599,0.12808670134148806,0.1283947634641013
1990,46-65 y.,No migration background,Never,0.6717190268388469,2141,13599,0.6715026983544498,0.671935355323244
1990,46-65 y.,Direct migration background,At least once per week,0.04816713441335371,33,13599,0.047903670340033365,0.04843059848667406
1990,46-65 y.,Direct migration background,At least once per month,0.050115113478921,31,13599,0.049846649825003204,0.0503835771328388
1990,46-65 y.,Direct migration background,Seldom,0.07636024653143121,58,13599,0.07603347018091448,0.07668702288194794
1990,46-65 y.,Direct migration background,Never,0.8253575055762942,857,13599,0.8248903498633192,0.8258246612892691
1990,66 and older,No migration background,At least once per week,0.046117109107829894,66,13599,0.04598856565115509,0.0462456525645047
1990,66 and older,No migration background,At least once per month,0.04889595833280893,71,13599,0.04876379167679385,0.04902812498882401
1990,66 and older,No migration background,Seldom,0.04877818757330582,72,13599,0.0486461720088159,0.04891020313779574
1990,66 and older,No migration background,Never,0.8562087449860554,1121,13599,0.855993700914674,0.8564237890574368
1990,66 and older,Direct migration background,Never,1.0,86,13599,1.0,1.0
1992,17-29 y.,No migration background,At least once per week,0.06490154311454073,153,12962,0.06476471728924267,0.06503836893983879
1992,17-29 y.,No migration background,At least once per month,0.04785043924560912,120,12962,0.047731887638731325,0.04796899085248691
1992,17-29 y.,No migration background,Seldom,0.12542148459297206,309,12962,0.12523753566312895,0.12560543352281517
1992,17-29 y.,No migration background,Never,0.761826533046878,1977,12962,0.7615899483599842,0.7620631177337718
1992,17-29 y.,Direct migration background,Seldom,0.06763305644214107,42,12962,0.06718709302603428,0.06807901985824787
1992,17-29 y.,Direct migration background,Never,0.932366943557859,540,12962,0.9319209801417522,0.9328129069739658
1992,17-29 y.,Indirect migration background,Seldom,0.08361593746936966,35,12962,0.08292948876850013,0.08430238617023918
1992,17-29 y.,Indirect migration background,Never,0.9163840625306302,308,12962,0.9156976138297607,0.9170705112314997
1992,30-45 y.,No migration background,At least once per week,0.07294821282324102,232,12962,0.07282168815582324,0.07307473749065879
1992,30-45 y.,No migration background,At least once per month,0.06458820768819987,230,12962,0.06446861794996998,0.06470779742642975
1992,30-45 y.,No migration background,Seldom,0.14463206632654332,455,12962,0.1444609369151791,0.14480319573790754
1992,30-45 y.,No migration background,Never,0.7178315131620158,2502,12962,0.717612544788175,0.7180504815358565
1992,30-45 y.,Direct migration background,At least once per week,0.03673256038606576,32,12962,0.036469375629566606,0.036995745142564915
1992,30-45 y.,Direct migration background,Seldom,0.09621138248519212,58,12962,0.09579880231370026,0.09662396265668398
1992,30-45 y.,Direct migration background,Never,0.8670560571287421,658,12962,0.866581028749088,0.8675310855083962
1992,46-65 y.,No migration background,At least once per week,0.08217956330762496,231,12962,0.08205075203659502,0.0823083745786549
1992,46-65 y.,No migration background,At least once per month,0.08910928378655858,268,12962,0.08897565879105905,0.08924290878205811
1992,46-65 y.,No migration background,Seldom,0.11024009512995485,337,12962,0.11009320274081603,0.11038698751909366
1992,46-65 y.,No migration background,Never,0.7184710577758616,2139,12962,0.7182601176248835,0.7186819979268397
1992,46-65 y.,Direct migration background,At least once per month,0.05531297604686499,34,12962,0.05504196321405822,0.05558398887967176
1992,46-65 y.,Direct migration background,Seldom,0.09671663287784604,58,12962,0.0963662079773081,0.09706705777838398
1992,46-65 y.,Direct migration background,Never,0.8479703910752888,855,12962,0.847544707590626,0.8483960745599517
1992,66 and older,No migration background,At least once per week,0.045937381207459306,55,12962,0.04581016751987778,0.046064594895040833
1992,66 and older,No migration background,At least once per month,0.05645239629432163,70,12962,0.056312151941094644,0.05659264064754862
1992,66 and older,No migration background,Seldom,0.04405065233146619,56,12962,0.043925955362315645,0.044175349300616736
1992,66 and older,No migration background,Never,0.8535595701667529,1095,12962,0.8533447328593606,0.8537744074741451
1992,66 and older,Direct migration background,Never,1.0,113,12962,1.0,1.0
1994,17-29 y.,No migration background,At least once per week,0.07305725042531891,156,12524,0.07290384972700237,0.07321065112363545
1994,17-29 y.,No migration background,At least once per month,0.04892060818439021,117,12524,0.048793456086901076,0.04904776028187934
1994,17-29 y.,No migration background,Seldom,0.1362490541087877,286,12524,0.1360468312548983,0.13645127696267711
1994,17-29 y.,No migration background,Never,0.7417730872815032,1809,12524,0.7415150957165918,0.7420310788464145
1994,17-29 y.,Direct migration background,Seldom,0.12114981476055428,44,12524,0.12056848851471756,0.121731141006391
1994,17-29 y.,Direct migration background,Never,0.8788501852394457,431,12524,0.878268858993609,0.8794315114852824
1994,17-29 y.,Indirect migration background,Seldom,0.11963876489216059,50,12524,0.11898658504073409,0.12029094474358709
1994,17-29 y.,Indirect migration background,Never,0.8803612351078394,347,12524,0.8797090552564129,0.8810134149592659
1994,30-45 y.,No migration background,At least once per week,0.07111486053400179,225,12524,0.0709928381433242,0.07123688292467938
1994,30-45 y.,No migration background,At least once per month,0.0708890894513414,251,12524,0.07076724610455097,0.07101093279813182
1994,30-45 y.,No migration background,Seldom,0.14187228998754853,455,12524,0.14170663554279742,0.14203794443229964
1994,30-45 y.,No migration background,Never,0.7161237600271083,2445,12524,0.7159096993452763,0.7163378207089404
1994,30-45 y.,Direct migration background,Seldom,0.09002693123810583,71,12524,0.0896332075725617,0.09042065490364996
1994,30-45 y.,Direct migration background,Never,0.9099730687618942,583,12524,0.9095793450963501,0.9103667924274383
1994,30-45 y.,Indirect migration background,Never,1.0,32,12524,1.0,1.0
1994,46-65 y.,No migration background,At least once per week,0.085448585354391,222,12524,0.08531745193776323,0.08557971877101876
1994,46-65 y.,No migration background,At least once per month,0.08462819119239329,249,12524,0.08449763028160441,0.08475875210318216
1994,46-65 y.,No migration background,Seldom,0.11936283147965066,342,12524,0.119210745234697,0.1195149177246043
1994,46-65 y.,No migration background,Never,0.7105603919735651,2086,12524,0.7103476582442115,0.7107731257029187
1994,46-65 y.,Direct migration background,Seldom,0.08231771489526404,72,12524,0.08200052242329503,0.08263490736723306
1994,46-65 y.,Direct migration background,Never,0.9176822851047358,812,12524,0.9173650926327668,0.9179994775767049
1994,66 and older,No migration background,At least once per week,0.04559626808770581,59,12524,0.04547195808244445,0.04572057809296717
1994,66 and older,No migration background,At least once per month,0.06663546211972358,80,12524,0.06648685017193834,0.06678407406750883
1994,66 and older,No migration background,Seldom,0.06063376737844854,84,12524,0.06049155083463876,0.060775983922258324
1994,66 and older,No migration background,Never,0.8271345024141222,1072,12524,0.8269091731491698,0.8273598316790747
1994,66 and older,Direct migration background,Never,1.0,144,12524,1.0,1.0
1995,17-29 y.,No migration background,At least once per week,0.07962330863927918,173,13051,0.07945787338309289,0.07978874389546546
1995,17-29 y.,No migration background,At least once per month,0.045604695179524486,109,13051,0.04547719990801271,0.04573219045103626
1995,17-29 y.,No migration background,Seldom,0.10135360187762384,200,13051,0.10116916865067184,0.10153803510457583
1995,17-29 y.,No migration background,Never,0.7734183943035725,1814,13051,0.7731625682767876,0.7736742203303574
1995,17-29 y.,Direct migration background,Seldom,0.08777338217032878,38,13051,0.08733397870196387,0.08821278563869368
1995,17-29 y.,Direct migration background,Never,0.9122266178296712,524,13051,0.9117872143613063,0.9126660212980361
1995,17-29 y.,Indirect migration background,Never,1.0,389,13051,1.0,1.0
1995,30-45 y.,No migration background,At least once per week,0.08922352695981188,296,13051,0.08908725236999401,0.08935980154962975
1995,30-45 y.,No migration background,At least once per month,0.05825508349053759,204,13051,0.058143113189662386,0.05836705379141279
1995,30-45 y.,No migration background,Seldom,0.10367253688639019,336,13051,0.10352681173908855,0.10381826203369184
1995,30-45 y.,No migration background,Never,0.7488488526632603,2615,13051,0.7486415361213883,0.7490561692051323
