"pli0096_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1985","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1985","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1985","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1985","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1985","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1985","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1985","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1985","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","kein Migrationshintergrund","25","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","direkter Migrationshintergrund","12","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","Hauptschule","kein Migrationshintergrund","347","0.0701138233416774","0.0628699792460923","0.0773576674372626"
"Min 1x pro Woche","1985","Hauptschule","direkter Migrationshintergrund","48","0.0417503314012616","0.0315840550926974","0.0519166077098257"
"Min 1x pro Woche","1985","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Min 1x pro Woche","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","Realschule","kein Migrationshintergrund","188","0.10837900798082","0.0932880428033426","0.123469973158298"
"Min 1x pro Woche","1985","Realschule","direkter Migrationshintergrund","12","","",""
"Min 1x pro Woche","1985","Realschule","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Woche","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","kein Migrationshintergrund","67","0.123697940264657","0.0960312765400473","0.151364603989267"
"Min 1x pro Woche","1985","(Fach-)Abitur","direkter Migrationshintergrund","13","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","AkademikerIn","kein Migrationshintergrund","78","0.126677871537875","0.100746399967596","0.152609343108154"
"Min 1x pro Woche","1985","AkademikerIn","direkter Migrationshintergrund","11","","",""
"Min 1x pro Woche","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","kein Migrationshintergrund","7","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","direkter Migrationshintergrund","9","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","Hauptschule","kein Migrationshintergrund","299","0.0586094074531625","0.0519456226127358","0.0652731922935893"
"Min 1x pro Monat","1985","Hauptschule","direkter Migrationshintergrund","34","0.0204266806899118","0.0132369937449398","0.0276163676348838"
"Min 1x pro Monat","1985","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","Realschule","kein Migrationshintergrund","124","0.0752830326578262","0.062474267744857","0.0880917975707954"
"Min 1x pro Monat","1985","Realschule","direkter Migrationshintergrund","8","","",""
"Min 1x pro Monat","1985","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","kein Migrationshintergrund","37","0.0697016564071192","0.0483032557691969","0.0911000570450415"
"Min 1x pro Monat","1985","(Fach-)Abitur","direkter Migrationshintergrund","11","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","AkademikerIn","kein Migrationshintergrund","74","0.110638782682888","0.0861829564565062","0.13509460890927"
"Min 1x pro Monat","1985","AkademikerIn","direkter Migrationshintergrund","9","","",""
"Min 1x pro Monat","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","(noch) kein Abschluss","kein Migrationshintergrund","21","","",""
"Seltener","1985","(noch) kein Abschluss","direkter Migrationshintergrund","20","","",""
"Seltener","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Seltener","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","Hauptschule","kein Migrationshintergrund","395","0.0764236536946733","0.0688865815374754","0.0839607258518712"
"Seltener","1985","Hauptschule","direkter Migrationshintergrund","66","0.0498232435620857","0.0387643721937423","0.0608821149304291"
"Seltener","1985","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Seltener","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","Realschule","kein Migrationshintergrund","158","0.0947924334921433","0.0805719221575023","0.109012944826784"
"Seltener","1985","Realschule","direkter Migrationshintergrund","12","","",""
"Seltener","1985","Realschule","indirekter Migrationshintergrund","2","","",""
"Seltener","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","(Fach-)Abitur","kein Migrationshintergrund","53","0.0976445910589054","0.0727008522891906","0.12258832982862"
"Seltener","1985","(Fach-)Abitur","direkter Migrationshintergrund","13","","",""
"Seltener","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","AkademikerIn","kein Migrationshintergrund","87","0.12989709005515","0.103686634248683","0.156107545861618"
"Seltener","1985","AkademikerIn","direkter Migrationshintergrund","6","","",""
"Seltener","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1985","(noch) kein Abschluss","kein Migrationshintergrund","168","0.766061532263291","0.710248630548183","0.821874433978399"
"Nie","1985","(noch) kein Abschluss","direkter Migrationshintergrund","796","0.933252811218402","0.916344450477131","0.950161171959673"
"Nie","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Nie","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1985","Hauptschule","kein Migrationshintergrund","3732","0.794853115510487","0.783397240221382","0.806308990799592"
"Nie","1985","Hauptschule","direkter Migrationshintergrund","1339","0.887999744346741","0.871970666646493","0.904028822046989"
"Nie","1985","Hauptschule","indirekter Migrationshintergrund","68","0.889371237801739","0.819760480836754","0.958981994766723"
"Nie","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1985","Realschule","kein Migrationshintergrund","1160","0.72154552586921","0.699785307061131","0.743305744677289"
"Nie","1985","Realschule","direkter Migrationshintergrund","102","0.739124174595007","0.664775828243246","0.813472520946767"
"Nie","1985","Realschule","indirekter Migrationshintergrund","25","","",""
"Nie","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1985","(Fach-)Abitur","kein Migrationshintergrund","387","0.708955812269318","0.670784447297309","0.747127177241327"
"Nie","1985","(Fach-)Abitur","direkter Migrationshintergrund","191","0.804178973347484","0.752669550246184","0.855688396448784"
"Nie","1985","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Nie","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1985","AkademikerIn","kein Migrationshintergrund","393","0.632786255724087","0.595204459394915","0.670368052053258"
"Nie","1985","AkademikerIn","direkter Migrationshintergrund","81","0.777177498505421","0.698328563108217","0.856026433902624"
"Nie","1985","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Nie","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1986","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1986","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1986","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1986","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1986","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1986","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1986","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1986","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1986","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","kein Migrationshintergrund","14","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","direkter Migrationshintergrund","22","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1986","Hauptschule","kein Migrationshintergrund","333","0.0729450250794836","0.0653020030794131","0.0805880470795541"
"Min 1x pro Woche","1986","Hauptschule","direkter Migrationshintergrund","43","0.0358714880923093","0.0263615135809152","0.0453814626037033"
"Min 1x pro Woche","1986","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Min 1x pro Woche","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1986","Realschule","kein Migrationshintergrund","153","0.0963590485564711","0.0818228168409478","0.110895280271994"
"Min 1x pro Woche","1986","Realschule","direkter Migrationshintergrund","15","","",""
"Min 1x pro Woche","1986","Realschule","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","kein Migrationshintergrund","62","0.112193130816448","0.0862155355738603","0.138170726059037"
"Min 1x pro Woche","1986","(Fach-)Abitur","direkter Migrationshintergrund","19","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1986","AkademikerIn","kein Migrationshintergrund","83","0.130704717152516","0.104320536440899","0.157088897864132"
"Min 1x pro Woche","1986","AkademikerIn","direkter Migrationshintergrund","11","","",""
"Min 1x pro Woche","1986","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","kein Migrationshintergrund","9","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","direkter Migrationshintergrund","9","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1986","Hauptschule","kein Migrationshintergrund","305","0.0660507585469918","0.0587508895238422","0.0733506275701413"
"Min 1x pro Monat","1986","Hauptschule","direkter Migrationshintergrund","41","0.0300756931660688","0.0213416780861541","0.0388097082459836"
