"pli0096_h","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Taeglich","1985","16-34 J.","kein Migrationshintergrund","","","",""
"Taeglich","1985","16-34 J.","direkter Migrationshintergrund","","","",""
"Taeglich","1985","16-34 J.","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","35-65 J.","kein Migrationshintergrund","","","",""
"Taeglich","1985","35-65 J.","direkter Migrationshintergrund","","","",""
"Taeglich","1985","35-65 J.","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1985","16-34 J.","kein Migrationshintergrund","269","0.0935989388148613","0.0829538493613596","0.104244028268363"
"Min 1x pro Woche","1985","16-34 J.","direkter Migrationshintergrund","42","0.0504076101503712","0.0376343193477017","0.0631809009530406"
"Min 1x pro Woche","1985","16-34 J.","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1985","35-65 J.","kein Migrationshintergrund","396","0.0999618062176008","0.0905923820454347","0.109331230389767"
"Min 1x pro Woche","1985","35-65 J.","direkter Migrationshintergrund","54","0.0500611388114887","0.0397191908629686","0.0604030867600087"
"Min 1x pro Woche","1985","35-65 J.","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1985","66 und älter","kein Migrationshintergrund","44","0.040546555861538","0.0285822700359677","0.0525108416871083"
"Min 1x pro Woche","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1985","16-34 J.","kein Migrationshintergrund","158","0.0559602671895741","0.0475600855599611","0.0643604488191872"
"Min 1x pro Monat","1985","16-34 J.","direkter Migrationshintergrund","35","0.0308371885679357","0.020744150953146","0.0409302261827253"
"Min 1x pro Monat","1985","16-34 J.","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1985","35-65 J.","kein Migrationshintergrund","348","0.0855443206949318","0.0768077236505239","0.0942809177393397"
"Min 1x pro Monat","1985","35-65 J.","direkter Migrationshintergrund","39","0.0326224864263952","0.0241976654428638","0.0410473074099266"
"Min 1x pro Monat","1985","35-65 J.","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1985","66 und älter","kein Migrationshintergrund","36","0.0310166910329411","0.0205006148955606","0.0415327671703216"
"Min 1x pro Monat","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1985","16-34 J.","kein Migrationshintergrund","292","0.100462093602479","0.0894754636505014","0.111448723554456"
"Seltener","1985","16-34 J.","direkter Migrationshintergrund","53","0.0512855925835441","0.038407499201093","0.0641636859659953"
"Seltener","1985","16-34 J.","indirekter Migrationshintergrund","","","",""
"Seltener","1985","35-65 J.","kein Migrationshintergrund","379","0.0930113200557592","0.0839386687226131","0.102083971388905"
"Seltener","1985","35-65 J.","direkter Migrationshintergrund","65","0.0516246837993338","0.0411311206335202","0.0621182469651474"
"Seltener","1985","35-65 J.","indirekter Migrationshintergrund","","","",""
"Seltener","1985","66 und älter","kein Migrationshintergrund","47","0.0425794977770644","0.0303319407405047","0.0548270548136241"
"Seltener","1985","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1985","16-34 J.","kein Migrationshintergrund","2157","0.749978700393086","0.734152865918136","0.765804534868036"
"Nie","1985","16-34 J.","direkter Migrationshintergrund","997","0.867469608698149","0.847673902142906","0.887265315253391"
"Nie","1985","16-34 J.","indirekter Migrationshintergrund","97","0.846726111585567","0.781168267896305","0.912283955274828"
"Nie","1985","35-65 J.","kein Migrationshintergrund","2814","0.721482553031708","0.707480087796088","0.735485018267329"
"Nie","1985","35-65 J.","direkter Migrationshintergrund","1550","0.865691690962782","0.849520678081768","0.881862703843796"
"Nie","1985","35-65 J.","indirekter Migrationshintergrund","","","",""
"Nie","1985","66 und älter","kein Migrationshintergrund","917","0.885857255328456","0.866568514818121","0.905145995838792"
"Nie","1985","66 und älter","direkter Migrationshintergrund","33","0.844218094497155","0.727366925085118","0.961069263909193"
"Nie","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","16-34 J.","kein Migrationshintergrund","","","",""
"Taeglich","1986","16-34 J.","direkter Migrationshintergrund","","","",""
"Taeglich","1986","16-34 J.","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","35-65 J.","kein Migrationshintergrund","","","",""
"Taeglich","1986","35-65 J.","direkter Migrationshintergrund","","","",""
"Taeglich","1986","35-65 J.","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1986","16-34 J.","kein Migrationshintergrund","252","0.0913830083045807","0.0807722125187799","0.101993804090381"
"Min 1x pro Woche","1986","16-34 J.","direkter Migrationshintergrund","53","0.0595139506506244","0.0454625466597012","0.0735653546415476"
"Min 1x pro Woche","1986","16-34 J.","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1986","35-65 J.","kein Migrationshintergrund","350","0.0946342216438038","0.0852090313043118","0.104059411983296"
"Min 1x pro Woche","1986","35-65 J.","direkter Migrationshintergrund","57","0.0444844180974922","0.0345635941736861","0.0544052420212984"
"Min 1x pro Woche","1986","35-65 J.","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1986","66 und älter","kein Migrationshintergrund","48","0.0469649802603215","0.0335749891355536","0.0603549713850895"
"Min 1x pro Woche","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1986","16-34 J.","kein Migrationshintergrund","157","0.053877409684034","0.0455635658292487","0.0621912535388193"
"Min 1x pro Monat","1986","16-34 J.","direkter Migrationshintergrund","33","0.0419388148137748","0.030033555743811","0.0538440738837385"
"Min 1x pro Monat","1986","16-34 J.","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1986","35-65 J.","kein Migrationshintergrund","339","0.090113671506955","0.0808934172577323","0.0993339257561778"
"Min 1x pro Monat","1986","35-65 J.","direkter Migrationshintergrund","39","0.0351380337848607","0.0262777788143018","0.0439982887554196"
"Min 1x pro Monat","1986","35-65 J.","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1986","66 und älter","kein Migrationshintergrund","37","0.0373526821748627","0.0253512441643478","0.0493541201853775"
"Min 1x pro Monat","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1986","16-34 J.","kein Migrationshintergrund","283","0.102079161056667","0.090930765354316","0.113227556759018"
