syear,quintil_oecd,sampreg,pli0096_h,proportion,n,lower_confidence,upper_confidence
1985,1. Quintil,West,5.0,0.5355236517577765,11026,0.5262143264313776,0.5448329770841754
1985,2. Quintil,West,5.0,0.2544634640161973,11026,0.2463333944729203,0.2625935335594743
1985,1. Quintil,West,4.0,0.048868028713418,11026,0.044843825740074054,0.052892231686761944
1985,1. Quintil,West,2.0,0.043898398674765325,11026,0.04007434975658802,0.047722447592942634
1985,1. Quintil,West,3.0,0.035155531014172646,11026,0.03171779468111897,0.038593267347226325
1985,2. Quintil,West,2.0,0.031106202834529726,11026,0.027865727912089577,0.034346677756969875
1985,2. Quintil,West,4.0,0.029081538744708264,11026,0.0259450253416963,0.03221805214772023
1985,2. Quintil,West,3.0,0.021903184244432175,11026,0.019171115467910733,0.024635253020953617
1986,1. Quintil,West,5.0,0.5366577335375191,10583,0.5271571270800891,0.5461583399949491
1986,2. Quintil,West,5.0,0.2572741194486983,10583,0.24894567291219466,0.265602565985202
1986,1. Quintil,West,4.0,0.045750382848392036,10583,0.04176949413622105,0.04973127156056302
1986,1. Quintil,West,2.0,0.04450612557427259,10583,0.040577184445782635,0.04843506670276254
1986,1. Quintil,West,3.0,0.03637059724349158,10583,0.03280377134710728,0.039937423139875874
1986,2. Quintil,West,2.0,0.02928790199081164,10583,0.026075417603222295,0.03250038637840098
1986,2. Quintil,West,4.0,0.027660796324655436,10583,0.02453620724271426,0.030785385406596612
1986,2. Quintil,West,3.0,0.022492343032159266,10583,0.01966727372721076,0.025317412337107773
1988,1. Quintil,West,5.0,0.5269035532994923,9970,0.5171030382710304,0.5367040683279543
1988,2. Quintil,West,5.0,0.2449746192893401,9970,0.2365325324850052,0.25341670609367506
1988,1. Quintil,West,4.0,0.05492385786802031,9970,0.0504516455918589,0.05939607014418172
1988,1. Quintil,West,2.0,0.05187817258883249,9970,0.047524729219006946,0.056231615958658034
1988,1. Quintil,West,3.0,0.03959390862944162,9970,0.035766100738257436,0.043421716520625805
1988,2. Quintil,West,4.0,0.030355329949238577,9970,0.02698763862268954,0.033723021275787614
1988,2. Quintil,West,2.0,0.03015228426395939,9970,0.02679552361584088,0.0335090449120779
1988,2. Quintil,West,3.0,0.021218274111675126,9970,0.01838944673601766,0.024047101487332592
1990,1. Quintil,West,5.0,0.35565432818420284,13886,0.34769198306189897,0.3636166733065067
