year,migback,pgisced97,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,Pre-primary Level,Never,1.0,105,10432,1.0,1.0
1985,No migration background,Primary Level,Never,1.0,74,10432,1.0,1.0
1985,No migration background,Lower Secondary Level,At least once per week,0.053973313019790976,116,10432,0.053847161525343405,0.05409946451423855
1985,No migration background,Lower Secondary Level,At least once per month,0.04213805014835835,91,10432,0.04202588967177702,0.04225021062493968
1985,No migration background,Lower Secondary Level,Seldom,0.06633482402802156,148,10432,0.06619588714918999,0.06647376090685313
1985,No migration background,Lower Secondary Level,Never,0.8375538128038291,1695,10432,0.8373478862799331,0.8377597393277252
1985,No migration background,Upper Secondary Level,At least once per week,0.09168825142671017,399,10432,0.09157154071351933,0.091804962139901
1985,No migration background,Upper Secondary Level,At least once per month,0.07003331318571235,300,10432,0.06993010302743352,0.07013652334399118
1985,No migration background,Upper Secondary Level,Seldom,0.08782538512197519,385,10432,0.08771091676891647,0.0879398534750339
1985,No migration background,Upper Secondary Level,Never,0.7504530502656023,3087,10432,0.7502780356540666,0.750628064877138
1985,No migration background,Post-secondary Non-tertiary Level,Never,1.0,121,10432,1.0,1.0
1985,No migration background,First Stage of Tertiary Education,At least once per week,0.12209338188983032,69,10432,0.12173019244415899,0.12245657133550165
1985,No migration background,First Stage of Tertiary Education,At least once per month,0.08841432759469729,54,10432,0.0880993910446922,0.08872926414470239
1985,No migration background,First Stage of Tertiary Education,Seldom,0.11006527429044605,60,10432,0.10971808427033758,0.11041246431055451
1985,No migration background,First Stage of Tertiary Education,Never,0.6794270162250263,375,10432,0.6789092927449382,0.6799447397051145
1985,No migration background,Second Stage of Tertiary Education,At least once per week,0.1266778932753538,78,10432,0.1263231554386418,0.1270326311120658
1985,No migration background,Second Stage of Tertiary Education,At least once per month,0.11063885751261085,74,10432,0.11030430616254663,0.11097340886267507
1985,No migration background,Second Stage of Tertiary Education,Seldom,0.12989713078779813,87,10432,0.12953857647571612,0.13025568509988014
1985,No migration background,Second Stage of Tertiary Education,Never,0.6327861184242372,393,10432,0.6322720062512541,0.6333002305972202
1985,Direct migration background,Primary Level,Never,1.0,709,10432,1.0,1.0
1985,Direct migration background,Lower Secondary Level,Seldom,0.04532624996872862,37,10432,0.04496670643184869,0.04568579350560854
1985,Direct migration background,Lower Secondary Level,Never,0.9546737500312714,816,10432,0.9543142064943915,0.9550332935681514
1985,Direct migration background,Upper Secondary Level,At least once per week,0.04967427324291279,37,10432,0.049352979736229145,0.04999556674959644
1985,Direct migration background,Upper Secondary Level,Seldom,0.06996217529565106,48,10432,0.06958496642055258,0.07033938417074954
