year,migback,regtyp,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,Urban regions,Very concerned,0.18465,1075,6512,0.17523,0.19408
1999,No migration background,Urban regions,Somewhat concerned,0.49133,3218,6512,0.47919,0.50348
1999,No migration background,Urban regions,Not concerned at all,0.32401,2219,6512,0.31264,0.33538
1999,No migration background,Rural regions,Very concerned,0.21100,841,4327,0.19884,0.22316
1999,No migration background,Rural regions,Somewhat concerned,0.50679,2251,4327,0.49189,0.52169
1999,No migration background,Rural regions,Not concerned at all,0.28221,1235,4327,0.26880,0.29563
1999,Direct migration background,Urban regions,Very concerned,0.28252,532,1834,0.26191,0.30313
1999,Direct migration background,Urban regions,Somewhat concerned,0.45022,812,1834,0.42744,0.47300
1999,Direct migration background,Urban regions,Not concerned at all,0.26726,490,1834,0.24700,0.28752
1999,Direct migration background,Rural regions,Very concerned,0.25784,108,361,0.21265,0.30303
1999,Direct migration background,Rural regions,Somewhat concerned,0.55270,167,361,0.50133,0.60406
1999,Direct migration background,Rural regions,Not concerned at all,0.18946,86,361,0.14898,0.22995
1999,Indirect migration background,Urban regions,Very concerned,0.18743,94,516,0.15373,0.22114
1999,Indirect migration background,Urban regions,Somewhat concerned,0.34828,168,516,0.30713,0.38943
1999,Indirect migration background,Urban regions,Not concerned at all,0.46429,254,516,0.42121,0.50736
1999,Indirect migration background,Rural regions,Not concerned at all,0.66073,50,50,0.52817,0.79330
2000,No migration background,Urban regions,Very concerned,0.17693,2026,12219,0.17017,0.18370
2000,No migration background,Urban regions,Somewhat concerned,0.47925,5837,12219,0.47040,0.48811
2000,No migration background,Urban regions,Not concerned at all,0.34381,4356,12219,0.33539,0.35224
2000,No migration background,Rural regions,Very concerned,0.19144,1376,7630,0.18261,0.20027
2000,No migration background,Rural regions,Somewhat concerned,0.50766,3906,7630,0.49644,0.51887
2000,No migration background,Rural regions,Not concerned at all,0.30090,2348,7630,0.29061,0.31119
2000,Direct migration background,Urban regions,Very concerned,0.22552,615,2699,0.20975,0.24129
2000,Direct migration background,Urban regions,Somewhat concerned,0.45300,1246,2699,0.43422,0.47178
2000,Direct migration background,Urban regions,Not concerned at all,0.32149,838,2699,0.30386,0.33911
2000,Direct migration background,Rural regions,Very concerned,0.22402,124,572,0.18982,0.25822
2000,Direct migration background,Rural regions,Somewhat concerned,0.49732,279,572,0.45631,0.53833
2000,Direct migration background,Rural regions,Not concerned at all,0.27866,169,572,0.24189,0.31544
2000,Indirect migration background,Urban regions,Very concerned,0.13144,84,697,0.10634,0.15654
2000,Indirect migration background,Urban regions,Somewhat concerned,0.35844,246,697,0.32281,0.39407
2000,Indirect migration background,Urban regions,Not concerned at all,0.51012,367,697,0.47298,0.54726
2000,Indirect migration background,Rural regions,Somewhat concerned,0.38843,39,97,0.29093,0.48593
2000,Indirect migration background,Rural regions,Not concerned at all,0.50102,58,97,0.40100,0.60104
2001,No migration background,Urban regions,Very concerned,0.16911,1779,11183,0.16216,0.17605
2001,No migration background,Urban regions,Somewhat concerned,0.49212,5480,11183,0.48285,0.50139
2001,No migration background,Urban regions,Not concerned at all,0.33877,3924,11183,0.33000,0.34755
2001,No migration background,Rural regions,Very concerned,0.19310,1260,6929,0.18380,0.20239
2001,No migration background,Rural regions,Somewhat concerned,0.51759,3594,6929,0.50582,0.52935
2001,No migration background,Rural regions,Not concerned at all,0.28931,2075,6929,0.27864,0.29999
2001,Direct migration background,Urban regions,Very concerned,0.23581,562,2389,0.21879,0.25284
2001,Direct migration background,Urban regions,Somewhat concerned,0.46071,1110,2389,0.44072,0.48070
2001,Direct migration background,Urban regions,Not concerned at all,0.30347,717,2389,0.28503,0.32191
2001,Direct migration background,Rural regions,Very concerned,0.26220,133,503,0.22373,0.30068
2001,Direct migration background,Rural regions,Somewhat concerned,0.45268,233,503,0.40914,0.49622
2001,Direct migration background,Rural regions,Not concerned at all,0.28512,137,503,0.24562,0.32461
