year,bula_h,pgisced97,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.43152,82,166,0.35594,0.50709
1999,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.42638,84,166,0.35092,0.50184
1999,Hamburg,Upper Secondary Level,Somewhat concerned,0.46146,38,38,0.30083,0.62209
1999,Lower Saxony,Lower Secondary Level,Very concerned,0.25443,59,239,0.19909,0.30976
1999,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.48149,111,239,0.41801,0.54497
1999,Lower Saxony,Lower Secondary Level,Not concerned at all,0.26408,69,239,0.20808,0.32009
1999,Lower Saxony,Upper Secondary Level,Very concerned,0.16767,95,586,0.13740,0.19794
1999,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.48375,281,586,0.44326,0.52425
1999,Lower Saxony,Upper Secondary Level,Not concerned at all,0.34857,210,586,0.30996,0.38719
1999,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.45999,35,35,0.29246,0.62752
1999,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.47078,33,33,0.29783,0.64372
1999,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.60988,78,115,0.52034,0.69942
1999,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.27762,37,115,0.19542,0.35983
1999,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,0.68679,52,52,0.55949,0.81408
1999,North Rhine-Westphalia,Primary Level,Very concerned,0.34514,42,95,0.24903,0.44125
1999,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.46402,53,95,0.36320,0.56484
1999,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.32158,146,496,0.28043,0.36272
1999,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.47050,228,496,0.42653,0.51447
1999,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.20793,122,496,0.17217,0.24368
1999,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.20481,257,1318,0.18302,0.22661
1999,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.46422,606,1318,0.43728,0.49115
1999,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.33097,455,1318,0.30555,0.35638
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.48279,70,119,0.39263,0.57295
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.40060,49,119,0.31218,0.48901
1999,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.53837,85,144,0.45666,0.62008
1999,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.35845,59,144,0.27985,0.43705
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.54492,157,279,0.48638,0.60346
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.38249,122,279,0.32536,0.43962
