year,age_gr,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,Very concerned,0.11236,351,2966,0.10099,0.12373
1999,17-29 y.,Somewhat concerned,0.36672,1116,2966,0.34937,0.38406
1999,17-29 y.,Not concerned at all,0.52092,1499,2966,0.50294,0.53890
1999,30-45 y.,Very concerned,0.10839,546,4704,0.09951,0.11728
1999,30-45 y.,Somewhat concerned,0.49124,2346,4704,0.47695,0.50553
1999,30-45 y.,Not concerned at all,0.40037,1812,4704,0.38636,0.41437
1999,46-65 y.,Very concerned,0.23773,1064,4175,0.22481,0.25064
1999,46-65 y.,Somewhat concerned,0.54281,2280,4175,0.52770,0.55793
1999,46-65 y.,Not concerned at all,0.21946,831,4175,0.20690,0.23201
1999,66 and older,Very concerned,0.38089,697,1791,0.35839,0.40338
1999,66 and older,Somewhat concerned,0.50356,902,1791,0.48040,0.52672
1999,66 and older,Not concerned at all,0.11555,192,1791,0.10074,0.13036
2000,17-29 y.,Very concerned,0.09854,449,4542,0.08987,0.10720
2000,17-29 y.,Somewhat concerned,0.35394,1643,4542,0.34004,0.36785
2000,17-29 y.,Not concerned at all,0.54752,2450,4542,0.53304,0.56200
2000,30-45 y.,Very concerned,0.11375,911,8108,0.10684,0.12066
2000,30-45 y.,Somewhat concerned,0.47980,3950,8108,0.46892,0.49067
2000,30-45 y.,Not concerned at all,0.40646,3247,8108,0.39576,0.41715
2000,46-65 y.,Very concerned,0.21595,1713,7710,0.20677,0.22514
2000,46-65 y.,Somewhat concerned,0.52899,4109,7710,0.51784,0.54013
2000,46-65 y.,Not concerned at all,0.25506,1888,7710,0.24533,0.26479
2000,66 and older,Very concerned,0.32558,1167,3569,0.31021,0.34096
2000,66 and older,Somewhat concerned,0.52081,1851,3569,0.50441,0.53720
2000,66 and older,Not concerned at all,0.15361,551,3569,0.14178,0.16544
2001,17-29 y.,Very concerned,0.09845,389,4072,0.08930,0.10761
2001,17-29 y.,Somewhat concerned,0.37473,1539,4072,0.35986,0.38960
