year,pgisced97,sampreg,plh0035,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1999,Pre-primary Level,West,Not concerned at all,0.6587677725118484,17396,0.6517220981842232,0.6658134468394735
1999,Pre-primary Level,West,Somewhat concerned,0.21800947867298578,17396,0.21187369831932606,0.2241452590266455
1999,Pre-primary Level,West,Very concerned,0.12322274881516587,17396,0.11833823373508519,0.12810726389524654
1999,Pre-primary Level,East,Not concerned at all,0.5480769230769231,17396,0.5406811361713114,0.5554727099825348
1999,Pre-primary Level,East,Somewhat concerned,0.33653846153846156,17396,0.32951652985150515,0.343560393225418
1999,Pre-primary Level,East,Very concerned,0.11538461538461539,17396,0.11063692303130003,0.12013230773793075
1999,Primary Level,West,Somewhat concerned,0.4567901234567901,17396,0.4493877063422593,0.4641925405713209
1999,Primary Level,West,Very concerned,0.36049382716049383,17396,0.35335868453730795,0.3676289697836797
1999,Primary Level,West,Not concerned at all,0.18271604938271604,17396,0.17697348060456106,0.18845861816087103
1999,Primary Level,East,Somewhat concerned,0.625,17396,0.6178057253352924,0.6321942746647076
1999,Primary Level,East,Not concerned at all,0.25,17396,0.24356524512036376,0.25643475487963624
1999,Primary Level,East,Very concerned,0.125,17396,0.12008537478093007,0.12991462521906993
1999,Lower Secondary Level,West,Somewhat concerned,0.43522561863173215,17396,0.4278580177403437,0.4425932195231206
1999,Lower Secondary Level,West,Very concerned,0.2852983988355167,17396,0.27858807597158775,0.2920087216994457
1999,Lower Secondary Level,West,Not concerned at all,0.2794759825327511,17396,0.2728074872449691,0.28614447782053304
1999,Lower Secondary Level,East,Somewhat concerned,0.44021739130434784,17396,0.4328404781510026,0.4475943044576931
1999,Lower Secondary Level,East,Very concerned,0.31521739130434784,17396,0.3083131999730458,0.3221215826356499
1999,Lower Secondary Level,East,Not concerned at all,0.24456521739130435,17396,0.23817777191683162,0.25095266286577705
1999,Upper Secondary Level,West,Somewhat concerned,0.47730086669418076,17396,0.4698783125657725,0.484723420822589
1999,Upper Secondary Level,West,Not concerned at all,0.34461411473380105,17396,0.3375518101405451,0.351676419327057
1999,Upper Secondary Level,West,Very concerned,0.17808501857201817,17396,0.1723996514574337,0.18377038568660264
1999,Upper Secondary Level,East,Somewhat concerned,0.5397590361445783,17396,0.5323523495573397,0.547165722731817
1999,Upper Secondary Level,East,Not concerned at all,0.23132530120481928,17396,0.2250589571936591,0.23759164521597947
1999,Upper Secondary Level,East,Very concerned,0.2289156626506024,17396,0.2226722783649408,0.235159046936264
1999,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.48484848484848486,17396,0.47742168219343206,0.49227528750353766
1999,Post-secondary Non-tertiary Level,West,Not concerned at all,0.4195804195804196,17396,0.4122469413725383,0.42691389778830086
1999,Post-secondary Non-tertiary Level,West,Very concerned,0.09557109557109557,17396,0.09120209732030182,0.09994009382188931
1999,Post-secondary Non-tertiary Level,East,Somewhat concerned,0.5135135135135135,17396,0.5060860128235117,0.5209410142035152
1999,Post-secondary Non-tertiary Level,East,Not concerned at all,0.36486486486486486,17396,0.3577111691524814,0.3720185605772483
1999,Post-secondary Non-tertiary Level,East,Very concerned,0.12162162162162163,17396,0.11676451558042951,0.12647872766281373
1999,First Stage of Tertiary Education,West,Somewhat concerned,0.5377855887521968,17396,0.5303766211970998,0.5451945563072939
1999,First Stage of Tertiary Education,West,Not concerned at all,0.3444639718804921,17396,0.33740239718955484,0.35152554657142937
1999,First Stage of Tertiary Education,West,Very concerned,0.11775043936731107,17396,0.11296073878392783,0.12254013995069431
1999,First Stage of Tertiary Education,East,Somewhat concerned,0.5850622406639004,17396,0.5777403391048911,0.5923841422229098
1999,First Stage of Tertiary Education,East,Very concerned,0.22821576763485477,17396,0.2219791065205023,0.23445242874920724
1999,First Stage of Tertiary Education,East,Not concerned at all,0.18672199170124482,17396,0.18093105761326783,0.1925129257892218
1999,Second Stage of Tertiary Education,West,Somewhat concerned,0.5036429872495446,17396,0.49621296954636385,0.5110730049527253
1999,Second Stage of Tertiary Education,West,Not concerned at all,0.4143897996357013,17396,0.4070693085429932,0.4217102907284093
1999,Second Stage of Tertiary Education,West,Very concerned,0.08196721311475409,17396,0.07789077782600262,0.08604364840350556
1999,Second Stage of Tertiary Education,East,Somewhat concerned,0.6137689614935823,17396,0.6065336469035749,0.6210042760835897
1999,Second Stage of Tertiary Education,East,Not concerned at all,0.24620770128354727,17396,0.23980581380507277,0.2526095887620218
1999,Second Stage of Tertiary Education,East,Very concerned,0.14002333722287047,17396,0.13486660100087772,0.14518007344486322
2000,Pre-primary Level,West,Not concerned at all,0.6724137931034483,30607,0.6671557178186346,0.677671868388262
2000,Pre-primary Level,West,Somewhat concerned,0.2614942528735632,30607,0.2565709823108216,0.2664175234363048
2000,Pre-primary Level,West,Very concerned,0.06609195402298851,30607,0.06330857695921976,0.06887533108675725
2000,Pre-primary Level,East,Not concerned at all,0.5602836879432624,30607,0.5547229046933473,0.5658444711931776
2000,Pre-primary Level,East,Somewhat concerned,0.375886524822695,30607,0.37046019924397355,0.3813128504014165
2000,Pre-primary Level,East,Very concerned,0.06382978723404255,30607,0.06109114817881658,0.06656842628926851
2000,Primary Level,West,Somewhat concerned,0.3882978723404255,30607,0.3828378025916523,0.39375794208919873
2000,Primary Level,West,Not concerned at all,0.30851063829787234,30607,0.30333607727052075,0.31368519932522393
2000,Primary Level,West,Very concerned,0.30319148936170215,30607,0.2980420385270699,0.3083409401963344
2000,Primary Level,East,Somewhat concerned,0.45,30607,0.44442643216498856,0.45557356783501146
2000,Primary Level,East,Very concerned,0.3,30607,0.2948660062343733,0.30513399376562667
