year,migback,pgisced97,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,No answer / don't know,Somewhat concerned,0.34989,53,123,0.26526,0.43452
1999,No migration background,No answer / don't know,Not concerned at all,0.49945,70,123,0.41072,0.58817
1999,No migration background,Pre-primary Level,Somewhat concerned,0.27159,68,208,0.21099,0.33218
1999,No migration background,Pre-primary Level,Not concerned at all,0.64511,140,208,0.57993,0.71029
1999,No migration background,Lower Secondary Level,Very concerned,0.31260,464,1629,0.29008,0.33512
1999,No migration background,Lower Secondary Level,Somewhat concerned,0.46226,753,1629,0.43804,0.48648
1999,No migration background,Lower Secondary Level,Not concerned at all,0.22514,412,1629,0.20485,0.24543
1999,No migration background,Upper Secondary Level,Very concerned,0.19607,1081,5918,0.18595,0.20619
1999,No migration background,Upper Secondary Level,Somewhat concerned,0.50284,3008,5918,0.49010,0.51558
1999,No migration background,Upper Secondary Level,Not concerned at all,0.30109,1829,5918,0.28940,0.31278
1999,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.46397,172,334,0.41040,0.51753
1999,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.45395,162,334,0.40048,0.50743
1999,No migration background,First Stage of Tertiary Education,Very concerned,0.15824,106,744,0.13199,0.18448
1999,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.54329,415,744,0.50747,0.57911
1999,No migration background,First Stage of Tertiary Education,Not concerned at all,0.29848,223,744,0.26557,0.33138
1999,No migration background,Second Stage of Tertiary Education,Very concerned,0.10548,183,1751,0.09109,0.11987
1999,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.53935,970,1751,0.51600,0.56270
1999,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.35517,598,1751,0.33275,0.37759
1999,Direct migration background,No answer / don't know,Somewhat concerned,0.47143,32,67,0.35100,0.59187
1999,Direct migration background,No answer / don't know,Not concerned at all,0.28062,35,67,0.17222,0.38902
1999,Direct migration background,Primary Level,Very concerned,0.37618,129,337,0.32439,0.42798
1999,Direct migration background,Primary Level,Somewhat concerned,0.48384,159,337,0.43041,0.53728
1999,Direct migration background,Primary Level,Not concerned at all,0.13998,49,337,0.10288,0.17708
1999,Direct migration background,Lower Secondary Level,Very concerned,0.34081,206,609,0.30313,0.37848
1999,Direct migration background,Lower Secondary Level,Somewhat concerned,0.43934,245,609,0.39989,0.47879
1999,Direct migration background,Lower Secondary Level,Not concerned at all,0.21985,158,609,0.18693,0.25277
1999,Direct migration background,Upper Secondary Level,Very concerned,0.27117,218,788,0.24011,0.30223
1999,Direct migration background,Upper Secondary Level,Somewhat concerned,0.43424,347,788,0.39961,0.46887
1999,Direct migration background,Upper Secondary Level,Not concerned at all,0.29458,223,788,0.26273,0.32643
1999,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.53441,65,99,0.43565,0.63317
1999,Direct migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.24384,34,99,0.15883,0.32886
1999,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.59608,100,151,0.51756,0.67461
1999,Direct migration background,Second Stage of Tertiary Education,Not concerned at all,0.25770,51,151,0.18771,0.32770
1999,Indirect migration background,Pre-primary Level,Not concerned at all,0.67461,43,43,0.53292,0.81631
1999,Indirect migration background,Lower Secondary Level,Very concerned,0.20335,34,191,0.14611,0.26058
1999,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.29735,61,191,0.23235,0.36234
1999,Indirect migration background,Lower Secondary Level,Not concerned at all,0.49931,96,191,0.42821,0.57041
1999,Indirect migration background,Upper Secondary Level,Very concerned,0.16681,39,216,0.11698,0.21664
1999,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.38495,79,216,0.31991,0.44999
1999,Indirect migration background,Upper Secondary Level,Not concerned at all,0.44824,98,216,0.38176,0.51472
2000,No migration background,Pre-primary Level,Somewhat concerned,0.31322,118,345,0.26421,0.36223
2000,No migration background,Pre-primary Level,Not concerned at all,0.62939,227,345,0.57835,0.68042
2000,No migration background,Primary Level,Somewhat concerned,0.33873,36,79,0.23370,0.44376
2000,No migration background,Primary Level,Not concerned at all,0.39798,43,79,0.28935,0.50661
2000,No migration background,Lower Secondary Level,Very concerned,0.30017,686,2423,0.28192,0.31843
2000,No migration background,Lower Secondary Level,Somewhat concerned,0.43972,1050,2423,0.41995,0.45949
2000,No migration background,Lower Secondary Level,Not concerned at all,0.26011,687,2423,0.24264,0.27758
2000,No migration background,Upper Secondary Level,Very concerned,0.18565,1990,11162,0.17844,0.19286
2000,No migration background,Upper Secondary Level,Somewhat concerned,0.50078,5583,11162,0.49150,0.51006
2000,No migration background,Upper Secondary Level,Not concerned at all,0.31357,3589,11162,0.30497,0.32218
2000,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.10987,80,799,0.08817,0.13157
2000,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.43224,361,799,0.39787,0.46661
2000,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.45789,358,799,0.42332,0.49246
2000,No migration background,First Stage of Tertiary Education,Very concerned,0.16756,250,1635,0.14945,0.18567
2000,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.50848,832,1635,0.48424,0.53272
2000,No migration background,First Stage of Tertiary Education,Not concerned at all,0.32396,553,1635,0.30127,0.34666
2000,No migration background,Second Stage of Tertiary Education,Very concerned,0.10650,345,3346,0.09605,0.11695
2000,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.51509,1755,3346,0.49816,0.53203
2000,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.37841,1246,3346,0.36197,0.39484
2000,Direct migration background,Pre-primary Level,Not concerned at all,0.73086,37,37,0.58598,0.87574
2000,Direct migration background,Primary Level,Very concerned,0.32269,94,281,0.26793,0.37745
2000,Direct migration background,Primary Level,Somewhat concerned,0.40175,115,281,0.34433,0.45917
2000,Direct migration background,Primary Level,Not concerned at all,0.27556,72,281,0.22322,0.32789
2000,Direct migration background,Lower Secondary Level,Very concerned,0.24739,207,844,0.21826,0.27652
2000,Direct migration background,Lower Secondary Level,Somewhat concerned,0.44582,390,844,0.41227,0.47937
2000,Direct migration background,Lower Secondary Level,Not concerned at all,0.30679,247,844,0.27566,0.33792
