year,migback,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,Very concerned,0.19356,1916,10839,0.18612,0.20100
1999,No migration background,Somewhat concerned,0.49656,5469,10839,0.48715,0.50597
1999,No migration background,Not concerned at all,0.30988,3454,10839,0.30117,0.31858
1999,Direct migration background,Very concerned,0.27822,640,2195,0.25946,0.29697
1999,Direct migration background,Somewhat concerned,0.46809,979,2195,0.44721,0.48897
1999,Direct migration background,Not concerned at all,0.25369,576,2195,0.23549,0.27190
1999,Indirect migration background,Very concerned,0.17368,102,602,0.14339,0.20397
1999,Indirect migration background,Somewhat concerned,0.33817,196,602,0.30034,0.37599
1999,Indirect migration background,Not concerned at all,0.48815,304,602,0.44819,0.52812
2000,No migration background,Very concerned,0.18194,3402,19849,0.17658,0.18731
2000,No migration background,Somewhat concerned,0.48906,9743,19849,0.48211,0.49602
2000,No migration background,Not concerned at all,0.32899,6704,19849,0.32246,0.33553
2000,Direct migration background,Very concerned,0.22525,739,3271,0.21093,0.23957
2000,Direct migration background,Somewhat concerned,0.46083,1525,3271,0.44374,0.47791
2000,Direct migration background,Not concerned at all,0.31392,1007,3271,0.29801,0.32983
2000,Indirect migration background,Very concerned,0.12880,99,809,0.10570,0.15190
2000,Indirect migration background,Somewhat concerned,0.36223,285,809,0.32909,0.39537
2000,Indirect migration background,Not concerned at all,0.50897,425,809,0.47450,0.54344
2001,No migration background,Very concerned,0.17735,3039,18112,0.17179,0.18292
2001,No migration background,Somewhat concerned,0.50087,9074,18112,0.49359,0.50816
2001,No migration background,Not concerned at all,0.32177,5999,18112,0.31497,0.32858
2001,Direct migration background,Very concerned,0.24054,695,2892,0.22496,0.25612
2001,Direct migration background,Somewhat concerned,0.45927,1343,2892,0.44111,0.47744
2001,Direct migration background,Not concerned at all,0.30019,854,2892,0.28348,0.31690
2001,Indirect migration background,Very concerned,0.11560,85,754,0.09276,0.13843
2001,Indirect migration background,Somewhat concerned,0.42232,289,754,0.38705,0.45760
2001,Indirect migration background,Not concerned at all,0.46208,380,754,0.42647,0.49769
2002,No migration background,Very concerned,0.17735,2957,19360,0.17197,0.18273
2002,No migration background,Somewhat concerned,0.49077,9538,19360,0.48373,0.49781
2002,No migration background,Not concerned at all,0.33188,6865,19360,0.32525,0.33852
2002,Direct migration background,Very concerned,0.23700,668,2780,0.22118,0.25281
2002,Direct migration background,Somewhat concerned,0.48693,1315,2780,0.46834,0.50551
2002,Direct migration background,Not concerned at all,0.27608,797,2780,0.25946,0.29270
2002,Indirect migration background,Very concerned,0.10197,79,762,0.08047,0.12347
2002,Indirect migration background,Somewhat concerned,0.43379,286,762,0.39858,0.46900
2002,Indirect migration background,Not concerned at all,0.46424,397,762,0.42881,0.49968
2003,No migration background,Very concerned,0.16703,2713,18688,0.16168,0.17238
2003,No migration background,Somewhat concerned,0.50430,9453,18688,0.49713,0.51147
2003,No migration background,Not concerned at all,0.32867,6522,18688,0.32193,0.33540
2003,Direct migration background,Very concerned,0.24802,641,2597,0.23140,0.26463
2003,Direct migration background,Somewhat concerned,0.45329,1161,2597,0.43414,0.47244
2003,Direct migration background,Not concerned at all,0.29869,795,2597,0.28108,0.31630
2003,Indirect migration background,Very concerned,0.13251,91,772,0.10858,0.15644
2003,Indirect migration background,Somewhat concerned,0.38658,302,772,0.35221,0.42096
2003,Indirect migration background,Not concerned at all,0.48091,379,772,0.44564,0.51617
2004,No migration background,Very concerned,0.20257,3154,18196,0.19673,0.20841
2004,No migration background,Somewhat concerned,0.50916,9357,18196,0.50189,0.51642
2004,No migration background,Not concerned at all,0.28827,5685,18196,0.28169,0.29485
2004,Direct migration background,Very concerned,0.27684,669,2508,0.25933,0.29436
2004,Direct migration background,Somewhat concerned,0.45582,1149,2508,0.43632,0.47531
2004,Direct migration background,Not concerned at all,0.26734,690,2508,0.25002,0.28467
2004,Indirect migration background,Very concerned,0.13071,110,788,0.10716,0.15426
2004,Indirect migration background,Somewhat concerned,0.41925,313,788,0.38478,0.45373
2004,Indirect migration background,Not concerned at all,0.45003,365,788,0.41527,0.48479
2005,No migration background,Very concerned,0.19124,2932,17425,0.18540,0.19708
2005,No migration background,Somewhat concerned,0.51749,9096,17425,0.51007,0.52491
2005,No migration background,Not concerned at all,0.29127,5397,17425,0.28452,0.29801
2005,Direct migration background,Very concerned,0.27389,640,2358,0.25589,0.29189
2005,Direct migration background,Somewhat concerned,0.47943,1108,2358,0.45926,0.49960
2005,Direct migration background,Not concerned at all,0.24668,610,2358,0.22928,0.26408
2005,Indirect migration background,Very concerned,0.13486,91,818,0.11144,0.15828
2005,Indirect migration background,Somewhat concerned,0.43616,330,818,0.40216,0.47017
2005,Indirect migration background,Not concerned at all,0.42898,397,818,0.39504,0.46292
2006,No migration background,Very concerned,0.19559,3237,18670,0.18990,0.20128
2006,No migration background,Somewhat concerned,0.50326,9649,18670,0.49609,0.51043
2006,No migration background,Not concerned at all,0.30115,5784,18670,0.29456,0.30773
2006,Direct migration background,Very concerned,0.28707,668,2363,0.26883,0.30532
2006,Direct migration background,Somewhat concerned,0.44201,1061,2363,0.42198,0.46204
2006,Direct migration background,Not concerned at all,0.27092,634,2363,0.25300,0.28885
2006,Indirect migration background,Very concerned,0.12945,103,804,0.10623,0.15267
2006,Indirect migration background,Somewhat concerned,0.43726,332,804,0.40295,0.47157
2006,Indirect migration background,Not concerned at all,0.43329,369,804,0.39901,0.46756
2007,No migration background,Very concerned,0.18542,3037,17508,0.17966,0.19118
2007,No migration background,Somewhat concerned,0.52145,9150,17508,0.51405,0.52885
2007,No migration background,Not concerned at all,0.29313,5321,17508,0.28638,0.29987
2007,Direct migration background,Very concerned,0.27117,560,2102,0.25216,0.29018
2007,Direct migration background,Somewhat concerned,0.46225,976,2102,0.44093,0.48357
2007,Direct migration background,Not concerned at all,0.26658,566,2102,0.24767,0.28549
2007,Indirect migration background,Very concerned,0.11824,98,773,0.09546,0.14102
2007,Indirect migration background,Somewhat concerned,0.45506,334,773,0.41994,0.49019
2007,Indirect migration background,Not concerned at all,0.42670,341,773,0.39181,0.46159
2008,No migration background,Very concerned,0.18406,2829,16582,0.17817,0.18996
2008,No migration background,Somewhat concerned,0.51048,8540,16582,0.50288,0.51809
2008,No migration background,Not concerned at all,0.30545,5213,16582,0.29844,0.31246
2008,Direct migration background,Very concerned,0.27840,510,1898,0.25823,0.29857
2008,Direct migration background,Somewhat concerned,0.46444,900,1898,0.44200,0.48688
2008,Direct migration background,Not concerned at all,0.25716,488,1898,0.23749,0.27683
2008,Indirect migration background,Very concerned,0.10397,84,763,0.08230,0.12564
2008,Indirect migration background,Somewhat concerned,0.43037,325,763,0.39522,0.46553
2008,Indirect migration background,Not concerned at all,0.46566,354,763,0.43024,0.50107
2009,No migration background,Very concerned,0.18276,2746,15595,0.17669,0.18883
2009,No migration background,Somewhat concerned,0.53772,8306,15595,0.52990,0.54555
2009,No migration background,Not concerned at all,0.27952,4543,15595,0.27247,0.28656
2009,Direct migration background,Very concerned,0.28559,440,1655,0.26382,0.30736
2009,Direct migration background,Somewhat concerned,0.47279,804,1655,0.44873,0.49686
2009,Direct migration background,Not concerned at all,0.24162,411,1655,0.22099,0.26225
2009,Indirect migration background,Very concerned,0.11676,91,703,0.09300,0.14052
2009,Indirect migration background,Somewhat concerned,0.45168,314,703,0.41487,0.48850
2009,Indirect migration background,Not concerned at all,0.43156,298,703,0.39492,0.46820
2010,No migration background,Very concerned,0.20894,3629,19828,0.20328,0.21460
2010,No migration background,Somewhat concerned,0.51934,10008,19828,0.51238,0.52629
2010,No migration background,Not concerned at all,0.27172,6191,19828,0.26553,0.27791
2010,Direct migration background,Very concerned,0.29369,765,2967,0.27730,0.31008
2010,Direct migration background,Somewhat concerned,0.44932,1345,2967,0.43142,0.46723
2010,Direct migration background,Not concerned at all,0.25699,857,2967,0.24126,0.27271
2010,Indirect migration background,Very concerned,0.17940,184,1087,0.15658,0.20221
2010,Indirect migration background,Somewhat concerned,0.39216,446,1087,0.36312,0.42120
2010,Indirect migration background,Not concerned at all,0.42845,457,1087,0.39902,0.45788
2011,No migration background,Very concerned,0.21036,3576,17729,0.20436,0.21636
2011,No migration background,Somewhat concerned,0.50729,9067,17729,0.49994,0.51465
2011,No migration background,Not concerned at all,0.28235,5086,17729,0.27572,0.28897
2011,Direct migration background,Very concerned,0.28536,562,1982,0.26547,0.30525
2011,Direct migration background,Somewhat concerned,0.46921,925,1982,0.44723,0.49119
2011,Direct migration background,Not concerned at all,0.24543,495,1982,0.22648,0.26438
2011,Indirect migration background,Very concerned,0.13186,119,791,0.10827,0.15546
2011,Indirect migration background,Somewhat concerned,0.42067,337,791,0.38624,0.45509
2011,Indirect migration background,Not concerned at all,0.44747,335,791,0.41279,0.48214
2012,No migration background,Very concerned,0.20374,3490,17636,0.19779,0.20968
2012,No migration background,Somewhat concerned,0.51264,9036,17636,0.50526,0.52002
2012,No migration background,Not concerned at all,0.28362,5110,17636,0.27697,0.29028
2012,Direct migration background,Very concerned,0.28961,583,1986,0.26966,0.30956
2012,Direct migration background,Somewhat concerned,0.45987,919,1986,0.43794,0.48179
2012,Direct migration background,Not concerned at all,0.25052,484,1986,0.23146,0.26959
2012,Indirect migration background,Very concerned,0.12437,117,777,0.10115,0.14759
2012,Indirect migration background,Somewhat concerned,0.42608,341,777,0.39129,0.46088
2012,Indirect migration background,Not concerned at all,0.44955,319,777,0.41454,0.48455
2013,No migration background,Very concerned,0.18489,2936,16682,0.17899,0.19078
2013,No migration background,Somewhat concerned,0.49919,8396,16682,0.49160,0.50678
2013,No migration background,Not concerned at all,0.31592,5350,16682,0.30887,0.32298
2013,Direct migration background,Very concerned,0.22306,1099,5429,0.21198,0.23413
2013,Direct migration background,Somewhat concerned,0.45120,2463,5429,0.43796,0.46444
2013,Direct migration background,Not concerned at all,0.32574,1867,5429,0.31327,0.33821
2013,Indirect migration background,Very concerned,0.11240,193,1610,0.09697,0.12783
2013,Indirect migration background,Somewhat concerned,0.37639,604,1610,0.35272,0.40006
2013,Indirect migration background,Not concerned at all,0.51121,813,1610,0.48679,0.53564
2014,No migration background,Very concerned,0.19122,3658,20047,0.18577,0.19666
2014,No migration background,Somewhat concerned,0.52543,10455,20047,0.51852,0.53235
2014,No migration background,Not concerned at all,0.28335,5934,20047,0.27711,0.28959
2014,Direct migration background,Very concerned,0.27532,1425,5252,0.26323,0.28740
2014,Direct migration background,Somewhat concerned,0.45431,2424,5252,0.44084,0.46777
2014,Direct migration background,Not concerned at all,0.27038,1403,5252,0.25836,0.28239
2014,Indirect migration background,Very concerned,0.15209,276,1693,0.13497,0.16920
2014,Indirect migration background,Somewhat concerned,0.41541,719,1693,0.39192,0.43889
2014,Indirect migration background,Not concerned at all,0.43251,698,1693,0.40890,0.45612
2015,No migration background,Very concerned,0.18697,3304,19015,0.18143,0.19252
2015,No migration background,Somewhat concerned,0.53302,10095,19015,0.52593,0.54011
2015,No migration background,Not concerned at all,0.28000,5616,19015,0.27362,0.28639
2015,Direct migration background,Very concerned,0.24923,1378,6029,0.23831,0.26015
2015,Direct migration background,Somewhat concerned,0.47013,2785,6029,0.45753,0.48273
2015,Direct migration background,Not concerned at all,0.28064,1866,6029,0.26930,0.29198
2015,Indirect migration background,Very concerned,0.15079,256,1596,0.13323,0.16836
2015,Indirect migration background,Somewhat concerned,0.44856,727,1596,0.42415,0.47297
2015,Indirect migration background,Not concerned at all,0.40065,613,1596,0.37660,0.42470
2016,No migration background,Very concerned,0.18327,3106,17714,0.17757,0.18897
2016,No migration background,Somewhat concerned,0.53134,9337,17714,0.52399,0.53869
2016,No migration background,Not concerned at all,0.28539,5271,17714,0.27874,0.29204
2016,Direct migration background,Very concerned,0.26149,1739,7966,0.25184,0.27114
2016,Direct migration background,Somewhat concerned,0.47620,3187,7966,0.46523,0.48717
2016,Direct migration background,Not concerned at all,0.26231,3040,7966,0.25265,0.27197
2016,Indirect migration background,Very concerned,0.14303,246,1473,0.12515,0.16092
2016,Indirect migration background,Somewhat concerned,0.44365,643,1473,0.41827,0.46903
2016,Indirect migration background,Not concerned at all,0.41332,584,1473,0.38816,0.43847
2017,No migration background,Very concerned,0.17856,3335,20029,0.17326,0.18386
2017,No migration background,Somewhat concerned,0.53394,10684,20029,0.52703,0.54085
2017,No migration background,Not concerned at all,0.28750,6010,20029,0.28123,0.29377
2017,Direct migration background,Very concerned,0.23074,1794,8758,0.22191,0.23956
2017,Direct migration background,Somewhat concerned,0.48785,3560,8758,0.47738,0.49832
2017,Direct migration background,Not concerned at all,0.28141,3404,8758,0.27199,0.29083
2017,Indirect migration background,Very concerned,0.11924,234,1614,0.10342,0.13505
2017,Indirect migration background,Somewhat concerned,0.46388,743,1614,0.43954,0.48821
2017,Indirect migration background,Not concerned at all,0.41689,637,1614,0.39282,0.44095
2018,No migration background,Very concerned,0.15020,2748,19366,0.14517,0.15523
2018,No migration background,Somewhat concerned,0.55153,10534,19366,0.54453,0.55854
2018,No migration background,Not concerned at all,0.29826,6084,19366,0.29182,0.30471
2018,Direct migration background,Very concerned,0.20932,1516,8153,0.20049,0.21815
2018,Direct migration background,Somewhat concerned,0.51472,3436,8153,0.50387,0.52557
2018,Direct migration background,Not concerned at all,0.27596,3201,8153,0.26626,0.28567
2018,Indirect migration background,Very concerned,0.11788,220,1613,0.10214,0.13362
2018,Indirect migration background,Somewhat concerned,0.45538,716,1613,0.43107,0.47969
2018,Indirect migration background,Not concerned at all,0.42674,677,1613,0.40260,0.45089
2019,No migration background,Very concerned,0.18231,3252,20044,0.17696,0.18765
2019,No migration background,Somewhat concerned,0.54693,11053,20044,0.54004,0.55382
2019,No migration background,Not concerned at all,0.27076,5739,20044,0.26461,0.27691
2019,Direct migration background,Very concerned,0.25024,1413,7362,0.24034,0.26013
2019,Direct migration background,Somewhat concerned,0.49571,2931,7362,0.48429,0.50713
2019,Direct migration background,Not concerned at all,0.25405,3018,7362,0.24411,0.26400
2019,Indirect migration background,Very concerned,0.15660,262,1562,0.13857,0.17463
2019,Indirect migration background,Somewhat concerned,0.47392,747,1562,0.44915,0.49869
2019,Indirect migration background,Not concerned at all,0.36948,553,1562,0.34554,0.39343
2020,No migration background,Very concerned,0.14897,2487,18461,0.14383,0.15410
2020,No migration background,Somewhat concerned,0.55343,10076,18461,0.54626,0.56060
2020,No migration background,Not concerned at all,0.29760,5898,18461,0.29101,0.30420
2020,Direct migration background,Very concerned,0.21443,1687,9296,0.20609,0.22278
2020,Direct migration background,Somewhat concerned,0.49960,3752,9296,0.48943,0.50976
2020,Direct migration background,Not concerned at all,0.28597,3857,9296,0.27678,0.29515
2020,Indirect migration background,Very concerned,0.11710,188,1527,0.10097,0.13323
2020,Indirect migration background,Somewhat concerned,0.44858,704,1527,0.42362,0.47353
2020,Indirect migration background,Not concerned at all,0.43432,635,1527,0.40945,0.45919
2021,No migration background,Very concerned,0.15792,1864,13144,0.15168,0.16415
2021,No migration background,Somewhat concerned,0.54520,7176,13144,0.53669,0.55372
2021,No migration background,Not concerned at all,0.29688,4104,13144,0.28907,0.30469
2021,Direct migration background,Very concerned,0.24909,1259,5444,0.23760,0.26058
2021,Direct migration background,Somewhat concerned,0.49959,2193,5444,0.48631,0.51287
2021,Direct migration background,Not concerned at all,0.25133,1992,5444,0.23980,0.26285
2021,Indirect migration background,Very concerned,0.14992,123,928,0.12694,0.17290
2021,Indirect migration background,Somewhat concerned,0.46480,435,928,0.43269,0.49691
2021,Indirect migration background,Not concerned at all,0.38528,370,928,0.35395,0.41661
2022,No migration background,Very concerned,0.15924,2529,18254,0.15393,0.16455
2022,No migration background,Somewhat concerned,0.53753,9849,18254,0.53029,0.54476
2022,No migration background,Not concerned at all,0.30324,5876,18254,0.29657,0.30991
2022,Direct migration background,Very concerned,0.23562,1373,6322,0.22516,0.24609
2022,Direct migration background,Somewhat concerned,0.49077,3086,6322,0.47845,0.50310
2022,Direct migration background,Not concerned at all,0.27360,1863,6322,0.26261,0.28460
2022,Indirect migration background,Very concerned,0.16000,204,1449,0.14112,0.17888
2022,Indirect migration background,Somewhat concerned,0.46116,703,1449,0.43548,0.48683
2022,Indirect migration background,Not concerned at all,0.37884,542,1449,0.35385,0.40383
