year,regtyp,sampreg,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Urban regions,West,Very concerned,0.19909,1474,7626,0.19013,0.20806
1999,Urban regions,West,Somewhat concerned,0.47240,3513,7626,0.46119,0.48360
1999,Urban regions,West,Not concerned at all,0.32851,2639,7626,0.31797,0.33905
1999,Urban regions,East,Very concerned,0.21053,227,1236,0.18780,0.23327
1999,Urban regions,East,Somewhat concerned,0.55117,685,1236,0.52343,0.57891
1999,Urban regions,East,Not concerned at all,0.23830,324,1236,0.21454,0.26206
1999,Rural regions,West,Very concerned,0.19518,390,2231,0.17873,0.21163
1999,Rural regions,West,Somewhat concerned,0.49029,1083,2231,0.46954,0.51104
1999,Rural regions,West,Not concerned at all,0.31454,758,2231,0.29526,0.33381
1999,Rural regions,East,Very concerned,0.23906,567,2543,0.22248,0.25564
1999,Rural regions,East,Somewhat concerned,0.53280,1363,2543,0.51340,0.55220
1999,Rural regions,East,Not concerned at all,0.22814,613,2543,0.21183,0.24446
2000,Urban regions,West,Very concerned,0.18136,2392,13772,0.17492,0.18779
2000,Urban regions,West,Somewhat concerned,0.46639,6351,13772,0.45805,0.47472
2000,Urban regions,West,Not concerned at all,0.35226,5029,13772,0.34428,0.36024
2000,Urban regions,East,Very concerned,0.19842,333,1843,0.18021,0.21663
2000,Urban regions,East,Somewhat concerned,0.51810,978,1843,0.49528,0.54091
2000,Urban regions,East,Not concerned at all,0.28348,532,1843,0.26290,0.30406
2000,Rural regions,West,Very concerned,0.17563,707,4341,0.16431,0.18695
2000,Rural regions,West,Somewhat concerned,0.49960,2164,4341,0.48473,0.51448
2000,Rural regions,West,Not concerned at all,0.32477,1470,4341,0.31084,0.33870
2000,Rural regions,East,Very concerned,0.21779,808,3973,0.20496,0.23063
2000,Rural regions,East,Somewhat concerned,0.51437,2060,3973,0.49882,0.52991
2000,Rural regions,East,Not concerned at all,0.26784,1105,3973,0.25407,0.28161
2001,Urban regions,West,Very concerned,0.17483,2102,12490,0.16817,0.18149
2001,Urban regions,West,Somewhat concerned,0.47867,5872,12490,0.46991,0.48743
2001,Urban regions,West,Not concerned at all,0.34651,4516,12490,0.33816,0.35485
2001,Urban regions,East,Very concerned,0.20313,313,1737,0.18421,0.22206
2001,Urban regions,East,Somewhat concerned,0.54180,962,1737,0.51836,0.56524
2001,Urban regions,East,Not concerned at all,0.25506,462,1737,0.23456,0.27557
2001,Rural regions,West,Very concerned,0.17779,655,3864,0.16573,0.18985
2001,Rural regions,West,Somewhat concerned,0.50434,1911,3864,0.48857,0.52010
2001,Rural regions,West,Not concerned at all,0.31788,1298,3864,0.30319,0.33256
2001,Rural regions,East,Very concerned,0.22546,749,3667,0.21193,0.23899
2001,Rural regions,East,Somewhat concerned,0.52616,1961,3667,0.51000,0.54232
2001,Rural regions,East,Not concerned at all,0.24838,957,3667,0.23439,0.26237
2002,Urban regions,West,Very concerned,0.17596,2068,13457,0.16952,0.18239
2002,Urban regions,West,Somewhat concerned,0.47604,6283,13457,0.46760,0.48448
2002,Urban regions,West,Not concerned at all,0.34800,5106,13457,0.33995,0.35605
2002,Urban regions,East,Very concerned,0.18254,287,1763,0.16451,0.20058
2002,Urban regions,East,Somewhat concerned,0.54134,969,1763,0.51807,0.56460
2002,Urban regions,East,Not concerned at all,0.27612,507,1763,0.25525,0.29700
2002,Rural regions,West,Very concerned,0.17597,628,4046,0.16424,0.18771
2002,Rural regions,West,Somewhat concerned,0.50364,2010,4046,0.48824,0.51905
2002,Rural regions,West,Not concerned at all,0.32038,1408,4046,0.30600,0.33476
2002,Rural regions,East,Very concerned,0.22747,721,3636,0.21384,0.24110
2002,Rural regions,East,Somewhat concerned,0.50217,1877,3636,0.48592,0.51843
2002,Rural regions,East,Not concerned at all,0.27035,1038,3636,0.25591,0.28479
2003,Urban regions,West,Very concerned,0.17202,1956,12931,0.16552,0.17853
2003,Urban regions,West,Somewhat concerned,0.47695,6038,12931,0.46835,0.48556
2003,Urban regions,West,Not concerned at all,0.35102,4937,12931,0.34280,0.35925
2003,Urban regions,East,Very concerned,0.18937,284,1761,0.17106,0.20767
2003,Urban regions,East,Somewhat concerned,0.52672,965,1761,0.50339,0.55005
2003,Urban regions,East,Not concerned at all,0.28391,512,1761,0.26285,0.30498
