year,age_gr,regtyp,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,Urban regions,Very concerned,0.11911,237,1923,0.10463,0.13360
1999,17-29 y.,Urban regions,Somewhat concerned,0.34339,692,1923,0.32217,0.36462
1999,17-29 y.,Urban regions,Not concerned at all,0.53749,994,1923,0.51520,0.55978
1999,17-29 y.,Rural regions,Very concerned,0.09715,114,1043,0.07917,0.11514
1999,17-29 y.,Rural regions,Somewhat concerned,0.41922,424,1043,0.38926,0.44918
1999,17-29 y.,Rural regions,Not concerned at all,0.48362,505,1043,0.45328,0.51397
1999,30-45 y.,Urban regions,Very concerned,0.10415,354,3092,0.09338,0.11491
1999,30-45 y.,Urban regions,Somewhat concerned,0.47965,1470,3092,0.46204,0.49726
1999,30-45 y.,Urban regions,Not concerned at all,0.41620,1268,3092,0.39882,0.43358
1999,30-45 y.,Rural regions,Very concerned,0.11809,192,1612,0.10233,0.13385
1999,30-45 y.,Rural regions,Somewhat concerned,0.51769,876,1612,0.49329,0.54209
1999,30-45 y.,Rural regions,Not concerned at all,0.36422,544,1612,0.34072,0.38772
1999,46-65 y.,Urban regions,Very concerned,0.23670,673,2666,0.22056,0.25284
1999,46-65 y.,Urban regions,Somewhat concerned,0.53731,1432,2666,0.51838,0.55624
1999,46-65 y.,Urban regions,Not concerned at all,0.22599,561,2666,0.21011,0.24187
1999,46-65 y.,Rural regions,Very concerned,0.23995,391,1509,0.21839,0.26150
1999,46-65 y.,Rural regions,Somewhat concerned,0.55471,848,1509,0.52963,0.57980
1999,46-65 y.,Rural regions,Not concerned at all,0.20534,270,1509,0.18495,0.22573
1999,66 and older,Urban regions,Very concerned,0.36531,437,1181,0.33784,0.39278
1999,66 and older,Urban regions,Somewhat concerned,0.50910,604,1181,0.48058,0.53762
1999,66 and older,Urban regions,Not concerned at all,0.12559,140,1181,0.10668,0.14450
1999,66 and older,Rural regions,Very concerned,0.41517,260,610,0.37603,0.45430
1999,66 and older,Rural regions,Somewhat concerned,0.49137,298,610,0.45167,0.53108
1999,66 and older,Rural regions,Not concerned at all,0.09346,52,610,0.07034,0.11658
2000,17-29 y.,Urban regions,Very concerned,0.09603,281,2894,0.08529,0.10676
2000,17-29 y.,Urban regions,Somewhat concerned,0.34418,1026,2894,0.32686,0.36149
2000,17-29 y.,Urban regions,Not concerned at all,0.55980,1587,2894,0.54171,0.57789
2000,17-29 y.,Rural regions,Very concerned,0.10359,168,1648,0.08887,0.11831
2000,17-29 y.,Rural regions,Somewhat concerned,0.37361,617,1648,0.35025,0.39698
2000,17-29 y.,Rural regions,Not concerned at all,0.52280,863,1648,0.49867,0.54692
2000,30-45 y.,Urban regions,Very concerned,0.11238,595,5350,0.10392,0.12085
2000,30-45 y.,Urban regions,Somewhat concerned,0.45719,2462,5350,0.44384,0.47054
2000,30-45 y.,Urban regions,Not concerned at all,0.43042,2293,5350,0.41715,0.44369
2000,30-45 y.,Rural regions,Very concerned,0.11680,316,2758,0.10481,0.12879
2000,30-45 y.,Rural regions,Somewhat concerned,0.53044,1488,2758,0.51181,0.54907
2000,30-45 y.,Rural regions,Not concerned at all,0.35276,954,2758,0.33492,0.37060
2000,46-65 y.,Urban regions,Very concerned,0.21108,1095,5045,0.19982,0.22235
2000,46-65 y.,Urban regions,Somewhat concerned,0.52274,2639,5045,0.50896,0.53653
2000,46-65 y.,Urban regions,Not concerned at all,0.26617,1311,5045,0.25398,0.27837
2000,46-65 y.,Rural regions,Very concerned,0.22656,618,2665,0.21066,0.24245
2000,46-65 y.,Rural regions,Somewhat concerned,0.54258,1470,2665,0.52367,0.56150
2000,46-65 y.,Rural regions,Not concerned at all,0.23086,577,2665,0.21486,0.24686
2000,66 and older,Urban regions,Very concerned,0.32298,754,2326,0.30397,0.34199
2000,66 and older,Urban regions,Somewhat concerned,0.51692,1202,2326,0.49661,0.53723
2000,66 and older,Urban regions,Not concerned at all,0.16010,370,2326,0.14519,0.17501
2000,66 and older,Rural regions,Very concerned,0.33100,413,1243,0.30482,0.35717
2000,66 and older,Rural regions,Somewhat concerned,0.52887,649,1243,0.50111,0.55663
2000,66 and older,Rural regions,Not concerned at all,0.14014,181,1243,0.12083,0.15944
2001,17-29 y.,Urban regions,Very concerned,0.09462,247,2606,0.08338,0.10586
2001,17-29 y.,Urban regions,Somewhat concerned,0.35769,923,2606,0.33928,0.37609
2001,17-29 y.,Urban regions,Not concerned at all,0.54770,1436,2606,0.52858,0.56681
2001,17-29 y.,Rural regions,Very concerned,0.10632,142,1466,0.09054,0.12211
2001,17-29 y.,Rural regions,Somewhat concerned,0.40968,616,1466,0.38450,0.43486
2001,17-29 y.,Rural regions,Not concerned at all,0.48399,708,1466,0.45840,0.50959
2001,30-45 y.,Urban regions,Very concerned,0.10795,518,4834,0.09920,0.11670
2001,30-45 y.,Urban regions,Somewhat concerned,0.47304,2306,4834,0.45896,0.48712
2001,30-45 y.,Urban regions,Not concerned at all,0.41901,2010,4834,0.40510,0.43292
2001,30-45 y.,Rural regions,Very concerned,0.12414,306,2447,0.11107,0.13721
2001,30-45 y.,Rural regions,Somewhat concerned,0.50811,1268,2447,0.48830,0.52792
2001,30-45 y.,Rural regions,Not concerned at all,0.36775,873,2447,0.34864,0.38686
2001,46-65 y.,Urban regions,Very concerned,0.20005,952,4594,0.18848,0.21162
2001,46-65 y.,Urban regions,Somewhat concerned,0.53838,2458,4594,0.52396,0.55279
2001,46-65 y.,Urban regions,Not concerned at all,0.26157,1184,4594,0.24886,0.27428
2001,46-65 y.,Rural regions,Very concerned,0.21947,553,2446,0.20306,0.23587
2001,46-65 y.,Rural regions,Somewhat concerned,0.57078,1393,2446,0.55116,0.59040
2001,46-65 y.,Rural regions,Not concerned at all,0.20975,500,2446,0.19361,0.22589
2001,66 and older,Urban regions,Very concerned,0.31739,698,2193,0.29790,0.33687
2001,66 and older,Urban regions,Somewhat concerned,0.51833,1147,2193,0.49741,0.53925
2001,66 and older,Urban regions,Not concerned at all,0.16428,348,2193,0.14877,0.17980
2001,66 and older,Rural regions,Very concerned,0.33976,403,1172,0.31263,0.36689
2001,66 and older,Rural regions,Somewhat concerned,0.51667,595,1172,0.48805,0.54529
2001,66 and older,Rural regions,Not concerned at all,0.14357,174,1172,0.12348,0.16365
2002,17-29 y.,Urban regions,Very concerned,0.08143,205,2646,0.07101,0.09185
2002,17-29 y.,Urban regions,Somewhat concerned,0.36074,919,2646,0.34244,0.37904
2002,17-29 y.,Urban regions,Not concerned at all,0.55783,1522,2646,0.53890,0.57675
2002,17-29 y.,Rural regions,Very concerned,0.10239,127,1465,0.08686,0.11792
2002,17-29 y.,Rural regions,Somewhat concerned,0.34697,535,1465,0.32259,0.37136
2002,17-29 y.,Rural regions,Not concerned at all,0.55063,803,1465,0.52515,0.57611
2002,30-45 y.,Urban regions,Very concerned,0.10134,481,4995,0.09297,0.10971
2002,30-45 y.,Urban regions,Somewhat concerned,0.46294,2310,4995,0.44911,0.47677
2002,30-45 y.,Urban regions,Not concerned at all,0.43572,2204,4995,0.42197,0.44947
2002,30-45 y.,Rural regions,Very concerned,0.12392,275,2408,0.11076,0.13708
2002,30-45 y.,Rural regions,Somewhat concerned,0.51812,1253,2408,0.49816,0.53808
2002,30-45 y.,Rural regions,Not concerned at all,0.35796,880,2408,0.33881,0.37711
2002,46-65 y.,Urban regions,Very concerned,0.19970,930,5232,0.18887,0.21053
2002,46-65 y.,Urban regions,Somewhat concerned,0.53866,2798,5232,0.52515,0.55217
2002,46-65 y.,Urban regions,Not concerned at all,0.26164,1504,5232,0.24973,0.27355
2002,46-65 y.,Rural regions,Very concerned,0.22582,538,2587,0.20970,0.24193
2002,46-65 y.,Rural regions,Somewhat concerned,0.55081,1453,2587,0.53164,0.56999
2002,46-65 y.,Rural regions,Not concerned at all,0.22337,596,2587,0.20732,0.23942
2002,66 and older,Urban regions,Very concerned,0.32411,739,2347,0.30517,0.34305
2002,66 and older,Urban regions,Somewhat concerned,0.51439,1225,2347,0.49417,0.53462
2002,66 and older,Urban regions,Not concerned at all,0.16150,383,2347,0.14661,0.17639
2002,66 and older,Rural regions,Very concerned,0.33290,409,1222,0.30647,0.35934
2002,66 and older,Rural regions,Somewhat concerned,0.53583,646,1222,0.50786,0.56380
2002,66 and older,Rural regions,Not concerned at all,0.13127,167,1222,0.11232,0.15021
2003,17-29 y.,Urban regions,Very concerned,0.09202,220,2607,0.08092,0.10312
2003,17-29 y.,Urban regions,Somewhat concerned,0.33735,892,2607,0.31920,0.35551
2003,17-29 y.,Urban regions,Not concerned at all,0.57063,1495,2607,0.55162,0.58963
2003,17-29 y.,Rural regions,Very concerned,0.07398,101,1380,0.06016,0.08779
2003,17-29 y.,Rural regions,Somewhat concerned,0.40783,578,1380,0.38189,0.43376
2003,17-29 y.,Rural regions,Not concerned at all,0.51820,701,1380,0.49182,0.54457
2003,30-45 y.,Urban regions,Very concerned,0.10487,455,4665,0.09608,0.11366
2003,30-45 y.,Urban regions,Somewhat concerned,0.46469,2144,4665,0.45038,0.47901
2003,30-45 y.,Urban regions,Not concerned at all,0.43044,2066,4665,0.41623,0.44465
2003,30-45 y.,Rural regions,Very concerned,0.10931,230,2241,0.09639,0.12224
2003,30-45 y.,Rural regions,Somewhat concerned,0.53913,1221,2241,0.51848,0.55977
2003,30-45 y.,Rural regions,Not concerned at all,0.35156,790,2241,0.33179,0.37133
2003,46-65 y.,Urban regions,Very concerned,0.19605,848,5032,0.18508,0.20702
2003,46-65 y.,Urban regions,Somewhat concerned,0.53172,2673,5032,0.51793,0.54551
2003,46-65 y.,Urban regions,Not concerned at all,0.27223,1511,5032,0.25993,0.28453
2003,46-65 y.,Rural regions,Very concerned,0.21208,481,2505,0.19607,0.22809
