"plh0035","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1999","(Fach-)Abitur","Ostdeutschland","97","0.466640839580974","0.395889827126862","0.537391852035086"
"Einige Sorgen","1999","(Fach-)Abitur","Westdeutschland","419","0.445788290032402","0.414063816649679","0.477512763415126"
"Einige Sorgen","1999","(noch) kein Abschluss","Ostdeutschland","45","0.374010875872153","0.289186906012496","0.458834845731809"
"Einige Sorgen","1999","(noch) kein Abschluss","Westdeutschland","243","","",""
"Einige Sorgen","1999","AkademikerIn","Ostdeutschland","526","0.611608787283164","0.578977873477562","0.644239701088767"
"Einige Sorgen","1999","AkademikerIn","Westdeutschland","553","0.519182795802731","0.489630102496058","0.548735489109404"
"Einige Sorgen","1999","Hauptschule","Ostdeutschland","583","0.513887851835497","0.485025995253696","0.542749708417298"
"Einige Sorgen","1999","Hauptschule","Westdeutschland","2321","","",""
"Einige Sorgen","1999","Realschule","Ostdeutschland","775","0.549311816395962","0.523201715881003","0.575421916910922"
"Einige Sorgen","1999","Realschule","Westdeutschland","939","0.476063513335968","0.45407086024876","0.498056166423176"
"Grosse Sorgen","1999","(Fach-)Abitur","Ostdeutschland","19","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","Westdeutschland","100","","",""
"Grosse Sorgen","1999","(noch) kein Abschluss","Ostdeutschland","16","","",""
"Grosse Sorgen","1999","(noch) kein Abschluss","Westdeutschland","195","","",""
"Grosse Sorgen","1999","AkademikerIn","Ostdeutschland","120","","",""
"Grosse Sorgen","1999","AkademikerIn","Westdeutschland","90","0.0870542007289983","0.0703792605515766","0.10372914090642"
"Grosse Sorgen","1999","Hauptschule","Ostdeutschland","424","0.375484089051918","0.347520727716219","0.403447450387616"
"Grosse Sorgen","1999","Hauptschule","Westdeutschland","1208","","",""
"Grosse Sorgen","1999","Realschule","Ostdeutschland","206","","",""
"Grosse Sorgen","1999","Realschule","Westdeutschland","214","","",""
"Keine Sorgen","1999","(Fach-)Abitur","Ostdeutschland","75","0.400814559031028","0.331314723364005","0.470314394698052"
"Keine Sorgen","1999","(Fach-)Abitur","Westdeutschland","424","0.453542221653368","0.421767671389846","0.485316771916891"
"Keine Sorgen","1999","(noch) kein Abschluss","Ostdeutschland","64","0.52150745205706","0.433936326237223","0.609078577876897"
"Keine Sorgen","1999","(noch) kein Abschluss","Westdeutschland","219","","",""
"Keine Sorgen","1999","AkademikerIn","Ostdeutschland","211","","",""
"Keine Sorgen","1999","AkademikerIn","Westdeutschland","455","0.393763003468271","0.364863818571893","0.422662188364648"
"Keine Sorgen","1999","Hauptschule","Ostdeutschland","145","","",""
"Keine Sorgen","1999","Hauptschule","Westdeutschland","1329","","",""
"Keine Sorgen","1999","Realschule","Ostdeutschland","414","0.300026538798254","0.275978392218497","0.324074685378011"
"Keine Sorgen","1999","Realschule","Westdeutschland","828","0.39803344235206","0.376478254261968","0.419588630442153"
"Einige Sorgen","2000","(Fach-)Abitur","Ostdeutschland","157","","",""
