year,migback,sampreg,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,West,Very concerned,0.18513,1167,7189,0.17615,0.19410
1999,No migration background,West,Somewhat concerned,0.48438,3481,7189,0.47283,0.49594
1999,No migration background,West,Not concerned at all,0.33049,2541,7189,0.31962,0.34136
1999,No migration background,East,Very concerned,0.22416,749,3650,0.21063,0.23769
1999,No migration background,East,Somewhat concerned,0.54071,1988,3650,0.52454,0.55688
1999,No migration background,East,Not concerned at all,0.23513,913,3650,0.22137,0.24889
1999,Direct migration background,West,Very concerned,0.27314,600,2087,0.25402,0.29226
1999,Direct migration background,West,Somewhat concerned,0.46489,925,2087,0.44349,0.48629
1999,Direct migration background,West,Not concerned at all,0.26197,562,2087,0.24310,0.28084
1999,Direct migration background,East,Very concerned,0.36503,40,94,0.26718,0.46288
1999,Direct migration background,East,Somewhat concerned,0.52279,54,94,0.42128,0.62431
1999,Indirect migration background,West,Very concerned,0.17302,97,581,0.14223,0.20380
1999,Indirect migration background,West,Somewhat concerned,0.33951,190,581,0.30097,0.37804
1999,Indirect migration background,West,Not concerned at all,0.48748,294,581,0.44680,0.52816
2000,No migration background,West,Very concerned,0.17432,2310,14207,0.16808,0.18056
2000,No migration background,West,Somewhat concerned,0.48157,6789,14207,0.47336,0.48979
2000,No migration background,West,Not concerned at all,0.34411,5108,14207,0.33629,0.35192
2000,No migration background,East,Very concerned,0.20913,1092,5642,0.19852,0.21974
2000,No migration background,East,Somewhat concerned,0.51578,2954,5642,0.50274,0.52882
2000,No migration background,East,Not concerned at all,0.27509,1596,5642,0.26344,0.28674
2000,Direct migration background,West,Very concerned,0.22196,697,3122,0.20738,0.23654
2000,Direct migration background,West,Somewhat concerned,0.45769,1447,3122,0.44021,0.47517
2000,Direct migration background,West,Not concerned at all,0.32036,978,3122,0.30398,0.33673
2000,Direct migration background,East,Very concerned,0.29247,42,120,0.21073,0.37420
2000,Direct migration background,East,Somewhat concerned,0.52489,78,120,0.43516,0.61461
2000,Indirect migration background,West,Very concerned,0.12770,92,784,0.10432,0.15108
2000,Indirect migration background,West,Somewhat concerned,0.36162,279,784,0.32796,0.39527
2000,Indirect migration background,West,Not concerned at all,0.51068,413,784,0.47567,0.54569
2001,No migration background,West,Very concerned,0.16705,2027,12853,0.16060,0.17350
2001,No migration background,West,Somewhat concerned,0.49228,6222,12853,0.48363,0.50092
2001,No migration background,West,Not concerned at all,0.34067,4604,12853,0.33248,0.34886
2001,No migration background,East,Very concerned,0.21456,1012,5259,0.20347,0.22566
2001,No migration background,East,Somewhat concerned,0.53193,2852,5259,0.51845,0.54542
2001,No migration background,East,Not concerned at all,0.25350,1395,5259,0.24175,0.26526
2001,Direct migration background,West,Very concerned,0.23586,651,2771,0.22005,0.25167
2001,Direct migration background,West,Somewhat concerned,0.45660,1282,2771,0.43805,0.47515
2001,Direct migration background,West,Not concerned at all,0.30754,838,2771,0.29036,0.32473
2001,Direct migration background,East,Very concerned,0.34463,44,105,0.25329,0.43597
2001,Direct migration background,East,Somewhat concerned,0.51891,61,105,0.42288,0.61494
2001,Indirect migration background,West,Very concerned,0.11371,79,730,0.09067,0.13676
2001,Indirect migration background,West,Somewhat concerned,0.42127,279,730,0.38542,0.45711
2001,Indirect migration background,West,Not concerned at all,0.46502,372,730,0.42881,0.50123
2002,No migration background,West,Very concerned,0.16856,1993,14098,0.16238,0.17474
2002,No migration background,West,Somewhat concerned,0.48351,6757,14098,0.47526,0.49176
2002,No migration background,West,Not concerned at all,0.34793,5348,14098,0.34007,0.35579
2002,No migration background,East,Very concerned,0.20895,964,5262,0.19796,0.21993
2002,No migration background,East,Somewhat concerned,0.51688,2781,5262,0.50338,0.53039
2002,No migration background,East,Not concerned at all,0.27417,1517,5262,0.26211,0.28622
2002,Direct migration background,West,Very concerned,0.23233,630,2666,0.21629,0.24836
2002,Direct migration background,West,Somewhat concerned,0.48837,1260,2666,0.46939,0.50735
2002,Direct migration background,West,Not concerned at all,0.27930,776,2666,0.26227,0.29633
2002,Direct migration background,East,Very concerned,0.34473,38,93,0.24761,0.44185
2002,Direct migration background,East,Somewhat concerned,0.45353,55,93,0.35180,0.55526
2002,Indirect migration background,West,Very concerned,0.09952,73,739,0.07792,0.12112
2002,Indirect migration background,West,Somewhat concerned,0.43252,276,739,0.39677,0.46826
2002,Indirect migration background,West,Not concerned at all,0.46796,390,739,0.43196,0.50396
2003,No migration background,West,Very concerned,0.15584,1797,13497,0.14972,0.16196
2003,No migration background,West,Somewhat concerned,0.49714,6617,13497,0.48870,0.50557
2003,No migration background,West,Not concerned at all,0.34702,5083,13497,0.33899,0.35505
2003,No migration background,East,Very concerned,0.20718,916,5191,0.19615,0.21820
2003,No migration background,East,Somewhat concerned,0.52999,2836,5191,0.51642,0.54357
2003,No migration background,East,Not concerned at all,0.26283,1439,5191,0.25085,0.27480
2003,Direct migration background,West,Very concerned,0.24663,613,2494,0.22971,0.26355
2003,Direct migration background,West,Somewhat concerned,0.44858,1098,2494,0.42906,0.46810
2003,Direct migration background,West,Not concerned at all,0.30479,783,2494,0.28672,0.32286
2003,Direct migration background,East,Somewhat concerned,0.57918,63,63,0.45629,0.70206
2003,Indirect migration background,West,Very concerned,0.12932,84,741,0.10514,0.15350
2003,Indirect migration background,West,Somewhat concerned,0.38584,287,741,0.35076,0.42091
2003,Indirect migration background,West,Not concerned at all,0.48484,370,741,0.44883,0.52085
2004,No migration background,West,Very concerned,0.18859,2058,13126,0.18189,0.19528
2004,No migration background,West,Somewhat concerned,0.50577,6597,13126,0.49722,0.51432
2004,No migration background,West,Not concerned at all,0.30564,4471,13126,0.29776,0.31353
2004,No migration background,East,Very concerned,0.25313,1096,5070,0.24116,0.26510
2004,No migration background,East,Somewhat concerned,0.52140,2760,5070,0.50765,0.53515
2004,No migration background,East,Not concerned at all,0.22548,1214,5070,0.21397,0.23698
2004,Direct migration background,West,Very concerned,0.27490,636,2410,0.25707,0.29273
2004,Direct migration background,West,Somewhat concerned,0.45367,1097,2410,0.43379,0.47355
2004,Direct migration background,West,Not concerned at all,0.27143,677,2410,0.25368,0.28919
2004,Direct migration background,East,Very concerned,0.33449,33,85,0.23360,0.43539
2004,Direct migration background,East,Somewhat concerned,0.51944,52,85,0.41259,0.62628
2004,Indirect migration background,West,Very concerned,0.12831,104,754,0.10442,0.15220
2004,Indirect migration background,West,Somewhat concerned,0.41609,295,754,0.38089,0.45130
2004,Indirect migration background,West,Not concerned at all,0.45560,355,754,0.42003,0.49117
2005,No migration background,West,Very concerned,0.17874,1941,12542,0.17204,0.18545
2005,No migration background,West,Somewhat concerned,0.51246,6392,12542,0.50372,0.52121
2005,No migration background,West,Not concerned at all,0.30879,4209,12542,0.30071,0.31688
2005,No migration background,East,Very concerned,0.23609,991,4883,0.22418,0.24801
2005,No migration background,East,Somewhat concerned,0.53553,2704,4883,0.52154,0.54952
2005,No migration background,East,Not concerned at all,0.22837,1188,4883,0.21660,0.24015
2005,Direct migration background,West,Very concerned,0.26937,603,2261,0.25108,0.28766
2005,Direct migration background,West,Somewhat concerned,0.48112,1065,2261,0.46052,0.50172
2005,Direct migration background,West,Not concerned at all,0.24952,593,2261,0.23168,0.26736
2005,Direct migration background,East,Very concerned,0.38915,37,80,0.28163,0.49666
2005,Direct migration background,East,Somewhat concerned,0.43649,43,80,0.32713,0.54586
2005,Indirect migration background,West,Very concerned,0.13642,87,783,0.11236,0.16048
2005,Indirect migration background,West,Somewhat concerned,0.43192,311,783,0.39720,0.46664
2005,Indirect migration background,West,Not concerned at all,0.43166,385,783,0.39695,0.46638
2006,No migration background,West,Very concerned,0.18444,2195,13564,0.17791,0.19097
2006,No migration background,West,Somewhat concerned,0.49935,6876,13564,0.49093,0.50776
2006,No migration background,West,Not concerned at all,0.31621,4493,13564,0.30839,0.32404
2006,No migration background,East,Very concerned,0.23533,1042,5106,0.22369,0.24697
2006,No migration background,East,Somewhat concerned,0.51720,2773,5106,0.50350,0.53091
2006,No migration background,East,Not concerned at all,0.24747,1291,5106,0.23563,0.25930
2006,Direct migration background,West,Very concerned,0.28840,636,2254,0.26969,0.30711
2006,Direct migration background,West,Somewhat concerned,0.44110,1010,2254,0.42060,0.46161
2006,Direct migration background,West,Not concerned at all,0.27050,608,2254,0.25215,0.28884
2006,Direct migration background,East,Very concerned,0.25509,32,83,0.16074,0.34944
2006,Direct migration background,East,Somewhat concerned,0.46377,51,83,0.35583,0.57171
2006,Indirect migration background,West,Very concerned,0.12986,98,764,0.10600,0.15371
2006,Indirect migration background,West,Somewhat concerned,0.43214,310,764,0.39699,0.46729
2006,Indirect migration background,West,Not concerned at all,0.43801,356,764,0.40280,0.47321
2007,No migration background,West,Very concerned,0.17547,2069,12655,0.16885,0.18210
2007,No migration background,West,Somewhat concerned,0.51517,6425,12655,0.50647,0.52388
2007,No migration background,West,Not concerned at all,0.30935,4161,12655,0.30130,0.31741
2007,No migration background,East,Very concerned,0.22036,968,4853,0.20869,0.23202
2007,No migration background,East,Somewhat concerned,0.54350,2725,4853,0.52949,0.55752
2007,No migration background,East,Not concerned at all,0.23614,1160,4853,0.22419,0.24809
2007,Direct migration background,West,Very concerned,0.27101,534,2011,0.25158,0.29044
2007,Direct migration background,West,Somewhat concerned,0.45966,931,2011,0.43788,0.48145
2007,Direct migration background,West,Not concerned at all,0.26933,546,2011,0.24993,0.28872
2007,Direct migration background,East,Somewhat concerned,0.52833,45,45,0.38083,0.67583
2007,Indirect migration background,West,Very concerned,0.11784,91,733,0.09448,0.14119
2007,Indirect migration background,West,Somewhat concerned,0.44486,309,733,0.40886,0.48086
2007,Indirect migration background,West,Not concerned at all,0.43730,333,733,0.40137,0.47324
2008,No migration background,West,Very concerned,0.17364,1887,11945,0.16685,0.18044
2008,No migration background,West,Somewhat concerned,0.50591,6026,11945,0.49694,0.51488
2008,No migration background,West,Not concerned at all,0.32045,4032,11945,0.31208,0.32882
2008,No migration background,East,Very concerned,0.22123,942,4637,0.20928,0.23318
2008,No migration background,East,Somewhat concerned,0.52680,2514,4637,0.51243,0.54118
2008,No migration background,East,Not concerned at all,0.25197,1181,4637,0.23947,0.26446
2008,Direct migration background,West,Very concerned,0.27745,488,1819,0.25687,0.29803
2008,Direct migration background,West,Somewhat concerned,0.46216,856,1819,0.43924,0.48508
2008,Direct migration background,West,Not concerned at all,0.26039,475,1819,0.24021,0.28056
2008,Direct migration background,East,Somewhat concerned,0.53709,44,44,0.38805,0.68613
2008,Indirect migration background,West,Very concerned,0.10547,82,721,0.08303,0.12790
2008,Indirect migration background,West,Somewhat concerned,0.42653,305,721,0.39040,0.46266
2008,Indirect migration background,West,Not concerned at all,0.46800,334,721,0.43156,0.50445
2009,No migration background,West,Very concerned,0.17051,1816,11180,0.16354,0.17748
2009,No migration background,West,Somewhat concerned,0.53824,5865,11180,0.52900,0.54749
2009,No migration background,West,Not concerned at all,0.29124,3499,11180,0.28282,0.29967
2009,No migration background,East,Very concerned,0.22606,930,4415,0.21372,0.23839
2009,No migration background,East,Somewhat concerned,0.53588,2441,4415,0.52117,0.55059
2009,No migration background,East,Not concerned at all,0.23807,1044,4415,0.22550,0.25063
2009,Direct migration background,West,Very concerned,0.28382,419,1581,0.26159,0.30605
2009,Direct migration background,West,Somewhat concerned,0.47052,762,1581,0.44591,0.49513
2009,Direct migration background,West,Not concerned at all,0.24566,400,1581,0.22443,0.26689
2009,Direct migration background,East,Somewhat concerned,0.54394,42,42,0.39148,0.69640
2009,Indirect migration background,West,Very concerned,0.11798,87,663,0.09341,0.14256
2009,Indirect migration background,West,Somewhat concerned,0.44865,295,663,0.41077,0.48654
2009,Indirect migration background,West,Not concerned at all,0.43336,281,663,0.39561,0.47111
2010,No migration background,West,Very concerned,0.19596,2470,14580,0.18952,0.20240
2010,No migration background,West,Somewhat concerned,0.52029,7275,14580,0.51218,0.52840
2010,No migration background,West,Not concerned at all,0.28375,4835,14580,0.27643,0.29107
2010,No migration background,East,Very concerned,0.25612,1159,5248,0.24431,0.26793
2010,No migration background,East,Somewhat concerned,0.51587,2733,5248,0.50235,0.52939
2010,No migration background,East,Not concerned at all,0.22800,1356,5248,0.21665,0.23936
2010,Direct migration background,West,Very concerned,0.29186,725,2832,0.27512,0.30861
2010,Direct migration background,West,Somewhat concerned,0.44772,1280,2832,0.42940,0.46603
2010,Direct migration background,West,Not concerned at all,0.26042,827,2832,0.24426,0.27659
2010,Direct migration background,East,Very concerned,0.35475,40,105,0.26280,0.44670
2010,Direct migration background,East,Somewhat concerned,0.50303,65,105,0.40694,0.59913
2010,Indirect migration background,West,Very concerned,0.17123,173,1016,0.14806,0.19441
2010,Indirect migration background,West,Somewhat concerned,0.38801,414,1016,0.35803,0.41799
2010,Indirect migration background,West,Not concerned at all,0.44075,429,1016,0.41021,0.47130
2010,Indirect migration background,East,Somewhat concerned,0.47021,32,32,0.29451,0.64591
2011,No migration background,West,Very concerned,0.19616,2421,13022,0.18934,0.20298
2011,No migration background,West,Somewhat concerned,0.50362,6569,13022,0.49503,0.51220
2011,No migration background,West,Not concerned at all,0.30022,4032,13022,0.29235,0.30810
2011,No migration background,East,Very concerned,0.26276,1155,4707,0.25019,0.27534
2011,No migration background,East,Somewhat concerned,0.52087,2498,4707,0.50660,0.53515
2011,No migration background,East,Not concerned at all,0.21637,1054,4707,0.20460,0.22813
2011,Direct migration background,West,Very concerned,0.28268,530,1889,0.26237,0.30299
2011,Direct migration background,West,Somewhat concerned,0.46829,878,1889,0.44578,0.49080
2011,Direct migration background,West,Not concerned at all,0.24904,481,1889,0.22953,0.26854
2011,Direct migration background,East,Very concerned,0.37170,32,79,0.26446,0.47895
2011,Direct migration background,East,Somewhat concerned,0.49891,47,79,0.38795,0.60987
2011,Indirect migration background,West,Very concerned,0.13471,116,749,0.11025,0.15918
2011,Indirect migration background,West,Somewhat concerned,0.41023,311,749,0.37498,0.44548
2011,Indirect migration background,West,Not concerned at all,0.45506,322,749,0.41937,0.49074
2012,No migration background,West,Very concerned,0.18843,2341,12961,0.18170,0.19516
2012,No migration background,West,Somewhat concerned,0.50725,6522,12961,0.49865,0.51586
2012,No migration background,West,Not concerned at all,0.30431,4098,12961,0.29639,0.31224
2012,No migration background,East,Very concerned,0.26124,1149,4675,0.24865,0.27384
2012,No migration background,East,Somewhat concerned,0.53288,2514,4675,0.51858,0.54719
2012,No migration background,East,Not concerned at all,0.20587,1012,4675,0.19428,0.21747
2012,Direct migration background,West,Very concerned,0.28791,544,1877,0.26742,0.30840
2012,Direct migration background,West,Somewhat concerned,0.45979,870,1877,0.43723,0.48234
2012,Direct migration background,West,Not concerned at all,0.25230,463,1877,0.23265,0.27196
2012,Direct migration background,East,Very concerned,0.33946,39,88,0.23996,0.43896
2012,Direct migration background,East,Somewhat concerned,0.46216,49,88,0.35740,0.56693
2012,Indirect migration background,West,Very concerned,0.11925,109,735,0.09580,0.14269
2012,Indirect migration background,West,Somewhat concerned,0.42262,320,735,0.38688,0.45835
2012,Indirect migration background,West,Not concerned at all,0.45814,306,735,0.42209,0.49418
2013,No migration background,West,Very concerned,0.17095,1982,12320,0.16430,0.17760
2013,No migration background,West,Somewhat concerned,0.49430,6065,12320,0.48547,0.50313
2013,No migration background,West,Not concerned at all,0.33475,4273,12320,0.32642,0.34309
