year,age_gr,migback,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,No migration background,Very concerned,0.09498,212,2120,0.08250,0.10746
1999,17-29 y.,No migration background,Somewhat concerned,0.37786,842,2120,0.35722,0.39851
1999,17-29 y.,No migration background,Not concerned at all,0.52716,1066,2120,0.50590,0.54842
1999,17-29 y.,Direct migration background,Very concerned,0.15551,65,367,0.11838,0.19263
1999,17-29 y.,Direct migration background,Somewhat concerned,0.37437,134,367,0.32479,0.42395
1999,17-29 y.,Direct migration background,Not concerned at all,0.47012,168,367,0.41899,0.52126
1999,17-29 y.,Indirect migration background,Very concerned,0.17804,74,479,0.14374,0.21233
1999,17-29 y.,Indirect migration background,Somewhat concerned,0.29118,140,479,0.25045,0.33191
1999,17-29 y.,Indirect migration background,Not concerned at all,0.53078,265,479,0.48604,0.57552
1999,30-45 y.,No migration background,Very concerned,0.09471,374,3868,0.08549,0.10394
1999,30-45 y.,No migration background,Somewhat concerned,0.49352,1972,3868,0.47776,0.50928
1999,30-45 y.,No migration background,Not concerned at all,0.41176,1522,3868,0.39625,0.42728
1999,30-45 y.,Direct migration background,Very concerned,0.19828,153,737,0.16948,0.22709
1999,30-45 y.,Direct migration background,Somewhat concerned,0.48454,329,737,0.44844,0.52065
1999,30-45 y.,Direct migration background,Not concerned at all,0.31717,255,737,0.28355,0.35080
1999,30-45 y.,Indirect migration background,Somewhat concerned,0.41116,45,80,0.30266,0.51966
1999,30-45 y.,Indirect migration background,Not concerned at all,0.47428,35,80,0.36417,0.58439
1999,46-65 y.,No migration background,Very concerned,0.21922,739,3312,0.20513,0.23331
1999,46-65 y.,No migration background,Somewhat concerned,0.55253,1874,3312,0.53559,0.56947
1999,46-65 y.,No migration background,Not concerned at all,0.22825,699,3312,0.21395,0.24255
1999,46-65 y.,Direct migration background,Very concerned,0.33639,318,845,0.30452,0.36827
1999,46-65 y.,Direct migration background,Somewhat concerned,0.49021,398,845,0.45648,0.52393
1999,46-65 y.,Direct migration background,Not concerned at all,0.17340,129,845,0.14786,0.19894
1999,66 and older,No migration background,Very concerned,0.37886,591,1539,0.35462,0.40311
1999,66 and older,No migration background,Somewhat concerned,0.50502,781,1539,0.48003,0.53000
1999,66 and older,No migration background,Not concerned at all,0.11612,167,1539,0.10011,0.13213
1999,66 and older,Direct migration background,Very concerned,0.40896,104,222,0.34414,0.47378
1999,66 and older,Direct migration background,Somewhat concerned,0.47687,118,222,0.41102,0.54272
2000,17-29 y.,No migration background,Very concerned,0.09428,319,3352,0.08438,0.10417
2000,17-29 y.,No migration background,Somewhat concerned,0.36031,1240,3352,0.34406,0.37657
2000,17-29 y.,No migration background,Not concerned at all,0.54541,1793,3352,0.52855,0.56227
2000,17-29 y.,Direct migration background,Very concerned,0.10745,61,584,0.08231,0.13259
2000,17-29 y.,Direct migration background,Somewhat concerned,0.32393,204,584,0.28594,0.36192
2000,17-29 y.,Direct migration background,Not concerned at all,0.56862,319,584,0.52841,0.60882
2000,17-29 y.,Indirect migration background,Very concerned,0.11567,69,606,0.09019,0.14116
