year,sampreg,sex,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,West,male,Very concerned,0.16694,790,4776,0.15636,0.17752
1999,West,male,Somewhat concerned,0.46846,2181,4776,0.45431,0.48261
1999,West,male,Not concerned at all,0.36460,1805,4776,0.35095,0.37825
1999,West,female,Very concerned,0.22764,1074,5081,0.21611,0.23917
1999,West,female,Somewhat concerned,0.48403,2415,5081,0.47029,0.49777
1999,West,female,Not concerned at all,0.28833,1592,5081,0.27588,0.30079
1999,East,male,Very concerned,0.21055,358,1818,0.19180,0.22930
1999,East,male,Somewhat concerned,0.52464,951,1818,0.50168,0.54760
1999,East,male,Not concerned at all,0.26481,509,1818,0.24452,0.28510
1999,East,female,Very concerned,0.24733,436,1961,0.22823,0.26643
1999,East,female,Somewhat concerned,0.55259,1097,1961,0.53058,0.57461
1999,East,female,Not concerned at all,0.20008,428,1961,0.18237,0.21779
2000,West,male,Very concerned,0.15422,1327,8715,0.14663,0.16180
2000,West,male,Somewhat concerned,0.47109,4048,8715,0.46061,0.48157
2000,West,male,Not concerned at all,0.37470,3340,8715,0.36453,0.38486
2000,West,female,Very concerned,0.20433,1772,9398,0.19618,0.21248
2000,West,female,Somewhat concerned,0.47693,4467,9398,0.46683,0.48703
2000,West,female,Not concerned at all,0.31874,3159,9398,0.30932,0.32816
2000,East,male,Very concerned,0.18970,499,2777,0.17511,0.20428
2000,East,male,Somewhat concerned,0.50494,1410,2777,0.48634,0.52354
2000,East,male,Not concerned at all,0.30536,868,2777,0.28823,0.32249
2000,East,female,Very concerned,0.23169,642,3039,0.21669,0.24670
2000,East,female,Somewhat concerned,0.52533,1628,3039,0.50757,0.54309
2000,East,female,Not concerned at all,0.24298,769,3039,0.22772,0.25823
2001,West,male,Very concerned,0.15501,1203,7850,0.14701,0.16302
2001,West,male,Somewhat concerned,0.47986,3695,7850,0.46881,0.49091
2001,West,male,Not concerned at all,0.36513,2952,7850,0.35448,0.37578
2001,West,female,Very concerned,0.19483,1554,8504,0.18641,0.20325
2001,West,female,Somewhat concerned,0.48918,4088,8504,0.47855,0.49980
2001,West,female,Not concerned at all,0.31599,2862,8504,0.30611,0.32588
2001,East,male,Very concerned,0.19687,467,2605,0.18160,0.21215
2001,East,male,Somewhat concerned,0.51701,1367,2605,0.49782,0.53621
2001,East,male,Not concerned at all,0.28611,771,2605,0.26875,0.30347
2001,East,female,Very concerned,0.23829,595,2799,0.22250,0.25407
2001,East,female,Somewhat concerned,0.54480,1556,2799,0.52635,0.56326
2001,East,female,Not concerned at all,0.21691,648,2799,0.20164,0.23218
2002,West,male,Very concerned,0.15350,1161,8453,0.14581,0.16118
2002,West,male,Somewhat concerned,0.47101,3916,8453,0.46036,0.48165
2002,West,male,Not concerned at all,0.37550,3376,8453,0.36518,0.38582
2002,West,female,Very concerned,0.19702,1535,9050,0.18883,0.20522
2002,West,female,Somewhat concerned,0.49338,4377,9050,0.48308,0.50368
2002,West,female,Not concerned at all,0.30959,3138,9050,0.30007,0.31912
2002,East,male,Very concerned,0.19060,450,2618,0.17555,0.20565
2002,East,male,Somewhat concerned,0.51063,1360,2618,0.49147,0.52978
2002,East,male,Not concerned at all,0.29877,808,2618,0.28124,0.31631
2002,East,female,Very concerned,0.23409,558,2781,0.21835,0.24983
2002,East,female,Somewhat concerned,0.51921,1486,2781,0.50063,0.53778
2002,East,female,Not concerned at all,0.24671,737,2781,0.23068,0.26273
2003,West,male,Very concerned,0.15311,1111,8058,0.14524,0.16097
2003,West,male,Somewhat concerned,0.46985,3734,8058,0.45895,0.48074
2003,West,male,Not concerned at all,0.37705,3213,8058,0.36646,0.38763
2003,West,female,Very concerned,0.18340,1383,8674,0.17526,0.19155
2003,West,female,Somewhat concerned,0.50066,4268,8674,0.49014,0.51118
2003,West,female,Not concerned at all,0.31594,3023,8674,0.30615,0.32572
2003,East,male,Very concerned,0.19188,440,2574,0.17667,0.20710
