year,age_gr,sampreg,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,West,Very concerned,0.11284,256,2133,0.09941,0.12627
1999,17-29 y.,West,Somewhat concerned,0.34451,734,2133,0.32434,0.36468
1999,17-29 y.,West,Not concerned at all,0.54265,1143,2133,0.52150,0.56380
1999,17-29 y.,East,Very concerned,0.11042,95,833,0.08912,0.13171
1999,17-29 y.,East,Somewhat concerned,0.45638,382,833,0.42254,0.49023
1999,17-29 y.,East,Not concerned at all,0.43320,356,833,0.39953,0.46687
1999,30-45 y.,West,Very concerned,0.10346,383,3480,0.09334,0.11358
1999,30-45 y.,West,Somewhat concerned,0.47477,1648,3480,0.45817,0.49136
1999,30-45 y.,West,Not concerned at all,0.42177,1449,3480,0.40536,0.43818
1999,30-45 y.,East,Very concerned,0.13093,163,1224,0.11203,0.14984
1999,30-45 y.,East,Somewhat concerned,0.56652,698,1224,0.53875,0.59429
1999,30-45 y.,East,Not concerned at all,0.30255,363,1224,0.27680,0.32829
1999,46-65 y.,West,Very concerned,0.22920,736,2936,0.21399,0.24441
1999,46-65 y.,West,Somewhat concerned,0.53270,1551,2936,0.51465,0.55075
1999,46-65 y.,West,Not concerned at all,0.23810,649,2936,0.22269,0.25351
1999,46-65 y.,East,Very concerned,0.27249,328,1239,0.24768,0.29729
1999,46-65 y.,East,Somewhat concerned,0.58404,729,1239,0.55658,0.61149
1999,46-65 y.,East,Not concerned at all,0.14348,182,1239,0.12395,0.16300
1999,66 and older,West,Very concerned,0.37246,489,1308,0.34625,0.39867
1999,66 and older,West,Somewhat concerned,0.50481,663,1308,0.47771,0.53192
1999,66 and older,West,Not concerned at all,0.12272,156,1308,0.10493,0.14051
1999,66 and older,East,Very concerned,0.41792,208,483,0.37388,0.46195
1999,66 and older,East,Somewhat concerned,0.49805,239,483,0.45341,0.54269
1999,66 and older,East,Not concerned at all,0.08403,36,483,0.05926,0.10880
2000,17-29 y.,West,Very concerned,0.09375,317,3353,0.08388,0.10362
2000,17-29 y.,West,Somewhat concerned,0.34200,1165,3353,0.32594,0.35806
2000,17-29 y.,West,Not concerned at all,0.56425,1871,3353,0.54746,0.58104
2000,17-29 y.,East,Very concerned,0.11783,132,1189,0.09950,0.13616
2000,17-29 y.,East,Somewhat concerned,0.40209,478,1189,0.37421,0.42998
2000,17-29 y.,East,Not concerned at all,0.48008,579,1189,0.45167,0.50849
2000,30-45 y.,West,Very concerned,0.10962,673,6294,0.10191,0.11734
2000,30-45 y.,West,Somewhat concerned,0.46746,2957,6294,0.45513,0.47979
2000,30-45 y.,West,Not concerned at all,0.42292,2664,6294,0.41071,0.43512
2000,30-45 y.,East,Very concerned,0.13305,238,1814,0.11741,0.14868
2000,30-45 y.,East,Somewhat concerned,0.53758,993,1814,0.51462,0.56053
2000,30-45 y.,East,Not concerned at all,0.32938,583,1814,0.30774,0.35101
2000,46-65 y.,West,Very concerned,0.20782,1233,5770,0.19735,0.21829
2000,46-65 y.,West,Somewhat concerned,0.52432,3016,5770,0.51143,0.53720
2000,46-65 y.,West,Not concerned at all,0.26787,1521,5770,0.25644,0.27930
2000,46-65 y.,East,Very concerned,0.24934,480,1940,0.23008,0.26859
2000,46-65 y.,East,Somewhat concerned,0.54815,1093,1940,0.52600,0.57031
2000,46-65 y.,East,Not concerned at all,0.20251,367,1940,0.18462,0.22040
2000,66 and older,West,Very concerned,0.32257,876,2696,0.30492,0.34022
2000,66 and older,West,Somewhat concerned,0.51798,1377,2696,0.49911,0.53684
2000,66 and older,West,Not concerned at all,0.15945,443,2696,0.14563,0.17328
2000,66 and older,East,Very concerned,0.33742,291,873,0.30604,0.36880
2000,66 and older,East,Somewhat concerned,0.53192,474,873,0.49880,0.56503
2000,66 and older,East,Not concerned at all,0.13067,108,873,0.10830,0.15304
2001,17-29 y.,West,Very concerned,0.09643,290,2974,0.08582,0.10704
2001,17-29 y.,West,Somewhat concerned,0.35959,1050,2974,0.34234,0.37684
2001,17-29 y.,West,Not concerned at all,0.54399,1634,2974,0.52608,0.56189
2001,17-29 y.,East,Very concerned,0.10664,99,1098,0.08837,0.12490
2001,17-29 y.,East,Somewhat concerned,0.43586,489,1098,0.40652,0.46521
2001,17-29 y.,East,Not concerned at all,0.45750,510,1098,0.42802,0.48698
2001,30-45 y.,West,Very concerned,0.10444,593,5645,0.09646,0.11242
2001,30-45 y.,West,Somewhat concerned,0.46980,2654,5645,0.45678,0.48282
2001,30-45 y.,West,Not concerned at all,0.42575,2398,5645,0.41285,0.43865
2001,30-45 y.,East,Very concerned,0.15318,231,1636,0.13572,0.17064
2001,30-45 y.,East,Somewhat concerned,0.55027,920,1636,0.52615,0.57438
2001,30-45 y.,East,Not concerned at all,0.29655,485,1636,0.27441,0.31869
2001,46-65 y.,West,Very concerned,0.19594,1058,5202,0.18515,0.20672
2001,46-65 y.,West,Somewhat concerned,0.54218,2777,5202,0.52864,0.55572
2001,46-65 y.,West,Not concerned at all,0.26189,1367,5202,0.24994,0.27384
2001,46-65 y.,East,Very concerned,0.24845,447,1838,0.22869,0.26821
2001,46-65 y.,East,Somewhat concerned,0.57495,1074,1838,0.55235,0.59756
2001,46-65 y.,East,Not concerned at all,0.17659,317,1838,0.15916,0.19403
2001,66 and older,West,Very concerned,0.31900,816,2533,0.30084,0.33715
2001,66 and older,West,Somewhat concerned,0.51815,1302,2533,0.49869,0.53761
2001,66 and older,West,Not concerned at all,0.16285,415,2533,0.14847,0.17723
2001,66 and older,East,Very concerned,0.34776,285,832,0.31538,0.38014
2001,66 and older,East,Somewhat concerned,0.51631,440,832,0.48233,0.55029
2001,66 and older,East,Not concerned at all,0.13593,107,832,0.11263,0.15923
2002,17-29 y.,West,Very concerned,0.08534,242,3041,0.07540,0.09527
2002,17-29 y.,West,Somewhat concerned,0.35543,1054,3041,0.33841,0.37244
2002,17-29 y.,West,Not concerned at all,0.55924,1745,3041,0.54159,0.57689
2002,17-29 y.,East,Very concerned,0.10056,90,1070,0.08253,0.11859
2002,17-29 y.,East,Somewhat concerned,0.35910,400,1070,0.33034,0.38785
2002,17-29 y.,East,Not concerned at all,0.54035,580,1070,0.51047,0.57022
2002,30-45 y.,West,Very concerned,0.10461,568,5827,0.09675,0.11246
