"plh0035","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1999","(noch) kein Abschluss","kein Migrationshintergrund","40","0.139423185752363","0.100420986355439","0.178425385149286"
"Grosse Sorgen","1999","(noch) kein Abschluss","direkter Migrationshintergrund","153","","",""
"Grosse Sorgen","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","18","","",""
"Grosse Sorgen","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1999","Hauptschule","kein Migrationshintergrund","1230","","",""
"Grosse Sorgen","1999","Hauptschule","direkter Migrationshintergrund","361","0.314284562617169","0.287312730483804","0.341256394750535"
"Grosse Sorgen","1999","Hauptschule","indirekter Migrationshintergrund","41","0.208384984997918","0.15566553259433","0.261104437401507"
"Grosse Sorgen","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1999","Realschule","kein Migrationshintergrund","372","0.125280255100533","0.113651470929236","0.13690903927183"
"Grosse Sorgen","1999","Realschule","direkter Migrationshintergrund","25","","",""
"Grosse Sorgen","1999","Realschule","indirekter Migrationshintergrund","23","","",""
"Grosse Sorgen","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1999","(Fach-)Abitur","kein Migrationshintergrund","59","0.0830606578427316","0.0642061083420099","0.101915207343453"
"Grosse Sorgen","1999","(Fach-)Abitur","direkter Migrationshintergrund","51","0.196781028920605","0.146165647922805","0.247396409918404"
"Grosse Sorgen","1999","(Fach-)Abitur","indirekter Migrationshintergrund","9","0.0556764158067948","0.00343339461542804","0.107919436998162"
"Grosse Sorgen","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1999","AkademikerIn","kein Migrationshintergrund","183","","",""
"Grosse Sorgen","1999","AkademikerIn","direkter Migrationshintergrund","27","","",""
"Grosse Sorgen","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1999","(noch) kein Abschluss","kein Migrationshintergrund","98","0.306186400872737","0.254289535154705","0.358083266590768"
"Einige Sorgen","1999","(noch) kein Abschluss","direkter Migrationshintergrund","178","","",""
