year,regtyp,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Urban regions,Very concerned,0.20015,1701,8862,0.19182,0.20849
1999,Urban regions,Somewhat concerned,0.47971,4198,8862,0.46930,0.49011
1999,Urban regions,Not concerned at all,0.32014,2963,8862,0.31042,0.32985
1999,Rural regions,Very concerned,0.21294,957,4774,0.20133,0.22455
1999,Rural regions,Somewhat concerned,0.50750,2446,4774,0.49332,0.52168
1999,Rural regions,Not concerned at all,0.27956,1371,4774,0.26683,0.29229
2000,Urban regions,Very concerned,0.18290,2725,15615,0.17683,0.18896
2000,Urban regions,Somewhat concerned,0.47105,7329,15615,0.46322,0.47888
2000,Urban regions,Not concerned at all,0.34605,5561,15615,0.33859,0.35352
2000,Rural regions,Very concerned,0.19290,1515,8314,0.18442,0.20138
2000,Rural regions,Somewhat concerned,0.50565,4224,8314,0.49490,0.51640
2000,Rural regions,Not concerned at all,0.30145,2575,8314,0.29158,0.31131
2001,Urban regions,Very concerned,0.17740,2415,14227,0.17113,0.18368
2001,Urban regions,Somewhat concerned,0.48441,6834,14227,0.47620,0.49263
2001,Urban regions,Not concerned at all,0.33818,4978,14227,0.33041,0.34596
2001,Rural regions,Very concerned,0.19699,1404,7531,0.18801,0.20598
2001,Rural regions,Somewhat concerned,0.51313,3872,7531,0.50184,0.52442
2001,Rural regions,Not concerned at all,0.28988,2255,7531,0.27963,0.30013
2002,Urban regions,Very concerned,0.17656,2355,15220,0.17050,0.18261
2002,Urban regions,Somewhat concerned,0.48199,7252,15220,0.47405,0.48993
2002,Urban regions,Not concerned at all,0.34145,5613,15220,0.33392,0.34899
2002,Rural regions,Very concerned,0.19657,1349,7682,0.18769,0.20546
2002,Rural regions,Somewhat concerned,0.50306,3887,7682,0.49187,0.51424
2002,Rural regions,Not concerned at all,0.30037,2446,7682,0.29012,0.31062
2003,Urban regions,Very concerned,0.17359,2240,14692,0.16746,0.17971
2003,Urban regions,Somewhat concerned,0.48144,7003,14692,0.47336,0.48952
2003,Urban regions,Not concerned at all,0.34498,5449,14692,0.33729,0.35266
2003,Rural regions,Very concerned,0.18236,1205,7365,0.17354,0.19118
2003,Rural regions,Somewhat concerned,0.52177,3913,7365,0.51036,0.53318
2003,Rural regions,Not concerned at all,0.29588,2247,7365,0.28545,0.30630
2004,Urban regions,Very concerned,0.20626,2517,14295,0.19963,0.21290
2004,Urban regions,Somewhat concerned,0.49183,7031,14295,0.48364,0.50003
2004,Urban regions,Not concerned at all,0.30190,4747,14295,0.29438,0.30943
2004,Rural regions,Very concerned,0.21751,1416,7197,0.20798,0.22705
2004,Rural regions,Somewhat concerned,0.51518,3788,7197,0.50363,0.52673
2004,Rural regions,Not concerned at all,0.26731,1993,7197,0.25708,0.27753
2005,Urban regions,Very concerned,0.19589,2357,13720,0.18925,0.20253
2005,Urban regions,Somewhat concerned,0.50491,6902,13720,0.49655,0.51328
2005,Urban regions,Not concerned at all,0.29920,4461,13720,0.29153,0.30686
2005,Rural regions,Very concerned,0.20861,1306,6881,0.19901,0.21821
2005,Rural regions,Somewhat concerned,0.51910,3632,6881,0.50729,0.53090
2005,Rural regions,Not concerned at all,0.27229,1943,6881,0.26177,0.28281
2006,Urban regions,Very concerned,0.20142,2564,14403,0.19487,0.20797
2006,Urban regions,Somewhat concerned,0.48732,7160,14403,0.47916,0.49549
2006,Urban regions,Not concerned at all,0.31126,4679,14403,0.30370,0.31882
2006,Rural regions,Very concerned,0.21252,1444,7434,0.20322,0.22182
2006,Rural regions,Somewhat concerned,0.50381,3882,7434,0.49244,0.51518
2006,Rural regions,Not concerned at all,0.28367,2108,7434,0.27343,0.29392
2007,Urban regions,Very concerned,0.18954,2356,13403,0.18290,0.19617
2007,Urban regions,Somewhat concerned,0.50389,6728,13403,0.49543,0.51236
2007,Urban regions,Not concerned at all,0.30657,4319,13403,0.29876,0.31438
2007,Rural regions,Very concerned,0.20201,1339,6980,0.19259,0.21143
2007,Rural regions,Somewhat concerned,0.52598,3732,6980,0.51426,0.53769
2007,Rural regions,Not concerned at all,0.27202,1909,6980,0.26158,0.28246
2008,Urban regions,Very concerned,0.19029,2168,12658,0.18345,0.19712
2008,Urban regions,Somewhat concerned,0.48668,6247,12658,0.47797,0.49539
2008,Urban regions,Not concerned at all,0.32304,4243,12658,0.31489,0.33118
2008,Rural regions,Very concerned,0.19690,1255,6585,0.18729,0.20650
2008,Rural regions,Somewhat concerned,0.53134,3518,6585,0.51929,0.54339
2008,Rural regions,Not concerned at all,0.27176,1812,6585,0.26102,0.28251
2009,Urban regions,Very concerned,0.18942,2060,11677,0.18231,0.19653
2009,Urban regions,Somewhat concerned,0.51840,6004,11677,0.50934,0.52746
2009,Urban regions,Not concerned at all,0.29218,3613,11677,0.28393,0.30043
2009,Rural regions,Very concerned,0.19765,1217,6276,0.18780,0.20751
2009,Rural regions,Somewhat concerned,0.54049,3420,6276,0.52816,0.55282
2009,Rural regions,Not concerned at all,0.26185,1639,6276,0.25098,0.27273
2010,Urban regions,Very concerned,0.21522,2913,15610,0.20877,0.22167
2010,Urban regions,Somewhat concerned,0.49433,7512,15610,0.48648,0.50217
2010,Urban regions,Not concerned at all,0.29046,5185,15610,0.28333,0.29758
2010,Rural regions,Very concerned,0.22777,1665,8272,0.21873,0.23681
2010,Rural regions,Somewhat concerned,0.52627,4287,8272,0.51551,0.53703
2010,Rural regions,Not concerned at all,0.24596,2320,8272,0.23668,0.25524
2011,Urban regions,Very concerned,0.21054,2646,13272,0.20361,0.21748
2011,Urban regions,Somewhat concerned,0.48789,6568,13272,0.47939,0.49640
2011,Urban regions,Not concerned at all,0.30156,4058,13272,0.29375,0.30937
2011,Rural regions,Very concerned,0.22883,1611,7230,0.21915,0.23852
2011,Rural regions,Somewhat concerned,0.52277,3761,7230,0.51126,0.53429
2011,Rural regions,Not concerned at all,0.24839,1858,7230,0.23843,0.25836
2012,Urban regions,Very concerned,0.20298,2545,13019,0.19607,0.20989
2012,Urban regions,Somewhat concerned,0.48913,6418,13019,0.48054,0.49771
2012,Urban regions,Not concerned at all,0.30790,4056,13019,0.29997,0.31583
2012,Rural regions,Very concerned,0.22989,1645,7380,0.22029,0.23949
2012,Rural regions,Somewhat concerned,0.52927,3878,7380,0.51788,0.54066
2012,Rural regions,Not concerned at all,0.24084,1857,7380,0.23108,0.25060
2013,Urban regions,Very concerned,0.18011,2727,15855,0.17413,0.18610
2013,Urban regions,Somewhat concerned,0.47698,7486,15855,0.46921,0.48476
2013,Urban regions,Not concerned at all,0.34291,5642,15855,0.33552,0.35029
2013,Rural regions,Very concerned,0.20137,1501,7866,0.19250,0.21023
2013,Rural regions,Somewhat concerned,0.50672,3977,7866,0.49568,0.51777
2013,Rural regions,Not concerned at all,0.29191,2388,7866,0.28186,0.30196
2014,Urban regions,Very concerned,0.19837,3480,17612,0.19248,0.20426
2014,Urban regions,Somewhat concerned,0.49563,8632,17612,0.48824,0.50301
2014,Urban regions,Not concerned at all,0.30600,5500,17612,0.29920,0.31281
2014,Rural regions,Very concerned,0.20718,1879,9380,0.19898,0.21538
2014,Rural regions,Somewhat concerned,0.53972,4966,9380,0.52963,0.54981
2014,Rural regions,Not concerned at all,0.25310,2535,9380,0.24430,0.26190
2015,Urban regions,Very concerned,0.18924,3184,17424,0.18342,0.19506
2015,Urban regions,Somewhat concerned,0.51101,8737,17424,0.50359,0.51844
2015,Urban regions,Not concerned at all,0.29974,5503,17424,0.29294,0.30655
2015,Rural regions,Very concerned,0.20555,1754,9216,0.19730,0.21380
2015,Rural regions,Somewhat concerned,0.53743,4870,9216,0.52725,0.54761
2015,Rural regions,Not concerned at all,0.25703,2592,9216,0.24811,0.26595
2016,Urban regions,Very concerned,0.18816,3251,17810,0.18242,0.19391
2016,Urban regions,Somewhat concerned,0.51551,8486,17810,0.50817,0.52285
2016,Urban regions,Not concerned at all,0.29632,6073,17810,0.28962,0.30303
2016,Rural regions,Very concerned,0.20382,1840,9343,0.19565,0.21199
2016,Rural regions,Somewhat concerned,0.52396,4681,9343,0.51383,0.53409
2016,Rural regions,Not concerned at all,0.27222,2822,9343,0.26319,0.28125
2017,Urban regions,Very concerned,0.17669,3374,19869,0.17138,0.18199
2017,Urban regions,Somewhat concerned,0.51368,9617,19869,0.50673,0.52063
2017,Urban regions,Not concerned at all,0.30964,6878,19869,0.30321,0.31607
2017,Rural regions,Very concerned,0.19815,1989,10532,0.19053,0.20576
2017,Rural regions,Somewhat concerned,0.54333,5370,10532,0.53382,0.55285
2017,Rural regions,Not concerned at all,0.25852,3173,10532,0.25016,0.26688
2018,Urban regions,Very concerned,0.15261,2885,19212,0.14753,0.15770
2018,Urban regions,Somewhat concerned,0.53246,9434,19212,0.52541,0.53952
2018,Urban regions,Not concerned at all,0.31492,6893,19212,0.30836,0.32149
2018,Rural regions,Very concerned,0.16906,1599,9920,0.16169,0.17644
2018,Rural regions,Somewhat concerned,0.55725,5252,9920,0.54748,0.56703
2018,Rural regions,Not concerned at all,0.27368,3069,9920,0.26491,0.28246
2019,No answer / don't know,Very concerned,0.13301,86,553,0.10468,0.16134
2019,No answer / don't know,Somewhat concerned,0.54197,298,553,0.50040,0.58353
2019,No answer / don't know,Not concerned at all,0.32502,169,553,0.28595,0.36409
2019,Urban regions,Very concerned,0.18123,2998,18753,0.17572,0.18675
2019,Urban regions,Somewhat concerned,0.52990,9326,18753,0.52276,0.53705
2019,Urban regions,Not concerned at all,0.28886,6429,18753,0.28237,0.29535
2019,Rural regions,Very concerned,0.21775,1843,9662,0.20952,0.22598
2019,Rural regions,Somewhat concerned,0.54420,5107,9662,0.53427,0.55413
2019,Rural regions,Not concerned at all,0.23805,2712,9662,0.22956,0.24654
2020,Urban regions,Very concerned,0.15160,2863,19872,0.14662,0.15659
2020,Urban regions,Somewhat concerned,0.52999,9600,19872,0.52305,0.53693
2020,Urban regions,Not concerned at all,0.31841,7409,19872,0.31193,0.32489
2020,Rural regions,Very concerned,0.16842,1499,9412,0.16086,0.17598
2020,Rural regions,Somewhat concerned,0.56075,4932,9412,0.55072,0.57078
2020,Rural regions,Not concerned at all,0.27083,2981,9412,0.26185,0.27981
2021,Urban regions,Very concerned,0.16083,2103,13285,0.15458,0.16708
2021,Urban regions,Somewhat concerned,0.52663,6531,13285,0.51814,0.53512
2021,Urban regions,Not concerned at all,0.31254,4651,13285,0.30466,0.32042
2021,Rural regions,Very concerned,0.19473,1143,6230,0.18490,0.20457
2021,Rural regions,Somewhat concerned,0.54882,3272,6230,0.53646,0.56118
2021,Rural regions,Not concerned at all,0.25644,1815,6230,0.24560,0.26729
2022,Urban regions,Very concerned,0.16753,2682,17648,0.16202,0.17304
2022,Urban regions,Somewhat concerned,0.51989,9114,17648,0.51252,0.52726
2022,Urban regions,Not concerned at all,0.31257,5852,17648,0.30574,0.31941
2022,Rural regions,Very concerned,0.18171,1425,8385,0.17345,0.18996
2022,Rural regions,Somewhat concerned,0.53586,4529,8385,0.52519,0.54654
2022,Rural regions,Not concerned at all,0.28243,2431,8385,0.27280,0.29207
