year,regtyp,sex,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Urban regions,male,Very concerned,0.16695,714,4277,0.15578,0.17813
1999,Urban regions,male,Somewhat concerned,0.47172,1992,4277,0.45676,0.48668
1999,Urban regions,male,Not concerned at all,0.36133,1571,4277,0.34693,0.37572
1999,Urban regions,female,Very concerned,0.23150,987,4585,0.21928,0.24371
1999,Urban regions,female,Somewhat concerned,0.48725,2206,4585,0.47278,0.50172
1999,Urban regions,female,Not concerned at all,0.28126,1392,4585,0.26824,0.29427
1999,Rural regions,male,Very concerned,0.19365,434,2317,0.17756,0.20975
1999,Rural regions,male,Somewhat concerned,0.49566,1140,2317,0.47530,0.51603
1999,Rural regions,male,Not concerned at all,0.31068,743,2317,0.29183,0.32953
1999,Rural regions,female,Very concerned,0.23107,523,2457,0.21440,0.24774
1999,Rural regions,female,Somewhat concerned,0.51863,1306,2457,0.49886,0.53839
1999,Rural regions,female,Not concerned at all,0.25030,628,2457,0.23317,0.26743
2000,Urban regions,male,Very concerned,0.15486,1146,7468,0.14665,0.16306
2000,Urban regions,male,Somewhat concerned,0.46775,3468,7468,0.45643,0.47907
2000,Urban regions,male,Not concerned at all,0.37739,2854,7468,0.36640,0.38839
2000,Urban regions,female,Very concerned,0.20900,1579,8147,0.20017,0.21783
2000,Urban regions,female,Somewhat concerned,0.47412,3861,8147,0.46328,0.48497
2000,Urban regions,female,Not concerned at all,0.31688,2707,8147,0.30678,0.32698
2000,Rural regions,male,Very concerned,0.17389,680,4024,0.16217,0.18560
2000,Rural regions,male,Somewhat concerned,0.49824,1990,4024,0.48279,0.51369
2000,Rural regions,male,Not concerned at all,0.32788,1354,4024,0.31337,0.34238
2000,Rural regions,female,Very concerned,0.21099,835,4290,0.19878,0.22320
2000,Rural regions,female,Somewhat concerned,0.51270,2234,4290,0.49774,0.52766
2000,Rural regions,female,Not concerned at all,0.27630,1221,4290,0.26292,0.28969
2001,Urban regions,male,Very concerned,0.15572,1046,6790,0.14710,0.16435
2001,Urban regions,male,Somewhat concerned,0.47930,3226,6790,0.46742,0.49118
2001,Urban regions,male,Not concerned at all,0.36498,2518,6790,0.35353,0.37643
2001,Urban regions,female,Very concerned,0.19759,1369,7437,0.18854,0.20664
2001,Urban regions,female,Somewhat concerned,0.48918,3608,7437,0.47781,0.50054
2001,Urban regions,female,Not concerned at all,0.31323,2460,7437,0.30269,0.32377
2001,Rural regions,male,Very concerned,0.17832,624,3665,0.16593,0.19072
2001,Rural regions,male,Somewhat concerned,0.50306,1836,3665,0.48687,0.51925
2001,Rural regions,male,Not concerned at all,0.31862,1205,3665,0.30353,0.33370
2001,Rural regions,female,Very concerned,0.21507,780,3866,0.20212,0.22802
2001,Rural regions,female,Somewhat concerned,0.52288,2036,3866,0.50713,0.53862
2001,Rural regions,female,Not concerned at all,0.26205,1050,3866,0.24819,0.27592
2002,Urban regions,male,Very concerned,0.15200,1006,7328,0.14378,0.16022
2002,Urban regions,male,Somewhat concerned,0.46978,3421,7328,0.45835,0.48121
2002,Urban regions,male,Not concerned at all,0.37822,2901,7328,0.36711,0.38932
2002,Urban regions,female,Very concerned,0.19957,1349,7892,0.19075,0.20838
2002,Urban regions,female,Somewhat concerned,0.49344,3831,7892,0.48241,0.50447
2002,Urban regions,female,Not concerned at all,0.30700,2712,7892,0.29682,0.31717
2002,Rural regions,male,Very concerned,0.17883,605,3743,0.16656,0.19111
2002,Rural regions,male,Somewhat concerned,0.49729,1855,3743,0.48127,0.51331
2002,Rural regions,male,Not concerned at all,0.32388,1283,3743,0.30888,0.33887
2002,Rural regions,female,Very concerned,0.21349,744,3939,0.20069,0.22629
2002,Rural regions,female,Somewhat concerned,0.50855,2032,3939,0.49294,0.52417
2002,Rural regions,female,Not concerned at all,0.27796,1163,3939,0.26397,0.29195
2003,Urban regions,male,Very concerned,0.15579,992,7064,0.14733,0.16425
2003,Urban regions,male,Somewhat concerned,0.46545,3272,7064,0.45381,0.47708
2003,Urban regions,male,Not concerned at all,0.37876,2800,7064,0.36745,0.39007
2003,Urban regions,female,Very concerned,0.19042,1248,7628,0.18161,0.19923
2003,Urban regions,female,Somewhat concerned,0.49656,3731,7628,0.48534,0.50778
2003,Urban regions,female,Not concerned at all,0.31302,2649,7628,0.30261,0.32343
2003,Rural regions,male,Very concerned,0.17080,559,3568,0.15845,0.18316
2003,Rural regions,male,Somewhat concerned,0.51515,1854,3568,0.49875,0.53155
2003,Rural regions,male,Not concerned at all,0.31405,1155,3568,0.29881,0.32928
2003,Rural regions,female,Very concerned,0.19335,646,3797,0.18078,0.20591
2003,Rural regions,female,Somewhat concerned,0.52807,2059,3797,0.51219,0.54395
2003,Rural regions,female,Not concerned at all,0.27859,1092,3797,0.26432,0.29285
2004,Urban regions,male,Very concerned,0.18412,1089,6850,0.17494,0.19330
2004,Urban regions,male,Somewhat concerned,0.48656,3317,6850,0.47472,0.49840
