year,pgisced97,quintil_oecd,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Pre-primary Level,1st Quintile,Not concerned at all,0.62557,42,42,0.47742,0.77371
1999,Pre-primary Level,2nd Quintile,Not concerned at all,0.55300,51,51,0.41518,0.69081
1999,Pre-primary Level,3rd Quintile,Not concerned at all,0.63154,33,33,0.46441,0.79868
1999,Pre-primary Level,5th Quintile,Not concerned at all,0.71677,40,40,0.57536,0.85818
1999,Primary Level,1st Quintile,Very concerned,0.31954,65,177,0.25065,0.38843
1999,Primary Level,1st Quintile,Somewhat concerned,0.41260,75,177,0.33986,0.48533
1999,Primary Level,1st Quintile,Not concerned at all,0.22486,37,177,0.16318,0.28654
1999,Primary Level,2nd Quintile,Very concerned,0.38813,36,87,0.28513,0.49112
1999,Primary Level,2nd Quintile,Somewhat concerned,0.46950,51,87,0.36402,0.57498
1999,Primary Level,3rd Quintile,Very concerned,0.37032,31,65,0.25201,0.48862
1999,Primary Level,3rd Quintile,Somewhat concerned,0.45353,34,65,0.33156,0.57550
1999,Lower Secondary Level,1st Quintile,Very concerned,0.33562,222,726,0.30124,0.36999
1999,Lower Secondary Level,1st Quintile,Somewhat concerned,0.43088,301,726,0.39484,0.46693
1999,Lower Secondary Level,1st Quintile,Not concerned at all,0.23067,203,726,0.20000,0.26133
1999,Lower Secondary Level,2nd Quintile,Very concerned,0.33550,182,605,0.29785,0.37316
1999,Lower Secondary Level,2nd Quintile,Somewhat concerned,0.42369,257,605,0.38428,0.46310
1999,Lower Secondary Level,2nd Quintile,Not concerned at all,0.23439,166,605,0.20061,0.26817
1999,Lower Secondary Level,3rd Quintile,Very concerned,0.32101,145,488,0.27954,0.36247
1999,Lower Secondary Level,3rd Quintile,Somewhat concerned,0.43421,216,488,0.39019,0.47823
1999,Lower Secondary Level,3rd Quintile,Not concerned at all,0.23648,127,488,0.19874,0.27422
1999,Lower Secondary Level,4th Quintile,Very concerned,0.26496,101,370,0.21993,0.30998
1999,Lower Secondary Level,4th Quintile,Somewhat concerned,0.49339,165,370,0.44238,0.54441
1999,Lower Secondary Level,4th Quintile,Not concerned at all,0.24084,104,370,0.19721,0.28446
1999,Lower Secondary Level,5th Quintile,Very concerned,0.24000,54,240,0.18586,0.29415
1999,Lower Secondary Level,5th Quintile,Somewhat concerned,0.51111,120,240,0.44773,0.57448
1999,Lower Secondary Level,5th Quintile,Not concerned at all,0.24889,66,240,0.19407,0.30371
1999,Upper Secondary Level,1st Quintile,Very concerned,0.23813,273,1228,0.21429,0.26196
1999,Upper Secondary Level,1st Quintile,Somewhat concerned,0.44627,581,1228,0.41846,0.47409
1999,Upper Secondary Level,1st Quintile,Not concerned at all,0.31503,374,1228,0.28903,0.34102
1999,Upper Secondary Level,2nd Quintile,Very concerned,0.27021,389,1550,0.24809,0.29232
1999,Upper Secondary Level,2nd Quintile,Somewhat concerned,0.47942,757,1550,0.45454,0.50430
1999,Upper Secondary Level,2nd Quintile,Not concerned at all,0.24575,404,1550,0.22431,0.26719
1999,Upper Secondary Level,3rd Quintile,Very concerned,0.19926,296,1528,0.17923,0.21930
1999,Upper Secondary Level,3rd Quintile,Somewhat concerned,0.51009,775,1528,0.48502,0.53517
1999,Upper Secondary Level,3rd Quintile,Not concerned at all,0.29064,457,1528,0.26787,0.31342
1999,Upper Secondary Level,4th Quintile,Very concerned,0.16959,230,1428,0.15011,0.18906
1999,Upper Secondary Level,4th Quintile,Somewhat concerned,0.50631,710,1428,0.48037,0.53225
1999,Upper Secondary Level,4th Quintile,Not concerned at all,0.32158,488,1428,0.29735,0.34581
1999,Upper Secondary Level,5th Quintile,Very concerned,0.13757,150,1188,0.11797,0.15717
1999,Upper Secondary Level,5th Quintile,Somewhat concerned,0.51449,611,1188,0.48606,0.54292
1999,Upper Secondary Level,5th Quintile,Not concerned at all,0.34615,427,1188,0.31908,0.37321
1999,Post-secondary Non-tertiary Level,1st Quintile,Not concerned at all,0.44925,34,34,0.27953,0.61896
1999,Post-secondary Non-tertiary Level,2nd Quintile,Somewhat concerned,0.31382,37,37,0.16223,0.46540
1999,Post-secondary Non-tertiary Level,3rd Quintile,Somewhat concerned,0.57989,49,85,0.47434,0.68545
1999,Post-secondary Non-tertiary Level,3rd Quintile,Not concerned at all,0.37898,36,85,0.27523,0.48273
1999,Post-secondary Non-tertiary Level,4th Quintile,Somewhat concerned,0.49454,73,132,0.40892,0.58016
1999,Post-secondary Non-tertiary Level,4th Quintile,Not concerned at all,0.43633,59,132,0.35141,0.52126
1999,Post-secondary Non-tertiary Level,5th Quintile,Somewhat concerned,0.55585,58,106,0.46081,0.65089
1999,Post-secondary Non-tertiary Level,5th Quintile,Not concerned at all,0.35880,48,106,0.26705,0.45054
1999,First Stage of Tertiary Education,1st Quintile,Somewhat concerned,0.47625,42,42,0.32337,0.62913
1999,First Stage of Tertiary Education,2nd Quintile,Somewhat concerned,0.49685,78,115,0.40506,0.58863
1999,First Stage of Tertiary Education,2nd Quintile,Not concerned at all,0.30181,37,115,0.21754,0.38608
1999,First Stage of Tertiary Education,3rd Quintile,Very concerned,0.18827,38,194,0.13311,0.24342
1999,First Stage of Tertiary Education,3rd Quintile,Somewhat concerned,0.49198,97,194,0.42145,0.56251
1999,First Stage of Tertiary Education,3rd Quintile,Not concerned at all,0.30925,59,194,0.24404,0.37446
1999,First Stage of Tertiary Education,4th Quintile,Somewhat concerned,0.54767,120,188,0.47633,0.61901
1999,First Stage of Tertiary Education,4th Quintile,Not concerned at all,0.32226,68,188,0.25527,0.38924
1999,First Stage of Tertiary Education,5th Quintile,Somewhat concerned,0.60441,109,172,0.53111,0.67770
1999,First Stage of Tertiary Education,5th Quintile,Not concerned at all,0.30057,63,172,0.23184,0.36929
1999,Second Stage of Tertiary Education,1st Quintile,Somewhat concerned,0.54000,68,115,0.44851,0.63150
1999,Second Stage of Tertiary Education,1st Quintile,Not concerned at all,0.30095,47,115,0.21675,0.38515
1999,Second Stage of Tertiary Education,2nd Quintile,Somewhat concerned,0.53543,138,206,0.46715,0.60370
1999,Second Stage of Tertiary Education,2nd Quintile,Not concerned at all,0.33245,68,206,0.26796,0.39694
1999,Second Stage of Tertiary Education,3rd Quintile,Very concerned,0.18290,63,351,0.14240,0.22341
1999,Second Stage of Tertiary Education,3rd Quintile,Somewhat concerned,0.57698,196,351,0.52522,0.62874
1999,Second Stage of Tertiary Education,3rd Quintile,Not concerned at all,0.23676,92,351,0.19222,0.28130
1999,Second Stage of Tertiary Education,4th Quintile,Very concerned,0.11062,43,470,0.08223,0.13900
1999,Second Stage of Tertiary Education,4th Quintile,Somewhat concerned,0.51175,256,470,0.46651,0.55699
1999,Second Stage of Tertiary Education,4th Quintile,Not concerned at all,0.37764,171,470,0.33376,0.42151
1999,Second Stage of Tertiary Education,5th Quintile,Very concerned,0.06946,55,764,0.05142,0.08750
1999,Second Stage of Tertiary Education,5th Quintile,Somewhat concerned,0.55164,421,764,0.51636,0.58693
1999,Second Stage of Tertiary Education,5th Quintile,Not concerned at all,0.37085,288,764,0.33658,0.40513
2000,Pre-primary Level,1st Quintile,Not concerned at all,0.56118,36,36,0.39677,0.72558
2000,Pre-primary Level,2nd Quintile,Not concerned at all,0.56956,44,44,0.42156,0.71755
2000,Pre-primary Level,3rd Quintile,Not concerned at all,0.68134,49,49,0.54952,0.81316
2000,Pre-primary Level,5th Quintile,Not concerned at all,0.61582,32,32,0.44460,0.78705
2000,Primary Level,1st Quintile,Very concerned,0.43794,42,84,0.33120,0.54468
2000,Primary Level,1st Quintile,Somewhat concerned,0.32216,42,84,0.22162,0.42269
2000,Lower Secondary Level,1st Quintile,Very concerned,0.30555,198,710,0.27164,0.33946
2000,Lower Secondary Level,1st Quintile,Somewhat concerned,0.39456,291,710,0.35858,0.43054
2000,Lower Secondary Level,1st Quintile,Not concerned at all,0.28553,221,710,0.25228,0.31877
2000,Lower Secondary Level,2nd Quintile,Very concerned,0.27502,121,495,0.23565,0.31440
2000,Lower Secondary Level,2nd Quintile,Somewhat concerned,0.45345,216,495,0.40955,0.49735
2000,Lower Secondary Level,2nd Quintile,Not concerned at all,0.26283,158,495,0.22402,0.30165
2000,Lower Secondary Level,3rd Quintile,Very concerned,0.27162,87,357,0.22542,0.31783
2000,Lower Secondary Level,3rd Quintile,Somewhat concerned,0.48570,176,357,0.43378,0.53762
2000,Lower Secondary Level,3rd Quintile,Not concerned at all,0.22920,94,357,0.18554,0.27287
2000,Lower Secondary Level,4th Quintile,Very concerned,0.23816,64,276,0.18782,0.28851
2000,Lower Secondary Level,4th Quintile,Somewhat concerned,0.45452,123,276,0.39567,0.51337
2000,Lower Secondary Level,4th Quintile,Not concerned at all,0.30451,89,276,0.25012,0.35890
2000,Lower Secondary Level,5th Quintile,Very concerned,0.24402,31,152,0.17551,0.31252
2000,Lower Secondary Level,5th Quintile,Somewhat concerned,0.50012,69,152,0.42037,0.57987
2000,Lower Secondary Level,5th Quintile,Not concerned at all,0.25586,52,152,0.18626,0.32546
2000,Upper Secondary Level,1st Quintile,Very concerned,0.22283,280,1298,0.20018,0.24547
2000,Upper Secondary Level,1st Quintile,Somewhat concerned,0.51062,649,1298,0.48341,0.53783
2000,Upper Secondary Level,1st Quintile,Not concerned at all,0.26333,369,1298,0.23936,0.28730
2000,Upper Secondary Level,2nd Quintile,Very concerned,0.21402,308,1539,0.19352,0.23451
2000,Upper Secondary Level,2nd Quintile,Somewhat concerned,0.49966,792,1539,0.47467,0.52465
2000,Upper Secondary Level,2nd Quintile,Not concerned at all,0.27581,439,1539,0.25347,0.29815
2000,Upper Secondary Level,3rd Quintile,Very concerned,0.16709,249,1492,0.14815,0.18602
2000,Upper Secondary Level,3rd Quintile,Somewhat concerned,0.52260,784,1492,0.49724,0.54795
2000,Upper Secondary Level,3rd Quintile,Not concerned at all,0.29685,459,1492,0.27366,0.32004
2000,Upper Secondary Level,4th Quintile,Very concerned,0.14657,196,1430,0.12823,0.16490
2000,Upper Secondary Level,4th Quintile,Somewhat concerned,0.54218,749,1430,0.51634,0.56801
2000,Upper Secondary Level,4th Quintile,Not concerned at all,0.30354,485,1430,0.27970,0.32738
2000,Upper Secondary Level,5th Quintile,Very concerned,0.13188,131,1099,0.11187,0.15190
2000,Upper Secondary Level,5th Quintile,Somewhat concerned,0.54206,578,1099,0.51259,0.57153
2000,Upper Secondary Level,5th Quintile,Not concerned at all,0.32426,390,1099,0.29657,0.35195
2000,Post-secondary Non-tertiary Level,1st Quintile,Somewhat concerned,0.30631,47,91,0.21107,0.40154
2000,Post-secondary Non-tertiary Level,1st Quintile,Not concerned at all,0.39374,44,91,0.29280,0.49468
2000,Post-secondary Non-tertiary Level,2nd Quintile,Somewhat concerned,0.50104,43,43,0.34983,0.65226
2000,Post-secondary Non-tertiary Level,3rd Quintile,Somewhat concerned,0.51155,67,107,0.41639,0.60671
2000,Post-secondary Non-tertiary Level,3rd Quintile,Not concerned at all,0.41538,40,107,0.32157,0.50919
2000,Post-secondary Non-tertiary Level,4th Quintile,Somewhat concerned,0.43538,61,127,0.34881,0.52196
2000,Post-secondary Non-tertiary Level,4th Quintile,Not concerned at all,0.44601,66,127,0.35921,0.53280
2000,Post-secondary Non-tertiary Level,5th Quintile,Somewhat concerned,0.49261,75,134,0.40765,0.57758
2000,Post-secondary Non-tertiary Level,5th Quintile,Not concerned at all,0.39237,59,134,0.30939,0.47536
2000,First Stage of Tertiary Education,1st Quintile,Somewhat concerned,0.54560,67,102,0.44850,0.64271
2000,First Stage of Tertiary Education,1st Quintile,Not concerned at all,0.21619,35,102,0.13591,0.29647
2000,First Stage of Tertiary Education,2nd Quintile,Very concerned,0.20987,45,228,0.15690,0.26285
2000,First Stage of Tertiary Education,2nd Quintile,Somewhat concerned,0.48339,112,228,0.41838,0.54839
2000,First Stage of Tertiary Education,2nd Quintile,Not concerned at all,0.29575,71,228,0.23638,0.35513
2000,First Stage of Tertiary Education,3rd Quintile,Very concerned,0.17809,40,278,0.13304,0.22315
2000,First Stage of Tertiary Education,3rd Quintile,Somewhat concerned,0.54220,160,278,0.48353,0.60087
2000,First Stage of Tertiary Education,3rd Quintile,Not concerned at all,0.25915,78,278,0.20755,0.31075
2000,First Stage of Tertiary Education,4th Quintile,Very concerned,0.13041,33,277,0.09068,0.17014
2000,First Stage of Tertiary Education,4th Quintile,Somewhat concerned,0.56416,153,277,0.50565,0.62266
2000,First Stage of Tertiary Education,4th Quintile,Not concerned at all,0.30543,91,277,0.25109,0.35977
2000,First Stage of Tertiary Education,5th Quintile,Somewhat concerned,0.53204,127,219,0.46581,0.59828
2000,First Stage of Tertiary Education,5th Quintile,Not concerned at all,0.36225,92,219,0.29844,0.42605
2000,Second Stage of Tertiary Education,1st Quintile,Somewhat concerned,0.48731,70,112,0.39433,0.58030
2000,Second Stage of Tertiary Education,1st Quintile,Not concerned at all,0.30860,42,112,0.22267,0.39453
2000,Second Stage of Tertiary Education,2nd Quintile,Very concerned,0.16037,34,240,0.11385,0.20689
2000,Second Stage of Tertiary Education,2nd Quintile,Somewhat concerned,0.51967,128,240,0.45632,0.58301
2000,Second Stage of Tertiary Education,2nd Quintile,Not concerned at all,0.31436,78,240,0.25550,0.37322
2000,Second Stage of Tertiary Education,3rd Quintile,Very concerned,0.10959,47,368,0.07763,0.14154
2000,Second Stage of Tertiary Education,3rd Quintile,Somewhat concerned,0.56391,210,368,0.51318,0.61465
2000,Second Stage of Tertiary Education,3rd Quintile,Not concerned at all,0.32052,111,368,0.27277,0.36827
2000,Second Stage of Tertiary Education,4th Quintile,Very concerned,0.10258,39,492,0.07574,0.12942
2000,Second Stage of Tertiary Education,4th Quintile,Somewhat concerned,0.59623,292,492,0.55283,0.63963
2000,Second Stage of Tertiary Education,4th Quintile,Not concerned at all,0.30119,161,492,0.26061,0.34177
2000,Second Stage of Tertiary Education,5th Quintile,Very concerned,0.07413,59,831,0.05631,0.09195
2000,Second Stage of Tertiary Education,5th Quintile,Somewhat concerned,0.50696,436,831,0.47295,0.54097
2000,Second Stage of Tertiary Education,5th Quintile,Not concerned at all,0.40342,336,831,0.37005,0.43680
2001,Pre-primary Level,1st Quintile,Somewhat concerned,0.26470,36,105,0.17991,0.34949
2001,Pre-primary Level,1st Quintile,Not concerned at all,0.61340,69,105,0.51981,0.70700
2001,Pre-primary Level,2nd Quintile,Somewhat concerned,0.32871,45,113,0.24171,0.41571
2001,Pre-primary Level,2nd Quintile,Not concerned at all,0.58406,68,113,0.49277,0.67534
2001,Pre-primary Level,3rd Quintile,Not concerned at all,0.65814,66,66,0.54282,0.77345
2001,Pre-primary Level,4th Quintile,Somewhat concerned,0.28870,34,95,0.19709,0.38031
2001,Pre-primary Level,4th Quintile,Not concerned at all,0.56531,61,95,0.46509,0.66552
2001,Pre-primary Level,5th Quintile,Not concerned at all,0.64994,58,58,0.52610,0.77377
2001,Primary Level,1st Quintile,Very concerned,0.36942,52,146,0.29086,0.44798
2001,Primary Level,1st Quintile,Somewhat concerned,0.42924,63,146,0.34867,0.50980
2001,Primary Level,1st Quintile,Not concerned at all,0.19691,31,146,0.13218,0.26163
2001,Primary Level,2nd Quintile,Somewhat concerned,0.46949,44,44,0.32032,0.61866
2001,Lower Secondary Level,1st Quintile,Very concerned,0.28337,273,989,0.25527,0.31147
2001,Lower Secondary Level,1st Quintile,Somewhat concerned,0.45000,439,989,0.41898,0.48103
2001,Lower Secondary Level,1st Quintile,Not concerned at all,0.25283,277,989,0.22573,0.27993
2001,Lower Secondary Level,2nd Quintile,Very concerned,0.26546,195,780,0.23445,0.29647
2001,Lower Secondary Level,2nd Quintile,Somewhat concerned,0.44260,334,780,0.40772,0.47748
