year,quintil_oecd,sex,plh0035,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,1st Quintile,male,Very concerned,0.21578,246,1138,0.19187,0.23969
1999,1st Quintile,male,Somewhat concerned,0.43676,493,1138,0.40793,0.46559
1999,1st Quintile,male,Not concerned at all,0.34747,399,1138,0.31979,0.37514
1999,1st Quintile,female,Very concerned,0.30102,397,1452,0.27742,0.32463
1999,1st Quintile,female,Somewhat concerned,0.44116,659,1452,0.41561,0.46670
1999,1st Quintile,female,Not concerned at all,0.25782,396,1452,0.23531,0.28033
1999,2nd Quintile,male,Very concerned,0.24190,311,1376,0.21926,0.26453
1999,2nd Quintile,male,Somewhat concerned,0.44961,633,1376,0.42332,0.47591
1999,2nd Quintile,male,Not concerned at all,0.30849,432,1376,0.28407,0.33290
1999,2nd Quintile,female,Very concerned,0.29810,392,1489,0.27486,0.32134
1999,2nd Quintile,female,Somewhat concerned,0.46905,727,1489,0.44369,0.49441
1999,2nd Quintile,female,Not concerned at all,0.23285,370,1489,0.21137,0.25432
1999,3rd Quintile,male,Very concerned,0.21176,273,1363,0.19006,0.23346
1999,3rd Quintile,male,Somewhat concerned,0.47231,653,1363,0.44579,0.49882
1999,3rd Quintile,male,Not concerned at all,0.31593,437,1363,0.29124,0.34062
1999,3rd Quintile,female,Very concerned,0.21811,317,1456,0.19689,0.23933
1999,3rd Quintile,female,Somewhat concerned,0.52660,744,1456,0.50095,0.55226
1999,3rd Quintile,female,Not concerned at all,0.25529,395,1456,0.23288,0.27769
1999,4th Quintile,male,Very concerned,0.13652,184,1373,0.11835,0.15468
1999,4th Quintile,male,Somewhat concerned,0.51042,680,1373,0.48396,0.53687
1999,4th Quintile,male,Not concerned at all,0.35307,509,1373,0.32778,0.37836
1999,4th Quintile,female,Very concerned,0.19762,242,1385,0.17664,0.21860
1999,4th Quintile,female,Somewhat concerned,0.49697,698,1385,0.47063,0.52331
1999,4th Quintile,female,Not concerned at all,0.30541,445,1385,0.28114,0.32968
