year,regtyp,sampreg,plj0589,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,Urban regions,West,Very often,0.005518261311487614,142,25402,0.005499613021396648,0.005536909601578581
2013,Urban regions,West,Often,0.0228343300800549,494,25402,0.02279672749375305,0.02287193266635675
2013,Urban regions,West,Sometimes,0.056571335411534286,1324,25402,0.05651317971950305,0.05662949110356552
2013,Urban regions,West,Seldom,0.1606500629510458,3690,25402,0.1605576247553095,0.16074250114678212
2013,Urban regions,West,Never,0.3488031240244902,8536,25402,0.3486831503898482,0.3489230976591322
2013,Urban regions,East,Often,0.0024794399358886304,73,25402,0.002466920717863458,0.002491959153913803
2013,Urban regions,East,Sometimes,0.00965588133157938,245,25402,0.00963126470701131,0.00968049795614745
2013,Urban regions,East,Seldom,0.018936205989298717,571,25402,0.01890189489354949,0.018970517085047944
2013,Urban regions,East,Never,0.032796096818340455,1031,25402,0.032751262602414316,0.03284093103426659
2013,Rural regions,West,Very often,0.0026375664484819547,62,25402,0.002624655216426043,0.0026504776805378666
2013,Rural regions,West,Often,0.007904014438077691,174,25402,0.007881722892174776,0.007926305983980607
2013,Rural regions,West,Sometimes,0.020607574101216535,530,25402,0.02057181132010548,0.02064333688232759
2013,Rural regions,West,Seldom,0.062098233463382446,1554,25402,0.062037481855208854,0.06215898507155604
2013,Rural regions,West,Never,0.12088782172735406,3229,25402,0.12080575768550876,0.12096988576919936
2013,Rural regions,East,Very often,0.0018408173353688597,53,25402,0.0018300267568338074,0.0018516079139039119
2013,Rural regions,East,Often,0.006895680362037693,176,25402,0.006874848625442147,0.006916512098633238
2013,Rural regions,East,Sometimes,0.015622064802353354,455,25402,0.015590847912525718,0.01565328169218099
2013,Rural regions,East,Seldom,0.040057840005070705,1122,25402,0.04000847652427679,0.04010720348586462
2013,Rural regions,East,Never,0.0632036494629366,1941,25402,0.06314239564661409,0.06326490327925913
2016,Urban regions,West,Very often,0.04444410496396272,106,2782,0.04370561131719629,0.04518259861072915
2016,Urban regions,West,Often,0.08405437929097155,197,2782,0.08306005820100616,0.08504870038093694
2016,Urban regions,West,Sometimes,0.14419626601258215,389,2782,0.1429374109557194,0.1454551210694449
2016,Urban regions,West,Seldom,0.1231263616291912,337,2782,0.1219488758703282,0.12430384738805421
2016,Urban regions,West,Never,0.2605344591278667,807,2782,0.25896155160439466,0.26210736665133877
2016,Urban regions,East,Sometimes,0.025522688607862193,58,2782,0.024957542540309196,0.02608783467541519
2016,Urban regions,East,Never,0.02484292908528704,68,2782,0.02428516529071634,0.02540069287985774
2016,Rural regions,West,Very often,0.017937996371117076,39,2782,0.017462367670464628,0.018413625071769524
2016,Rural regions,West,Often,0.02414886235466359,76,2782,0.02359874954540346,0.02469897516392372
2016,Rural regions,West,Sometimes,0.041042131685749134,116,2782,0.04033120248750232,0.04175306088399595
2016,Rural regions,West,Seldom,0.0324480124363066,97,2782,0.03181305759675416,0.03308296727585904
2016,Rural regions,West,Never,0.0758042013116434,217,2782,0.07485569491035829,0.0767527077129285
2016,Rural regions,East,Often,0.02541789165171402,52,2782,0.024853876706199644,0.025981906597228398
2016,Rural regions,East,Sometimes,0.02769016377106716,76,2782,0.027102164571476094,0.028278162970658223
2016,Rural regions,East,Seldom,0.012138496047015359,47,2782,0.01174608420524573,0.012530907888784987
2016,Rural regions,East,Never,0.0366510556530002,100,2782,0.03597769662070701,0.037324414685293385
2017,Urban regions,West,Very often,0.0070268319314498815,225,28248,0.0070069866076315195,0.0070466772552682435
2017,Urban regions,West,Often,0.023119599277713572,663,28248,0.02308389497964773,0.023155303575779412
2017,Urban regions,West,Sometimes,0.061145716664504975,1729,28248,0.06108879314215251,0.06120264018685744
2017,Urban regions,West,Seldom,0.16103975580511257,4087,28248,0.16095242913657123,0.1611270824736539
2017,Urban regions,West,Never,0.36959618048958925,9543,28248,0.36948150177796146,0.36971085920121705
2017,Urban regions,East,Often,0.0023103042156493365,90,28248,0.0022988979894812264,0.0023217104418174466
2017,Urban regions,East,Sometimes,0.0083134274201826,258,28248,0.008291855593551457,0.008334999246813744
2017,Urban regions,East,Seldom,0.017530910567522394,554,28248,0.017499730910410183,0.017562090224634605
2017,Urban regions,East,Never,0.034495677580270466,1130,28248,0.03445231959422846,0.03453903556631247
2017,Rural regions,West,Very often,0.002054673095606064,92,28248,0.002043915024967989,0.0020654311662441395
2017,Rural regions,West,Often,0.006976159835212307,262,28248,0.006956385690925796,0.006995933979498819
2017,Rural regions,West,Sometimes,0.02185622795489516,706,28248,0.02182149045144857,0.02189096545834175
2017,Rural regions,West,Seldom,0.05884145636818505,1724,28248,0.05878554723600648,0.058897365500363626
2017,Rural regions,West,Never,0.11608169065743915,3457,28248,0.11600558839337649,0.1161577929215018
2017,Rural regions,East,Very often,0.001599250146481221,55,28248,0.0015897567788586923,0.0016087435141037497
2017,Rural regions,East,Often,0.005204544191427959,169,28248,0.0051874492389972415,0.005221639143858676
2017,Rural regions,East,Sometimes,0.012359929192394408,430,28248,0.012333679936758869,0.012386178448029948
2017,Rural regions,East,Seldom,0.03165670504826672,1041,28248,0.031615108510918886,0.03169830158561455
2017,Rural regions,East,Never,0.05879095955809699,2033,28248,0.05873507292202829,0.058846846194165685
2018,Urban regions,West,Sometimes,0.20081548610002314,47,227,0.19624381713477154,0.20538715506527475
2018,Urban regions,West,Seldom,0.20226231627748356,37,227,0.19767836294728203,0.2068462696076851
2018,Urban regions,West,Never,0.37415272465445404,94,227,0.36863053542885305,0.37967491388005503
2018,Rural regions,West,Never,0.22276947296803923,49,227,0.21802098426748043,0.22751796166859803
2019,Urban regions,West,Sometimes,0.22780499525859463,33,148,0.22282602587318398,0.23278396464400528
2019,Urban regions,West,Never,0.5258246101867765,82,148,0.5198969363416649,0.5317522840318881
2019,Rural regions,West,Never,0.24637039455462886,33,148,0.24125513617582484,0.2514856529334329
2020,Urban regions,West,Often,0.08865339795010695,75,835,0.08721542660744025,0.09009136929277364
2020,Urban regions,West,Sometimes,0.19118122809177457,189,835,0.1891918882374133,0.19317056794613582
2020,Urban regions,West,Seldom,0.2333141732128191,223,835,0.23117453656937206,0.23545380985626616
2020,Urban regions,West,Never,0.3362823663468339,269,835,0.33389233017298864,0.33867240252067915
2020,Urban regions,East,Never,0.058433104531115346,45,835,0.05724647317680661,0.05961973588542408
2020,Rural regions,West,Never,0.09213572986735014,34,835,0.09067259199749086,0.0935988677372094
2021,Urban regions,West,Very often,0.010827543783798462,309,19498,0.01080315482106429,0.010851932746532634
2021,Urban regions,West,Often,0.03534193894316986,784,19498,0.03529842542149378,0.03538545246484594
2021,Urban regions,West,Sometimes,0.07328800813275632,1540,19498,0.07322659217921981,0.07334942408629283
2021,Urban regions,West,Seldom,0.18232491361849493,3081,19498,0.1822339210887319,0.18241590614825795
2021,Urban regions,West,Never,0.3173676835834527,6016,19498,0.3172579935619607,0.31747737360494466
2021,Urban regions,East,Very often,0.0010948381341803401,38,19498,0.0010870446898949282,0.001102631578465752
2021,Urban regions,East,Often,0.003177672195764939,85,19498,0.003164408768076326,0.0031909356234535516
2021,Urban regions,East,Sometimes,0.006884198598036162,158,19498,0.006864712764431221,0.006903684431641102
2021,Urban regions,East,Seldom,0.02004203413993694,458,19498,0.020009007303854607,0.020075060976019275
2021,Urban regions,East,Never,0.0289987602486548,790,19498,0.028959215214378404,0.029038305282931196
2021,Rural regions,West,Very often,0.002495276807859091,85,19498,0.002483519464705577,0.002507034151012605
2021,Rural regions,West,Often,0.0110113429295899,230,19498,0.010986750119968827,0.011035935739210974
