year,regtyp,plj0589,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,Urban regions,Very often,0.006498320961048089,171,25431,0.006478104261494607,0.006518537660601571
2013,Urban regions,Often,0.02528882334914641,567,25431,0.025249320569186547,0.025328326129106276
2013,Urban regions,Sometimes,0.06616194996112307,1569,25431,0.0660994088912458,0.06622449103100034
2013,Urban regions,Seldom,0.17940928705223502,4261,25431,0.17931274619868834,0.1795058279057817
2013,Urban regions,Never,0.38122315561799813,9567,25431,0.3811009525700911,0.3813453586659052
2013,Rural regions,Very often,0.00447397034610626,115,25431,0.004457178508102489,0.004490762184110031
2013,Rural regions,Often,0.014785109732199979,350,25431,0.01475474264511844,0.014815476819281517
2013,Rural regions,Sometimes,0.03619393467107754,985,25431,0.036146941137522634,0.03624092820463244
2013,Rural regions,Seldom,0.10205539887417052,2676,25431,0.10197923164810535,0.10213156610023569
2013,Rural regions,Never,0.183910049434895,5170,25431,0.1838125735647312,0.1840075253050588
2016,Urban regions,Very often,0.047055957577760286,116,2857,0.04630729339742169,0.04780462175809888
2016,Urban regions,Often,0.09146309561103334,221,2857,0.09044394051131611,0.09248225071075057
2016,Urban regions,Sometimes,0.16519586668448838,447,2857,0.16388294769089706,0.1665087856780797
2016,Urban regions,Seldom,0.12997391038504894,362,2857,0.12878502420663784,0.13116279656346003
2016,Urban regions,Never,0.2777719500067482,875,2857,0.2761884159172587,0.2793554840962377
2016,Rural regions,Very often,0.020536363751131156,55,2857,0.020034943373066372,0.02103778412919594
2016,Rural regions,Often,0.048245777291831334,128,2857,0.0474881805338644,0.049003374049798265
2016,Rural regions,Sometimes,0.06690054827756611,192,2857,0.06601721446859424,0.06778388208653799
2016,Rural regions,Seldom,0.043398257594796756,144,2857,0.0426779005995484,0.04411861459004511
2016,Rural regions,Never,0.10945827281959551,317,2857,0.10835445479960007,0.11056209083959095
2017,Urban regions,Very often,0.007716012412926368,244,28267,0.007695231083088002,0.007736793742764734
2017,Urban regions,Often,0.025412253677942875,753,28267,0.025374877839026696,0.025449629516859053
2017,Urban regions,Sometimes,0.06941093544431076,1987,28267,0.06935057508642252,0.069471295802199
2017,Urban regions,Seldom,0.1784467280611218,4641,28267,0.17835579306670007,0.17853766305554353
2017,Urban regions,Never,0.40381139508227765,10673,28267,0.4036948644761082,0.4039279256884471
2017,Rural regions,Very often,0.003651387209231374,147,28267,0.003637062246847364,0.0036657121716153836
2017,Rural regions,Often,0.012172249917570903,431,28267,0.01214620728243257,0.012198292552709235
2017,Rural regions,Sometimes,0.03419240916656325,1136,28267,0.034149250398137904,0.034235567934988595
2017,Rural regions,Seldom,0.09043535048815744,2765,28267,0.09036723517076968,0.0905034658055452
2017,Rural regions,Never,0.17475127853989755,5490,28267,0.17466108789422144,0.17484146918557367
2018,Urban regions,Sometimes,0.16193465029017315,50,293,0.15840340962705468,0.16546589095329162
2018,Urban regions,Seldom,0.14696581065747705,38,293,0.14357182614047875,0.15035979517447534
2018,Urban regions,Never,0.3497131753724989,102,293,0.3451420097671974,0.3542843409778004
2018,Rural regions,Sometimes,0.11064704880610923,33,293,0.10764010388393369,0.11365399372828477
2018,Rural regions,Never,0.2307393148737417,70,293,0.2267008524284519,0.2347777773190315
2019,Urban regions,Sometimes,0.2076937175454005,33,158,0.20309557290198732,0.21229186218881368
2019,Urban regions,Never,0.522176654695436,85,158,0.5165146945632213,0.5278386148276506
2019,Rural regions,Never,0.27012962775916355,40,158,0.26509655305736163,0.27516270246096547
2020,Urban regions,Very often,0.03442066288123468,32,946,0.03358657769686466,0.0352547480656047
2020,Urban regions,Often,0.08730738941685715,84,946,0.08601588891639161,0.08859888991732268
2020,Urban regions,Sometimes,0.17669981957363187,205,946,0.17495478527007005,0.1784448538771937
2020,Urban regions,Seldom,0.2040199232382874,237,946,0.2021762064976074,0.20586363997896742
2020,Urban regions,Never,0.32283177367570953,314,946,0.32069261385604947,0.3249709334953696
2020,Rural regions,Sometimes,0.08637422661667347,36,946,0.08508899006720153,0.08765946316614542
2020,Rural regions,Never,0.08834620459760582,38,946,0.08704778299982334,0.08964462619538831
2021,Urban regions,Very often,0.011922381917978803,347,19498,0.011896803752413839,0.011947960083543768
2021,Urban regions,Often,0.038519611138934796,869,19498,0.03847425840097016,0.038564963876899436
2021,Urban regions,Sometimes,0.08017220673079246,1698,19498,0.08010821003799408,0.08023620342359085
2021,Urban regions,Seldom,0.2023669477584319,3539,19498,0.20227226656791839,0.2024616289489454
2021,Urban regions,Never,0.3463664438321075,6806,19498,0.3462543123858434,0.3464785752783716
2021,Rural regions,Very often,0.0056118290692061,139,19498,0.005594224616006263,0.005629433522405936
2021,Rural regions,Often,0.01811596310502798,384,19498,0.01808453246954557,0.018147393740510394
2021,Rural regions,Sometimes,0.040657370968972206,761,19498,0.0406108285591309,0.04070391337881351
2021,Rural regions,Seldom,0.1050354001088204,1826,19498,0.10496314590429245,0.10510765431334834
2021,Rural regions,Never,0.15123184536972792,3129,19498,0.15114741309061042,0.15131627764884542
