year,plj0589,migback,pgisced97,proportion,n,lower_confidence,upper_confidence
2013,Very often,No migration background,middle vocational,0.4555160142348754,44486,0.4508880630125417,0.46014396545720915
2013,Very often,No migration background,general elementary,0.18149466192170818,44486,0.17791297947299653,0.18507634437041984
2013,Very often,No migration background,higher education,0.08540925266903915,44486,0.08281202359866784,0.08800648173941046
2013,Very often,Direct migration background,middle vocational,0.03914590747330961,44486,0.03734365223140415,0.040948162715215064
2013,Very often,Direct migration background,general elementary,0.03914590747330961,44486,0.03734365223140415,0.040948162715215064
2013,Very often,No migration background,higher vocational,0.03558718861209965,44486,0.03386562641305293,0.03730875081114637
2013,Very often,No migration background,inadequately,0.03202846975088968,44486,0.030392241904733303,0.03366469759704606
2013,Very often,No migration background,vocational + Abi,0.03202846975088968,44486,0.030392241904733303,0.03366469759704606
2013,Very often,Direct migration background,higher education,0.021352313167259787,44486,0.020008991422691143,0.02269563491182843
2013,Very often,Direct migration background,vocational + Abi,0.017793594306049824,44486,0.016565087361282215,0.019022101250817432
2013,Very often,Indirect migration background,general elementary,0.017793594306049824,44486,0.016565087361282215,0.019022101250817432
2013,Very often,Direct migration background,inadequately,0.014234875444839857,44486,0.013134076631071589,0.015335674258608125
2013,Very often,Indirect migration background,middle vocational,0.010676156583629894,44486,0.009721117602967275,0.011631195564292512
2013,Very often,Direct migration background,higher vocational,0.0071174377224199285,44486,0.006336250426109596,0.00789862501873026
2013,Very often,No migration background,in school,0.0035587188612099642,44486,0.0030053469786677795,0.004112090743752149
2013,Very often,Indirect migration background,vocational + Abi,0.0035587188612099642,44486,0.0030053469786677795,0.004112090743752149
2013,Very often,Indirect migration background,inadequately,0.0035587188612099642,44486,0.0030053469786677795,0.004112090743752149
2013,Often,No migration background,middle vocational,0.4575892857142857,44486,0.4529596539837563,0.4622189174448151
2013,Often,No migration background,general elementary,0.1171875,44486,0.1141985457045883,0.1201764542954117
2013,Often,No migration background,higher education,0.09598214285714286,44486,0.09324480680080693,0.09871947891347879
2013,Often,Direct migration background,middle vocational,0.06138392857142857,44486,0.0591533592457213,0.06361449789713583
2013,Often,No migration background,vocational + Abi,0.05580357142857143,44486,0.053670494263083464,0.0579366485940594
2013,Often,No migration background,higher vocational,0.04575892857142857,44486,0.04381709784577452,0.04770075929708262
2013,Often,Direct migration background,higher education,0.03236607142857143,44486,0.030721529575465624,0.03401061328167724
2013,Often,Direct migration background,general elementary,0.0234375,44486,0.022031614159830713,0.024843385840169287
2013,Often,No migration background,inadequately,0.020089285714285716,44486,0.018785458944975846,0.021393112483595586
2013,Often,Direct migration background,inadequately,0.017857142857142856,44486,0.016626483918821603,0.01908780179546411
2013,Often,Indirect migration background,middle vocational,0.013392857142857142,44486,0.012324655753574457,0.014461058532139828
2013,Often,No migration background,in school,0.012276785714285714,44486,0.011253482446796236,0.013300088981775192
2013,Often,Indirect migration background,general elementary,0.011160714285714286,44486,0.010184481825917977,0.012136946745510595
2013,Often,Direct migration background,vocational + Abi,0.010044642857142858,44486,0.009117984925119726,0.01097130078916599
2013,Often,Indirect migration background,inadequately,0.006696428571428571,44486,0.005938537114858138,0.0074543200279990045
2013,Often,Direct migration background,higher vocational,0.004464285714285714,44486,0.003844775022827961,0.005083796405743467
2013,Often,Indirect migration background,in school,0.004464285714285714,44486,0.003844775022827961,0.005083796405743467
2013,Often,Indirect migration background,vocational + Abi,0.004464285714285714,44486,0.003844775022827961,0.005083796405743467
2013,Often,Indirect migration background,higher education,0.0033482142857142855,44486,0.00281140163781126,0.0038850269336173113
