year,age_gr,pgisced97,plj0589,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2013,18-29 y.,Pre-primary Level,Nie,0.6077097505668935,44486,0.6031724635578879,0.612247037575899
2013,18-29 y.,Pre-primary Level,Selten,0.28798185941043086,44486,0.2837738908374716,0.2921898279833901
2013,18-29 y.,Pre-primary Level,Manchmal,0.06575963718820861,44486,0.06345632179459945,0.06806295258181777
2013,18-29 y.,Pre-primary Level,Oft,0.036281179138321996,44486,0.0345435373213532,0.03801882095529079
2013,18-29 y.,Pre-primary Level,Sehr oft,0.0022675736961451248,44486,0.0018255636488487214,0.002709583743441528
2013,18-29 y.,Primary Level,Nie,0.34782608695652173,44486,0.3434001300651059,0.35225204384793757
2013,18-29 y.,Primary Level,Selten,0.30434782608695654,44486,0.30007194550189653,0.30862370667201655
2013,18-29 y.,Primary Level,Manchmal,0.2028985507246377,44486,0.19916139956519613,0.20663570188407926
2013,18-29 y.,Primary Level,Oft,0.11594202898550725,44486,0.11296690401622421,0.11891715395479029
2013,18-29 y.,Primary Level,Sehr oft,0.028985507246376812,44486,0.02742650155356835,0.030544512939185274
2013,18-29 y.,Lower Secondary Level,Nie,0.5094066570188133,44486,0.5047611028757057,0.5140522111619208
2013,18-29 y.,Lower Secondary Level,Selten,0.2865412445730825,44486,0.2823395701211535,0.2907429190250115
2013,18-29 y.,Lower Secondary Level,Manchmal,0.1447178002894356,44486,0.14144846030734579,0.1479871402715254
2013,18-29 y.,Lower Secondary Level,Oft,0.0361794500723589,44486,0.03444415447812378,0.037914745666594016
2013,18-29 y.,Lower Secondary Level,Sehr oft,0.023154848046309694,44486,0.021757263071521152,0.024552433021098236
2013,18-29 y.,Upper Secondary Level,Nie,0.5749299719887955,44486,0.5703360659380876,0.5795238780395033
2013,18-29 y.,Upper Secondary Level,Selten,0.28361344537815125,44486,0.279424723610952,0.2878021671453505
2013,18-29 y.,Upper Secondary Level,Manchmal,0.1092436974789916,44486,0.10634487219934517,0.11214252275863802
2013,18-29 y.,Upper Secondary Level,Oft,0.028711484593837534,44486,0.02715964673038661,0.030263322457288456
2013,18-29 y.,Upper Secondary Level,Sehr oft,0.0035014005602240898,44486,0.002952487407293711,0.0040503137131544685
2013,18-29 y.,Post-secondary Non-tertiary Level,Nie,0.5597826086956522,44486,0.555169563693154,0.5643956536981505
2013,18-29 y.,Post-secondary Non-tertiary Level,Selten,0.32065217391304346,44486,0.3163149925601578,0.3249893552659291
2013,18-29 y.,Post-secondary Non-tertiary Level,Manchmal,0.08695652173913043,44486,0.08433809033051289,0.08957495314774798
2013,18-29 y.,Post-secondary Non-tertiary Level,Oft,0.02717391304347826,44486,0.02566300481202352,0.028684821274933
2013,18-29 y.,Post-secondary Non-tertiary Level,Sehr oft,0.005434782608695652,44486,0.004751575912218441,0.0061179893051728634
2013,18-29 y.,First Stage of Tertiary Education,Nie,0.5384615384615384,44486,0.533828929046292,0.5430941478767849
2013,18-29 y.,First Stage of Tertiary Education,Selten,0.36538461538461536,44486,0.36090980312359233,0.3698594276456384
2013,18-29 y.,First Stage of Tertiary Education,Oft,0.038461538461538464,44486,0.03667447058194233,0.0402486063411346
2013,18-29 y.,First Stage of Tertiary Education,Sehr oft,0.038461538461538464,44486,0.03667447058194233,0.0402486063411346
2013,18-29 y.,First Stage of Tertiary Education,Manchmal,0.019230769230769232,44486,0.01795454749486087,0.020506990966677595
2013,18-29 y.,Second Stage of Tertiary Education,Nie,0.60828025477707,44486,0.6037441405335523,0.6128163690205878
2013,18-29 y.,Second Stage of Tertiary Education,Selten,0.2802547770700637,44486,0.2760811821012993,0.2844283720388281
2013,18-29 y.,Second Stage of Tertiary Education,Manchmal,0.08280254777070063,44486,0.08024161803788918,0.08536347750351209
2013,18-29 y.,Second Stage of Tertiary Education,Oft,0.022292993630573247,44486,0.020921060473639626,0.023664926787506868
2013,18-29 y.,Second Stage of Tertiary Education,Sehr oft,0.006369426751592357,44486,0.0056301500162851525,0.0071087034868995615
2013,30-45 y.,Primary Level,Selten,0.29411764705882354,44486,0.28988344970490193,0.29835184441274515
2013,30-45 y.,Primary Level,Nie,0.25735294117647056,44486,0.25329037738642757,0.26141550496651356
2013,30-45 y.,Primary Level,Manchmal,0.25735294117647056,44486,0.25329037738642757,0.26141550496651356
2013,30-45 y.,Primary Level,Oft,0.13970588235294118,44486,0.13648425565556452,0.14292750905031784
2013,30-45 y.,Primary Level,Sehr oft,0.051470588235294115,44486,0.049417302644767354,0.05352387382582088
2013,30-45 y.,Lower Secondary Level,Nie,0.44013490725126475,44486,0.435521954622777,0.4447478598797525
2013,30-45 y.,Lower Secondary Level,Selten,0.2917369308600337,44486,0.28751279968694166,0.2959610620331258
