year,plj0589,quintil_oecd,sampreg,proportion,n,lower_confidence,upper_confidence
2013,Very often,1st Quintile,West,0.21328671328671328,44486,0.2094801370155936,0.21709328955783297
2013,Very often,2nd Quintile,West,0.17482517482517482,44486,0.17129562462536985,0.1783547250249798
2013,Very often,3rd Quintile,West,0.13636363636363635,44486,0.13317460243632662,0.1395526702909461
2013,Very often,4th Quintile,West,0.11888111888111888,44486,0.11587353264690287,0.1218887051153349
2013,Very often,1st Quintile,East,0.11538461538461539,44486,0.11241571524595387,0.11835351552327691
2013,Very often,2nd Quintile,East,0.06993006993006994,44486,0.0675601472584276,0.07229999260171227
2013,Very often,5th Quintile,West,0.06993006993006994,44486,0.0675601472584276,0.07229999260171227
2013,Very often,3rd Quintile,East,0.055944055944055944,44486,0.05380845436707908,0.05807965752103281
2013,Very often,4th Quintile,East,0.024475524475524476,44486,0.023039606999699515,0.025911441951349437
2013,Very often,5th Quintile,East,0.02097902097902098,44486,0.019647239409737387,0.022310802548304573
2013,Often,2nd Quintile,West,0.1821155943293348,44486,0.1785291514012122,0.1857020372574574
2013,Often,1st Quintile,West,0.17448200654307525,44486,0.1709551890355869,0.1780088240505636
2013,Often,3rd Quintile,West,0.1406761177753544,44486,0.13744514706656724,0.14390708848414158
2013,Often,4th Quintile,West,0.12431842966194111,44486,0.12125233714481615,0.12738452217906607
2013,Often,5th Quintile,West,0.10687022900763359,44486,0.10399924981043907,0.1097412082048281
2013,Often,2nd Quintile,East,0.07960741548527808,44486,0.07709201169896306,0.08212281927159311
2013,Often,1st Quintile,East,0.07415485278080698,44486,0.0717199402852929,0.07658976527632107
2013,Often,3rd Quintile,East,0.05452562704471101,44486,0.05241568946259348,0.05663556462682855
2013,Often,4th Quintile,East,0.04252998909487459,44486,0.040654758766095096,0.04440521942365409
2013,Often,5th Quintile,East,0.020719738276990186,44486,0.019396036884446473,0.0220434396695339
2013,Sometimes,4th Quintile,West,0.1581832419733751,44486,0.15479219807295683,0.16157428587379338
2013,Sometimes,2nd Quintile,West,0.15465935787000784,44486,0.15129928753302047,0.15801942820699522
2013,Sometimes,5th Quintile,West,0.1499608457321848,44486,0.14664302590319872,0.15327866556117087
2013,Sometimes,3rd Quintile,West,0.14487079091620986,44486,0.1416000158473918,0.14814156598502792
2013,Sometimes,1st Quintile,West,0.1182458888018794,44486,0.1152452676646133,0.12124650993914551
2013,Sometimes,1st Quintile,East,0.06617071260767424,44486,0.06386071758741835,0.06848070762793013
2013,Sometimes,2nd Quintile,East,0.06303837118245889,44486,0.0607799351874213,0.06529680717749647
2013,Sometimes,3rd Quintile,East,0.06225528582615505,44486,0.06000998352887103,0.06450058812343906
2013,Sometimes,4th Quintile,East,0.05090054815974941,44486,0.048858050895174664,0.05294304542432416
2013,Sometimes,5th Quintile,East,0.031714956930305405,44486,0.03008649328610017,0.03334342057451064
2013,Seldom,5th Quintile,West,0.24077277970011535,44486,0.236799638760572,0.2447459206396587
2013,Seldom,4th Quintile,West,0.18930219146482122,44486,0.1856617696100373,0.19294261331960513
2013,Seldom,3rd Quintile,West,0.1451845444059977,44486,0.14191083015783523,0.14845825865416018
2013,Seldom,2nd Quintile,West,0.11404267589388696,44486,0.11108885271922302,0.1169964990685509
2013,Seldom,1st Quintile,West,0.06660899653979238,44486,0.06429190792410597,0.0689260851554788
2013,Seldom,3rd Quintile,East,0.06531141868512111,44486,0.06301541585029628,0.06760742151994593
2013,Seldom,4th Quintile,East,0.05723760092272203,44486,0.0550789310508986,0.05939627079454546
2013,Seldom,2nd Quintile,East,0.048298731257208766,44486,0.04630639527727748,0.05029106723714005
2013,Seldom,5th Quintile,East,0.04195501730103806,44486,0.04009194677519113,0.04381808782688499
2013,Seldom,1st Quintile,East,0.03128604382929642,44486,0.029668271154620195,0.03290381650397265
2013,Never,5th Quintile,West,0.2946325575083124,44486,0.2903962013445216,0.2988689136721032
2013,Never,4th Quintile,West,0.21198344303453892,44486,0.20818537242235133,0.2157815136467265
2013,Never,3rd Quintile,West,0.14799484291239737,44486,0.1446950339680761,0.15129465185671864
2013,Never,2nd Quintile,West,0.09391327950057678,44486,0.09120250882665107,0.09662405017450248
2013,Never,3rd Quintile,East,0.05435298907511705,44486,0.052246202045575126,0.05645977610465897
2013,Never,4th Quintile,East,0.05136730677885594,44486,0.04931597062404429,0.05341864293366759
2013,Never,1st Quintile,West,0.04980660921490127,44486,0.04778501547791398,0.051828202951888565
2013,Never,5th Quintile,East,0.04078170591029382,44486,0.038943746935120205,0.04261966488546744
2013,Never,2nd Quintile,East,0.03562461830766099,44486,0.0339021844245286,0.03734705219079338
2013,Never,1st Quintile,East,0.019542647757345457,44486,0.018256323532851112,0.020828971981839802
2017,Very often,1st Quintile,West,0.21755725190839695,45410,0.21376241262682477,0.22135209118996912
2017,Very often,2nd Quintile,West,0.2099236641221374,45410,0.2061778558313514,0.2136694724129234
2017,Very often,3rd Quintile,West,0.18702290076335878,45410,0.18343643350170258,0.190609368025015
2017,Very often,4th Quintile,West,0.11450381679389313,45410,0.11157505770818826,0.11743257587959799
2017,Very often,1st Quintile,East,0.07251908396946564,45410,0.07013369631982183,0.07490447161910946
2017,Very often,2nd Quintile,East,0.06870229007633588,45410,0.0663757518383433,0.07102882831432847
