year,migback,pgisced97,plg0292_h,proportion,n,lower_confidence,upper_confidence
1984,kein Migrationshintergrund,middle vocational,Berufliche Fortbildung,0.2774869109947644,16099,0.2705701824450762,0.28440363954445264
1984,kein Migrationshintergrund,higher education,Berufliche Fortbildung,0.10471204188481675,16099,0.09998231234755948,0.10944177142207402
1984,kein Migrationshintergrund,middle vocational,Sonstiges,0.07853403141361257,16099,0.07437851293981412,0.082689549887411
1984,kein Migrationshintergrund,higher vocational,Berufliche Fortbildung,0.05759162303664921,16099,0.05399283847244422,0.06119040760085421
1984,kein Migrationshintergrund,middle vocational,Berufliche Umschulung,0.05235602094240838,16099,0.04891519628830219,0.055796845596514565
1984,direkter Migrationshintergrund,middle vocational,Berufliche Fortbildung,0.05235602094240838,16099,0.04891519628830219,0.055796845596514565
1984,kein Migrationshintergrund,middle vocational,Allgemeine/politische Weiterbildung,0.02617801047120419,16099,0.023711603562707895,0.02864441737970048
1984,kein Migrationshintergrund,vocational + Abi,Berufliche Fortbildung,0.02617801047120419,16099,0.023711603562707895,0.02864441737970048
1984,direkter Migrationshintergrund,middle vocational,Sonstiges,0.02617801047120419,16099,0.023711603562707895,0.02864441737970048
1984,direkter Migrationshintergrund,general elemantary,Sonstiges,0.020942408376963352,16099,0.01873046475816953,0.023154351995757175
1984,kein Migrationshintergrund,general elemantary,Berufliche Fortbildung,0.020942408376963352,16099,0.01873046475816953,0.023154351995757175
1984,kein Migrationshintergrund,general elemantary,Sonstiges,0.020942408376963352,16099,0.01873046475816953,0.023154351995757175
1984,kein Migrationshintergrund,higher vocational,Sonstiges,0.020942408376963352,16099,0.01873046475816953,0.023154351995757175
1984,direkter Migrationshintergrund,vocational + Abi,Berufliche Fortbildung,0.020942408376963352,16099,0.01873046475816953,0.023154351995757175
1984,kein Migrationshintergrund,higher education,Allgemeine/politische Weiterbildung,0.020942408376963352,16099,0.01873046475816953,0.023154351995757175
1984,direkter Migrationshintergrund,higher education,Sonstiges,0.015706806282722512,16099,0.013786091822914098,0.017627520742530926
1984,kein Migrationshintergrund,middle vocational,Mehrfachnennung,0.015706806282722512,16099,0.013786091822914098,0.017627520742530926
1984,kein Migrationshintergrund,vocational + Abi,Sonstiges,0.010471204188481676,16099,0.008898782035094909,0.012043626341868443
1984,direkter Migrationshintergrund,general elemantary,Berufliche Umschulung,0.010471204188481676,16099,0.008898782035094909,0.012043626341868443
1984,kein Migrationshintergrund,inadequately,Sonstiges,0.010471204188481676,16099,0.008898782035094909,0.012043626341868443
1984,direkter Migrationshintergrund,middle vocational,Berufliche Umschulung,0.010471204188481676,16099,0.008898782035094909,0.012043626341868443
1984,kein Migrationshintergrund,higher education,Sonstiges,0.010471204188481676,16099,0.008898782035094909,0.012043626341868443
1984,kein Migrationshintergrund,general elemantary,Berufliche Umschulung,0.010471204188481676,16099,0.008898782035094909,0.012043626341868443
