year,quintil_oecd,sex,plg0292_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,male,Vocational Retraining,0.4375,16099,0.42983685729390864,0.44516314270609136
1984,1st Quintile,male,Further vocational education,0.3125,16099,0.3053399182108005,0.3196600817891995
1984,1st Quintile,male,Others,0.1875,16099,0.1814706715617544,0.1935293284382456
1984,1st Quintile,male,Further general/political education,0.0625,16099,0.058760769237055206,0.0662392307629448
1984,1st Quintile,female,Others,0.5,16099,0.4922762781479938,0.5077237218520062
1984,1st Quintile,female,Further vocational education,0.3,16099,0.2929210919932794,0.30707890800672055
1984,1st Quintile,female,Vocational rehabilitation,0.1,16099,0.09536576688879628,0.10463423311120373
1984,1st Quintile,female,Multiple answers,0.1,16099,0.09536576688879628,0.10463423311120373
1984,2nd Quintile,male,Further vocational education,0.6363636363636364,16099,0.6289327101031841,0.6437945626240886
1984,2nd Quintile,male,Others,0.2727272727272727,16099,0.26584757183541835,0.27960697361912706
1984,2nd Quintile,male,Vocational Retraining,0.09090909090909091,16099,0.08646826307891753,0.0953499187392643
1984,2nd Quintile,female,Further vocational education,0.375,16099,0.3675215384741104,0.3824784615258896
1984,2nd Quintile,female,Others,0.3125,16099,0.3053399182108005,0.3196600817891995
1984,2nd Quintile,female,Vocational Retraining,0.1875,16099,0.1814706715617544,0.1935293284382456
1984,2nd Quintile,female,Multiple answers,0.0625,16099,0.058760769237055206,0.0662392307629448
1984,2nd Quintile,female,Further general/political education,0.0625,16099,0.058760769237055206,0.0662392307629448
1984,3rd Quintile,male,Further vocational education,0.6842105263157895,16099,0.6770300984847422,0.6913909541468368
1984,3rd Quintile,male,Others,0.15789473684210525,16099,0.15226194582265062,0.16352752786155988
1984,3rd Quintile,male,Vocational Retraining,0.10526315789473684,16099,0.10052245783492487,0.1100038579545488
1984,3rd Quintile,male,Further general/political education,0.05263157894736842,16099,0.04918221299101959,0.05608094490371725
1984,3rd Quintile,female,Others,0.375,16099,0.3675215384741104,0.3824784615258896
1984,3rd Quintile,female,Further vocational education,0.25,16099,0.24331106066439764,0.2566889393356024
1984,3rd Quintile,female,Multiple answers,0.25,16099,0.24331106066439764,0.2566889393356024
1984,3rd Quintile,female,Vocational Retraining,0.125,16099,0.11989123819593908,0.13010876180406092
1984,4th Quintile,male,Further vocational education,0.7714285714285715,16099,0.7649419963019659,0.777915146555177
1984,4th Quintile,male,Others,0.11428571428571428,16099,0.10937098705417009,0.11920044151725848
1984,4th Quintile,male,Vocational Retraining,0.08571428571428572,16099,0.08138990229654869,0.09003866913202274
1984,4th Quintile,male,Further general/political education,0.02857142857142857,16099,0.025997905681816362,0.03114495146104078
1984,4th Quintile,female,Further vocational education,0.4444444444444444,16099,0.4367685479553838,0.45212034093350506
1984,4th Quintile,female,Others,0.3888888888888889,16099,0.3813582906456137,0.3964194871321641
1984,4th Quintile,female,Further general/political education,0.05555555555555555,16099,0.052017142109031904,0.0590939690020792
1984,4th Quintile,female,Multiple answers,0.05555555555555555,16099,0.052017142109031904,0.0590939690020792
1984,4th Quintile,female,Vocational Retraining,0.05555555555555555,16099,0.052017142109031904,0.0590939690020792
1984,5th Quintile,male,Further vocational education,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,5th Quintile,male,Others,0.1794871794871795,16099,0.17355907263160075,0.18541528634275822
1984,5th Quintile,male,Further general/political education,0.07692307692307693,16099,0.07280680656270624,0.08103934728344761
1984,5th Quintile,male,Vocational Retraining,0.05128205128205128,16099,0.04787477089009629,0.05468933167400627
1984,5th Quintile,male,Vocational rehabilitation,0.02564102564102564,16099,0.023199373377459254,0.028082677904592027
1984,5th Quintile,female,Further vocational education,0.5454545454545454,16099,0.5377628060250192,0.5531462848840716
1984,5th Quintile,female,Others,0.22727272727272727,16099,0.22079916390996945,0.23374629063548508
1984,5th Quintile,female,Further general/political education,0.18181818181818182,16099,0.1758601860753975,0.18777617756096615
1984,5th Quintile,female,Vocational Retraining,0.045454545454545456,16099,0.04223685999694519,0.048672230912145724
1985,1st Quintile,male,Vocational Retraining,0.5,14443,0.4918454993802645,0.5081545006197354
1985,1st Quintile,male,Others,0.21428571428571427,14443,0.20759370861981374,0.2209777199516148
1985,1st Quintile,male,Further vocational education,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,1st Quintile,male,Vocational rehabilitation,0.07142857142857142,14443,0.06722836141282011,0.07562878144432274
1985,1st Quintile,male,Multiple answers,0.07142857142857142,14443,0.06722836141282011,0.07562878144432274
1985,1st Quintile,female,Further vocational education,0.4,14443,0.39201025374977555,0.4079897462502245
1985,1st Quintile,female,Others,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,1st Quintile,female,Further general/political education,0.13333333333333333,14443,0.1277893389621819,0.13887732770448477
1985,1st Quintile,female,Vocational Retraining,0.13333333333333333,14443,0.1277893389621819,0.13887732770448477
1985,2nd Quintile,male,Further vocational education,0.6923076923076923,14443,0.684780460966398,0.6998349236489866
1985,2nd Quintile,male,Vocational Retraining,0.15384615384615385,14443,0.1479618464276466,0.15973046126466112
1985,2nd Quintile,male,Others,0.07692307692307693,14443,0.07257722788192808,0.08126892596422577
1985,2nd Quintile,male,Further general/political education,0.07692307692307693,14443,0.07257722788192808,0.08126892596422577
1985,2nd Quintile,female,Others,0.4,14443,0.39201025374977555,0.4079897462502245
1985,2nd Quintile,female,Further vocational education,0.4,14443,0.39201025374977555,0.4079897462502245
1985,2nd Quintile,female,Vocational Retraining,0.2,14443,0.1934763995042116,0.2065236004957884
1985,3rd Quintile,male,Further vocational education,0.6,14443,0.5920102537497756,0.6079897462502244
1985,3rd Quintile,male,Others,0.3,14443,0.29252627673109954,0.30747372326890043
1985,3rd Quintile,male,Vocational Retraining,0.05,14443,0.04644553558635332,0.05355446441364668
1985,3rd Quintile,male,Multiple answers,0.05,14443,0.04644553558635332,0.05355446441364668
1985,3rd Quintile,female,Further vocational education,0.5714285714285714,14443,0.5633577089235807,0.5794994339335621
1985,3rd Quintile,female,Others,0.2857142857142857,14443,0.2783466299601089,0.2930819414684625
1985,3rd Quintile,female,Vocational Retraining,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,4th Quintile,male,Further vocational education,0.7391304347826086,14443,0.7319690070192264,0.7462918625459909
1985,4th Quintile,male,Vocational Retraining,0.13043478260869565,14443,0.12494221824402198,0.13592734697336933
1985,4th Quintile,male,Further general/political education,0.08695652173913043,14443,0.08236111269204244,0.09155193078621843
1985,4th Quintile,male,Others,0.043478260869565216,14443,0.04015234798084372,0.046804173758286716
1985,4th Quintile,female,Further vocational education,0.3888888888888889,14443,0.38093828305165045,0.39683949472612734
1985,4th Quintile,female,Others,0.3888888888888889,14443,0.38093828305165045,0.39683949472612734
1985,4th Quintile,female,Further general/political education,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,4th Quintile,female,Multiple answers,0.05555555555555555,14443,0.05181979251340732,0.059291318597703785
1985,5th Quintile,male,Further vocational education,0.8,14443,0.7934763995042117,0.8065236004957884
1985,5th Quintile,male,Others,0.06666666666666667,14443,0.06259848700276187,0.07073484633057146
1985,5th Quintile,male,Multiple answers,0.06666666666666667,14443,0.06259848700276187,0.07073484633057146
1985,5th Quintile,male,Vocational Retraining,0.06666666666666667,14443,0.06259848700276187,0.07073484633057146
1985,5th Quintile,female,Further vocational education,0.8125,14443,0.8061343949939767,0.8188656050060233
1985,5th Quintile,female,Vocational Retraining,0.0625,14443,0.058552219362890796,0.0664477806371092
1985,5th Quintile,female,Others,0.0625,14443,0.058552219362890796,0.0664477806371092
1985,5th Quintile,female,Multiple answers,0.0625,14443,0.058552219362890796,0.0664477806371092
1986,1st Quintile,male,Others,0.5,13742,0.4916400995939887,0.5083599004060113
1986,1st Quintile,male,Vocational Retraining,0.3,13742,0.2923380247174322,0.3076619752825678
1986,1st Quintile,male,Further vocational education,0.2,13742,0.19331207967519096,0.20668792032480907
1986,1st Quintile,female,Vocational Retraining,0.4,13742,0.3918090038819146,0.40819099611808546
1986,1st Quintile,female,Further vocational education,0.4,13742,0.3918090038819146,0.40819099611808546
1986,1st Quintile,female,Others,0.1,13742,0.09498405975639322,0.10501594024360679
1986,1st Quintile,female,Further general/political education,0.1,13742,0.09498405975639322,0.10501594024360679
1986,2nd Quintile,male,Further vocational education,0.6666666666666666,13742,0.6587848769771536,0.6745484563561797
1986,2nd Quintile,male,Vocational Retraining,0.25,13742,0.24276011387528634,0.25723988612471366
1986,2nd Quintile,male,Others,0.08333333333333333,13742,0.07871222451142011,0.08795444215524655
1986,2nd Quintile,female,Further vocational education,0.38461538461538464,13742,0.37648113037071934,0.39274963886004993
1986,2nd Quintile,female,Vocational Retraining,0.3076923076923077,13742,0.29997547654829726,0.31540913883631816
1986,2nd Quintile,female,Others,0.23076923076923078,13742,0.22372475995250926,0.2378137015859523
1986,2nd Quintile,female,Further general/political education,0.07692307692307693,13742,0.0724677623847916,0.08137839146136225
1986,3rd Quintile,male,Further vocational education,0.4166666666666667,13742,0.40842369370321174,0.4249096396301216
1986,3rd Quintile,male,Others,0.375,13742,0.36690556123789136,0.38309443876210864
1986,3rd Quintile,male,Further general/political education,0.16666666666666666,13742,0.16043556480234353,0.1728977685309898
1986,3rd Quintile,male,Vocational Retraining,0.041666666666666664,13742,0.03832561050842467,0.045007722824908655
1986,3rd Quintile,female,Further vocational education,0.5,13742,0.4916400995939887,0.5083599004060113
1986,3rd Quintile,female,Vocational Retraining,0.25,13742,0.24276011387528634,0.25723988612471366
1986,3rd Quintile,female,Further general/political education,0.16666666666666666,13742,0.16043556480234353,0.1728977685309898
1986,3rd Quintile,female,Others,0.08333333333333333,13742,0.07871222451142011,0.08795444215524655
1986,4th Quintile,male,Further vocational education,0.9090909090909091,13742,0.9042843043099705,0.9138975138718476
1986,4th Quintile,male,Further general/political education,0.09090909090909091,13742,0.08610248612815234,0.09571569569002948
1986,4th Quintile,female,Further vocational education,0.7894736842105263,13742,0.7826573147266453,0.7962900536944073
1986,4th Quintile,female,Vocational Retraining,0.10526315789473684,13742,0.10013198135651055,0.11039433443296312
1986,4th Quintile,female,Vocational rehabilitation,0.05263157894736842,13742,0.04889809962075698,0.056365058273979855
1986,4th Quintile,female,Others,0.05263157894736842,13742,0.04889809962075698,0.056365058273979855
1986,5th Quintile,male,Further vocational education,0.6785714285714286,13742,0.6707628654897426,0.6863799916531146
1986,5th Quintile,male,Others,0.21428571428571427,13742,0.2074251469141213,0.22114628165730724
1986,5th Quintile,male,Vocational Retraining,0.07142857142857142,13742,0.0671225643469077,0.07573457851023514
1986,5th Quintile,male,Further general/political education,0.03571428571428571,13742,0.032611477375122724,0.0388170940534487
1986,5th Quintile,female,Further vocational education,0.5909090909090909,13742,0.5826885319350057,0.5991296498831762
1986,5th Quintile,female,Others,0.18181818181818182,13742,0.17536944479948935,0.1882669188368743
1986,5th Quintile,female,Vocational Retraining,0.18181818181818182,13742,0.17536944479948935,0.1882669188368743
1986,5th Quintile,female,Vocational rehabilitation,0.045454545454545456,13742,0.04197182941701465,0.048937261492076264
1987,1st Quintile,male,Vocational Retraining,0.375,13496,0.3668321231878623,0.3831678768121377
1987,1st Quintile,male,Further vocational education,0.25,13496,0.2426944288864863,0.2573055711135137
1987,1st Quintile,male,Others,0.1875,13496,0.18091484718841944,0.19408515281158056
1987,1st Quintile,male,Vocational rehabilitation,0.1875,13496,0.18091484718841944,0.19408515281158056
1987,1st Quintile,female,Vocational Retraining,0.36363636363636365,13496,0.3555204042127129,0.3717523230600144
1987,1st Quintile,female,Others,0.36363636363636365,13496,0.3555204042127129,0.3717523230600144
1987,1st Quintile,female,Further vocational education,0.18181818181818182,13496,0.1753109376335546,0.18832542600280905
1987,1st Quintile,female,Further general/political education,0.09090909090909091,13496,0.08605887746141869,0.09575930435676314
1987,2nd Quintile,male,Further vocational education,0.6428571428571429,13496,0.6347730413550936,0.6509412443591922
1987,2nd Quintile,male,Vocational Retraining,0.21428571428571427,13496,0.2073629033534903,0.22120852521793824
1987,2nd Quintile,male,Others,0.14285714285714285,13496,0.13695334985736446,0.14876093585692124
1987,2nd Quintile,female,Further vocational education,0.375,13496,0.3668321231878623,0.3831678768121377
1987,2nd Quintile,female,Others,0.25,13496,0.2426944288864863,0.2573055711135137
1987,2nd Quintile,female,Vocational Retraining,0.25,13496,0.2426944288864863,0.2573055711135137
