year,age_gr,plg0292_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Further vocational education,1.0,50,99,1.0,1.0
1984,30-45 y.,Further vocational education,1.0,49,99,1.0,1.0
1985,17-29 y.,Further vocational education,1.0,47,86,1.0,1.0
1985,30-45 y.,Further vocational education,1.0,39,86,1.0,1.0
1986,17-29 y.,Further vocational education,1.0,47,92,1.0,1.0
1986,30-45 y.,Further vocational education,1.0,45,92,1.0,1.0
1987,17-29 y.,Further vocational education,1.0,47,95,1.0,1.0
1987,30-45 y.,Further vocational education,1.0,48,95,1.0,1.0
1988,17-29 y.,Further vocational education,1.0,55,94,1.0,1.0
1988,30-45 y.,Further vocational education,1.0,39,94,1.0,1.0
1989,17-29 y.,Further vocational education,1.0,35,35,1.0,1.0
1990,17-29 y.,Further vocational education,1.0,54,163,1.0,1.0
1990,30-45 y.,Further vocational education,1.0,78,163,1.0,1.0
1990,46-65 y.,Further vocational education,1.0,31,163,1.0,1.0
1991,17-29 y.,Further vocational education,1.0,39,83,1.0,1.0
1991,30-45 y.,Further vocational education,1.0,44,83,1.0,1.0
1992,17-29 y.,Vocational Retraining,0.3703834147930722,53,332,0.36909145540068766,0.3716753741854567
1992,17-29 y.,Further vocational education,0.6296165852069279,68,332,0.6283246258145434,0.6309085445993123
1992,30-45 y.,Vocational Retraining,0.3389954296329664,63,332,0.33777944320442366,0.3402114160615092
1992,30-45 y.,Further vocational education,0.6610045703670336,109,332,0.6597885839384909,0.6622205567955763
1992,46-65 y.,Further vocational education,1.0,39,332,1.0,1.0
1993,17-29 y.,Vocational Retraining,0.4202645471891736,53,290,0.41897033814977347,0.42155875622857375
1993,17-29 y.,Further vocational education,0.5797354528108264,71,290,0.5784412437714263,0.5810296618502265
1993,30-45 y.,Vocational Retraining,0.24000582603942408,49,290,0.23892717864844384,0.24108447343040432
1993,30-45 y.,Further vocational education,0.7599941739605759,117,290,0.7589155265695957,0.7610728213515561
1994,17-29 y.,Further vocational education,1.0,53,222,1.0,1.0
1994,30-45 y.,Vocational Retraining,0.2970643637024164,44,222,0.2959348797822545,0.2981938476225783
1994,30-45 y.,Further vocational education,0.7029356362975836,94,222,0.7018061523774217,0.7040651202177455
1994,46-65 y.,Further vocational education,1.0,31,222,1.0,1.0
1995,17-29 y.,Vocational Retraining,0.33809832326127714,32,222,0.3366825216301588,0.33951412489239546
1995,17-29 y.,Further vocational education,0.6619016767387229,63,222,0.6604858751076046,0.6633174783698412
1995,30-45 y.,Vocational Retraining,0.3141856646548391,38,222,0.31291286158125037,0.31545846772842784
1995,30-45 y.,Further vocational education,0.685814335345161,89,222,0.6845415322715722,0.6870871384187498
1996,17-29 y.,Further vocational education,1.0,54,209,1.0,1.0
1996,30-45 y.,Vocational Retraining,0.3890156139489305,49,209,0.38767728141554375,0.3903539464823173
1996,30-45 y.,Further vocational education,0.6109843860510694,75,209,0.6096460535176826,0.6123227185844562
1996,46-65 y.,Further vocational education,1.0,31,209,1.0,1.0
1997,17-29 y.,Vocational Retraining,0.3679431083117995,31,205,0.366274732977178,0.369611483646421
1997,17-29 y.,Further vocational education,0.6320568916882006,44,205,0.6303885163535791,0.6337252670228221
1997,30-45 y.,Vocational Retraining,0.26319134009955886,35,205,0.2620856457374563,0.2642970344616614
1997,30-45 y.,Further vocational education,0.7368086599004411,95,205,0.7357029655383385,0.7379143542625437
1998,17-29 y.,Further vocational education,1.0,32,137,1.0,1.0
1998,30-45 y.,Vocational Retraining,0.33432854893887,40,137,0.33299872047140294,0.335658377406337
1998,30-45 y.,Further vocational education,0.6656714510611299,65,137,0.6643416225936629,0.6670012795285969
1999,17-29 y.,Further vocational education,1.0,44,150,1.0,1.0
1999,30-45 y.,Vocational Retraining,0.25621777922022093,31,150,0.2549567232018123,0.2574788352386296
1999,30-45 y.,Further vocational education,0.7437822207797791,75,150,0.7425211647613704,0.7450432767981877
2000,17-29 y.,Further vocational education,0.5537003787275881,64,355,0.5518663173615806,0.5555344400935956
2000,17-29 y.,Others,0.44629962127241185,50,355,0.44446555990640435,0.44813368263841935
2000,30-45 y.,Vocational Retraining,0.20964421415181173,40,355,0.20852855188629907,0.21075987641732438
2000,30-45 y.,Further vocational education,0.501496441277207,113,355,0.5001260390850543,0.5028668434693598
2000,30-45 y.,Others,0.28885934457098134,48,355,0.2876171176124061,0.29010157152955657
2000,46-65 y.,Further vocational education,1.0,40,355,1.0,1.0
2001,17-29 y.,Further vocational education,0.6300962660473435,56,323,0.6282134853251218,0.6319790467695652
2001,17-29 y.,Others,0.36990373395265647,33,323,0.36802095323043477,0.37178651467487817
2001,30-45 y.,Vocational Retraining,0.23712640807042407,48,323,0.23598705237982995,0.23826576376101818
2001,30-45 y.,Further vocational education,0.5728167557896037,105,323,0.5714916271657965,0.5741418844134109
2001,30-45 y.,Others,0.19005683613997237,38,323,0.18900581344612732,0.19110785883381742
2001,46-65 y.,Further vocational education,1.0,43,323,1.0,1.0
2002,17-29 y.,Further vocational education,0.48721808934004524,45,330,0.48544807175036236,0.4889881069297281
2002,17-29 y.,Others,0.5127819106599548,58,330,0.511011893070272,0.5145519282496377
2002,30-45 y.,Vocational Retraining,0.2641113594834204,49,330,0.2629838566515807,0.2652388623152601
2002,30-45 y.,Further vocational education,0.5210584168958582,100,330,0.5197807944532385,0.5223360393384778
2002,30-45 y.,Others,0.2148302236207214,41,330,0.21377984099704642,0.2158806062443964
2002,46-65 y.,Others,1.0,37,330,1.0,1.0
2003,17-29 y.,Further vocational education,0.63444781435179,42,227,0.6326389401499534,0.6362566885536266
2003,17-29 y.,Others,0.36555218564820996,42,227,0.36374331144637334,0.3673610598500466
2003,30-45 y.,Vocational Retraining,0.36254028668415994,50,227,0.36110046915272626,0.3639801042155936
2003,30-45 y.,Further vocational education,0.6374597133158401,93,227,0.6360198957844063,0.6388995308472738
2004,17-29 y.,Further vocational education,0.5799724701431908,51,207,0.5780656656337216,0.5818792746526599
2004,17-29 y.,Others,0.42002752985680925,36,207,0.41812072534734007,0.4219343343662784
2004,30-45 y.,Vocational Retraining,0.34998477939399675,41,207,0.34849631639414175,0.35147324239385175
2004,30-45 y.,Further vocational education,0.6500152206060033,79,207,0.6485267576061482,0.6515036836058583
2005,17-29 y.,Further vocational education,0.5028131608855401,40,177,0.501139950390653,0.5044863713804272
2005,17-29 y.,Others,0.49718683911445993,50,177,0.4955136286195728,0.49886004960934704
2005,30-45 y.,Further vocational education,0.5959942796479242,54,177,0.5942947304400974,0.597693828855751
2005,30-45 y.,Others,0.4040057203520757,33,177,0.40230617114424894,0.4057052695599025
2006,17-29 y.,Others,1.0,35,82,1.0,1.0
2006,30-45 y.,Further vocational education,1.0,47,82,1.0,1.0
2007,30-45 y.,Further vocational education,1.0,44,44,1.0,1.0
2008,30-45 y.,Further vocational education,1.0,37,37,1.0,1.0
2009,30-45 y.,Further vocational education,1.0,38,38,1.0,1.0
2010,17-29 y.,Further vocational education,0.5936945879290486,40,219,0.5919174613573087,0.5954717145007885
2010,17-29 y.,Others,0.40630541207095133,35,219,0.4045282854992114,0.4080825386426913
2010,30-45 y.,Vocational Retraining,0.14593806126180484,33,219,0.144677313842695,0.14719880868091467
2010,30-45 y.,Further vocational education,0.5576784930385278,79,219,0.5559048750130516,0.5594521110640039
2010,30-45 y.,Others,0.2963834456996673,32,219,0.29475267044334574,0.29801422095598884
2011,17-29 y.,Further vocational education,1.0,43,271,1.0,1.0
2011,30-45 y.,Vocational Retraining,0.22513392533900073,60,271,0.22378506561679817,0.22648278506120328
2011,30-45 y.,Further vocational education,0.65952020820894,104,271,0.6579898513468312,0.6610505650710488
2011,30-45 y.,Others,0.11534586645205926,31,271,0.11431424404938345,0.11637748885473506
2011,46-65 y.,Further vocational education,1.0,33,271,1.0,1.0
2012,17-29 y.,Further vocational education,1.0,39,240,1.0,1.0
2012,30-45 y.,Vocational Retraining,0.194412811903118,46,240,0.1930470818048453,0.19577854200139067
2012,30-45 y.,Further vocational education,0.5806396880572777,79,240,0.5789367722121694,0.582342603902386
2012,30-45 y.,Others,0.22494750003960415,31,240,0.22350653876116938,0.2263884613180389
2012,46-65 y.,Further vocational education,1.0,45,240,1.0,1.0
2013,17-29 y.,Further vocational education,1.0,38,295,1.0,1.0
2013,30-45 y.,Vocational Retraining,0.244371108551515,58,295,0.24297580686299994,0.24576641024003007
2013,30-45 y.,Further vocational education,0.5978425803012293,103,295,0.5962504435120423,0.5994347170904163
2013,30-45 y.,Others,0.15778631114725578,40,295,0.15660263002231364,0.1589699922721979
2013,46-65 y.,Further vocational education,1.0,56,295,1.0,1.0
2014,17-29 y.,Further vocational education,1.0,45,254,1.0,1.0
2014,30-45 y.,Vocational Retraining,0.2557989066895195,50,254,0.2542934342650364,0.25730437911400256
2014,30-45 y.,Further vocational education,0.5154672119045562,75,254,0.5137428023541429,0.5171916214549696
2014,30-45 y.,Others,0.22873388140592435,33,254,0.2272846234682532,0.2301831393435955
2014,46-65 y.,Further vocational education,1.0,51,254,1.0,1.0
2015,17-29 y.,Further vocational education,1.0,32,141,1.0,1.0
