year,regtyp,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,Very important,0.24792,2080,5359,0.23636,0.25949
1990,Urban regions,Important,0.27219,2115,5359,0.26027,0.28411
1990,Urban regions,Less important,0.10898,812,5359,0.10064,0.11733
1990,Urban regions,Unimportant,0.05407,352,5359,0.04802,0.06013
1990,Rural regions,Very important,0.18144,695,1671,0.16296,0.19993
1990,Rural regions,Important,0.18886,677,1671,0.17009,0.20763
1990,Rural regions,Less important,0.06180,211,1671,0.05025,0.07335
1990,Rural regions,Unimportant,0.02684,88,1671,0.01909,0.03460
1992,Urban regions,Very important,0.29889,2885,6539,0.28779,0.30998
1992,Urban regions,Important,0.27366,2288,6539,0.26286,0.28447
1992,Urban regions,Less important,0.10907,890,6539,0.10151,0.11663
1992,Urban regions,Unimportant,0.06644,476,6539,0.06041,0.07248
1992,Rural regions,Very important,0.35358,2113,4179,0.33908,0.36807
1992,Rural regions,Important,0.28129,1391,4179,0.26765,0.29492
1992,Rural regions,Less important,0.09402,448,4179,0.08517,0.10287
1992,Rural regions,Unimportant,0.05051,227,4179,0.04387,0.05715
1995,Urban regions,Very important,0.32032,3144,6821,0.30924,0.33139
1995,Urban regions,Important,0.26428,2336,6821,0.25381,0.27474
1995,Urban regions,Less important,0.10777,909,6821,0.10041,0.11513
1995,Urban regions,Unimportant,0.05947,432,6821,0.05386,0.06508
1995,Rural regions,Very important,0.35833,2089,4248,0.34391,0.37275
1995,Rural regions,Important,0.28022,1464,4248,0.26672,0.29373
1995,Rural regions,Less important,0.09295,475,4248,0.08422,0.10169
1995,Rural regions,Unimportant,0.04871,220,4248,0.04224,0.05519
2004,Urban regions,Very important,0.34478,6462,14062,0.33692,0.35263
2004,Urban regions,Important,0.28619,4814,14062,0.27872,0.29366
2004,Urban regions,Less important,0.11769,1895,14062,0.11236,0.12302
2004,Urban regions,Unimportant,0.06341,891,14062,0.05939,0.06744
2004,Rural regions,Very important,0.33695,3148,7113,0.32597,0.34794
2004,Rural regions,Important,0.31851,2641,7113,0.30768,0.32934
2004,Rural regions,Less important,0.10854,932,7113,0.10131,0.11576
2004,Rural regions,Unimportant,0.05413,392,7113,0.04887,0.05939
2008,Urban regions,Very important,0.36444,5981,12478,0.35600,0.37289
2008,Urban regions,Important,0.27151,4144,12478,0.26371,0.27931
2008,Urban regions,Less important,0.11597,1558,12478,0.11035,0.12159
2008,Urban regions,Unimportant,0.06802,795,12478,0.06360,0.07244
2008,Rural regions,Very important,0.34715,3041,6553,0.33562,0.35867
2008,Rural regions,Important,0.32197,2491,6553,0.31066,0.33328
2008,Rural regions,Less important,0.11160,702,6553,0.10397,0.11922
2008,Rural regions,Unimportant,0.04840,319,6553,0.04320,0.05359
2012,Urban regions,Very important,0.35141,8952,17265,0.34429,0.35853
2012,Urban regions,Important,0.28498,5686,17265,0.27824,0.29171
2012,Urban regions,Less important,0.11450,1700,17265,0.10975,0.11925
2012,Urban regions,Unimportant,0.07072,927,17265,0.06689,0.07454
2012,Rural regions,Very important,0.37070,5307,10008,0.36124,0.38016
2012,Rural regions,Important,0.31225,3496,10008,0.30317,0.32133
2012,Rural regions,Less important,0.09518,815,10008,0.08943,0.10093
2012,Rural regions,Unimportant,0.04781,390,10008,0.04363,0.05199
2016,Urban regions,Very important,0.38050,8444,15565,0.37287,0.38813
2016,Urban regions,Important,0.26365,4766,15565,0.25672,0.27057
2016,Urban regions,Less important,0.10945,1524,15565,0.10454,0.11435
2016,Urban regions,Unimportant,0.06602,831,15565,0.06212,0.06992
2016,Rural regions,Very important,0.39866,4680,8411,0.38819,0.40912
2016,Rural regions,Important,0.28286,2724,8411,0.27324,0.29249
2016,Rural regions,Less important,0.09288,661,8411,0.08668,0.09909
2016,Rural regions,Unimportant,0.05080,346,8411,0.04611,0.05550
2021,Urban regions,Very important,0.34768,5326,11221,0.33886,0.35649
2021,Urban regions,Important,0.26891,3670,11221,0.26070,0.27711
2021,Urban regions,Less important,0.11584,1395,11221,0.10992,0.12176
2021,Urban regions,Unimportant,0.07102,830,11221,0.06627,0.07578
2021,Rural regions,Very important,0.35651,2903,5718,0.34409,0.36892
2021,Rural regions,Important,0.29344,1947,5718,0.28164,0.30524
2021,Rural regions,Less important,0.10630,578,5718,0.09831,0.11429
2021,Rural regions,Unimportant,0.05723,290,5718,0.05121,0.06325
