year,age_gr,regtyp,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Very important,0.20481,389,1382,0.18352,0.22609
1990,17-29 y.,Urban regions,Important,0.29224,510,1382,0.26825,0.31622
1990,17-29 y.,Urban regions,Less important,0.23056,375,1382,0.20834,0.25277
1990,17-29 y.,Urban regions,Unimportant,0.06787,108,1382,0.05460,0.08114
1990,17-29 y.,Rural regions,Very important,0.17670,159,467,0.14207,0.21133
1990,17-29 y.,Rural regions,Important,0.17994,161,467,0.14507,0.21482
1990,17-29 y.,Rural regions,Less important,0.15068,114,467,0.11820,0.18317
1990,17-29 y.,Rural regions,Unimportant,0.04083,33,467,0.02287,0.05880
1990,30-45 y.,Urban regions,Very important,0.37251,779,1611,0.34889,0.39612
1990,30-45 y.,Urban regions,Important,0.26865,537,1611,0.24700,0.29030
1990,30-45 y.,Urban regions,Less important,0.12695,210,1611,0.11069,0.14321
1990,30-45 y.,Urban regions,Unimportant,0.05201,85,1611,0.04116,0.06286
1990,30-45 y.,Rural regions,Very important,0.23799,203,433,0.19783,0.27814
1990,30-45 y.,Rural regions,Important,0.23356,187,433,0.19366,0.27345
1990,30-45 y.,Rural regions,Less important,0.05975,43,433,0.03740,0.08210
1990,46-65 y.,Urban regions,Very important,0.30673,652,1638,0.28439,0.32907
1990,46-65 y.,Urban regions,Important,0.37637,742,1638,0.35290,0.39984
1990,46-65 y.,Urban regions,Less important,0.09253,167,1638,0.07850,0.10657
1990,46-65 y.,Urban regions,Unimportant,0.05009,77,1638,0.03952,0.06066
1990,46-65 y.,Rural regions,Very important,0.24317,235,493,0.20527,0.28108
1990,46-65 y.,Rural regions,Important,0.24989,219,493,0.21164,0.28815
1990,46-65 y.,Rural regions,Less important,0.05270,39,493,0.03295,0.07244
1990,66 and older,Urban regions,Very important,0.29439,260,728,0.26126,0.32752
1990,66 and older,Urban regions,Important,0.38291,326,728,0.34758,0.41825
1990,66 and older,Urban regions,Less important,0.07326,60,728,0.05432,0.09220
1990,66 and older,Urban regions,Unimportant,0.11174,82,728,0.08884,0.13464
1990,66 and older,Rural regions,Very important,0.23488,98,208,0.17713,0.29263
1990,66 and older,Rural regions,Important,0.27603,110,208,0.21513,0.33693
1992,17-29 y.,Urban regions,Very important,0.24667,502,1583,0.22542,0.26791
1992,17-29 y.,Urban regions,Important,0.29856,540,1583,0.27601,0.32111
1992,17-29 y.,Urban regions,Less important,0.23502,396,1583,0.21413,0.25592
1992,17-29 y.,Urban regions,Unimportant,0.09279,145,1583,0.07849,0.10709
1992,17-29 y.,Rural regions,Very important,0.37881,427,1063,0.34964,0.40799
1992,17-29 y.,Rural regions,Important,0.30098,345,1063,0.27339,0.32857
1992,17-29 y.,Rural regions,Less important,0.21879,226,1063,0.19393,0.24366
1992,17-29 y.,Rural regions,Unimportant,0.05380,65,1063,0.04023,0.06737
1992,30-45 y.,Urban regions,Very important,0.46248,1189,2151,0.44141,0.48356
1992,30-45 y.,Urban regions,Important,0.26577,606,2151,0.24710,0.28445
1992,30-45 y.,Urban regions,Less important,0.13700,255,2151,0.12246,0.15153
1992,30-45 y.,Urban regions,Unimportant,0.04987,101,2151,0.04067,0.05907
1992,30-45 y.,Rural regions,Very important,0.54061,902,1368,0.51419,0.56703
1992,30-45 y.,Rural regions,Important,0.29955,374,1368,0.27527,0.32384
1992,30-45 y.,Rural regions,Less important,0.10009,92,1368,0.08418,0.11600
1992,46-65 y.,Urban regions,Very important,0.37456,890,1940,0.35302,0.39610
1992,46-65 y.,Urban regions,Important,0.36405,769,1940,0.34263,0.38546
1992,46-65 y.,Urban regions,Less important,0.08644,171,1940,0.07393,0.09895
1992,46-65 y.,Urban regions,Unimportant,0.06137,110,1940,0.05069,0.07206
1992,46-65 y.,Rural regions,Very important,0.43989,613,1234,0.41219,0.46760
1992,46-65 y.,Rural regions,Important,0.36622,460,1234,0.33932,0.39311
1992,46-65 y.,Rural regions,Less important,0.08439,98,1234,0.06887,0.09990
