year,quintil_oecd_hh,sampreg,hlc0182,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,1st Quintile,West,No,0.99979,2271,2271,0.99921,1.00038
2016,1st Quintile,East,No,0.99749,816,816,0.99406,1.00093
2016,2nd Quintile,West,No,0.99923,2235,2235,0.99808,1.00038
2016,2nd Quintile,East,No,0.99414,794,794,0.98882,0.99945
2016,3rd Quintile,West,No,0.99913,2067,2067,0.99786,1.00040
2016,3rd Quintile,East,No,0.99677,666,666,0.99245,1.00108
2016,4th Quintile,West,No,0.99853,2194,2194,0.99693,1.00014
2016,4th Quintile,East,No,0.99968,456,456,0.99802,1.00133
2016,5th Quintile,West,No,0.99191,2414,2414,0.98833,0.99548
2016,5th Quintile,East,No,0.99452,324,324,0.98648,1.00257
2017,1st Quintile,West,No,0.99882,2315,2315,0.99742,1.00022
2017,1st Quintile,East,No,0.99840,877,877,0.99576,1.00105
2017,2nd Quintile,West,No,0.99796,2326,2326,0.99612,0.99979
2017,2nd Quintile,East,No,0.99718,902,902,0.99372,1.00064
2017,3rd Quintile,West,No,0.99861,2359,2359,0.99710,1.00011
2017,3rd Quintile,East,No,0.99378,719,719,0.98803,0.99953
2017,4th Quintile,West,No,0.99924,2507,2507,0.99815,1.00032
2017,5th Quintile,West,No,0.99892,2708,2708,0.99768,1.00016
2017,5th Quintile,East,No,0.99950,379,379,0.99725,1.00175
2018,1st Quintile,West,No,0.99889,2363,2363,0.99755,1.00023
2018,2nd Quintile,West,No,0.99868,2345,2345,0.99721,1.00015
2018,2nd Quintile,East,No,0.99866,943,943,0.99632,1.00100
2018,3rd Quintile,West,No,0.99477,2247,2247,0.99179,0.99776
2018,4th Quintile,West,No,0.99717,2373,2373,0.99503,0.99931
2018,5th Quintile,West,No,0.99648,2639,2639,0.99422,0.99874
2018,5th Quintile,East,No,0.99915,362,362,0.99615,1.00215
2019,1st Quintile,West,No,0.99764,2090,2090,0.99556,0.99972
2019,1st Quintile,East,No,0.99853,825,825,0.99592,1.00115
2019,2nd Quintile,West,No,0.99885,2185,2185,0.99743,1.00027
2019,2nd Quintile,East,No,0.99646,823,823,0.99240,1.00052
2019,3rd Quintile,West,No,0.99767,2173,2173,0.99564,0.99970
2019,4th Quintile,West,No,0.99781,2361,2361,0.99592,0.99969
2019,5th Quintile,West,No,0.99760,3628,3628,0.99601,0.99920
2019,5th Quintile,East,No,0.99459,693,693,0.98912,1.00005
2020,1st Quintile,West,No,0.99476,2613,2613,0.99199,0.99753
2020,1st Quintile,East,No,0.99662,817,817,0.99264,1.00060
2020,2nd Quintile,West,No,0.99764,2461,2461,0.99572,0.99955
2020,2nd Quintile,East,No,0.99608,857,857,0.99189,1.00026
2020,3rd Quintile,West,No,0.99605,2215,2215,0.99344,0.99866
2020,3rd Quintile,East,No,0.99378,655,655,0.98775,0.99980
2020,4th Quintile,West,No,0.99684,2335,2335,0.99457,0.99912
2020,4th Quintile,East,No,0.99991,518,518,0.99908,1.00073
2020,5th Quintile,West,No,0.99267,3138,3138,0.98968,0.99565
2020,5th Quintile,East,No,0.99524,579,579,0.98963,1.00085
2021,1st Quintile,West,No,0.99401,1504,1504,0.99011,0.99791
2021,2nd Quintile,West,No,0.99468,1604,1604,0.99112,0.99824
2021,3rd Quintile,West,No,0.99805,1553,1553,0.99586,1.00025
2021,3rd Quintile,East,No,0.99961,474,474,0.99784,1.00139
2021,4th Quintile,West,No,0.99495,1682,1682,0.99156,0.99834
2021,4th Quintile,East,No,0.99885,392,392,0.99548,1.00221
2021,5th Quintile,West,No,0.99666,2284,2284,0.99429,0.99902
2022,Not included in this version of the questionnaire,West,No,0.99976,151,151,0.99726,1.00225
2022,1st Quintile,West,No,0.99959,3361,3361,0.99891,1.00027
2022,1st Quintile,East,No,0.99881,1114,1114,0.99678,1.00084
2022,2nd Quintile,West,No,0.99850,2865,2865,0.99708,0.99992
2022,2nd Quintile,East,No,0.99795,990,990,0.99513,1.00077
2022,3rd Quintile,West,No,0.99905,2572,2572,0.99786,1.00024
2022,3rd Quintile,East,No,0.99606,816,816,0.99175,1.00036
2022,4th Quintile,West,No,0.99578,2766,2766,0.99336,0.99820
2022,4th Quintile,East,No,0.99996,640,640,0.99945,1.00047
2022,5th Quintile,West,No,0.99173,3230,3230,0.98861,0.99485
