year,hhtyp,sampreg,hlc0182,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,West,No,0.99780,2528,2528,0.99597,0.99963
2016,Single-person household,East,No,0.99491,847,847,0.99011,0.99971
2016,Couple without children,West,No,0.99779,3071,3071,0.99613,0.99945
2016,Couple without children,East,No,0.99813,1006,1006,0.99546,1.00080
2016,Single parent,West,No,0.99734,1185,1185,0.99441,1.00027
2016,Single parent,East,No,0.99884,334,334,0.99518,1.00250
2016,Couple with children,West,No,0.99681,4153,4153,0.99509,0.99852
2016,Couple with children,East,No,0.99695,817,817,0.99317,1.00073
2016,Other Combinations,West,No,0.99462,165,165,0.98343,1.00582
2017,Single-person household,West,No,0.99853,2851,2851,0.99713,0.99994
2017,Single-person household,East,No,0.99731,966,966,0.99405,1.00058
2017,Couple without children,West,No,0.99876,3468,3468,0.99758,0.99993
2017,Couple without children,East,No,0.99744,1131,1131,0.99449,1.00039
2017,Single parent,West,No,0.99789,1193,1193,0.99528,1.00049
2017,Single parent,East,No,0.99084,341,341,0.98072,1.00097
2017,Couple with children,West,No,0.99916,4395,4395,0.99831,1.00002
2017,Couple with children,East,No,0.99934,908,908,0.99766,1.00101
2018,Single-person household,West,No,0.99646,2990,2990,0.99434,0.99859
2018,Single-person household,East,No,0.99923,1022,1022,0.99752,1.00093
2018,Couple without children,West,No,0.99764,3402,3402,0.99601,0.99927
2018,Single parent,West,No,0.99368,1169,1169,0.98913,0.99822
2018,Couple with children,West,No,0.99839,4122,4122,0.99717,0.99961
2018,Couple with children,East,No,0.99956,883,883,0.99817,1.00095
2018,Multi-generational household,West,No,0.99827,90,90,0.98963,1.00691
2019,Single-person household,Does not apply,No,0.98288,40,40,0.94217,1.02359
2019,Single-person household,West,No,0.99766,3083,3083,0.99595,0.99937
2019,Single-person household,East,No,0.99798,1002,1002,0.99520,1.00076
2019,Couple without children,West,No,0.99733,3802,3802,0.99569,0.99897
2019,Couple without children,East,No,0.99743,1257,1257,0.99463,1.00023
2019,Single parent,West,No,0.99987,1089,1089,0.99918,1.00055
2019,Couple with children,West,No,0.99845,4195,4195,0.99726,0.99964
2019,Couple with children,East,No,0.99926,939,939,0.99751,1.00100
2020,Single-person household,West,No,0.99365,3552,3552,0.99104,0.99626
2020,Single-person household,East,No,0.99727,1034,1034,0.99409,1.00045
2020,Couple without children,West,No,0.99631,3825,3825,0.99439,0.99824
2020,Couple without children,East,No,0.99579,1171,1171,0.99208,0.99950
2020,Single parent,West,No,0.99823,1033,1033,0.99566,1.00079
2020,Single parent,East,No,0.99567,302,302,0.98824,1.00309
2020,Couple with children,West,No,0.99682,4029,4029,0.99508,0.99856
2020,Couple with children,East,No,0.99705,854,854,0.99340,1.00069
2020,Other Combinations,East,No,0.94024,41,41,0.86677,1.01370
2021,Single-person household,West,No,0.99677,2475,2475,0.99454,0.99901
2021,Couple without children,West,No,0.99141,2575,2575,0.98784,0.99497
2021,Couple without children,East,No,0.99933,819,819,0.99756,1.00110
2021,Single parent,West,No,0.99921,655,655,0.99705,1.00137
2021,Couple with children,West,No,0.99795,2613,2613,0.99621,0.99968
2021,Couple with children,East,No,0.99948,552,552,0.99758,1.00138
2021,Other Combinations,West,No,0.99843,220,220,0.99319,1.00367
2022,No answer / don't know,West,No,0.98979,324,324,0.97883,1.00075
2022,Single-person household,West,No,0.99677,4282,4282,0.99507,0.99847
2022,Single-person household,East,No,0.99764,1276,1276,0.99497,1.00030
2022,Couple without children,West,No,0.99639,4443,4443,0.99462,0.99815
2022,Couple without children,East,No,0.99813,1257,1257,0.99575,1.00052
2022,Single parent,West,No,0.99931,836,836,0.99752,1.00109
2022,Couple with children,West,No,0.99670,4111,4111,0.99494,0.99845
2022,Couple with children,East,No,0.99972,1016,1016,0.99869,1.00075
2022,Other Combinations,West,No,0.99929,886,886,0.99752,1.00105
