year,bula_h,hhtyp,hlc0182,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,Couple with children,No,0.99853,175,175,0.99282,1.00423
2016,Lower Saxony,Couple with children,No,0.98643,475,475,0.97602,0.99685
2016,North Rhine-Westphalia,Single-person household,No,0.99566,605,605,0.99042,1.00090
2016,North Rhine-Westphalia,Couple without children,No,0.99814,780,780,0.99511,1.00117
2016,North Rhine-Westphalia,Single parent,No,0.99888,313,313,0.99516,1.00259
2016,North Rhine-Westphalia,Couple with children,No,0.99483,1134,1134,0.99065,0.99901
2016,North Rhine-Westphalia,Other Combinations,No,0.97746,43,43,0.93256,1.02235
2016,Hesse,Couple without children,No,0.98972,278,278,0.97784,1.00160
2016,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99269,237,237,0.98182,1.00356
2016,"Rhineland-Palatinate, Saarland",Single parent,No,0.98602,80,80,0.96014,1.01191
2016,Baden-Wuerttemberg,Single-person household,No,0.99620,346,346,0.98970,1.00269
2016,Bavaria,Single-person household,No,0.99715,516,516,0.99254,1.00175
2016,Bavaria,Couple without children,No,0.99865,636,636,0.99579,1.00151
2016,Bavaria,Couple with children,No,0.99909,862,862,0.99708,1.00110
2016,Berlin,Single-person household,No,0.99757,226,226,0.99113,1.00400
2016,Berlin,Couple without children,No,0.99295,165,165,0.98015,1.00576
2016,Berlin,Single parent,No,0.97747,67,67,0.94167,1.01327
2016,Brandenburg,Couple without children,No,0.99841,211,211,0.99303,1.00380
2016,Brandenburg,Couple with children,No,0.99937,149,149,0.99534,1.00341
2016,Saxony,Single-person household,No,0.99130,225,225,0.97915,1.00346
2016,Saxony,Couple without children,No,0.99945,285,285,0.99672,1.00218
2016,Saxony,Couple with children,No,0.99188,244,244,0.98060,1.00316
2016,Saxony-Anhalt,Single-person household,No,0.99611,146,146,0.98598,1.00624
2016,Thuringa,Single-person household,No,0.99163,149,149,0.97696,1.00631
2016,Thuringa,Single parent,No,0.99350,52,52,0.97144,1.01556
2017,Schleswig-Holstein,Couple with children,No,0.99841,197,197,0.99283,1.00399
2017,Lower Saxony,Single-person household,No,0.99638,347,347,0.99004,1.00271
2017,Lower Saxony,Couple without children,No,0.99856,461,461,0.99509,1.00203
2017,Lower Saxony,Couple with children,No,0.99709,530,530,0.99250,1.00168
2017,North Rhine-Westphalia,Single-person household,No,0.99925,689,689,0.99721,1.00129
2017,North Rhine-Westphalia,Couple without children,No,0.99923,899,899,0.99741,1.00104
2017,North Rhine-Westphalia,Single parent,No,0.99907,318,318,0.99572,1.00243
2017,North Rhine-Westphalia,Couple with children,No,0.99867,1182,1182,0.99659,1.00075
2017,Hesse,Couple without children,No,0.99449,279,279,0.98579,1.00319
2017,"Rhineland-Palatinate, Saarland",Single parent,No,0.98294,80,80,0.95438,1.01150
2017,Baden-Wuerttemberg,Couple without children,No,0.99756,492,492,0.99319,1.00192
2017,Baden-Wuerttemberg,Single parent,No,0.99669,134,134,0.98693,1.00645
2017,Bavaria,Single-person household,No,0.99742,589,589,0.99333,1.00152
2017,Bavaria,Couple with children,No,0.99941,906,906,0.99782,1.00099
2017,Berlin,Single-person household,No,0.99560,249,249,0.98737,1.00384
2017,Brandenburg,Single-person household,No,0.99561,153,153,0.98509,1.00612
2017,Brandenburg,Single parent,No,0.94127,54,54,0.87796,1.00457
2017,Saxony,Single-person household,No,0.99863,271,271,0.99423,1.00304
2017,Saxony,Couple with children,No,0.99796,277,277,0.99264,1.00328
2017,Thuringa,Single-person household,No,0.98940,172,172,0.97404,1.00475
2017,Thuringa,Couple without children,No,0.98198,195,195,0.96325,1.00070
2018,Schleswig-Holstein,Single-person household,No,0.99345,131,131,0.97958,1.00732
2018,Schleswig-Holstein,Couple without children,No,0.99775,156,156,0.99029,1.00521
2018,Schleswig-Holstein,Couple with children,No,0.99577,198,198,0.98670,1.00483
2018,Hamburg,Couple without children,No,0.99097,92,92,0.97153,1.01041
2018,Hamburg,Single parent,No,0.94187,38,38,0.86648,1.01727
2018,Lower Saxony,Single-person household,No,0.99016,359,359,0.97994,1.00039
2018,Lower Saxony,Couple without children,No,0.99849,447,447,0.99488,1.00209
2018,Lower Saxony,Single parent,No,0.98224,148,148,0.96089,1.00359
2018,Lower Saxony,Couple with children,No,0.99820,494,494,0.99447,1.00194
2018,North Rhine-Westphalia,Single-person household,No,0.99615,741,741,0.99168,1.00061
2018,North Rhine-Westphalia,Couple without children,No,0.99798,903,903,0.99504,1.00091
2018,North Rhine-Westphalia,Single parent,No,0.99201,324,324,0.98230,1.00172
2018,North Rhine-Westphalia,Couple with children,No,0.99773,1118,1118,0.99494,1.00052
2018,Baden-Wuerttemberg,Single-person household,No,0.99727,365,365,0.99191,1.00263
2018,Baden-Wuerttemberg,Couple with children,No,0.99720,625,625,0.99305,1.00134
2018,Bavaria,Single-person household,No,0.99803,607,607,0.99450,1.00156
2018,Bavaria,Couple without children,No,0.99304,666,666,0.98672,0.99936
2018,Bavaria,Couple with children,No,0.99926,832,832,0.99742,1.00111
2018,Berlin,Single-person household,No,0.99503,284,284,0.98683,1.00322
2018,Brandenburg,Single-person household,No,0.99446,175,175,0.98342,1.00549
2018,Brandenburg,Couple with children,No,0.99775,163,163,0.99046,1.00504
2019,Schleswig-Holstein,Couple without children,No,0.99043,189,189,0.97652,1.00435
2019,Schleswig-Holstein,Single parent,No,0.99557,49,49,0.97678,1.01436
2019,Schleswig-Holstein,Couple with children,No,0.99829,209,209,0.99268,1.00390
2019,Hamburg,Couple without children,No,0.99712,116,116,0.98732,1.00692
2019,Lower Saxony,Couple without children,No,0.99859,474,474,0.99521,1.00197
2019,Lower Saxony,Couple with children,No,0.99544,497,497,0.98951,1.00137
2019,North Rhine-Westphalia,Single-person household,No,0.99823,777,777,0.99528,1.00119
2019,North Rhine-Westphalia,Couple without children,No,0.99984,990,990,0.99905,1.00063
2019,North Rhine-Westphalia,Couple with children,No,0.99833,1140,1140,0.99596,1.00070
2019,Hesse,Couple with children,No,0.99988,343,343,0.99869,1.00106
