year,age_gr,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Primary Level,Married,0.31832,99,195,0.25277,0.38387
1984,17-29 y.,Primary Level,Single,0.61483,96,195,0.54635,0.68331
1984,17-29 y.,Lower Secondary Level,Married,0.17064,264,1013,0.14746,0.19382
1984,17-29 y.,Lower Secondary Level,Single,0.79462,749,1013,0.76973,0.81951
1984,17-29 y.,Upper Secondary Level,Married,0.33331,582,1551,0.30984,0.35678
1984,17-29 y.,Upper Secondary Level,Single,0.63529,969,1551,0.61133,0.65925
1984,17-29 y.,Post-secondary Non-tertiary Level,Married,0.31699,49,122,0.23408,0.39990
1984,17-29 y.,Post-secondary Non-tertiary Level,Single,0.67875,73,122,0.59555,0.76195
1984,17-29 y.,First Stage of Tertiary Education,Married,0.40831,59,122,0.32073,0.49589
1984,17-29 y.,First Stage of Tertiary Education,Single,0.56616,63,122,0.47785,0.65447
1984,17-29 y.,Second Stage of Tertiary Education,Married,0.41864,54,126,0.33215,0.50512
1984,17-29 y.,Second Stage of Tertiary Education,Single,0.57347,72,126,0.48676,0.66017
1984,30-45 y.,Primary Level,Married,0.83537,360,360,0.79700,0.87373
1984,30-45 y.,Lower Secondary Level,Married,0.82521,699,771,0.79839,0.85204
1984,30-45 y.,Lower Secondary Level,Single,0.06737,33,771,0.04967,0.08508
1984,30-45 y.,Lower Secondary Level,Divorced,0.06122,39,771,0.04428,0.07815
1984,30-45 y.,Upper Secondary Level,Married,0.79789,1616,1925,0.77995,0.81583
1984,30-45 y.,Upper Secondary Level,"Married, living apart",0.02149,44,1925,0.01501,0.02797
1984,30-45 y.,Upper Secondary Level,Single,0.09602,154,1925,0.08286,0.10919
1984,30-45 y.,Upper Secondary Level,Divorced,0.07044,111,1925,0.05901,0.08187
1984,30-45 y.,Post-secondary Non-tertiary Level,Married,0.63382,78,78,0.52622,0.74143
1984,30-45 y.,First Stage of Tertiary Education,Married,0.79409,202,202,0.73819,0.84999
1984,30-45 y.,Second Stage of Tertiary Education,Married,0.73015,289,349,0.68351,0.77679
1984,30-45 y.,Second Stage of Tertiary Education,Single,0.18094,60,349,0.14049,0.22139
1984,46-65 y.,Primary Level,Married,0.68466,319,319,0.63359,0.73573
1984,46-65 y.,Lower Secondary Level,Married,0.76274,868,1068,0.73721,0.78827
1984,46-65 y.,Lower Secondary Level,Single,0.04785,44,1068,0.03504,0.06066
1984,46-65 y.,Lower Secondary Level,Divorced,0.05006,45,1068,0.03697,0.06314
1984,46-65 y.,Lower Secondary Level,Widowed,0.12570,111,1068,0.10581,0.14560
1984,46-65 y.,Upper Secondary Level,Married,0.81092,1330,1557,0.79147,0.83038
1984,46-65 y.,Upper Secondary Level,Single,0.03862,53,1557,0.02905,0.04820
1984,46-65 y.,Upper Secondary Level,Divorced,0.05834,76,1557,0.04670,0.06999
1984,46-65 y.,Upper Secondary Level,Widowed,0.07860,98,1557,0.06523,0.09198
1984,46-65 y.,Post-secondary Non-tertiary Level,Married,0.79704,55,55,0.68977,0.90432
1984,46-65 y.,First Stage of Tertiary Education,Married,0.77006,165,165,0.70566,0.83446
1984,46-65 y.,Second Stage of Tertiary Education,Married,0.80956,189,189,0.75344,0.86569
1984,66 and older,Lower Secondary Level,Married,0.32787,196,469,0.28534,0.37040
1984,66 and older,Lower Secondary Level,Widowed,0.57768,273,469,0.53292,0.62243
1984,66 and older,Upper Secondary Level,Married,0.50590,330,529,0.46326,0.54855
1984,66 and older,Upper Secondary Level,Widowed,0.41304,199,529,0.37104,0.45503
1984,66 and older,First Stage of Tertiary Education,Married,0.61206,56,56,0.48328,0.74084
1984,66 and older,Second Stage of Tertiary Education,Married,0.48631,36,36,0.32072,0.65190
1985,17-29 y.,Primary Level,Married,0.28590,76,154,0.21431,0.35750
1985,17-29 y.,Primary Level,Single,0.65807,78,154,0.58290,0.73323
1985,17-29 y.,Lower Secondary Level,Married,0.15906,226,938,0.13565,0.18248
1985,17-29 y.,Lower Secondary Level,Single,0.81927,712,938,0.79463,0.84391
1985,17-29 y.,Upper Secondary Level,Married,0.31134,486,1385,0.28695,0.33574
1985,17-29 y.,Upper Secondary Level,Single,0.65042,899,1385,0.62530,0.67555
1985,17-29 y.,Post-secondary Non-tertiary Level,Married,0.30535,37,109,0.21849,0.39221
1985,17-29 y.,Post-secondary Non-tertiary Level,Single,0.69378,72,109,0.60685,0.78071
1985,17-29 y.,First Stage of Tertiary Education,Married,0.35830,49,107,0.26702,0.44958
1985,17-29 y.,First Stage of Tertiary Education,Single,0.59996,58,107,0.50670,0.69323
1985,17-29 y.,Second Stage of Tertiary Education,Married,0.35850,46,120,0.27234,0.44467
1985,17-29 y.,Second Stage of Tertiary Education,Single,0.64150,74,120,0.55533,0.72766
1985,30-45 y.,Primary Level,Married,0.79028,289,289,0.74326,0.83730
1985,30-45 y.,Lower Secondary Level,Married,0.83377,595,632,0.80472,0.86282
1985,30-45 y.,Lower Secondary Level,Divorced,0.07339,37,632,0.05304,0.09373
1985,30-45 y.,Upper Secondary Level,Married,0.78323,1457,1740,0.76386,0.80259
1985,30-45 y.,Upper Secondary Level,"Married, living apart",0.01933,35,1740,0.01286,0.02580
1985,30-45 y.,Upper Secondary Level,Single,0.11040,148,1740,0.09567,0.12513
1985,30-45 y.,Upper Secondary Level,Divorced,0.07422,100,1740,0.06190,0.08654
1985,30-45 y.,Post-secondary Non-tertiary Level,Married,0.62831,66,66,0.51083,0.74579
1985,30-45 y.,First Stage of Tertiary Education,Married,0.82372,197,197,0.77037,0.87707
1985,30-45 y.,Second Stage of Tertiary Education,Married,0.72826,279,336,0.68062,0.77590
1985,30-45 y.,Second Stage of Tertiary Education,Single,0.19352,57,336,0.15122,0.23583
1985,46-65 y.,Primary Level,Married,0.73718,293,293,0.68670,0.78767
1985,46-65 y.,Lower Secondary Level,Married,0.75128,795,981,0.72421,0.77834
1985,46-65 y.,Lower Secondary Level,Single,0.04567,36,981,0.03260,0.05874
1985,46-65 y.,Lower Secondary Level,Divorced,0.05613,44,981,0.04172,0.07054
1985,46-65 y.,Lower Secondary Level,Widowed,0.12900,106,981,0.10801,0.14998
1985,46-65 y.,Upper Secondary Level,Married,0.80561,1242,1448,0.78522,0.82600
1985,46-65 y.,Upper Secondary Level,Single,0.04154,49,1448,0.03126,0.05182
1985,46-65 y.,Upper Secondary Level,Divorced,0.05809,68,1448,0.04603,0.07014
1985,46-65 y.,Upper Secondary Level,Widowed,0.07713,89,1448,0.06338,0.09088
1985,46-65 y.,Post-secondary Non-tertiary Level,Married,0.78243,52,52,0.66919,0.89567
1985,46-65 y.,First Stage of Tertiary Education,Married,0.75141,158,158,0.68380,0.81901
1985,46-65 y.,Second Stage of Tertiary Education,Married,0.80127,186,186,0.74376,0.85877
1985,66 and older,Lower Secondary Level,Married,0.31126,154,386,0.26501,0.35751
1985,66 and older,Lower Secondary Level,Widowed,0.59421,232,386,0.54516,0.64326
1985,66 and older,Upper Secondary Level,Married,0.50245,299,471,0.45724,0.54765
1985,66 and older,Upper Secondary Level,Widowed,0.40296,172,471,0.35861,0.44730
1985,66 and older,First Stage of Tertiary Education,Married,0.57964,52,52,0.44417,0.71512
1985,66 and older,Second Stage of Tertiary Education,Married,0.52107,34,34,0.35063,0.69152
1986,17-29 y.,Primary Level,Married,0.27534,67,155,0.20479,0.34589
1986,17-29 y.,Primary Level,Single,0.67533,88,155,0.60138,0.74929
1986,17-29 y.,Lower Secondary Level,Married,0.14796,197,920,0.12501,0.17092
1986,17-29 y.,Lower Secondary Level,Single,0.82842,723,920,0.80405,0.85280
1986,17-29 y.,Upper Secondary Level,Married,0.30454,453,1352,0.28000,0.32908
1986,17-29 y.,Upper Secondary Level,Single,0.66371,899,1352,0.63851,0.68890
1986,17-29 y.,Post-secondary Non-tertiary Level,Married,0.28752,31,102,0.19925,0.37579
1986,17-29 y.,Post-secondary Non-tertiary Level,Single,0.70595,71,102,0.61709,0.79481
1986,17-29 y.,First Stage of Tertiary Education,Married,0.39840,45,98,0.30097,0.49583
1986,17-29 y.,First Stage of Tertiary Education,Single,0.57052,53,98,0.47201,0.66903
1986,17-29 y.,Second Stage of Tertiary Education,Married,0.32745,35,92,0.23103,0.42387
1986,17-29 y.,Second Stage of Tertiary Education,Single,0.64802,57,92,0.54989,0.74614
1986,30-45 y.,Primary Level,Married,0.81343,251,251,0.76514,0.86172
1986,30-45 y.,Lower Secondary Level,Married,0.81736,535,572,0.78567,0.84905
1986,30-45 y.,Lower Secondary Level,Divorced,0.08110,37,572,0.05870,0.10349
1986,30-45 y.,Upper Secondary Level,Married,0.76741,1345,1637,0.74693,0.78788
1986,30-45 y.,Upper Secondary Level,"Married, living apart",0.03071,55,1637,0.02235,0.03907
1986,30-45 y.,Upper Secondary Level,Single,0.11774,145,1637,0.10212,0.13336
1986,30-45 y.,Upper Secondary Level,Divorced,0.07089,92,1637,0.05846,0.08333
1986,30-45 y.,Post-secondary Non-tertiary Level,Married,0.65967,72,72,0.54946,0.76989
1986,30-45 y.,First Stage of Tertiary Education,Married,0.79868,176,176,0.73927,0.85809
1986,30-45 y.,Second Stage of Tertiary Education,Married,0.70427,279,346,0.65612,0.75243
1986,30-45 y.,Second Stage of Tertiary Education,Single,0.20537,67,346,0.16274,0.24800
1986,46-65 y.,Primary Level,Married,0.74068,275,275,0.68879,0.79257
1986,46-65 y.,Lower Secondary Level,Married,0.76010,771,935,0.73271,0.78748
1986,46-65 y.,Lower Secondary Level,Single,0.04690,32,935,0.03334,0.06046
1986,46-65 y.,Lower Secondary Level,Divorced,0.04792,35,935,0.03422,0.06162
1986,46-65 y.,Lower Secondary Level,Widowed,0.13244,97,935,0.11070,0.15418
1986,46-65 y.,Upper Secondary Level,Married,0.79367,1226,1440,0.77276,0.81458
1986,46-65 y.,Upper Secondary Level,Single,0.04231,49,1440,0.03191,0.05271
1986,46-65 y.,Upper Secondary Level,Divorced,0.07387,85,1440,0.06035,0.08738
1986,46-65 y.,Upper Secondary Level,Widowed,0.07206,80,1440,0.05870,0.08542
1986,46-65 y.,Post-secondary Non-tertiary Level,Married,0.79517,46,46,0.67725,0.91309
1986,46-65 y.,First Stage of Tertiary Education,Married,0.78757,163,163,0.72458,0.85055
1986,46-65 y.,Second Stage of Tertiary Education,Married,0.79628,194,194,0.73946,0.85310
1986,66 and older,Lower Secondary Level,Married,0.34500,155,362,0.29596,0.39403
1986,66 and older,Lower Secondary Level,Widowed,0.57183,207,362,0.52079,0.62287
1986,66 and older,Upper Secondary Level,Married,0.47178,266,434,0.42476,0.51880
1986,66 and older,Upper Secondary Level,Widowed,0.43007,168,434,0.38344,0.47671
1986,66 and older,First Stage of Tertiary Education,Married,0.54719,46,46,0.40175,0.69262
1986,66 and older,Second Stage of Tertiary Education,Married,0.53744,33,33,0.36468,0.71019
1987,17-29 y.,Pre-primary Level,Single,0.99878,190,190,0.99379,1.00376
1987,17-29 y.,Primary Level,Married,0.30521,57,130,0.22574,0.38467
1987,17-29 y.,Primary Level,Single,0.63624,73,130,0.55322,0.71926
1987,17-29 y.,Lower Secondary Level,Married,0.16769,187,887,0.14309,0.19229
1987,17-29 y.,Lower Secondary Level,Single,0.79582,700,887,0.76927,0.82236
1987,17-29 y.,Upper Secondary Level,Married,0.30195,457,1360,0.27754,0.32636
1987,17-29 y.,Upper Secondary Level,Single,0.66762,903,1360,0.64258,0.69267
1987,17-29 y.,Post-secondary Non-tertiary Level,Married,0.31967,38,103,0.22916,0.41017
1987,17-29 y.,Post-secondary Non-tertiary Level,Single,0.67630,65,103,0.58550,0.76710
