year,age_gr,sampreg,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,West,Married,0.27325,1114,3430,0.25833,0.28816
1984,17-29 y.,West,"Married, living apart",0.01227,53,3430,0.00859,0.01596
1984,17-29 y.,West,Single,0.69635,2217,3430,0.68096,0.71175
1984,17-29 y.,West,Divorced,0.01542,46,3430,0.01129,0.01954
1984,30-45 y.,West,Married,0.79259,3271,3905,0.77987,0.80531
1984,30-45 y.,West,"Married, living apart",0.02380,95,3905,0.01902,0.02858
1984,30-45 y.,West,Single,0.10384,296,3905,0.09427,0.11341
1984,30-45 y.,West,Divorced,0.06435,194,3905,0.05665,0.07205
1984,30-45 y.,West,Widowed,0.01529,49,3905,0.01144,0.01914
1984,46-65 y.,West,Married,0.78942,2945,3555,0.77601,0.80282
1984,46-65 y.,West,"Married, living apart",0.01554,72,3555,0.01147,0.01960
1984,46-65 y.,West,Single,0.04481,124,3555,0.03801,0.05162
1984,46-65 y.,West,Divorced,0.05679,156,3555,0.04918,0.06440
1984,46-65 y.,West,Widowed,0.09335,258,3555,0.08378,0.10291
1984,66 and older,West,Married,0.43474,635,1260,0.40736,0.46213
1984,66 and older,West,Single,0.06285,70,1260,0.04945,0.07626
1984,66 and older,West,Divorced,0.03110,38,1260,0.02151,0.04069
1984,66 and older,West,Widowed,0.46596,517,1260,0.43841,0.49352
1985,17-29 y.,West,Married,0.24815,935,3133,0.23303,0.26328
1985,17-29 y.,West,"Married, living apart",0.01040,34,3133,0.00685,0.01396
1985,17-29 y.,West,Single,0.72328,2123,3133,0.70761,0.73895
1985,17-29 y.,West,Divorced,0.01610,41,3133,0.01169,0.02051
1985,30-45 y.,West,Married,0.78478,2912,3475,0.77112,0.79845
1985,30-45 y.,West,"Married, living apart",0.01954,72,3475,0.01494,0.02415
1985,30-45 y.,West,Single,0.11286,269,3475,0.10234,0.12338
1985,30-45 y.,West,Divorced,0.06970,181,3475,0.06123,0.07816
1985,30-45 y.,West,Widowed,0.01312,41,3475,0.00933,0.01690
1985,46-65 y.,West,Married,0.78170,2743,3304,0.76761,0.79579
1985,46-65 y.,West,"Married, living apart",0.01888,67,3304,0.01424,0.02352
1985,46-65 y.,West,Single,0.04791,114,3304,0.04062,0.05519
1985,46-65 y.,West,Divorced,0.06041,150,3304,0.05228,0.06853
1985,46-65 y.,West,Widowed,0.09110,230,3304,0.08129,0.10092
1985,66 and older,West,Married,0.42995,553,1099,0.40066,0.45923
1985,66 and older,West,Single,0.05976,60,1099,0.04573,0.07378
1985,66 and older,West,Divorced,0.03780,38,1099,0.02652,0.04908
1985,66 and older,West,Widowed,0.46558,448,1099,0.43608,0.49509
1986,17-29 y.,West,Married,0.24465,845,3048,0.22938,0.25991
1986,17-29 y.,West,"Married, living apart",0.01053,45,3048,0.00690,0.01415
1986,17-29 y.,West,Single,0.72840,2121,3048,0.71260,0.74419
1986,17-29 y.,West,Divorced,0.01494,37,3048,0.01064,0.01925
1986,30-45 y.,West,Married,0.76745,2683,3268,0.75296,0.78193
1986,30-45 y.,West,"Married, living apart",0.03203,104,3268,0.02599,0.03807
1986,30-45 y.,West,Single,0.12066,276,3268,0.10949,0.13183
1986,30-45 y.,West,Divorced,0.06802,171,3268,0.05939,0.07666
1986,30-45 y.,West,Widowed,0.01137,34,3268,0.00773,0.01500
1986,46-65 y.,West,Married,0.78175,2693,3228,0.76750,0.79600
1986,46-65 y.,West,"Married, living apart",0.01909,71,3228,0.01437,0.02381
1986,46-65 y.,West,Single,0.04614,104,3228,0.03890,0.05338
1986,46-65 y.,West,Divorced,0.06571,155,3228,0.05717,0.07426
1986,46-65 y.,West,Widowed,0.08731,205,3228,0.07757,0.09705
1986,66 and older,West,Married,0.42894,518,990,0.39809,0.45978
1986,66 and older,West,Single,0.06208,57,990,0.04704,0.07712
1986,66 and older,West,Widowed,0.46654,415,990,0.43545,0.49763
1987,17-29 y.,West,Married,0.25372,831,3004,0.23816,0.26928
1987,17-29 y.,West,"Married, living apart",0.01210,51,3004,0.00819,0.01601
1987,17-29 y.,West,Single,0.71736,2087,3004,0.70125,0.73346
1987,17-29 y.,West,Divorced,0.01444,35,3004,0.01017,0.01870
1987,30-45 y.,West,Married,0.76226,2593,3168,0.74744,0.77709
1987,30-45 y.,West,"Married, living apart",0.02404,82,3168,0.01871,0.02938
1987,30-45 y.,West,Single,0.13285,285,3168,0.12103,0.14467
1987,30-45 y.,West,Divorced,0.07042,176,3168,0.06150,0.07933
1987,30-45 y.,West,Widowed,0.01043,32,3168,0.00689,0.01397
1987,46-65 y.,West,Married,0.77410,2655,3208,0.75963,0.78858
1987,46-65 y.,West,"Married, living apart",0.02293,84,3208,0.01775,0.02811
1987,46-65 y.,West,Single,0.04625,95,3208,0.03898,0.05352
1987,46-65 y.,West,Divorced,0.07150,168,3208,0.06258,0.08042
1987,46-65 y.,West,Widowed,0.08522,206,3208,0.07556,0.09489
1987,66 and older,West,Married,0.44395,548,1061,0.41404,0.47386
1987,66 and older,West,Single,0.05676,54,1061,0.04283,0.07069
1987,66 and older,West,Divorced,0.03744,35,1061,0.02601,0.04886
1987,66 and older,West,Widowed,0.45599,424,1061,0.42601,0.48598
1988,17-29 y.,West,Married,0.24365,812,2840,0.22786,0.25944
1988,17-29 y.,West,"Married, living apart",0.01772,59,2840,0.01287,0.02258
1988,17-29 y.,West,Single,0.72229,1969,2840,0.70582,0.73877
1988,30-45 y.,West,Married,0.74285,2388,2952,0.72708,0.75862
1988,30-45 y.,West,"Married, living apart",0.02943,86,2952,0.02333,0.03553
1988,30-45 y.,West,Single,0.14291,279,2952,0.13028,0.15554
1988,30-45 y.,West,Divorced,0.07388,164,2952,0.06444,0.08332
1988,30-45 y.,West,Widowed,0.01092,35,2952,0.00717,0.01467
1988,46-65 y.,West,Married,0.77485,2576,3111,0.76017,0.78953
1988,46-65 y.,West,"Married, living apart",0.02677,89,3111,0.02110,0.03244
1988,46-65 y.,West,Single,0.04584,89,3111,0.03849,0.05319
1988,46-65 y.,West,Divorced,0.06938,161,3111,0.06045,0.07831
1988,46-65 y.,West,Widowed,0.08316,196,3111,0.07346,0.09287
1988,66 and older,West,Married,0.45642,542,1026,0.42593,0.48691
1988,66 and older,West,Single,0.05546,50,1026,0.04144,0.06947
1988,66 and older,West,Divorced,0.03907,35,1026,0.02721,0.05094
1988,66 and older,West,Widowed,0.44042,399,1026,0.41003,0.47081
1989,17-29 y.,West,Married,0.23890,805,2823,0.22316,0.25463
1989,17-29 y.,West,"Married, living apart",0.01606,48,2823,0.01142,0.02069
1989,17-29 y.,West,Single,0.72463,1937,2823,0.70815,0.74111
1989,17-29 y.,West,Divorced,0.01756,33,2823,0.01272,0.02241
1989,30-45 y.,West,Married,0.74371,2280,2842,0.72765,0.75976
1989,30-45 y.,West,"Married, living apart",0.03072,80,2842,0.02438,0.03707
1989,30-45 y.,West,Single,0.13597,272,2842,0.12337,0.14858
1989,30-45 y.,West,Divorced,0.07906,176,2842,0.06913,0.08898
1989,30-45 y.,West,Widowed,0.01054,34,2842,0.00679,0.01430
1989,46-65 y.,West,Married,0.76706,2452,2981,0.75188,0.78224
1989,46-65 y.,West,"Married, living apart",0.02819,86,2981,0.02225,0.03413
1989,46-65 y.,West,Single,0.04924,93,2981,0.04147,0.05701
1989,46-65 y.,West,Divorced,0.07374,162,2981,0.06436,0.08313
1989,46-65 y.,West,Widowed,0.08170,188,2981,0.07186,0.09153
1989,66 and older,West,Married,0.44996,522,1002,0.41914,0.48078
1989,66 and older,West,Single,0.05272,46,1002,0.03888,0.06657
1989,66 and older,West,Divorced,0.04022,35,1002,0.02805,0.05239
1989,66 and older,West,Widowed,0.44950,399,1002,0.41869,0.48032
1990,17-29 y.,West,Married,0.23746,788,2712,0.22144,0.25348
1990,17-29 y.,West,"Married, living apart",0.01134,42,2712,0.00735,0.01532
1990,17-29 y.,West,Single,0.73221,1848,2712,0.71554,0.74888
