year,migback,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,male,Married,0.64617,2713,4116,0.63156,0.66078
1984,No migration background,male,"Married, living apart",0.01187,44,4116,0.00856,0.01518
1984,No migration background,male,Single,0.26722,1107,4116,0.25370,0.28074
1984,No migration background,male,Divorced,0.03299,125,4116,0.02754,0.03845
1984,No migration background,male,Widowed,0.04175,127,4116,0.03564,0.04786
1984,No migration background,female,Married,0.54582,2733,4552,0.53136,0.56029
1984,No migration background,female,"Married, living apart",0.01129,50,4552,0.00822,0.01436
1984,No migration background,female,Single,0.19875,916,4552,0.18715,0.21034
1984,No migration background,female,Divorced,0.05380,231,4552,0.04725,0.06036
1984,No migration background,female,Widowed,0.19034,622,4552,0.17893,0.20174
1984,Direct migration background,male,Married,0.66816,1263,1734,0.64599,0.69033
1984,Direct migration background,male,"Married, living apart",0.06894,98,1734,0.05701,0.08087
1984,Direct migration background,male,Single,0.20270,373,1734,0.18377,0.22163
1984,Direct migration background,female,Married,0.70502,1224,1592,0.68261,0.72743
1984,Direct migration background,female,"Married, living apart",0.02781,34,1592,0.01973,0.03589
1984,Direct migration background,female,Single,0.13716,223,1592,0.12026,0.15407
1984,Direct migration background,female,Divorced,0.04843,48,1592,0.03788,0.05898
1984,Direct migration background,female,Widowed,0.08157,63,1592,0.06812,0.09502
1984,Indirect migration background,male,Single,0.76994,51,51,0.65329,0.88660
1984,Indirect migration background,female,Single,0.37756,37,37,0.21920,0.53592
1985,No migration background,male,Married,0.62957,2472,3812,0.61424,0.64490
1985,No migration background,male,"Married, living apart",0.01246,41,3812,0.00894,0.01599
1985,No migration background,male,Single,0.28134,1076,3812,0.26707,0.29562
1985,No migration background,male,Divorced,0.03560,115,3812,0.02972,0.04148
1985,No migration background,male,Widowed,0.04102,108,3812,0.03472,0.04732
1985,No migration background,female,Married,0.53160,2484,4166,0.51645,0.54676
1985,No migration background,female,"Married, living apart",0.01185,47,4166,0.00857,0.01514
1985,No migration background,female,Single,0.20943,869,4166,0.19707,0.22178
1985,No migration background,female,Divorced,0.05830,217,4166,0.05119,0.06542
1985,No migration background,female,Widowed,0.18882,549,4166,0.17693,0.20070
1985,Direct migration background,male,Married,0.67437,1101,1500,0.65064,0.69809
1985,Direct migration background,male,"Married, living apart",0.05439,69,1500,0.04291,0.06587
1985,Direct migration background,male,Single,0.20823,330,1500,0.18768,0.22879
1985,Direct migration background,female,Married,0.70217,1058,1345,0.67772,0.72662
1985,Direct migration background,female,Single,0.12851,185,1345,0.11062,0.14640
1985,Direct migration background,female,Divorced,0.05208,47,1345,0.04020,0.06396
1985,Direct migration background,female,Widowed,0.09517,55,1345,0.07948,0.11085
1985,Indirect migration background,male,Single,0.82406,56,56,0.72343,0.92470
1985,Indirect migration background,female,Single,0.45899,50,50,0.31946,0.59851
1986,No migration background,male,Married,0.62257,2322,3646,0.60683,0.63830
1986,No migration background,male,"Married, living apart",0.01624,53,3646,0.01214,0.02035
1986,No migration background,male,Single,0.28525,1060,3646,0.27059,0.29991
1986,No migration background,male,Divorced,0.03779,117,3646,0.03160,0.04398
1986,No migration background,male,Widowed,0.03815,94,3646,0.03193,0.04437
1986,No migration background,female,Married,0.52964,2344,3956,0.51408,0.54519
1986,No migration background,female,"Married, living apart",0.01555,61,3956,0.01170,0.01941
1986,No migration background,female,Single,0.21100,854,3956,0.19828,0.22371
1986,No migration background,female,Divorced,0.05676,200,3956,0.04955,0.06397
1986,No migration background,female,Widowed,0.18705,497,3956,0.17490,0.19921
1986,Direct migration background,male,Married,0.67402,1043,1474,0.65008,0.69796
1986,Direct migration background,male,"Married, living apart",0.05798,86,1474,0.04604,0.06991
1986,Direct migration background,male,Single,0.20033,345,1474,0.17989,0.22077
1986,Direct migration background,female,Married,0.67995,1002,1311,0.65469,0.70522
1986,Direct migration background,female,"Married, living apart",0.03403,31,1311,0.02421,0.04385
1986,Direct migration background,female,Single,0.12863,181,1311,0.11050,0.14676
1986,Direct migration background,female,Divorced,0.04616,44,1311,0.03479,0.05752
1986,Direct migration background,female,Widowed,0.11122,53,1311,0.09420,0.12825
1986,Indirect migration background,male,Single,0.84818,63,63,0.75885,0.93750
1986,Indirect migration background,female,Single,0.45937,55,55,0.32645,0.59229
1987,No migration background,male,Married,0.62352,2267,3592,0.60767,0.63936
1987,No migration background,male,"Married, living apart",0.01478,51,3592,0.01083,0.01873
1987,No migration background,male,Single,0.28089,1056,3592,0.26619,0.29559
1987,No migration background,male,Divorced,0.04071,120,3592,0.03425,0.04718
1987,No migration background,male,Widowed,0.04010,98,3592,0.03369,0.04652
1987,No migration background,female,Married,0.53089,2284,3874,0.51517,0.54661
1987,No migration background,female,"Married, living apart",0.01463,56,3874,0.01085,0.01841
1987,No migration background,female,Single,0.20578,826,3874,0.19304,0.21851
1987,No migration background,female,Divorced,0.06111,209,3874,0.05356,0.06865
1987,No migration background,female,Widowed,0.18760,499,3874,0.17530,0.19989
1987,Direct migration background,male,Married,0.68867,1041,1459,0.66490,0.71244
1987,Direct migration background,male,"Married, living apart",0.05673,85,1459,0.04486,0.06860
1987,Direct migration background,male,Single,0.19273,333,1459,0.17248,0.21298
1987,Direct migration background,female,Married,0.69184,1000,1284,0.66657,0.71711
1987,Direct migration background,female,Single,0.11486,177,1284,0.09741,0.13230
1987,Direct migration background,female,Divorced,0.06168,52,1284,0.04852,0.07484
1987,Direct migration background,female,Widowed,0.11158,55,1284,0.09435,0.12881
1987,Indirect migration background,male,Single,0.81281,70,70,0.72077,0.90484
1987,Indirect migration background,female,Single,0.46571,59,59,0.33734,0.59409
1988,No migration background,male,Married,0.61482,2156,3417,0.59850,0.63114
1988,No migration background,male,"Married, living apart",0.02058,63,3417,0.01582,0.02534
1988,No migration background,male,Single,0.28559,990,3417,0.27044,0.30074
1988,No migration background,male,Divorced,0.03908,109,3417,0.03258,0.04558
1988,No migration background,male,Widowed,0.03993,99,3417,0.03337,0.04650
1988,No migration background,female,Married,0.53302,2173,3663,0.51686,0.54918
1988,No migration background,female,"Married, living apart",0.01957,67,3663,0.01509,0.02406
1988,No migration background,female,Single,0.20218,766,3663,0.18918,0.21519
1988,No migration background,female,Divorced,0.06162,193,3663,0.05384,0.06941
1988,No migration background,female,Widowed,0.18360,464,3663,0.17106,0.19614
1988,Direct migration background,male,Married,0.68737,989,1366,0.66278,0.71196
1988,Direct migration background,male,"Married, living apart",0.05258,80,1366,0.04074,0.06442
1988,Direct migration background,male,Single,0.18985,297,1366,0.16904,0.21065
1988,Direct migration background,female,Married,0.69038,959,1261,0.66485,0.71591
1988,Direct migration background,female,"Married, living apart",0.02291,31,1261,0.01464,0.03117
1988,Direct migration background,female,Single,0.11259,166,1261,0.09513,0.13004
1988,Direct migration background,female,Divorced,0.06448,49,1261,0.05092,0.07804
1988,Direct migration background,female,Widowed,0.10965,56,1261,0.09239,0.12690
1988,Indirect migration background,male,Single,0.82234,90,90,0.74292,0.90175
1988,Indirect migration background,female,Single,0.52425,78,78,0.41270,0.63580
1989,No migration background,male,Married,0.60656,2042,3295,0.58988,0.62324
1989,No migration background,male,"Married, living apart",0.02209,64,3295,0.01707,0.02711
1989,No migration background,male,Single,0.28784,973,3295,0.27238,0.30330
1989,No migration background,male,Divorced,0.04318,116,3295,0.03624,0.05012
1989,No migration background,male,Widowed,0.04034,100,3295,0.03362,0.04706
1989,No migration background,female,Married,0.52751,2055,3522,0.51102,0.54401
1989,No migration background,female,"Married, living apart",0.01974,66,3522,0.01515,0.02434
