year,bula_h,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Married,0.48384,244,361,0.43221,0.53546
1984,Schleswig-Holstein,Single,0.16552,82,361,0.12713,0.20392
1984,Schleswig-Holstein,Widowed,0.10819,35,361,0.07610,0.14027
1984,Hamburg,Married,0.45277,180,279,0.39425,0.51128
1984,Hamburg,Single,0.21386,68,279,0.16566,0.26206
1984,Hamburg,Divorced,0.09943,31,279,0.06425,0.13460
1984,Lower Saxony,Married,0.51201,804,1215,0.48389,0.54012
1984,Lower Saxony,Single,0.18767,283,1215,0.16570,0.20963
1984,Lower Saxony,Divorced,0.03051,40,1215,0.02083,0.04018
1984,Lower Saxony,Widowed,0.08768,88,1215,0.07177,0.10359
1984,Bremen,Married,0.50562,85,85,0.39870,0.61254
1984,North Rhine-Westphalia,Married,0.48571,2126,3254,0.46853,0.50288
1984,North Rhine-Westphalia,"Married, living apart",0.01340,63,3254,0.00945,0.01735
1984,North Rhine-Westphalia,Single,0.18741,739,3254,0.17400,0.20082
1984,North Rhine-Westphalia,Divorced,0.03810,121,3254,0.03152,0.04467
1984,North Rhine-Westphalia,Widowed,0.09166,205,3254,0.08175,0.10158
1984,Hesse,Married,0.52512,834,1247,0.49739,0.55285
1984,Hesse,"Married, living apart",0.01967,35,1247,0.01196,0.02738
1984,Hesse,Single,0.19497,278,1247,0.17297,0.21696
1984,Hesse,Divorced,0.02680,33,1247,0.01783,0.03576
1984,Hesse,Widowed,0.08243,67,1247,0.06716,0.09770
1984,"Rhineland-Palatinate, Saarland",Married,0.51558,552,813,0.48121,0.54996
1984,"Rhineland-Palatinate, Saarland",Single,0.17917,180,813,0.15280,0.20555
1984,"Rhineland-Palatinate, Saarland",Widowed,0.11568,81,813,0.09368,0.13768
1984,Baden-Wuerttemberg,Married,0.48204,1504,2251,0.46139,0.50268
1984,Baden-Wuerttemberg,"Married, living apart",0.01664,56,2251,0.01136,0.02193
1984,Baden-Wuerttemberg,Single,0.18325,488,2251,0.16726,0.19924
1984,Baden-Wuerttemberg,Divorced,0.03009,63,2251,0.02303,0.03715
1984,Baden-Wuerttemberg,Widowed,0.09107,140,2251,0.07918,0.10296
1984,Bavaria,Married,0.51511,1406,2072,0.49359,0.53664
1984,Bavaria,Single,0.18789,469,2072,0.17106,0.20471
1984,Bavaria,Divorced,0.03077,63,2072,0.02333,0.03821
1984,Bavaria,Widowed,0.08478,134,2072,0.07278,0.09678
1984,Berlin,Married,0.40422,230,397,0.35589,0.45256
1984,Berlin,Single,0.19625,97,397,0.15714,0.23537
1984,Berlin,Divorced,0.08364,31,397,0.05637,0.11091
1984,Berlin,Widowed,0.13650,39,397,0.10269,0.17032
1985,Schleswig-Holstein,Married,0.47872,220,328,0.42458,0.53287
1985,Schleswig-Holstein,Single,0.17463,77,328,0.13348,0.21578
1985,Schleswig-Holstein,Widowed,0.10417,31,328,0.07106,0.13728
1985,Hamburg,Married,0.42815,158,255,0.36730,0.48900
1985,Hamburg,Single,0.23459,64,255,0.18248,0.28671
