year,regtyp,sampreg,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,West,Married,0.48647,5598,8684,0.47596,0.49699
1985,Urban regions,West,"Married, living apart",0.01283,145,8684,0.01046,0.01520
1985,Urban regions,West,Single,0.20353,2045,8684,0.19506,0.21200
1985,Urban regions,West,Divorced,0.04346,344,8684,0.03917,0.04775
1985,Urban regions,West,Widowed,0.09646,552,8684,0.09025,0.10267
1985,Rural regions,West,Married,0.50629,1545,2341,0.48604,0.52655
1985,Rural regions,West,"Married, living apart",0.01120,36,2341,0.00694,0.01546
1985,Rural regions,West,Single,0.18705,521,2341,0.17125,0.20285
1985,Rural regions,West,Divorced,0.02925,66,2341,0.02242,0.03607
1985,Rural regions,West,Widowed,0.09203,173,2341,0.08032,0.10375
1986,Urban regions,West,Married,0.48426,5296,8348,0.47353,0.49498
1986,Urban regions,West,"Married, living apart",0.01821,202,8348,0.01534,0.02108
1986,Urban regions,West,Single,0.20299,2030,8348,0.19436,0.21162
1986,Urban regions,West,Divorced,0.04152,323,8348,0.03724,0.04580
1986,Urban regions,West,Widowed,0.09516,497,8348,0.08886,0.10145
1986,Rural regions,West,Married,0.49495,1443,2230,0.47420,0.51571
1986,Rural regions,West,"Married, living apart",0.00914,31,2230,0.00519,0.01310
1986,Rural regions,West,Single,0.19405,528,2230,0.17763,0.21047
1986,Rural regions,West,Divorced,0.03366,68,2230,0.02618,0.04115
1986,Rural regions,West,Widowed,0.09007,160,2230,0.07819,0.10196
1987,Urban regions,West,Married,0.48398,5199,8245,0.47319,0.49477
1987,Urban regions,West,"Married, living apart",0.01608,189,8245,0.01336,0.01879
1987,Urban regions,West,Single,0.19922,2000,8245,0.19059,0.20784
1987,Urban regions,West,Divorced,0.04587,348,8245,0.04135,0.05039
1987,Urban regions,West,Widowed,0.09642,509,8245,0.09005,0.10279
1987,Rural regions,West,Married,0.50018,1428,2207,0.47932,0.52105
1987,Rural regions,West,"Married, living apart",0.00998,35,2207,0.00584,0.01413
1987,Rural regions,West,Single,0.18432,521,2207,0.16814,0.20050
1987,Rural regions,West,Divorced,0.03282,66,2207,0.02538,0.04025
1987,Rural regions,West,Widowed,0.08764,157,2207,0.07584,0.09944
1988,Urban regions,West,Married,0.48028,4980,7903,0.46926,0.49129
1988,Urban regions,West,"Married, living apart",0.02017,204,7903,0.01707,0.02327
1988,Urban regions,West,Single,0.19992,1900,7903,0.19110,0.20874
1988,Urban regions,West,Divorced,0.04691,332,7903,0.04225,0.05158
1988,Urban regions,West,Widowed,0.09399,487,7903,0.08756,0.10043
1988,Rural regions,West,Married,0.50005,1338,2065,0.47848,0.52163
1988,Rural regions,West,"Married, living apart",0.01260,40,2065,0.00779,0.01741
1988,Rural regions,West,Single,0.18629,487,2065,0.16949,0.20309
1988,Rural regions,West,Divorced,0.03015,55,2065,0.02277,0.03752
1988,Rural regions,West,Widowed,0.08603,145,2065,0.07393,0.09812
1989,Urban regions,West,Married,0.47646,4789,7699,0.46530,0.48762
1989,Urban regions,West,"Married, living apart",0.02057,189,7699,0.01740,0.02374
1989,Urban regions,West,Single,0.20157,1888,7699,0.19261,0.21054
1989,Urban regions,West,Divorced,0.04943,344,7699,0.04459,0.05427
1989,Urban regions,West,Widowed,0.09476,489,7699,0.08822,0.10130
1989,Rural regions,West,Married,0.49940,1270,1960,0.47726,0.52154
1989,Rural regions,West,"Married, living apart",0.01205,34,1960,0.00722,0.01688
1989,Rural regions,West,Single,0.18414,460,1960,0.16698,0.20131
1989,Rural regions,West,Divorced,0.03658,62,1960,0.02826,0.04489
1989,Rural regions,West,Widowed,0.08353,134,1960,0.07128,0.09578
1990,Urban regions,West,Married,0.47401,4694,7501,0.46270,0.48531
1990,Urban regions,West,"Married, living apart",0.01729,169,7501,0.01434,0.02024
1990,Urban regions,West,Single,0.20213,1818,7501,0.19304,0.21122
1990,Urban regions,West,Divorced,0.05321,348,7501,0.04813,0.05829
1990,Urban regions,West,Widowed,0.08933,472,7501,0.08287,0.09578
1990,Urban regions,East,Married,0.46654,991,1451,0.44086,0.49222
1990,Urban regions,East,Single,0.16072,263,1451,0.14182,0.17962
1990,Urban regions,East,Divorced,0.07008,104,1451,0.05694,0.08322
1990,Urban regions,East,Widowed,0.07390,93,1451,0.06043,0.08736
1990,Rural regions,West,Married,0.49567,1261,1959,0.47352,0.51781
1990,Rural regions,West,"Married, living apart",0.01324,37,1959,0.00818,0.01830
1990,Rural regions,West,Single,0.18941,460,1959,0.17205,0.20676
1990,Rural regions,West,Divorced,0.04333,68,1959,0.03431,0.05235
1990,Rural regions,West,Widowed,0.08398,133,1959,0.07169,0.09627
1990,Rural regions,East,Married,0.50398,2004,2856,0.48564,0.52232
1990,Rural regions,East,Single,0.14534,508,2856,0.13241,0.15827
1990,Rural regions,East,Divorced,0.05603,170,2856,0.04760,0.06447
1990,Rural regions,East,Widowed,0.07478,174,2856,0.06513,0.08442
1991,Urban regions,West,Married,0.47170,4682,7446,0.46036,0.48304
1991,Urban regions,West,"Married, living apart",0.01981,178,7446,0.01664,0.02297
1991,Urban regions,West,Single,0.19263,1764,7446,0.18367,0.20159
1991,Urban regions,West,Divorced,0.05398,359,7446,0.04885,0.05911
1991,Urban regions,West,Widowed,0.09237,463,7446,0.08580,0.09895
1991,Urban regions,East,Married,0.48000,908,1321,0.45305,0.50695
1991,Urban regions,East,Single,0.16840,242,1321,0.14822,0.18859
1991,Urban regions,East,Divorced,0.08141,98,1321,0.06666,0.09617
1991,Urban regions,East,Widowed,0.07013,73,1321,0.05635,0.08390
1991,Rural regions,West,Married,0.48596,1259,1995,0.46402,0.50789
1991,Rural regions,West,"Married, living apart",0.01628,42,1995,0.01073,0.02184
1991,Rural regions,West,Single,0.19269,490,1995,0.17538,0.21000
1991,Rural regions,West,Divorced,0.04367,74,1995,0.03470,0.05264
1991,Rural regions,West,Widowed,0.08032,130,1995,0.06839,0.09225
1991,Rural regions,East,Married,0.52061,1913,2717,0.50183,0.53940
1991,Rural regions,East,Single,0.15211,494,2717,0.13860,0.16561
1991,Rural regions,East,Divorced,0.05330,141,2717,0.04485,0.06175
1991,Rural regions,East,Widowed,0.08476,169,2717,0.07429,0.09524
1992,Urban regions,West,Married,0.47696,4638,7351,0.46554,0.48838
1992,Urban regions,West,"Married, living apart",0.01916,170,7351,0.01602,0.02229
1992,Urban regions,West,Single,0.18947,1729,7351,0.18051,0.19843
1992,Urban regions,West,Divorced,0.05435,364,7351,0.04917,0.05954
1992,Urban regions,West,Widowed,0.08994,450,7351,0.08340,0.09648
1992,Urban regions,East,Married,0.48057,881,1307,0.45347,0.50766
1992,Urban regions,East,Single,0.17800,263,1307,0.15725,0.19874
1992,Urban regions,East,Divorced,0.07481,88,1307,0.06054,0.08908
1992,Urban regions,East,Widowed,0.07229,75,1307,0.05824,0.08633
1992,Rural regions,West,Married,0.48705,1261,1975,0.46500,0.50910
1992,Rural regions,West,"Married, living apart",0.01499,41,1975,0.00963,0.02035
1992,Rural regions,West,Single,0.18300,462,1975,0.16595,0.20006
1992,Rural regions,West,Divorced,0.04563,78,1975,0.03643,0.05484
1992,Rural regions,West,Widowed,0.08515,133,1975,0.07284,0.09746
1992,Rural regions,East,Married,0.51608,1746,2540,0.49664,0.53552
1992,Rural regions,East,Single,0.16554,502,2540,0.15109,0.18000
1992,Rural regions,East,Divorced,0.05126,132,2540,0.04268,0.05983
1992,Rural regions,East,Widowed,0.08240,160,2540,0.07170,0.09309
1993,Urban regions,West,Married,0.47727,4596,7295,0.46581,0.48874
1993,Urban regions,West,"Married, living apart",0.02086,185,7295,0.01758,0.02414
1993,Urban regions,West,Single,0.18920,1725,7295,0.18021,0.19818
1993,Urban regions,West,Divorced,0.05408,353,7295,0.04889,0.05928
1993,Urban regions,West,Widowed,0.08656,436,7295,0.08011,0.09301
1993,Urban regions,East,Married,0.47943,860,1297,0.45223,0.50663
1993,Urban regions,East,Single,0.17925,271,1297,0.15837,0.20013
1993,Urban regions,East,Divorced,0.07216,90,1297,0.05807,0.08624
1993,Urban regions,East,Widowed,0.07039,76,1297,0.05646,0.08432
1993,Rural regions,West,Married,0.48351,1249,1977,0.46147,0.50554
1993,Rural regions,West,"Married, living apart",0.01636,42,1977,0.01077,0.02196
1993,Rural regions,West,Single,0.17612,455,1977,0.15932,0.19292
1993,Rural regions,West,Divorced,0.05157,85,1977,0.04181,0.06132
1993,Rural regions,West,Widowed,0.09199,146,1977,0.07924,0.10473
1993,Rural regions,East,Married,0.50828,1677,2517,0.48874,0.52781
1993,Rural regions,East,"Married, living apart",0.00805,31,2517,0.00456,0.01154
1993,Rural regions,East,Single,0.16131,514,2517,0.14694,0.17568
1993,Rural regions,East,Divorced,0.05270,131,2517,0.04397,0.06143
1993,Rural regions,East,Widowed,0.08435,164,2517,0.07349,0.09520
1994,Urban regions,West,Married,0.47641,4499,7172,0.46485,0.48797
1994,Urban regions,West,"Married, living apart",0.02152,182,7172,0.01816,0.02488
1994,Urban regions,West,Single,0.18759,1696,7172,0.17856,0.19663
1994,Urban regions,West,Divorced,0.05522,361,7172,0.04993,0.06051
1994,Urban regions,West,Widowed,0.08654,434,7172,0.08003,0.09305
1994,Urban regions,East,Married,0.48108,843,1290,0.45380,0.50835
1994,Urban regions,East,Single,0.18018,281,1290,0.15920,0.20116
1994,Urban regions,East,Divorced,0.06981,87,1290,0.05590,0.08372
1994,Urban regions,East,Widowed,0.07522,79,1290,0.06082,0.08962
1994,Rural regions,West,Married,0.48245,1231,1926,0.46013,0.50478
1994,Rural regions,West,"Married, living apart",0.01452,35,1926,0.00917,0.01986
1994,Rural regions,West,Single,0.16978,435,1926,0.15301,0.18655
1994,Rural regions,West,Divorced,0.05259,87,1926,0.04262,0.06256
1994,Rural regions,West,Widowed,0.09105,138,1926,0.07820,0.10390
1994,Rural regions,East,Married,0.51025,1623,2467,0.49052,0.52998
1994,Rural regions,East,"Married, living apart",0.01083,38,2467,0.00674,0.01491
1994,Rural regions,East,Single,0.16058,519,2467,0.14609,0.17507
1994,Rural regions,East,Divorced,0.05452,131,2467,0.04555,0.06348
1994,Rural regions,East,Widowed,0.08197,156,2467,0.07114,0.09280
1995,Urban regions,West,Married,0.47601,4746,7519,0.46472,0.48730
1995,Urban regions,West,"Married, living apart",0.01793,171,7519,0.01493,0.02093
1995,Urban regions,West,Single,0.18862,1772,7519,0.17978,0.19746
1995,Urban regions,West,Divorced,0.05778,392,7519,0.05251,0.06305
1995,Urban regions,West,Widowed,0.08588,438,7519,0.07954,0.09221
1995,Urban regions,East,Married,0.48046,760,1194,0.45211,0.50881
1995,Urban regions,East,Single,0.18197,273,1194,0.16008,0.20386
1995,Urban regions,East,Divorced,0.06986,81,1194,0.05540,0.08433
1995,Urban regions,East,Widowed,0.08109,80,1194,0.06560,0.09658
1995,Rural regions,West,Married,0.48202,1334,2072,0.46050,0.50354
1995,Rural regions,West,"Married, living apart",0.01476,38,2072,0.00957,0.01995
